playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,nextSeason
Daishawn Redan,/daishawn-redan/profil/spieler/361081,18,CF,Suriname,1000000,2700000,Chelsea FC U23,/fc-chelsea-u23/startseite/verein/9250,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2019,-1700000,22.0,1.76,right,GER-Bundesliga,Hertha BSC,NED,MF,18.0,2001.0,0.2,9.0,0.0,2.0,7.0,1.0,1.0,9.0,0.0,0.0,,0.0,,7.0,88.0,73.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,2020
Valentino Lazaro,/valentino-lazaro/profil/spieler/186368,23,RB,Austria,5000000,22400000,Hertha BSC,/hertha-bsc/startseite/verein/44,Inter Milan,/inter-mailand/startseite/verein/46,out,2019,-17400000,27.0,1.8,right,ENG-Premier League,Newcastle Utd,AUT,"DF,MF",23.0,1996.0,5.3,242.0,16.0,91.0,88.0,64.0,6.0,242.0,13.0,8.0,61.5,5.0,38.5,142.0,639.0,349.0,7.0,4.0,2.0,4.0,6.0,141.0,14.0,2020
Valentino Lazaro,/valentino-lazaro/profil/spieler/186368,23,RB,Austria,5000000,22400000,Hertha BSC,/hertha-bsc/startseite/verein/44,Inter Milan,/inter-mailand/startseite/verein/46,out,2019,-17400000,27.0,1.8,right,ITA-Serie A,Inter,AUT,DF,23.0,1996.0,3.6,238.0,5.0,45.0,86.0,109.0,10.0,238.0,14.0,5.0,35.7,9.0,64.3,138.0,847.0,416.0,11.0,9.0,7.0,6.0,3.0,150.0,32.0,2020
Jerry St. Juste,/jerry-st-juste/profil/spieler/288253,22,CB,Netherlands,13000000,8000000,Feyenoord Rotterdam,/feyenoord-rotterdam/startseite/verein/234,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,5000000,26.0,1.86,right,GER-Bundesliga,Mainz 05,NED,DF,22.0,1996.0,23.5,1295.0,180.0,732.0,528.0,51.0,15.0,1295.0,12.0,10.0,83.3,2.0,16.7,734.0,3884.0,2124.0,12.0,10.0,1.0,20.0,7.0,727.0,5.0,2020
Edimilson Fernandes,/edimilson-fernandes/profil/spieler/247555,23,CM,Switzerland,5500000,7500000,West Ham United,/west-ham-united/startseite/verein/379,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,-2000000,27.0,1.9,right,GER-Bundesliga,Mainz 05,SUI,"MF,DF",23.0,1996.0,16.5,915.0,64.0,248.0,538.0,140.0,6.0,915.0,21.0,14.0,66.7,7.0,33.3,517.0,2862.0,1219.0,12.0,8.0,1.0,31.0,22.0,568.0,29.0,2020
Aarón Martín,/aaron-martin/profil/spieler/251878,22,LB,Spain,7000000,7000000,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,0,26.0,1.8,left,GER-Bundesliga,Mainz 05,ESP,DF,22.0,1997.0,19.9,1072.0,48.0,288.0,450.0,351.0,11.0,1072.0,28.0,19.0,67.9,9.0,32.1,527.0,3129.0,1546.0,40.0,26.0,3.0,15.0,15.0,514.0,90.0,2020
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,21,RB,France,3500000,5500000,AS Monaco,/as-monaco/startseite/verein/162,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,-2000000,25.0,1.77,right,GER-Bundesliga,Mainz 05,FRA,DF,21.0,1998.0,6.4,353.0,21.0,140.0,168.0,50.0,3.0,353.0,14.0,11.0,78.6,3.0,21.4,156.0,786.0,407.0,6.0,5.0,2.0,4.0,0.0,168.0,9.0,2020
Jean-Philippe Gbamin,/jean-philippe-gbamin/profil/spieler/182894,23,DM,Cote d'Ivoire,4800000,25000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,Everton FC,/fc-everton/startseite/verein/29,out,2019,-20200000,27.0,1.86,right,ENG-Premier League,Everton,CIV,MF,23.0,1995.0,1.5,87.0,7.0,19.0,57.0,12.0,0.0,87.0,3.0,2.0,66.7,1.0,33.3,54.0,213.0,69.0,0.0,1.0,0.0,2.0,4.0,56.0,3.0,2020
Vincenzo Grifo,/vincenzo-grifo/profil/spieler/185077,26,LW,Italy,12000000,7000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2019,5000000,30.0,1.8,right,GER-Bundesliga,Freiburg,ITA,"MF,FW",26.0,1993.0,18.0,986.0,25.0,157.0,389.0,452.0,56.0,985.0,50.0,25.0,50.0,25.0,50.0,547.0,3176.0,1516.0,50.0,37.0,22.0,44.0,25.0,640.0,112.0,2020
Vincenzo Grifo,/vincenzo-grifo/profil/spieler/185077,26,LW,Italy,12000000,7000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2019,5000000,30.0,1.8,right,GER-Bundesliga,Hoffenheim,ITA,MF,26.0,1993.0,0.2,15.0,0.0,2.0,6.0,7.0,1.0,15.0,1.0,0.0,0.0,1.0,100.0,9.0,72.0,23.0,1.0,1.0,0.0,0.0,0.0,10.0,2.0,2020
Ozan Kabak,/ozan-kabak/profil/spieler/361260,19,CB,Turkey,10000000,15000000,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2019,-5000000,23.0,1.87,right,GER-Bundesliga,Schalke 04,TUR,DF,19.0,2000.0,19.7,1306.0,183.0,687.0,592.0,40.0,21.0,1306.0,23.0,20.0,87.0,3.0,13.0,760.0,4555.0,2816.0,13.0,12.0,2.0,22.0,6.0,801.0,2.0,2020
Benito Raman,/benito-raman/profil/spieler/112930,24,CF,Belgium,2000000,10000000,Fortuna Düsseldorf,/fortuna-dusseldorf/startseite/verein/38,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2019,-8000000,28.0,1.69,right,GER-Bundesliga,Schalke 04,BEL,FW,24.0,1994.0,17.8,516.0,5.0,61.0,209.0,257.0,63.0,516.0,40.0,24.0,60.0,16.0,40.0,278.0,1827.0,752.0,32.0,19.0,15.0,44.0,19.0,311.0,89.0,2020
Breel Embolo,/breel-embolo/profil/spieler/237662,22,CF,Switzerland,20000000,11000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,out,2019,9000000,26.0,1.87,right,GER-Bundesliga,M'Gladbach,SUI,"FW,MF",22.0,1997.0,17.2,654.0,6.0,50.0,312.0,304.0,89.0,653.0,76.0,41.0,53.9,35.0,46.1,463.0,2590.0,1095.0,35.0,33.0,18.0,73.0,47.0,496.0,120.0,2020
Fabian Reese,/fabian-reese/profil/spieler/227102,22,LW,Germany,2500000,100000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Holstein Kiel,/holstein-kiel/startseite/verein/269,out,2019,2400000,25.0,1.87,right,GER-Bundesliga,Schalke 04,GER,FW,21.0,1997.0,1.0,36.0,2.0,8.0,8.0,20.0,4.0,36.0,6.0,0.0,0.0,6.0,100.0,23.0,155.0,61.0,2.0,1.0,1.0,4.0,0.0,24.0,11.0,2020
Iago,/iago/profil/spieler/520468,22,LB,Brazil,5500000,6500000,Sport Club Internacional,/sc-internacional-porto-alegre/startseite/verein/6600,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,-1000000,26.0,1.81,left,GER-Bundesliga,Augsburg,BRA,"DF,MF",22.0,1997.0,7.5,404.0,32.0,162.0,168.0,77.0,4.0,404.0,6.0,2.0,33.3,4.0,66.7,167.0,953.0,443.0,12.0,5.0,0.0,10.0,9.0,151.0,10.0,2020
Carlos Gruezo,/carlos-gruezo/profil/spieler/189475,24,DM,Ecuador,3000000,5500000,FC Dallas,/fc-dallas/startseite/verein/8816,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,-2500000,28.0,1.72,right,GER-Bundesliga,Augsburg,ECU,MF,24.0,1995.0,9.8,377.0,15.0,129.0,209.0,40.0,1.0,377.0,7.0,3.0,42.9,4.0,57.1,199.0,843.0,337.0,5.0,3.0,1.0,3.0,2.0,210.0,7.0,2020
Florian Niederlechner,/florian-niederlechner/profil/spieler/152963,28,CF,Germany,800000,2500000,SC Freiburg,/sc-freiburg/startseite/verein/60,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,-1700000,32.0,1.87,right,GER-Bundesliga,Augsburg,GER,"FW,MF",28.0,1990.0,30.2,841.0,47.0,109.0,387.0,361.0,141.0,839.0,63.0,28.0,44.4,35.0,55.6,478.0,2288.0,1143.0,42.0,21.0,26.0,63.0,38.0,536.0,132.0,2020
Reece Oxford,/reece-oxford/profil/spieler/314295,20,CB,England,5500000,2000000,West Ham United,/west-ham-united/startseite/verein/379,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,3500000,24.0,1.9,right,GER-Bundesliga,Augsburg,ENG,MF,20.0,1998.0,4.2,138.0,14.0,45.0,81.0,13.0,2.0,138.0,2.0,1.0,50.0,1.0,50.0,55.0,179.0,76.0,1.0,1.0,0.0,3.0,0.0,64.0,1.0,2020
Noah Joel Sarenren Bazee,/noah-joel-sarenren-bazee/profil/spieler/283001,22,RW,Germany,600000,1700000,Hannover 96,/hannover-96/startseite/verein/42,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,-1100000,26.0,1.83,right,GER-Bundesliga,Augsburg,NGA,FW,22.0,1996.0,4.2,136.0,3.0,19.0,57.0,62.0,18.0,136.0,16.0,8.0,50.0,8.0,50.0,83.0,597.0,169.0,5.0,4.0,6.0,18.0,14.0,91.0,27.0,2020
Mads Pedersen,/mads-pedersen/profil/spieler/288429,22,LB,Denmark,3500000,800000,FC Nordsjaelland,/fc-nordsjaelland/startseite/verein/2778,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,2700000,26.0,1.74,left,GER-Bundesliga,Augsburg,DEN,DF,22.0,1996.0,1.1,50.0,4.0,16.0,18.0,16.0,2.0,50.0,2.0,0.0,0.0,2.0,100.0,16.0,113.0,39.0,3.0,1.0,1.0,1.0,1.0,18.0,7.0,2020
Martin Hinteregger,/martin-hinteregger/profil/spieler/85789,26,CB,Austria,0,9000000,FC Augsburg,/fc-augsburg/startseite/verein/167,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2019,-9000000,30.0,1.84,left,GER-Bundesliga,Eint Frankfurt,AUT,DF,26.0,1992.0,30.2,2067.0,192.0,973.0,942.0,168.0,54.0,2067.0,21.0,12.0,57.1,9.0,42.9,1024.0,5811.0,2738.0,35.0,17.0,2.0,21.0,10.0,1122.0,35.0,2020
Jonathan Schmid,/jonathan-schmid/profil/spieler/70285,29,RB,France,900000,4000000,FC Augsburg,/fc-augsburg/startseite/verein/167,SC Freiburg,/sc-freiburg/startseite/verein/60,out,2019,-3100000,33.0,1.79,right,GER-Bundesliga,Freiburg,FRA,DF,29.0,1990.0,31.5,1892.0,92.0,538.0,799.0,568.0,41.0,1892.0,33.0,14.0,42.4,19.0,57.6,873.0,4193.0,2176.0,51.0,46.0,9.0,29.0,24.0,989.0,142.0,2020
Sebastiaan Bornauw,/sebastiaan-bornauw/profil/spieler/338629,20,CB,Belgium,8500000,8250000,RSC Anderlecht,/rsc-anderlecht/startseite/verein/58,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2019,250000,24.0,1.91,right,GER-Bundesliga,Köln,BEL,DF,20.0,1999.0,27.2,1512.0,181.0,828.0,646.0,49.0,27.0,1512.0,14.0,11.0,78.6,3.0,21.4,891.0,4351.0,2182.0,12.0,8.0,1.0,14.0,5.0,962.0,5.0,2020
Ellyes Skhiri,/ellyes-skhiri/profil/spieler/290587,24,DM,Tunisia,13000000,6000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2019,7000000,28.0,1.85,right,GER-Bundesliga,Köln,TUN,MF,24.0,1995.0,29.7,1744.0,69.0,451.0,1045.0,265.0,31.0,1744.0,32.0,22.0,68.8,10.0,31.3,909.0,4718.0,2189.0,27.0,22.0,2.0,44.0,39.0,997.0,49.0,2020
Birger Verstraete,/birger-verstraete/profil/spieler/234193,25,DM,Belgium,1800000,4000000,KAA Gent,/kaa-gent/startseite/verein/157,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2019,-2200000,29.0,1.74,right,GER-Bundesliga,Köln,BEL,MF,25.0,1994.0,7.4,333.0,13.0,70.0,189.0,76.0,6.0,333.0,8.0,5.0,62.5,3.0,37.5,148.0,835.0,227.0,4.0,3.0,1.0,11.0,6.0,160.0,7.0,2020
Kingsley Ehizibue,/kingsley-ehizibue/profil/spieler/272812,24,RB,Netherlands,2500000,2000000,PEC Zwolle,/pec-zwolle/startseite/verein/1269,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2019,500000,28.0,1.89,right,GER-Bundesliga,Köln,NED,DF,24.0,1995.0,25.9,1476.0,86.0,493.0,692.0,309.0,17.0,1476.0,63.0,36.0,57.1,28.0,44.4,665.0,3834.0,2070.0,65.0,44.0,8.0,38.0,14.0,771.0,96.0,2020
Matthias Bader,/matthias-bader/profil/spieler/237162,22,RB,Germany,2000000,450000,1.FC Köln,/1-fc-koln/startseite/verein/3,SV Darmstadt 98,/sv-darmstadt-98/startseite/verein/105,out,2019,1550000,26.0,1.76,right,GER-Bundesliga,Köln,GER,DF,22.0,1997.0,0.1,10.0,1.0,5.0,4.0,1.0,0.0,10.0,0.0,0.0,,0.0,,6.0,34.0,18.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2020
Dennis Srbeny,/dennis-srbeny/profil/spieler/159239,25,CF,Germany,800000,200000,Norwich City,/norwich-city/startseite/verein/1123,SC Paderborn 07,/sc-paderborn-07/startseite/verein/127,in,2019,600000,29.0,1.9,right,ENG-Premier League,Norwich City,GER,"MF,FW",25.0,1994.0,0.5,31.0,1.0,4.0,16.0,11.0,3.0,31.0,5.0,2.0,40.0,3.0,60.0,20.0,47.0,6.0,0.0,0.0,0.0,1.0,3.0,22.0,4.0,2020
Dennis Srbeny,/dennis-srbeny/profil/spieler/159239,25,CF,Germany,800000,200000,Norwich City,/norwich-city/startseite/verein/1123,SC Paderborn 07,/sc-paderborn-07/startseite/verein/127,in,2019,600000,29.0,1.9,right,GER-Bundesliga,Paderborn 07,GER,"FW,MF",25.0,1994.0,12.4,393.0,11.0,38.0,213.0,147.0,36.0,393.0,22.0,13.0,59.1,9.0,40.9,220.0,1045.0,460.0,14.0,16.0,4.0,46.0,14.0,276.0,42.0,2020
Bernard Tekpetey,/bernard-tekpetey/profil/spieler/422380,21,RW,Ghana,5000000,2500000,SC Paderborn 07,/sc-paderborn-07/startseite/verein/127,FC Schalke 04,/fc-schalke-04/startseite/verein/33,out,2019,2500000,25.0,1.72,right,GER-Bundesliga,Düsseldorf,GHA,"FW,MF",21.0,1997.0,5.0,188.0,0.0,13.0,71.0,108.0,13.0,188.0,25.0,9.0,36.0,16.0,64.0,122.0,934.0,470.0,21.0,11.0,5.0,20.0,10.0,128.0,35.0,2020
Robert Andrich,/robert-andrich/profil/spieler/159088,24,DM,Germany,11000000,3150000,1.FC Heidenheim 1846,/1-fc-heidenheim-1846/startseite/verein/2036,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,in,2019,7850000,28.0,1.87,right,GER-Bundesliga,Union Berlin,GER,MF,24.0,1994.0,28.6,1542.0,60.0,350.0,897.0,312.0,28.0,1542.0,41.0,28.0,68.3,13.0,31.7,768.0,3284.0,1325.0,25.0,22.0,5.0,36.0,17.0,831.0,31.0,2020
Marvin Friedrich,/marvin-friedrich/profil/spieler/196231,23,CB,Germany,4000000,2500000,FC Augsburg,/fc-augsburg/startseite/verein/167,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,in,2019,1500000,27.0,1.93,right,GER-Bundesliga,Union Berlin,GER,DF,23.0,1995.0,31.0,1557.0,157.0,815.0,684.0,85.0,38.0,1557.0,19.0,12.0,63.2,7.0,36.8,864.0,4549.0,2471.0,14.0,11.0,0.0,16.0,8.0,858.0,9.0,2020
Marvin Friedrich,/marvin-friedrich/profil/spieler/196231,23,CB,Germany,4000000,1000000,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,FC Augsburg,/fc-augsburg/startseite/verein/167,out,2019,3000000,27.0,1.93,right,GER-Bundesliga,Union Berlin,GER,DF,23.0,1995.0,31.0,1557.0,157.0,815.0,684.0,85.0,38.0,1557.0,19.0,12.0,63.2,7.0,36.8,864.0,4549.0,2471.0,14.0,11.0,0.0,16.0,8.0,858.0,9.0,2020
Anthony Ujah,/anthony-ujah/profil/spieler/142281,28,CF,Nigeria,750000,2000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,in,2019,-1250000,32.0,1.8,right,GER-Bundesliga,Union Berlin,NGA,"FW,MF",28.0,1990.0,10.5,363.0,11.0,34.0,167.0,168.0,35.0,363.0,15.0,8.0,53.3,7.0,46.7,177.0,898.0,382.0,12.0,9.0,6.0,18.0,10.0,254.0,65.0,2020
Marcus Ingvartsen,/marcus-ingvartsen/profil/spieler/269878,23,CF,Denmark,5500000,1500000,KRC Genk,/krc-genk/startseite/verein/1184,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,in,2019,4000000,27.0,1.87,left,GER-Bundesliga,Union Berlin,DEN,"MF,FW",23.0,1996.0,19.1,741.0,23.0,118.0,321.0,313.0,46.0,740.0,33.0,15.0,45.5,18.0,54.5,403.0,2240.0,852.0,23.0,25.0,4.0,48.0,20.0,455.0,69.0,2020
Suleiman Abdullahi,/suleiman-abdullahi/profil/spieler/356118,22,CF,Nigeria,350000,500000,Eintracht Braunschweig,/eintracht-braunschweig/startseite/verein/23,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,in,2019,-150000,26.0,1.85,right,GER-Bundesliga,Union Berlin,NGA,"FW,MF",22.0,1996.0,1.7,63.0,1.0,8.0,24.0,33.0,7.0,63.0,5.0,2.0,40.0,3.0,60.0,29.0,164.0,75.0,2.0,2.0,1.0,7.0,0.0,36.0,10.0,2020
Leroy Sané,/leroy-sane/profil/spieler/192565,24,RW,Germany,65000000,49000000,Manchester City,/manchester-city/startseite/verein/281,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2020,16000000,27.0,1.83,left,GER-Bundesliga,Bayern Munich,GER,"FW,MF",24.0,1996.0,20.1,1120.0,12.0,104.0,396.0,639.0,113.0,1120.0,106.0,61.0,57.5,45.0,42.5,733.0,5248.0,2273.0,73.0,54.0,27.0,82.0,48.0,820.0,230.0,2021
Marc Roca,/marc-roca/profil/spieler/336869,23,DM,Spain,10000000,9000000,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2020,1000000,26.0,1.84,left,GER-Bundesliga,Bayern Munich,ESP,MF,23.0,1996.0,2.0,143.0,4.0,31.0,78.0,34.0,4.0,143.0,3.0,2.0,66.7,1.0,33.3,96.0,338.0,168.0,1.0,3.0,1.0,3.0,2.0,109.0,1.0,2021
Bouna Sarr,/bouna-sarr/profil/spieler/190685,28,RB,Senegal,2000000,8000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2020,-6000000,31.0,1.77,right,FRA-Ligue 1,Marseille,SEN,DF,28.0,1992.0,0.8,73.0,3.0,17.0,30.0,27.0,0.0,73.0,3.0,1.0,33.3,2.0,66.7,32.0,186.0,88.0,2.0,2.0,0.0,3.0,0.0,45.0,7.0,2021
Bouna Sarr,/bouna-sarr/profil/spieler/190685,28,RB,Senegal,2000000,8000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2020,-6000000,31.0,1.77,right,GER-Bundesliga,Bayern Munich,SEN,DF,28.0,1992.0,5.0,446.0,8.0,108.0,230.0,110.0,4.0,446.0,20.0,12.0,60.0,8.0,40.0,254.0,1494.0,740.0,18.0,14.0,0.0,13.0,4.0,293.0,29.0,2021
Jude Bellingham,/jude-bellingham/profil/spieler/581678,17,CM,England,120000000,30150000,Birmingham City,/birmingham-city/startseite/verein/337,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2020,89850000,20.0,1.86,right,GER-Bundesliga,Dortmund,ENG,MF,17.0,2003.0,18.9,1299.0,20.0,195.0,730.0,384.0,52.0,1299.0,47.0,28.0,59.6,19.0,40.4,736.0,3119.0,1352.0,28.0,35.0,6.0,44.0,31.0,981.0,80.0,2021
Emre Can,/emre-can/profil/spieler/119296,26,DM,Germany,14000000,25000000,Juventus FC,/juventus-turin/startseite/verein/506,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2020,-11000000,29.0,1.86,right,GER-Bundesliga,Dortmund,GER,"DF,MF",26.0,1994.0,23.7,2038.0,142.0,714.0,1149.0,199.0,30.0,2038.0,36.0,30.0,83.3,6.0,16.7,1285.0,7106.0,4220.0,53.0,44.0,2.0,20.0,15.0,1481.0,32.0,2021
Alexander Sørloth,/alexander-sorloth/profil/spieler/238407,24,CF,Norway,12000000,20000000,Crystal Palace,/crystal-palace/startseite/verein/873,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2020,-8000000,27.0,1.95,left,GER-Bundesliga,RB Leipzig,NOR,FW,24.0,1995.0,16.0,653.0,15.0,39.0,265.0,354.0,112.0,652.0,38.0,24.0,63.2,14.0,36.8,329.0,2029.0,941.0,43.0,33.0,19.0,44.0,32.0,511.0,143.0,2021
Timo Werner,/timo-werner/profil/spieler/170527,24,CF,Germany,25000000,53000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2020,-28000000,27.0,1.8,right,ENG-Premier League,Chelsea,GER,"FW,MF",24.0,1996.0,28.9,1148.0,5.0,82.0,445.0,631.0,179.0,1148.0,80.0,29.0,36.3,51.0,63.8,713.0,4907.0,2524.0,103.0,49.0,59.0,86.0,28.0,914.0,238.0,2021
Jean-Kévin Augustin,/jean-kevin-augustin/profil/spieler/264956,23,CF,France,1300000,21000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Leeds United,/leeds-united/startseite/verein/399,out,2020,-19700000,26.0,1.79,right,FRA-Ligue 1,Nantes,FRA,FW,23.0,1997.0,0.4,7.0,0.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,,0.0,,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,2021
Patrik Schick,/patrik-schick/profil/spieler/242086,24,CF,Czech Republic,25000000,26500000,AS Roma,/as-rom/startseite/verein/12,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,-1500000,27.0,1.91,left,GER-Bundesliga,Leverkusen,CZE,FW,24.0,1996.0,20.7,631.0,26.0,38.0,290.0,307.0,112.0,631.0,29.0,20.0,69.0,9.0,31.0,297.0,1409.0,516.0,19.0,13.0,10.0,60.0,19.0,494.0,132.0,2021
Jeremie Frimpong,/jeremie-frimpong/profil/spieler/484547,20,RB,Netherlands,40000000,11000000,Celtic FC,/celtic-glasgow/startseite/verein/371,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,29000000,22.0,1.71,right,GER-Bundesliga,Leverkusen,NED,"DF,FW",19.0,2000.0,4.8,351.0,9.0,64.0,159.0,135.0,15.0,351.0,27.0,15.0,55.6,12.0,44.4,236.0,1833.0,961.0,30.0,20.0,6.0,13.0,16.0,260.0,47.0,2021
Lennart Grill,/lennart-grill/profil/spieler/309397,21,GK,Germany,1000000,2000000,1.FC Kaiserslautern,/1-fc-kaiserslautern/startseite/verein/2,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,-1000000,24.0,1.92,right,GER-Bundesliga,Leverkusen,GER,GK,21.0,1999.0,4.0,172.0,144.0,170.0,2.0,0.0,0.0,172.0,0.0,0.0,,0.0,,92.0,401.0,202.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2021
Demarai Gray,/demarai-gray/profil/spieler/292417,24,LW,Jamaica,20000000,2000000,Leicester City,/leicester-city/startseite/verein/1003,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,18000000,27.0,1.83,right,ENG-Premier League,Leicester City,JAM,FW,24.0,1996.0,0.2,14.0,0.0,1.0,1.0,12.0,1.0,14.0,1.0,0.0,0.0,1.0,100.0,8.0,61.0,25.0,1.0,1.0,0.0,1.0,0.0,10.0,3.0,2021
Demarai Gray,/demarai-gray/profil/spieler/292417,24,LW,Jamaica,20000000,2000000,Leicester City,/leicester-city/startseite/verein/1003,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,18000000,27.0,1.83,right,GER-Bundesliga,Leverkusen,JAM,FW,24.0,1996.0,4.9,232.0,4.0,16.0,82.0,136.0,32.0,232.0,16.0,9.0,56.3,7.0,43.8,155.0,1313.0,615.0,27.0,11.0,14.0,13.0,11.0,164.0,44.0,2021
Timothy Fosu-Mensah,/timothy-fosu-mensah/profil/spieler/315131,23,RB,Netherlands,2000000,1700000,Manchester United,/manchester-united/startseite/verein/985,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,300000,25.0,1.85,right,ENG-Premier League,Manchester Utd,NED,DF,22.0,1998.0,0.9,84.0,1.0,15.0,38.0,31.0,4.0,84.0,2.0,2.0,100.0,0.0,0.0,45.0,202.0,94.0,2.0,2.0,1.0,0.0,2.0,65.0,13.0,2021
Timothy Fosu-Mensah,/timothy-fosu-mensah/profil/spieler/315131,23,RB,Netherlands,2000000,1700000,Manchester United,/manchester-united/startseite/verein/985,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,300000,25.0,1.85,right,GER-Bundesliga,Leverkusen,NED,DF,22.0,1998.0,4.5,394.0,14.0,93.0,233.0,69.0,4.0,394.0,5.0,3.0,60.0,2.0,40.0,217.0,847.0,380.0,8.0,1.0,2.0,5.0,3.0,270.0,17.0,2021
Kai Havertz,/kai-havertz/profil/spieler/309400,21,CF,Germany,55000000,80000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2020,-25000000,24.0,1.93,left,ENG-Premier League,Chelsea,GER,"MF,FW",21.0,1999.0,16.9,1007.0,23.0,105.0,500.0,410.0,78.0,1007.0,37.0,19.0,51.4,18.0,48.6,579.0,3346.0,1428.0,47.0,37.0,18.0,56.0,25.0,784.0,133.0,2021
