playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,nextSeason
Omar Mascarell,/omar-mascarell/profil/spieler/142031,25,DM,Spain,3000000,10000000,Real Madrid,/real-madrid/startseite/verein/418,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2018,-7000000,30.0,1.81,right,GER-Bundesliga,Schalke 04,ESP,MF,25.0,1993.0,11.0,593.0,20.0,128.0,421.0,50.0,2.0,593.0,7.0,5.0,71.4,2.0,28.6,279.0,1561.0,534.0,8.0,5.0,1.0,10.0,8.0,351.0,1.0,2019
Omar Mascarell,/omar-mascarell/profil/spieler/142031,25,DM,Spain,3000000,4000000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,Real Madrid,/real-madrid/startseite/verein/418,out,2018,-1000000,30.0,1.81,right,GER-Bundesliga,Schalke 04,ESP,MF,25.0,1993.0,11.0,593.0,20.0,128.0,421.0,50.0,2.0,593.0,7.0,5.0,71.4,2.0,28.6,279.0,1561.0,534.0,8.0,5.0,1.0,10.0,8.0,351.0,1.0,2019
Rabbi Matondo,/rabbi-matondo/profil/spieler/404384,18,RW,Wales,2000000,9000000,Manchester City U23,/manchester-city-u23/startseite/verein/9265,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2018,-7000000,22.0,1.75,right,GER-Bundesliga,Schalke 04,WAL,"FW,MF",17.0,2000.0,2.1,58.0,3.0,9.0,17.0,35.0,10.0,58.0,4.0,2.0,50.0,2.0,50.0,38.0,376.0,135.0,6.0,3.0,3.0,6.0,1.0,40.0,11.0,2019
Hamza Mendyl,/hamza-mendyl/profil/spieler/447221,20,LB,Morocco,1000000,6000000,LOSC Lille,/losc-lille/startseite/verein/1082,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2018,-5000000,25.0,1.79,left,GER-Bundesliga,Schalke 04,MAR,DF,20.0,1997.0,6.0,324.0,6.0,88.0,161.0,78.0,3.0,324.0,10.0,7.0,70.0,3.0,30.0,145.0,1231.0,659.0,21.0,10.0,4.0,5.0,3.0,174.0,32.0,2019
Steven Skrzybski,/steven-skrzybski/profil/spieler/93827,25,CF,Germany,1300000,3200000,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2018,-1900000,30.0,1.74,right,GER-Bundesliga,Schalke 04,GER,"FW,MF",25.0,1992.0,7.4,221.0,3.0,20.0,96.0,109.0,28.0,221.0,8.0,5.0,62.5,3.0,37.5,125.0,661.0,291.0,12.0,12.0,6.0,20.0,14.0,143.0,52.0,2019
Thilo Kehrer,/thilo-kehrer/profil/spieler/228948,21,CB,Germany,18000000,37000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,out,2018,-19000000,26.0,1.86,right,FRA-Ligue 1,Paris S-G,GER,DF,21.0,1996.0,21.1,1632.0,123.0,554.0,947.0,136.0,22.0,1632.0,4.0,4.0,100.0,0.0,0.0,945.0,4564.0,2715.0,31.0,15.0,2.0,8.0,7.0,1145.0,44.0,2019
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2000000,40.0,1.98,right,ESP-La Liga,Espanyol,BRA,DF,29.0,1988.0,15.1,807.0,157.0,505.0,278.0,28.0,15.0,807.0,2.0,2.0,100.0,0.0,0.0,358.0,1840.0,884.0,3.0,2.0,1.0,10.0,2.0,421.0,1.0,2019
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2000000,40.0,1.98,right,FRA-Ligue 1,Monaco,BRA,DF,35.0,1982.0,3.3,206.0,21.0,89.0,112.0,5.0,3.0,206.0,0.0,0.0,,0.0,,118.0,465.0,317.0,2.0,0.0,0.0,0.0,0.0,133.0,0.0,2019
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2000000,40.0,1.98,right,GER-Bundesliga,Schalke 04,BRA,DF,35.0,1982.0,7.0,395.0,35.0,166.0,207.0,25.0,14.0,395.0,1.0,1.0,100.0,0.0,0.0,186.0,728.0,392.0,5.0,3.0,0.0,2.0,1.0,234.0,3.0,2019
Coke,/coke/profil/spieler/71905,31,RB,Spain,400000,1500000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Levante UD,/ud-levante/startseite/verein/3368,out,2018,-1100000,36.0,1.76,right,ESP-La Liga,Levante,ESP,DF,31.0,1987.0,20.2,1161.0,86.0,404.0,481.0,286.0,37.0,1161.0,30.0,12.0,40.0,18.0,60.0,515.0,2910.0,1475.0,28.0,21.0,7.0,25.0,13.0,639.0,86.0,2019
Leonardo Bittencourt,/leonardo-bittencourt/profil/spieler/93844,24,AM,Germany,2800000,6000000,1.FC Köln,/1-fc-koln/startseite/verein/3,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,in,2018,-3200000,29.0,1.71,right,GER-Bundesliga,Hoffenheim,GER,MF,24.0,1993.0,11.9,635.0,7.0,86.0,314.0,247.0,33.0,635.0,23.0,10.0,43.5,13.0,56.5,351.0,2518.0,1566.0,48.0,36.0,5.0,18.0,14.0,392.0,66.0,2019
Ishak Belfodil,/ishak-belfodil/profil/spieler/111039,26,CF,Algeria,1700000,5500000,Standard Liège,/standard-luttich/startseite/verein/3057,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,in,2018,-3800000,31.0,1.92,right,GER-Bundesliga,Hoffenheim,ALG,"FW,MF",26.0,1992.0,20.7,688.0,14.0,48.0,233.0,419.0,166.0,688.0,55.0,38.0,69.1,17.0,30.9,408.0,2667.0,1345.0,63.0,29.0,39.0,38.0,32.0,538.0,210.0,2019
Joshua Brenet,/joshua-brenet/profil/spieler/207006,24,RB,Netherlands,4000000,3500000,PSV Eindhoven,/psv-eindhoven/startseite/verein/383,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,in,2018,500000,29.0,1.81,right,GER-Bundesliga,Hoffenheim,NED,DF,24.0,1994.0,10.1,642.0,27.0,165.0,253.0,235.0,36.0,642.0,24.0,14.0,58.3,10.0,41.7,362.0,2197.0,1166.0,31.0,22.0,9.0,21.0,9.0,388.0,82.0,2019
Axel Witsel,/axel-witsel/profil/spieler/35047,29,DM,Belgium,5000000,20000000,Tianjin Tianhai (-2019),/tianjin-tianhai-2019-/startseite/verein/33714,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2018,-15000000,34.0,1.86,right,GER-Bundesliga,Dortmund,BEL,MF,29.0,1989.0,31.9,2722.0,84.0,487.0,1877.0,387.0,32.0,2722.0,36.0,28.0,77.8,8.0,22.2,1808.0,8964.0,3707.0,55.0,48.0,3.0,21.0,26.0,2091.0,43.0,2019
Christian Pulisic,/christian-pulisic/profil/spieler/315779,20,LW,United States,25000000,64000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2018,-39000000,24.0,1.77,right,GER-Bundesliga,Dortmund,USA,FW,19.0,1998.0,10.4,729.0,11.0,65.0,323.0,354.0,69.0,729.0,81.0,42.0,51.9,39.0,48.1,502.0,3555.0,1945.0,66.0,52.0,27.0,39.0,43.0,574.0,109.0,2019
Andriy Yarmolenko,/andriy-yarmolenko/profil/spieler/69015,28,RW,Ukraine,2000000,20000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,West Ham United,/west-ham-united/startseite/verein/379,out,2018,-18000000,33.0,1.89,left,ENG-Premier League,West Ham,UKR,"MF,FW",28.0,1989.0,5.1,262.0,2.0,31.0,100.0,133.0,19.0,262.0,3.0,2.0,66.7,1.0,33.3,182.0,1140.0,546.0,18.0,18.0,3.0,12.0,11.0,218.0,28.0,2019
Sokratis Papastathopoulos,/sokratis-papastathopoulos/profil/spieler/34322,30,CB,Greece,1000000,16000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2018,-15000000,35.0,1.86,right,ENG-Premier League,Arsenal,GRE,DF,30.0,1988.0,24.4,1649.0,170.0,897.0,729.0,34.0,14.0,1649.0,6.0,6.0,100.0,0.0,0.0,893.0,4488.0,2428.0,14.0,8.0,2.0,8.0,5.0,1152.0,3.0,2019
Mikel Merino,/mikel-merino/profil/spieler/338424,22,CM,Spain,50000000,7000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Newcastle United,/newcastle-united/startseite/verein/762,out,2018,43000000,27.0,1.89,left,ESP-La Liga,Real Sociedad,ESP,MF,22.0,1996.0,22.8,1401.0,57.0,291.0,839.0,286.0,39.0,1401.0,42.0,29.0,69.0,13.0,31.0,768.0,3806.0,1927.0,31.0,33.0,5.0,44.0,47.0,963.0,62.0,2019
Paulinho,/paulinho/profil/spieler/428791,18,LW,Brazil,7500000,18500000,Clube de Regatas Vasco da Gama,/vasco-da-gama-rio-de-janeiro/startseite/verein/978,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2018,-11000000,22.0,1.77,right,GER-Bundesliga,Leverkusen,BRA,"FW,MF",18.0,2000.0,2.0,126.0,1.0,16.0,51.0,63.0,11.0,126.0,13.0,9.0,69.2,4.0,30.8,74.0,608.0,257.0,6.0,7.0,0.0,9.0,2.0,88.0,21.0,2019
Bernd Leno,/bernd-leno/profil/spieler/72476,26,GK,Germany,12000000,25000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2018,-13000000,31.0,1.9,right,ENG-Premier League,Arsenal,GER,GK,26.0,1992.0,31.5,1188.0,1035.0,1181.0,7.0,0.0,0.0,1188.0,0.0,0.0,,0.0,,605.0,3693.0,2501.0,0.0,0.0,0.0,0.0,1.0,514.0,0.0,2019
Benjamin Henrichs,/benjamin-henrichs/profil/spieler/202591,21,RB,Germany,15000000,20000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-5000000,26.0,1.85,right,FRA-Ligue 1,Monaco,GER,"DF,MF",21.0,1997.0,20.3,1290.0,48.0,316.0,617.0,365.0,28.0,1290.0,22.0,13.0,59.1,9.0,40.9,693.0,3556.0,2093.0,52.0,40.0,10.0,32.0,11.0,771.0,135.0,2019
Benjamin Henrichs,/benjamin-henrichs/profil/spieler/202591,21,RB,Germany,15000000,20000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-5000000,26.0,1.85,right,GER-Bundesliga,Leverkusen,GER,DF,21.0,1997.0,0.7,45.0,1.0,11.0,22.0,12.0,0.0,45.0,0.0,0.0,,0.0,,19.0,85.0,61.0,2.0,1.0,0.0,1.0,1.0,29.0,6.0,2019
Amadou Haidara,/amadou-haidara/profil/spieler/402008,20,CM,Mali,17000000,19000000,Red Bull Salzburg,/red-bull-salzburg/startseite/verein/409,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2018,-2000000,25.0,1.75,right,GER-Bundesliga,RB Leipzig,MLI,MF,20.0,1998.0,4.2,256.0,8.0,29.0,157.0,73.0,8.0,256.0,12.0,10.0,83.3,2.0,16.7,121.0,773.0,444.0,10.0,7.0,2.0,8.0,7.0,165.0,13.0,2019
Nordi Mukiele,/nordi-mukiele/profil/spieler/348026,20,RB,France,18000000,16000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2018,2000000,25.0,1.87,right,GER-Bundesliga,RB Leipzig,FRA,DF,20.0,1997.0,13.6,894.0,47.0,227.0,452.0,225.0,15.0,894.0,27.0,18.0,66.7,9.0,33.3,353.0,2380.0,1336.0,40.0,20.0,5.0,20.0,14.0,456.0,43.0,2019
Matheus Cunha,/matheus-cunha/profil/spieler/517894,19,CF,Brazil,25000000,15000000,FC Sion,/fc-sion/startseite/verein/321,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2018,10000000,24.0,1.83,right,GER-Bundesliga,RB Leipzig,BRA,"FW,MF",19.0,1999.0,9.5,372.0,10.0,35.0,148.0,194.0,48.0,372.0,24.0,15.0,62.5,9.0,37.5,204.0,1110.0,540.0,21.0,14.0,10.0,28.0,23.0,267.0,75.0,2019
Marcelo Saracchi,/marcelo-saracchi/profil/spieler/373916,20,LB,Uruguay,1500000,12000000,CA River Plate,/club-atletico-river-plate/startseite/verein/209,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2018,-10500000,25.0,1.72,left,GER-Bundesliga,RB Leipzig,URU,DF,20.0,1998.0,7.3,564.0,16.0,134.0,271.0,164.0,11.0,564.0,21.0,7.0,33.3,14.0,66.7,247.0,1579.0,1048.0,25.0,16.0,3.0,10.0,8.0,303.0,50.0,2019
Tyler Adams,/tyler-adams/profil/spieler/332705,19,DM,United States,18000000,2630000,New York Red Bulls,/new-york-red-bulls/startseite/verein/623,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2018,15370000,24.0,1.75,right,GER-Bundesliga,RB Leipzig,USA,MF,19.0,1999.0,8.0,641.0,16.0,87.0,443.0,119.0,6.0,641.0,19.0,14.0,73.7,5.0,26.3,292.0,1928.0,1164.0,19.0,19.0,0.0,18.0,6.0,405.0,12.0,2019
Naby Keïta,/naby-keita/profil/spieler/302215,23,CM,Guinea,12000000,60000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2018,-48000000,28.0,1.72,right,ENG-Premier League,Liverpool,GUI,"MF,FW",23.0,1995.0,15.4,1226.0,29.0,122.0,738.0,385.0,49.0,1226.0,43.0,24.0,55.8,19.0,44.2,847.0,5298.0,2959.0,68.0,78.0,10.0,35.0,29.0,951.0,79.0,2019
Bernardo,/bernardo/profil/spieler/364258,23,CB,Brazil,2500000,10000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,out,2018,-7500000,28.0,1.86,left,ENG-Premier League,Brighton,BRA,DF,23.0,1995.0,19.5,1295.0,98.0,448.0,591.0,266.0,10.0,1295.0,22.0,14.0,63.6,8.0,36.4,581.0,3139.0,1924.0,46.0,35.0,2.0,26.0,12.0,590.0,53.0,2019
Nicolás González,/nicolas-gonzalez/profil/spieler/486031,20,LW,Argentina,30000000,11260000,AA Argentinos Juniors,/argentinos-juniors/startseite/verein/1030,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2018,18740000,25.0,1.8,left,GER-Bundesliga,Stuttgart,ARG,"FW,MF",20.0,1998.0,24.0,945.0,28.0,103.0,416.0,441.0,110.0,945.0,66.0,46.0,69.7,20.0,30.3,497.0,3426.0,1645.0,62.0,59.0,17.0,74.0,42.0,684.0,154.0,2019
Ozan Kabak,/ozan-kabak/profil/spieler/361260,18,CB,Turkey,10000000,11000000,Galatasaray,/galatasaray-istanbul/startseite/verein/141,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2018,-1000000,23.0,1.87,right,GER-Bundesliga,Stuttgart,TUR,DF,18.0,2000.0,15.0,726.0,74.0,314.0,377.0,45.0,18.0,726.0,16.0,14.0,87.5,2.0,12.5,361.0,2084.0,1308.0,13.0,11.0,1.0,11.0,4.0,403.0,4.0,2019
Pablo Maffeo,/pablo-maffeo/profil/spieler/251876,20,RB,Spain,8000000,9000000,Manchester City,/manchester-city/startseite/verein/281,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2018,-1000000,25.0,1.72,right,GER-Bundesliga,Stuttgart,ESP,"DF,MF",21.0,1997.0,6.6,381.0,25.0,107.0,174.0,104.0,7.0,381.0,16.0,10.0,62.5,6.0,37.5,176.0,1034.0,363.0,7.0,7.0,2.0,15.0,18.0,206.0,32.0,2019
Borna Sosa,/borna-sosa/profil/spieler/293194,20,LB,Croatia,12000000,6000000,GNK Dinamo Zagreb,/gnk-dinamo-zagreb/startseite/verein/419,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2018,6000000,25.0,1.87,left,GER-Bundesliga,Stuttgart,CRO,"DF,MF",20.0,1998.0,6.8,489.0,29.0,158.0,205.0,128.0,7.0,489.0,13.0,9.0,69.2,4.0,30.8,205.0,1235.0,697.0,14.0,17.0,2.0,13.0,11.0,256.0,27.0,2019
Gonzalo Castro,/gonzalo-castro/profil/spieler/28947,31,CM,Germany,0,5000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2018,-5000000,36.0,1.72,right,GER-Bundesliga,Stuttgart,GER,MF,31.0,1987.0,18.8,1091.0,40.0,240.0,636.0,227.0,11.0,1091.0,13.0,6.0,46.2,7.0,53.8,430.0,2132.0,1168.0,24.0,21.0,4.0,19.0,21.0,585.0,37.0,2019
Carlos Salcedo,/carlos-salcedo/profil/spieler/256866,24,CB,Mexico,4000000,5000000,Deportivo Guadalajara,/deportivo-guadalajara/startseite/verein/6711,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2018,-1000000,29.0,1.85,right,GER-Bundesliga,Eint Frankfurt,MEX,DF,24.0,1993.0,5.1,326.0,27.0,136.0,183.0,11.0,2.0,326.0,1.0,0.0,0.0,1.0,100.0,171.0,933.0,543.0,2.0,3.0,0.0,4.0,1.0,181.0,1.0,2019
Carlos Salcedo,/carlos-salcedo/profil/spieler/256866,25,CB,Mexico,4000000,8800000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,Tigres UANL,/tigres-uanl/startseite/verein/7055,out,2018,-4800000,29.0,1.85,right,GER-Bundesliga,Eint Frankfurt,MEX,DF,24.0,1993.0,5.1,326.0,27.0,136.0,183.0,11.0,2.0,326.0,1.0,0.0,0.0,1.0,100.0,171.0,933.0,543.0,2.0,3.0,0.0,4.0,1.0,181.0,1.0,2019
Lucas Torró,/lucas-torro/profil/spieler/213670,23,DM,Spain,8000000,3500000,Real Madrid,/real-madrid/startseite/verein/418,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2018,4500000,28.0,1.9,right,GER-Bundesliga,Eint Frankfurt,ESP,MF,24.0,1994.0,6.2,330.0,23.0,88.0,200.0,45.0,5.0,330.0,2.0,2.0,100.0,0.0,0.0,110.0,498.0,167.0,2.0,3.0,0.0,5.0,5.0,135.0,3.0,2019
Gonçalo Paciência,/goncalo-paciencia/profil/spieler/181547,23,CF,Portugal,2000000,3000000,FC Porto,/fc-porto/startseite/verein/720,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2018,-1000000,28.0,1.84,right,GER-Bundesliga,Eint Frankfurt,POR,FW,23.0,1994.0,4.3,171.0,4.0,9.0,65.0,99.0,27.0,171.0,10.0,6.0,60.0,4.0,40.0,98.0,479.0,179.0,7.0,4.0,5.0,15.0,12.0,134.0,39.0,2019
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2018,1750000,27.0,1.83,right,FRA-Ligue 1,Monaco,MLI,DF,22.0,1996.0,3.8,311.0,13.0,100.0,178.0,35.0,2.0,311.0,4.0,3.0,75.0,1.0,25.0,183.0,1328.0,918.0,10.0,7.0,0.0,5.0,4.0,204.0,14.0,2019
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2018,1750000,27.0,1.83,right,GER-Bundesliga,Eint Frankfurt,MLI,"DF,MF",22.0,1996.0,5.8,321.0,33.0,111.0,171.0,44.0,4.0,321.0,13.0,11.0,84.6,2.0,15.4,172.0,1087.0,685.0,12.0,6.0,0.0,2.0,0.0,164.0,6.0,2019
Marius Wolf,/marius-wolf/profil/spieler/193900,23,RB,Germany,10000000,5000000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2018,5000000,28.0,1.87,right,GER-Bundesliga,Dortmund,GER,"DF,FW",23.0,1995.0,9.2,741.0,17.0,132.0,426.0,186.0,18.0,741.0,17.0,11.0,64.7,6.0,35.3,425.0,2170.0,1296.0,23.0,21.0,3.0,11.0,14.0,525.0,73.0,2019
Marius Wolf,/marius-wolf/profil/spieler/193900,23,RB,Germany,10000000,500000,Hannover 96,/hannover-96/startseite/verein/42,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2018,9500000,28.0,1.87,right,GER-Bundesliga,Dortmund,GER,"DF,FW",23.0,1995.0,9.2,741.0,17.0,132.0,426.0,186.0,18.0,741.0,17.0,11.0,64.7,6.0,35.3,425.0,2170.0,1296.0,23.0,21.0,3.0,11.0,14.0,525.0,73.0,2019
Michael Lang,/michael-lang/profil/spieler/51346,27,RB,Switzerland,400000,2800000,FC Basel 1893,/fc-basel-1893/startseite/verein/26,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,in,2018,-2400000,32.0,1.85,right,GER-Bundesliga,M'Gladbach,SUI,DF,27.0,1991.0,13.9,917.0,48.0,236.0,489.0,198.0,23.0,917.0,10.0,2.0,20.0,8.0,80.0,435.0,2259.0,1201.0,23.0,12.0,4.0,4.0,2.0,579.0,59.0,2019
Jannik Vestergaard,/jannik-vestergaard/profil/spieler/99331,25,CB,Denmark,4000000,25000000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,Southampton FC,/fc-southampton/startseite/verein/180,out,2018,-21000000,30.0,1.99,both,ENG-Premier League,Southampton,DEN,DF,25.0,1992.0,22.5,1220.0,183.0,567.0,607.0,57.0,17.0,1220.0,13.0,10.0,76.9,3.0,23.1,497.0,2692.0,1602.0,14.0,10.0,0.0,10.0,4.0,550.0,4.0,2019
Vincenzo Grifo,/vincenzo-grifo/profil/spieler/185077,25,LW,Italy,12000000,5500000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,out,2018,6500000,30.0,1.8,right,GER-Bundesliga,Freiburg,ITA,"MF,FW",25.0,1993.0,15.9,927.0,16.0,136.0,437.0,367.0,48.0,926.0,42.0,30.0,71.4,12.0,28.6,523.0,4023.0,1890.0,63.0,35.0,22.0,30.0,25.0,655.0,110.0,2019
Vincenzo Grifo,/vincenzo-grifo/profil/spieler/185077,25,LW,Italy,12000000,5500000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,out,2018,6500000,30.0,1.8,right,GER-Bundesliga,Hoffenheim,ITA,"MF,FW",25.0,1993.0,3.7,224.0,5.0,21.0,83.0,123.0,13.0,223.0,8.0,3.0,37.5,5.0,62.5,140.0,960.0,473.0,15.0,10.0,1.0,4.0,3.0,156.0,36.0,2019
Valentino Lazaro,/valentino-lazaro/profil/spieler/186368,22,RB,Austria,5000000,10500000,Red Bull Salzburg,/red-bull-salzburg/startseite/verein/409,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2018,-5500000,27.0,1.8,right,GER-Bundesliga,Hertha BSC,AUT,"DF,FW",22.0,1996.0,30.5,1954.0,80.0,419.0,956.0,605.0,42.0,1954.0,66.0,34.0,51.5,32.0,48.5,1013.0,5273.0,2664.0,73.0,65.0,13.0,42.0,24.0,1065.0,168.0,2019
Lukas Klünter,/lukas-klunter/profil/spieler/282577,22,RB,Germany,600000,2000000,1.FC Köln,/1-fc-koln/startseite/verein/3,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2018,-1400000,27.0,1.84,right,GER-Bundesliga,Hertha BSC,GER,DF,22.0,1996.0,6.6,333.0,24.0,95.0,170.0,73.0,6.0,333.0,20.0,10.0,50.0,10.0,50.0,180.0,1371.0,688.0,23.0,14.0,3.0,8.0,4.0,157.0,25.0,2019
Pascal Köpke,/pascal-kopke/profil/spieler/193877,22,CF,Germany,450000,2000000,FC Erzgebirge Aue,/fc-erzgebirge-aue/startseite/verein/94,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2018,-1550000,27.0,1.78,right,GER-Bundesliga,Hertha BSC,GER,"FW,MF",22.0,1995.0,0.8,41.0,0.0,2.0,20.0,19.0,5.0,41.0,1.0,1.0,100.0,0.0,0.0,31.0,211.0,101.0,8.0,3.0,4.0,3.0,6.0,33.0,5.0,2019
Mitchell Weiser,/mitchell-weiser/profil/spieler/119211,24,RB,Germany,6000000,12000000,Hertha BSC,/hertha-bsc/startseite/verein/44,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,out,2018,-6000000,29.0,1.77,right,GER-Bundesliga,Leverkusen,GER,DF,24.0,1994.0,23.5,1888.0,65.0,404.0,908.0,590.0,42.0,1888.0,58.0,30.0,51.7,28.0,48.3,792.0,3919.0,2231.0,72.0,44.0,9.0,41.0,30.0,1220.0,180.0,2019
Davy Klaassen,/davy-klaassen/profil/spieler/182932,25,AM,Netherlands,10000000,13500000,Everton FC,/fc-everton/startseite/verein/29,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2018,-3500000,30.0,1.79,right,GER-Bundesliga,Werder Bremen,NED,MF,25.0,1993.0,31.3,1588.0,61.0,294.0,837.0,474.0,37.0,1588.0,27.0,17.0,63.0,10.0,37.0,731.0,3142.0,1336.0,28.0,33.0,4.0,43.0,18.0,966.0,112.0,2019
Yuya Osako,/yuya-osako/profil/spieler/108650,28,CF,Japan,900000,4500000,1.FC Köln,/1-fc-koln/startseite/verein/3,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2018,-3600000,33.0,1.84,right,GER-Bundesliga,Werder Bremen,JPN,"FW,MF",28.0,1990.0,15.0,659.0,11.0,67.0,329.0,270.0,55.0,659.0,23.0,19.0,82.6,4.0,17.4,426.0,1777.0,677.0,19.0,20.0,7.0,43.0,45.0,506.0,116.0,2019
Stefanos Kapino,/stefanos-kapino/profil/spieler/68410,24,GK,Greece,350000,300000,Nottingham Forest,/nottingham-forest/startseite/verein/703,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2018,50000,29.0,1.96,right,GER-Bundesliga,Werder Bremen,GRE,GK,24.0,1994.0,0.5,17.0,16.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,,0.0,,11.0,66.0,38.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2019
