playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,nextSeason
Thomas Delaney,/thomas-delaney/profil/spieler/91849,26,CM,Denmark,2000000,20000000,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2018,-18000000,31.0,1.82,left,GER-Bundesliga,Werder Bremen,Thomas Delaney,DEN,MF,25.0,1991.0,31.1,63.0,2.03,48.0,3.0,1.0,5.0,5.0,1.0,4.0,0.13,3.0,0.0,0.0,0.0,0.0,1.0,2018
Florian Kainz,/florian-kainz/profil/spieler/106270,26,LW,Austria,5000000,3000000,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,1.FC Köln,/1-fc-koln/startseite/verein/3,out,2018,2000000,30.0,1.76,both,GER-Bundesliga,Werder Bremen,Florian Kainz,AUT,"MF,FW",24.0,1992.0,19.0,86.0,4.61,56.0,19.0,4.0,3.0,3.0,1.0,6.0,0.32,5.0,1.0,0.0,0.0,0.0,0.0,2018
Ulisses Garcia,/ulisses-garcia/profil/spieler/192616,22,LB,Switzerland,2700000,800000,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,BSC Young Boys,/bsc-young-boys/startseite/verein/452,out,2018,1900000,27.0,1.83,left,GER-Bundesliga,Werder Bremen,Ulisses Garcia,SUI,FW,21.0,1996.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
André Hahn,/andre-hahn/profil/spieler/42783,27,RW,Germany,1200000,3000000,Hamburger SV,/hamburger-sv/startseite/verein/41,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2018,-1800000,32.0,1.85,right,GER-Bundesliga,Hamburger SV,André Hahn,GER,FW,26.0,1990.0,15.1,25.0,1.66,16.0,1.0,1.0,4.0,3.0,0.0,2.0,0.13,1.0,0.0,0.0,0.0,1.0,0.0,2018
Marcel Heller,/marcel-heller/profil/spieler/32207,32,RM,Germany,75000,350000,FC Augsburg,/fc-augsburg/startseite/verein/167,SV Darmstadt 98,/sv-darmstadt-98/startseite/verein/105,out,2018,-275000,37.0,1.76,right,GER-Bundesliga,Augsburg,Marcel Heller,GER,"FW,MF",31.0,1986.0,14.4,36.0,2.49,27.0,0.0,1.0,1.0,5.0,2.0,4.0,0.28,2.0,0.0,0.0,0.0,2.0,0.0,2018
Shawn Parker,/shawn-parker/profil/spieler/89659,25,CF,Germany,0,100000,FC Augsburg,/fc-augsburg/startseite/verein/167,SpVgg Greuther Fürth,/spvgg-greuther-furth/startseite/verein/65,out,2018,-100000,30.0,,,GER-Bundesliga,Augsburg,Shawn Parker,GER,"FW,MF",24.0,1993.0,0.5,1.0,1.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Walace,/walace/profil/spieler/323954,23,DM,Brazil,7000000,6000000,Hamburger SV,/hamburger-sv/startseite/verein/41,Hannover 96,/hannover-96/startseite/verein/42,in,2018,1000000,28.0,1.88,right,GER-Bundesliga,Hamburger SV,Walace,BRA,MF,22.0,1995.0,14.6,25.0,1.71,23.0,0.0,0.0,1.0,1.0,0.0,4.0,0.27,3.0,0.0,0.0,1.0,0.0,0.0,2018
Genki Haraguchi,/genki-haraguchi/profil/spieler/79377,27,AM,Japan,1000000,4500000,Hertha BSC,/hertha-bsc/startseite/verein/44,Hannover 96,/hannover-96/startseite/verein/42,in,2018,-3500000,32.0,1.78,right,GER-Bundesliga,Hertha BSC,Genki Haraguchi,JPN,FW,26.0,1991.0,2.3,5.0,2.15,3.0,0.0,1.0,0.0,1.0,0.0,3.0,1.29,1.0,0.0,1.0,0.0,1.0,0.0,2018
Josip Elez,/josip-elez/profil/spieler/179895,24,CB,Croatia,850000,2500000,HNK Rijeka,/hnk-rijeka/startseite/verein/144,Hannover 96,/hannover-96/startseite/verein/42,in,2018,-1650000,29.0,1.89,right,GER-Bundesliga,Hannover 96,Josip Elez,CRO,DF,23.0,1994.0,8.6,7.0,0.81,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,2018
Salif Sané,/salif-sane/profil/spieler/126534,27,CB,Senegal,300000,7000000,Hannover 96,/hannover-96/startseite/verein/42,FC Schalke 04,/fc-schalke-04/startseite/verein/33,out,2018,-6700000,32.0,1.96,right,GER-Bundesliga,Hannover 96,Salif Sané,SEN,DF,26.0,1990.0,32.0,39.0,1.22,30.0,3.0,0.0,4.0,0.0,2.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,2018
Martin Harnik,/martin-harnik/profil/spieler/31159,31,RW,Austria,0,2250000,Hannover 96,/hannover-96/startseite/verein/42,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,out,2018,-2250000,36.0,1.85,right,GER-Bundesliga,Hannover 96,Martin Harnik,AUT,"FW,MF",30.0,1987.0,21.0,40.0,1.91,29.0,1.0,3.0,6.0,1.0,0.0,6.0,0.29,5.0,0.0,0.0,1.0,0.0,0.0,2018
Florian Hübner,/florian-hubner/profil/spieler/85822,27,CB,Germany,350000,500000,Hannover 96,/hannover-96/startseite/verein/42,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,out,2018,-150000,32.0,1.93,right,GER-Bundesliga,Hannover 96,Florian Hübner,GER,DF,26.0,1991.0,3.6,3.0,0.83,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,2018
Abdou Diallo,/abdou-diallo/profil/spieler/229005,22,CB,Senegal,10000000,28000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2018,-18000000,27.0,1.87,left,GER-Bundesliga,Mainz 05,Abdou Diallo,SEN,DF,21.0,1996.0,26.8,24.0,0.89,18.0,1.0,2.0,1.0,0.0,2.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,2018
Suat Serdar,/suat-serdar/profil/spieler/261905,21,CM,Germany,4500000,11000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,FC Schalke 04,/fc-schalke-04/startseite/verein/33,out,2018,-6500000,26.0,1.84,right,GER-Bundesliga,Mainz 05,Suat Serdar,GER,MF,20.0,1997.0,18.9,55.0,2.91,41.0,0.0,5.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Jonas Lössl,/jonas-lossl/profil/spieler/48870,29,GK,Denmark,500000,2500000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-2000000,34.0,1.95,right,ENG-Premier League,Huddersfield,Jonas Lössl,DEN,GK,28.0,1989.0,38.0,8.0,0.21,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,2018
Pablo de Blasis,/pablo-de-blasis/profil/spieler/75446,30,AM,Argentina,500000,2000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,SD Eibar,/sd-eibar/startseite/verein/1533,out,2018,-1500000,35.0,1.65,right,GER-Bundesliga,Mainz 05,Pablo de Blasis,ARG,"FW,MF",29.0,1988.0,18.4,61.0,3.33,51.0,0.0,2.0,2.0,5.0,1.0,7.0,0.38,5.0,0.0,1.0,0.0,1.0,0.0,2018
Kenan Kodro,/kenan-kodro/profil/spieler/197126,24,CF,Bosnia-Herzegovina,1200000,1600000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,FC Copenhagen,/fc-kopenhagen/startseite/verein/190,out,2018,-400000,29.0,1.88,right,GER-Bundesliga,Mainz 05,Kenan Kodro,BIH,"FW,DF",23.0,1993.0,2.6,8.0,3.09,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Luca Waldschmidt,/luca-waldschmidt/profil/spieler/196095,22,SS,Germany,3000000,5000000,Hamburger SV,/hamburger-sv/startseite/verein/41,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2018,-2000000,27.0,1.81,left,GER-Bundesliga,Hamburger SV,Luca Waldschmidt,GER,"MF,FW",21.0,1996.0,8.8,25.0,2.83,16.0,1.0,0.0,4.0,4.0,0.0,3.0,0.34,0.0,0.0,0.0,3.0,0.0,0.0,2018
Dominique Heintz,/dominique-heintz/profil/spieler/110036,24,CB,Germany,1200000,3000000,1.FC Köln,/1-fc-koln/startseite/verein/3,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2018,-1800000,29.0,1.88,left,GER-Bundesliga,Köln,Dominique Heintz,GER,DF,23.0,1993.0,31.0,25.0,0.81,20.0,0.0,1.0,2.0,1.0,1.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0,2018
Philipp Lienhart,/philipp-lienhart/profil/spieler/225657,21,CB,Austria,20000000,2000000,Real Madrid,/real-madrid/startseite/verein/418,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2018,18000000,26.0,1.89,right,GER-Bundesliga,Freiburg,Philipp Lienhart,AUT,DF,21.0,1996.0,9.6,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Jérôme Gondorf,/jerome-gondorf/profil/spieler/77108,30,CM,Germany,400000,1300000,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2018,-900000,35.0,1.76,right,GER-Bundesliga,Werder Bremen,Jérôme Gondorf,GER,"MF,FW",29.0,1988.0,8.9,15.0,1.69,13.0,0.0,0.0,0.0,2.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,2018
Caleb Stanko,/caleb-stanko/profil/spieler/190269,25,DM,United States,400000,200000,SC Freiburg,/sc-freiburg/startseite/verein/60,FC Cincinnati,/fc-cincinnati/startseite/verein/51772,out,2018,200000,29.0,1.8,right,GER-Bundesliga,Freiburg,Caleb Stanko,USA,DF,24.0,1993.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Daniel Ginczek,/daniel-ginczek/profil/spieler/79501,27,CF,Germany,500000,10000000,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2018,-9500000,32.0,1.91,right,GER-Bundesliga,Stuttgart,Daniel Ginczek,GER,FW,26.0,1991.0,16.9,39.0,2.3,24.0,0.0,5.0,7.0,2.0,1.0,4.0,0.24,3.0,0.0,0.0,1.0,0.0,0.0,2018
Marcel Tisserand,/marcel-tisserand/profil/spieler/170463,25,CB,DR Congo,2800000,7000000,FC Ingolstadt 04,/fc-ingolstadt-04/startseite/verein/4795,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2018,-4200000,30.0,1.9,right,GER-Bundesliga,Wolfsburg,Marcel Tisserand,COD,DF,24.0,1993.0,13.9,10.0,0.72,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,2018
Jérôme Roussillon,/jerome-roussillon/profil/spieler/127076,25,LB,Guadeloupe,3000000,5000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2018,-2000000,30.0,1.72,left,FRA-Ligue 1,Montpellier,Jérôme Roussillon,FRA,DF,24.0,1993.0,20.9,64.0,3.06,40.0,5.0,14.0,1.0,4.0,0.0,9.0,0.43,6.0,0.0,1.0,1.0,1.0,0.0,2018
Felix Klaus,/felix-klaus/profil/spieler/89591,25,RW,Germany,800000,3000000,Hannover 96,/hannover-96/startseite/verein/42,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2018,-2200000,30.0,1.79,right,GER-Bundesliga,Hannover 96,Felix Klaus,GER,"MF,FW",24.0,1992.0,22.0,92.0,4.18,38.0,20.0,4.0,10.0,17.0,3.0,13.0,0.59,4.0,2.0,0.0,3.0,4.0,0.0,2018
Paul Jaeckel,/paul-jaeckel/profil/spieler/284248,20,CB,Germany,5000000,200000,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,SpVgg Greuther Fürth,/spvgg-greuther-furth/startseite/verein/65,out,2018,4800000,24.0,1.86,right,GER-Bundesliga,Wolfsburg,Paul Jaeckel,GER,DF,19.0,1998.0,3.0,4.0,1.33,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Christian Mathenia,/christian-mathenia/profil/spieler/82361,26,GK,Germany,600000,500000,Hamburger SV,/hamburger-sv/startseite/verein/41,1.FC Nuremberg,/1-fc-nurnberg/startseite/verein/4,in,2018,100000,31.0,1.89,right,GER-Bundesliga,Hamburger SV,Christian Mathenia,GER,GK,25.0,1992.0,24.0,4.0,0.17,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Lucas Hernández,/lucas-hernandez/profil/spieler/281963,23,CB,France,45000000,80000000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2019,-35000000,27.0,1.84,left,ESP-La Liga,Atlético Madrid,Lucas Hernández,FRA,DF,22.0,1996.0,12.4,10.0,0.81,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Benjamin Pavard,/benjamin-pavard/profil/spieler/353366,23,RB,France,40000000,35000000,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2019,5000000,27.0,1.86,right,GER-Bundesliga,Stuttgart,Benjamin Pavard,FRA,DF,22.0,1996.0,29.0,19.0,0.66,17.0,1.0,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,2019
Renato Sanches,/renato-sanches/profil/spieler/258027,22,CM,Portugal,15000000,20000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,LOSC Lille,/losc-lille/startseite/verein/1082,out,2019,-5000000,25.0,1.76,right,GER-Bundesliga,Bayern Munich,Renato Sanches,POR,MF,20.0,1997.0,6.4,32.0,4.99,16.0,4.0,7.0,1.0,3.0,1.0,4.0,0.62,1.0,0.0,1.0,1.0,0.0,1.0,2019
Mats Hummels,/mats-hummels/profil/spieler/39728,30,CB,Germany,6000000,30500000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2019,-24500000,34.0,1.91,right,GER-Bundesliga,Bayern Munich,Mats Hummels,GER,DF,29.0,1988.0,19.7,36.0,1.83,29.0,0.0,3.0,2.0,1.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,2019
Paco Alcácer,/paco-alcacer/profil/spieler/126716,25,CF,Spain,7500000,21000000,FC Barcelona,/fc-barcelona/startseite/verein/131,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2019,-13500000,29.0,1.75,right,GER-Bundesliga,Dortmund,Paco Alcácer,ESP,FW,24.0,1993.0,13.5,40.0,2.97,29.0,0.0,2.0,5.0,2.0,2.0,7.0,0.52,4.0,0.0,0.0,1.0,1.0,1.0,2019
Paco Alcácer,/paco-alcacer/profil/spieler/126716,26,CF,Spain,7500000,23000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Villarreal CF,/fc-villarreal/startseite/verein/1050,out,2019,-15500000,29.0,1.75,right,GER-Bundesliga,Dortmund,Paco Alcácer,ESP,FW,24.0,1993.0,13.5,40.0,2.97,29.0,0.0,2.0,5.0,2.0,2.0,7.0,0.52,4.0,0.0,0.0,1.0,1.0,1.0,2019
Abdou Diallo,/abdou-diallo/profil/spieler/229005,23,CB,Senegal,10000000,32000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,out,2019,-22000000,27.0,1.87,left,GER-Bundesliga,Dortmund,Abdou Diallo,SEN,DF,22.0,1996.0,26.4,21.0,0.79,17.0,0.0,0.0,3.0,1.0,0.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,2019
Maximilian Philipp,/maximilian-philipp/profil/spieler/143891,25,SS,Germany,2000000,20000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Dinamo Moscow,/dinamo-moskau/startseite/verein/121,out,2019,-18000000,29.0,1.83,right,GER-Bundesliga,Dortmund,Maximilian Philipp,GER,"FW,MF",24.0,1994.0,8.4,16.0,1.9,12.0,0.0,1.0,1.0,2.0,0.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0,2019
Julian Weigl,/julian-weigl/profil/spieler/196792,24,DM,Germany,10000000,20000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,SL Benfica,/benfica-lissabon/startseite/verein/294,out,2019,-10000000,27.0,1.86,right,GER-Bundesliga,Dortmund,Julian Weigl,GER,"DF,MF",22.0,1995.0,16.2,6.0,0.37,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,2019
Shinji Kagawa,/shinji-kagawa/profil/spieler/81785,30,AM,Japan,700000,3000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Real Zaragoza,/real-saragossa/startseite/verein/142,out,2019,-2300000,34.0,1.75,right,GER-Bundesliga,Dortmund,Shinji Kagawa,JPN,MF,29.0,1989.0,1.1,1.0,0.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Ademola Lookman,/ademola-lookman/profil/spieler/406040,21,SS,Nigeria,30000000,18000000,Everton FC,/fc-everton/startseite/verein/29,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2019,12000000,25.0,1.74,right,ENG-Premier League,Everton,Ademola Lookman,NGA,"FW,MF",20.0,1997.0,6.9,27.0,3.93,17.0,0.0,7.0,2.0,1.0,0.0,6.0,0.87,5.0,0.0,0.0,1.0,0.0,0.0,2019
Christopher Nkunku,/christopher-nkunku/profil/spieler/344381,21,SS,France,80000000,13000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2019,67000000,25.0,1.78,right,FRA-Ligue 1,Paris S-G,Christopher Nkunku,FRA,"MF,FW",20.0,1997.0,12.8,37.0,2.88,32.0,0.0,0.0,0.0,3.0,2.0,6.0,0.47,4.0,0.0,0.0,0.0,1.0,1.0,2019
Philipp Tschauner,/philipp-tschauner/profil/spieler/21726,33,GK,Germany,0,350000,Hannover 96,/hannover-96/startseite/verein/42,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2019,-350000,37.0,1.96,right,GER-Bundesliga,Hannover 96,Philipp Tschauner,GER,GK,32.0,1985.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Bruma,/bruma/profil/spieler/139396,24,LW,Portugal,6000000,12000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,PSV Eindhoven,/psv-eindhoven/startseite/verein/383,out,2019,-6000000,28.0,1.73,right,GER-Bundesliga,RB Leipzig,Bruma,POR,MF,23.0,1994.0,6.1,24.0,3.91,19.0,0.0,3.0,1.0,1.0,0.0,3.0,0.49,2.0,0.0,1.0,0.0,0.0,0.0,2019
Diego Demme,/diego-demme/profil/spieler/82070,28,DM,Germany,3000000,10250000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,SSC Napoli,/ssc-neapel/startseite/verein/6195,out,2019,-7250000,31.0,1.7,right,GER-Bundesliga,RB Leipzig,Diego Demme,GER,MF,26.0,1991.0,22.8,65.0,2.85,54.0,6.0,0.0,1.0,4.0,0.0,4.0,0.18,3.0,0.0,0.0,1.0,0.0,0.0,2019
Moussa Diaby,/moussa-diaby/profil/spieler/395516,19,RW,France,50000000,15000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2019,35000000,23.0,1.7,left,FRA-Ligue 1,Paris S-G,Moussa Diaby,FRA,"MF,DF",19.0,1999.0,12.7,34.0,2.68,27.0,1.0,6.0,0.0,0.0,0.0,10.0,0.79,8.0,0.0,2.0,0.0,0.0,0.0,2019
Julian Brandt,/julian-brandt/profil/spieler/187492,23,AM,Germany,40000000,25000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2019,15000000,27.0,1.85,right,GER-Bundesliga,Leverkusen,Julian Brandt,GER,"MF,FW",22.0,1996.0,29.6,176.0,5.94,123.0,27.0,11.0,10.0,4.0,1.0,31.0,1.05,22.0,5.0,1.0,2.0,1.0,0.0,2019
Marcus Thuram,/marcus-thuram/profil/spieler/318528,21,CF,France,32000000,9000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,in,2019,23000000,25.0,1.92,right,FRA-Ligue 1,Guingamp,Marcus Thuram,FRA,"FW,MF",20.0,1997.0,28.6,91.0,3.18,65.0,0.0,13.0,5.0,7.0,1.0,6.0,0.21,3.0,0.0,0.0,1.0,2.0,0.0,2019
Ramy Bensebaini,/ramy-bensebaini/profil/spieler/284732,24,LB,Algeria,20000000,8000000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,in,2019,12000000,28.0,1.87,left,FRA-Ligue 1,Rennes,Ramy Bensebaini,ALG,DF,23.0,1995.0,23.9,35.0,1.46,24.0,2.0,1.0,0.0,7.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,2019
Thorgan Hazard,/thorgan-hazard/profil/spieler/102226,26,LW,Belgium,7000000,25500000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2019,-18500000,30.0,1.75,right,GER-Bundesliga,M'Gladbach,Thorgan Hazard,BEL,"FW,MF",25.0,1993.0,31.9,144.0,4.51,89.0,32.0,7.0,7.0,8.0,1.0,15.0,0.47,12.0,3.0,0.0,0.0,0.0,0.0,2019
Dominik Kohr,/dominik-kohr/profil/spieler/118847,25,CM,Germany,3500000,8500000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2019,-5000000,29.0,1.83,right,GER-Bundesliga,Leverkusen,Dominik Kohr,GER,MF,24.0,1994.0,10.8,25.0,2.31,18.0,0.0,1.0,4.0,0.0,2.0,3.0,0.28,1.0,0.0,0.0,2.0,0.0,0.0,2019
Kevin Trapp,/kevin-trapp/profil/spieler/45672,29,GK,Germany,8500000,7000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2019,1500000,32.0,1.89,right,GER-Bundesliga,Eint Frankfurt,Kevin Trapp,GER,GK,28.0,1990.0,32.6,8.0,0.25,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,2019
Sebastian Rode,/sebastian-rode/profil/spieler/44466,28,CM,Germany,2000000,4000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2019,-2000000,32.0,1.79,right,GER-Bundesliga,Eint Frankfurt,Sebastian Rode,GER,MF,27.0,1990.0,10.3,31.0,3.02,19.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Stefan Ilsanker,/stefan-ilsanker/profil/spieler/40074,30,DM,Austria,500000,500000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2019,0,34.0,1.89,right,GER-Bundesliga,RB Leipzig,Stefan Ilsanker,AUT,"DF,MF",29.0,1989.0,10.4,8.0,0.77,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Sébastien Haller,/sebastien-haller/profil/spieler/181375,25,CF,Cote d'Ivoire,30000000,50000000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,West Ham United,/west-ham-united/startseite/verein/379,out,2019,-20000000,29.0,1.91,right,GER-Bundesliga,Eint Frankfurt,Sébastien Haller,CIV,FW,24.0,1994.0,24.2,72.0,2.97,53.0,0.0,8.0,8.0,2.0,1.0,16.0,0.66,12.0,0.0,1.0,3.0,0.0,0.0,2019
Danny Blum,/danny-blum/profil/spieler/41541,28,LW,Germany,350000,250000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,VfL Bochum,/vfl-bochum/startseite/verein/80,out,2019,100000,32.0,1.84,left,GER-Bundesliga,Eint Frankfurt,Danny Blum,GER,MF,27.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Niclas Füllkrug,/niclas-fullkrug/profil/spieler/75489,26,CF,Germany,13000000,6500000,Hannover 96,/hannover-96/startseite/verein/42,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2019,6500000,30.0,1.89,right,GER-Bundesliga,Hannover 96,Niclas Füllkrug,GER,FW,25.0,1993.0,12.4,33.0,2.67,26.0,0.0,1.0,3.0,3.0,0.0,6.0,0.49,5.0,0.0,0.0,0.0,1.0,0.0,2019
Marco Friedl,/marco-friedl/profil/spieler/156990,21,CB,Austria,7000000,3500000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2019,3500000,25.0,1.87,left,GER-Bundesliga,Werder Bremen,Marco Friedl,AUT,DF,20.0,1998.0,5.3,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Jacob Bruun Larsen,/jacob-bruun-larsen/profil/spieler/293281,21,LW,Denmark,3000000,9000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,in,2019,-6000000,24.0,1.83,right,GER-Bundesliga,Dortmund,Jacob Bruun Larsen,DEN,FW,19.0,1998.0,14.1,32.0,2.28,25.0,3.0,2.0,1.0,0.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,2019
