playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,nextSeason
Ihlas Bebou,/ihlas-bebou/profil/spieler/237164,25,CF,Togo,7000000,8500000,Hannover 96,/hannover-96/startseite/verein/42,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,in,2019,-1500000,29.0,1.83,right,GER-Bundesliga,Hannover 96,Ihlas Bebou,TOG,"MF,FW",24.0,1994.0,11.8,51.0,4.31,31.0,3.0,8.0,4.0,3.0,2.0,8.0,0.68,5.0,0.0,2.0,0.0,1.0,0.0,2019
Joelinton,/joelinton/profil/spieler/333241,22,AM,Brazil,42000000,44000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Newcastle United,/newcastle-united/startseite/verein/762,out,2019,-2000000,26.0,1.86,right,GER-Bundesliga,Hoffenheim,Joelinton,BRA,"FW,MF",21.0,1996.0,23.7,89.0,3.76,63.0,1.0,14.0,3.0,7.0,1.0,13.0,0.55,10.0,0.0,1.0,1.0,1.0,0.0,2019
Kerem Demirbay,/kerem-demirbay/profil/spieler/125858,25,CM,Germany,6000000,32000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,out,2019,-26000000,29.0,1.83,left,GER-Bundesliga,Hoffenheim,Kerem Demirbay,GER,MF,25.0,1993.0,22.4,143.0,6.38,81.0,38.0,10.0,7.0,2.0,5.0,12.0,0.54,7.0,3.0,1.0,1.0,0.0,0.0,2019
Nico Schulz,/nico-schulz/profil/spieler/85867,26,LB,Germany,1000000,25500000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2019,-24500000,30.0,1.8,left,GER-Bundesliga,Hoffenheim,Nico Schulz,GER,DF,25.0,1993.0,28.2,114.0,4.04,91.0,3.0,10.0,4.0,5.0,1.0,11.0,0.39,9.0,1.0,0.0,0.0,1.0,0.0,2019
Nadiem Amiri,/nadiem-amiri/profil/spieler/232454,22,CM,Germany,6000000,9000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,out,2019,-3000000,26.0,1.8,right,GER-Bundesliga,Hoffenheim,Nadiem Amiri,GER,MF,21.0,1996.0,8.4,28.0,3.34,21.0,1.0,4.0,1.0,1.0,0.0,3.0,0.36,1.0,0.0,1.0,0.0,1.0,0.0,2019
Lukas Rupp,/lukas-rupp/profil/spieler/82863,29,CM,Germany,700000,500000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Norwich City,/norwich-city/startseite/verein/1123,out,2019,200000,32.0,1.78,right,GER-Bundesliga,Hoffenheim,Lukas Rupp,GER,"MF,DF",27.0,1991.0,0.3,1.0,3.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Dawid Kownacki,/dawid-kownacki/profil/spieler/208167,22,CF,Poland,3500000,6750000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Fortuna Düsseldorf,/fortuna-dusseldorf/startseite/verein/38,in,2019,-3250000,26.0,1.86,right,GER-Bundesliga,Düsseldorf,Dawid Kownacki,POL,"MF,FW",21.0,1997.0,6.4,15.0,2.35,13.0,0.0,1.0,0.0,1.0,0.0,3.0,0.47,3.0,0.0,0.0,0.0,0.0,0.0,2019
Dawid Kownacki,/dawid-kownacki/profil/spieler/208167,22,CF,Poland,3500000,6750000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Fortuna Düsseldorf,/fortuna-dusseldorf/startseite/verein/38,in,2019,-3250000,26.0,1.86,right,ITA-Serie A,Sampdoria,Dawid Kownacki,POL,FW,21.0,1997.0,1.9,13.0,6.96,10.0,0.0,1.0,0.0,1.0,1.0,2.0,1.07,1.0,0.0,0.0,0.0,1.0,0.0,2019
Marvin Ducksch,/marvin-ducksch/profil/spieler/125103,25,CF,Germany,7500000,1500000,Fortuna Düsseldorf,/fortuna-dusseldorf/startseite/verein/38,Hannover 96,/hannover-96/startseite/verein/42,out,2019,6000000,29.0,1.88,right,GER-Bundesliga,Düsseldorf,Marvin Ducksch,GER,FW,24.0,1994.0,9.1,37.0,4.05,28.0,2.0,0.0,5.0,0.0,2.0,3.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,2019
Lucas Tousart,/lucas-tousart/profil/spieler/353948,22,DM,France,9000000,25000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2019,-16000000,26.0,1.85,right,FRA-Ligue 1,Lyon,Lucas Tousart,FRA,MF,21.0,1997.0,19.2,36.0,1.88,30.0,0.0,2.0,1.0,1.0,2.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,2019
Matheus Cunha,/matheus-cunha/profil/spieler/517894,20,CF,Brazil,25000000,18000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2019,7000000,24.0,1.83,right,GER-Bundesliga,RB Leipzig,Matheus Cunha,BRA,"FW,MF",19.0,1999.0,9.5,33.0,3.48,19.0,0.0,8.0,2.0,4.0,0.0,4.0,0.42,0.0,0.0,2.0,0.0,2.0,0.0,2019
Santiago Ascacíbar,/santiago-ascacibar/profil/spieler/423436,22,DM,Argentina,6500000,10000000,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2019,-3500000,26.0,1.68,right,GER-Bundesliga,Stuttgart,Santiago Ascacíbar,ARG,MF,21.0,1997.0,27.0,45.0,1.67,39.0,0.0,0.0,5.0,1.0,0.0,4.0,0.15,3.0,0.0,0.0,1.0,0.0,0.0,2019
Eduard Löwen,/eduard-lowen/profil/spieler/260655,22,CM,Germany,3000000,7000000,1.FC Nuremberg,/1-fc-nurnberg/startseite/verein/4,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2019,-4000000,26.0,1.88,right,GER-Bundesliga,Nürnberg,Eduard Löwen,GER,"MF,FW",21.0,1997.0,18.0,50.0,2.77,36.0,1.0,2.0,7.0,4.0,0.0,6.0,0.33,3.0,0.0,1.0,2.0,0.0,0.0,2019
Valentino Lazaro,/valentino-lazaro/profil/spieler/186368,23,RB,Austria,5000000,22400000,Hertha BSC,/hertha-bsc/startseite/verein/44,Inter Milan,/inter-mailand/startseite/verein/46,out,2019,-17400000,27.0,1.8,right,GER-Bundesliga,Hertha BSC,Valentino Lazaro,AUT,"DF,FW",22.0,1996.0,30.5,101.0,3.32,58.0,27.0,7.0,5.0,3.0,1.0,12.0,0.39,7.0,2.0,2.0,1.0,0.0,0.0,2019
Edimilson Fernandes,/edimilson-fernandes/profil/spieler/247555,23,CM,Switzerland,5500000,7500000,West Ham United,/west-ham-united/startseite/verein/379,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,-2000000,27.0,1.9,right,ITA-Serie A,Fiorentina,Edimilson Fernandes,SUI,MF,22.0,1996.0,21.9,60.0,2.74,56.0,0.0,1.0,2.0,1.0,0.0,4.0,0.18,2.0,0.0,0.0,2.0,0.0,0.0,2019
Aarón Martín,/aaron-martin/profil/spieler/251878,22,LB,Spain,7000000,7000000,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,0,26.0,1.8,left,GER-Bundesliga,Mainz 05,Aarón Martín,ESP,DF,21.0,1997.0,32.0,106.0,3.31,71.0,23.0,8.0,2.0,1.0,1.0,9.0,0.28,5.0,2.0,1.0,0.0,1.0,0.0,2019
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,21,RB,France,3500000,5500000,AS Monaco,/as-monaco/startseite/verein/162,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,-2000000,25.0,1.77,right,FRA-Ligue 1,Monaco,Ronaël Pierre-Gabriel,FRA,DF,20.0,1998.0,3.9,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Jean-Philippe Gbamin,/jean-philippe-gbamin/profil/spieler/182894,23,DM,Cote d'Ivoire,4800000,25000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,Everton FC,/fc-everton/startseite/verein/29,out,2019,-20200000,27.0,1.86,right,GER-Bundesliga,Mainz 05,Jean-Philippe Gbamin,CIV,MF,22.0,1995.0,29.7,60.0,2.02,52.0,1.0,2.0,4.0,0.0,1.0,3.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0,2019
Vincenzo Grifo,/vincenzo-grifo/profil/spieler/185077,26,LW,Italy,12000000,7000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2019,5000000,30.0,1.8,right,GER-Bundesliga,Freiburg,Vincenzo Grifo,ITA,"MF,FW",25.0,1993.0,15.9,76.0,4.79,46.0,12.0,10.0,3.0,4.0,1.0,8.0,0.5,3.0,2.0,0.0,1.0,2.0,0.0,2019
Vincenzo Grifo,/vincenzo-grifo/profil/spieler/185077,26,LW,Italy,12000000,7000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2019,5000000,30.0,1.8,right,GER-Bundesliga,Hoffenheim,Vincenzo Grifo,ITA,"MF,FW",25.0,1993.0,3.7,20.0,5.37,13.0,3.0,1.0,2.0,1.0,0.0,3.0,0.81,2.0,1.0,0.0,0.0,0.0,0.0,2019
Tim Kleindienst,/tim-kleindienst/profil/spieler/193033,24,CF,Germany,4000000,3000000,SC Freiburg,/sc-freiburg/startseite/verein/60,1.FC Heidenheim 1846,/1-fc-heidenheim-1846/startseite/verein/2036,out,2019,1000000,27.0,1.94,right,GER-Bundesliga,Freiburg,Tim Kleindienst,GER,FW,22.0,1995.0,2.2,5.0,2.25,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Ozan Kabak,/ozan-kabak/profil/spieler/361260,19,CB,Turkey,10000000,15000000,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2019,-5000000,23.0,1.87,right,GER-Bundesliga,Stuttgart,Ozan Kabak,TUR,DF,18.0,2000.0,15.0,19.0,1.27,12.0,1.0,4.0,2.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,2019
Benito Raman,/benito-raman/profil/spieler/112930,24,CF,Belgium,2000000,10000000,Fortuna Düsseldorf,/fortuna-dusseldorf/startseite/verein/38,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2019,-8000000,28.0,1.69,right,GER-Bundesliga,Düsseldorf,Benito Raman,BEL,"MF,FW",23.0,1994.0,18.7,57.0,3.05,41.0,0.0,7.0,7.0,2.0,0.0,11.0,0.59,7.0,0.0,3.0,1.0,0.0,0.0,2019
Breel Embolo,/breel-embolo/profil/spieler/237662,22,CF,Switzerland,20000000,11000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,out,2019,9000000,26.0,1.87,right,GER-Bundesliga,Schalke 04,Breel Embolo,SUI,FW,21.0,1997.0,14.9,48.0,3.21,26.0,0.0,6.0,3.0,13.0,0.0,9.0,0.6,3.0,0.0,2.0,2.0,2.0,0.0,2019
Florian Niederlechner,/florian-niederlechner/profil/spieler/152963,28,CF,Germany,800000,2500000,SC Freiburg,/sc-freiburg/startseite/verein/60,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,-1700000,32.0,1.87,right,GER-Bundesliga,Freiburg,Florian Niederlechner,GER,"FW,MF",27.0,1990.0,10.8,24.0,2.23,16.0,0.0,2.0,3.0,2.0,1.0,4.0,0.37,2.0,0.0,0.0,0.0,1.0,1.0,2019
Reece Oxford,/reece-oxford/profil/spieler/314295,20,CB,England,5500000,2000000,West Ham United,/west-ham-united/startseite/verein/379,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,3500000,24.0,1.9,right,GER-Bundesliga,Augsburg,Reece Oxford,ENG,DF,19.0,1998.0,5.6,6.0,1.07,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.53,3.0,0.0,0.0,0.0,0.0,0.0,2019
Noah Joel Sarenren Bazee,/noah-joel-sarenren-bazee/profil/spieler/283001,22,RW,Germany,600000,1700000,Hannover 96,/hannover-96/startseite/verein/42,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,-1100000,26.0,1.83,right,GER-Bundesliga,Hannover 96,Noah Joel Sarenren Bazee,NGA,"FW,MF",21.0,1996.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Martin Hinteregger,/martin-hinteregger/profil/spieler/85789,26,CB,Austria,0,9000000,FC Augsburg,/fc-augsburg/startseite/verein/167,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2019,-9000000,30.0,1.84,left,GER-Bundesliga,Augsburg,Martin Hinteregger,AUT,DF,25.0,1992.0,17.5,13.0,0.74,10.0,0.0,0.0,2.0,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,2019
Martin Hinteregger,/martin-hinteregger/profil/spieler/85789,26,CB,Austria,0,9000000,FC Augsburg,/fc-augsburg/startseite/verein/167,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2019,-9000000,30.0,1.84,left,GER-Bundesliga,Eint Frankfurt,Martin Hinteregger,AUT,DF,25.0,1992.0,12.7,16.0,1.26,9.0,2.0,2.0,1.0,1.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,2019
Jonathan Schmid,/jonathan-schmid/profil/spieler/70285,29,RB,France,900000,4000000,FC Augsburg,/fc-augsburg/startseite/verein/167,SC Freiburg,/sc-freiburg/startseite/verein/60,out,2019,-3100000,33.0,1.79,right,GER-Bundesliga,Augsburg,Jonathan Schmid,FRA,DF,28.0,1990.0,28.0,84.0,3.0,52.0,25.0,2.0,1.0,2.0,2.0,11.0,0.39,8.0,3.0,0.0,0.0,0.0,0.0,2019
Ellyes Skhiri,/ellyes-skhiri/profil/spieler/290587,24,DM,Tunisia,13000000,6000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2019,7000000,28.0,1.85,right,FRA-Ligue 1,Montpellier,Ellyes Skhiri,TUN,MF,23.0,1995.0,34.3,83.0,2.42,67.0,0.0,4.0,2.0,6.0,4.0,11.0,0.32,7.0,0.0,1.0,1.0,1.0,1.0,2019
Anthony Ujah,/anthony-ujah/profil/spieler/142281,28,CF,Nigeria,750000,2000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,in,2019,-1250000,32.0,1.8,right,GER-Bundesliga,Mainz 05,Anthony Ujah,NGA,FW,27.0,1990.0,8.2,24.0,2.93,19.0,0.0,1.0,3.0,1.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,2019
Leroy Sané,/leroy-sane/profil/spieler/192565,24,RW,Germany,65000000,49000000,Manchester City,/manchester-city/startseite/verein/281,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2020,16000000,27.0,1.83,left,ENG-Premier League,Manchester City,Leroy Sané,GER,FW,23.0,1996.0,0.1,1.0,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Marc Roca,/marc-roca/profil/spieler/336869,23,DM,Spain,10000000,9000000,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2020,1000000,26.0,1.84,left,ESP-La Liga,Espanyol,Marc Roca,ESP,MF,22.0,1996.0,33.4,71.0,2.12,51.0,13.0,2.0,4.0,0.0,1.0,3.0,0.09,2.0,1.0,0.0,0.0,0.0,0.0,2020
Bouna Sarr,/bouna-sarr/profil/spieler/190685,28,RB,Senegal,2000000,8000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2020,-6000000,31.0,1.77,right,FRA-Ligue 1,Marseille,Bouna Sarr,SEN,"DF,FW",27.0,1992.0,24.0,48.0,2.0,33.0,2.0,3.0,3.0,5.0,2.0,7.0,0.29,5.0,1.0,0.0,0.0,1.0,0.0,2020
Emre Can,/emre-can/profil/spieler/119296,26,DM,Germany,14000000,25000000,Juventus FC,/juventus-turin/startseite/verein/506,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2020,-11000000,29.0,1.86,right,GER-Bundesliga,Dortmund,Emre Can,GER,"MF,DF",25.0,1994.0,10.6,14.0,1.32,10.0,0.0,3.0,1.0,0.0,0.0,2.0,0.19,1.0,0.0,1.0,0.0,0.0,0.0,2020
Emre Can,/emre-can/profil/spieler/119296,26,DM,Germany,14000000,25000000,Juventus FC,/juventus-turin/startseite/verein/506,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2020,-11000000,29.0,1.86,right,ITA-Serie A,Juventus,Emre Can,GER,MF,25.0,1994.0,3.2,8.0,2.54,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Timo Werner,/timo-werner/profil/spieler/170527,24,CF,Germany,25000000,53000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2020,-28000000,27.0,1.8,right,GER-Bundesliga,RB Leipzig,Timo Werner,GER,FW,23.0,1996.0,31.1,122.0,3.93,83.0,0.0,24.0,11.0,4.0,0.0,24.0,0.77,15.0,0.0,7.0,0.0,2.0,0.0,2020
Jean-Kévin Augustin,/jean-kevin-augustin/profil/spieler/264956,23,CF,France,1300000,21000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Leeds United,/leeds-united/startseite/verein/399,out,2020,-19700000,26.0,1.79,right,FRA-Ligue 1,Monaco,Jean-Kévin Augustin,FRA,FW,22.0,1997.0,3.0,6.0,2.03,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.68,0.0,0.0,0.0,0.0,2.0,0.0,2020
Patrik Schick,/patrik-schick/profil/spieler/242086,24,CF,Czech Republic,25000000,26500000,AS Roma,/as-rom/startseite/verein/12,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,-1500000,27.0,1.91,left,GER-Bundesliga,RB Leipzig,Patrik Schick,CZE,FW,23.0,1996.0,14.4,38.0,2.64,22.0,0.0,6.0,7.0,3.0,0.0,4.0,0.28,1.0,0.0,2.0,1.0,0.0,0.0,2020
Demarai Gray,/demarai-gray/profil/spieler/292417,24,LW,Jamaica,20000000,2000000,Leicester City,/leicester-city/startseite/verein/1003,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,18000000,27.0,1.83,right,ENG-Premier League,Leicester City,Demarai Gray,JAM,"MF,FW",23.0,1996.0,6.9,34.0,4.93,29.0,1.0,1.0,2.0,1.0,0.0,6.0,0.87,5.0,0.0,0.0,0.0,1.0,0.0,2020
Timothy Fosu-Mensah,/timothy-fosu-mensah/profil/spieler/315131,23,RB,Netherlands,2000000,1700000,Manchester United,/manchester-united/startseite/verein/985,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,300000,25.0,1.85,right,ENG-Premier League,Manchester Utd,Timothy Fosu-Mensah,NED,DF,21.0,1998.0,1.5,3.0,1.99,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Kai Havertz,/kai-havertz/profil/spieler/309400,21,CF,Germany,55000000,80000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2020,-25000000,24.0,1.93,left,GER-Bundesliga,Leverkusen,Kai Havertz,GER,"MF,FW",20.0,1999.0,27.3,122.0,4.47,99.0,1.0,12.0,5.0,5.0,0.0,13.0,0.48,12.0,0.0,1.0,0.0,0.0,0.0,2020
Kevin Volland,/kevin-volland/profil/spieler/82009,28,CF,Germany,8000000,11000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,AS Monaco,/as-monaco/startseite/verein/162,out,2020,-3000000,30.0,1.79,left,GER-Bundesliga,Leverkusen,Kevin Volland,GER,FW,27.0,1992.0,22.7,77.0,3.39,54.0,1.0,9.0,11.0,1.0,1.0,15.0,0.66,10.0,0.0,3.0,2.0,0.0,0.0,2020
Marcel Tisserand,/marcel-tisserand/profil/spieler/170463,27,CB,DR Congo,2800000,4000000,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,Fenerbahce,/fenerbahce-istanbul/startseite/verein/36,out,2020,-1200000,30.0,1.9,right,GER-Bundesliga,Wolfsburg,Marcel Tisserand,COD,DF,26.0,1993.0,13.4,14.0,1.05,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,2020
Baptiste Santamaria,/baptiste-santamaria/profil/spieler/285323,25,DM,France,14000000,10000000,Angers SCO,/sco-angers/startseite/verein/1420,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2020,4000000,28.0,1.83,right,FRA-Ligue 1,Angers,Baptiste Santamaria,FRA,MF,24.0,1995.0,27.8,53.0,1.9,40.0,1.0,3.0,2.0,4.0,3.0,3.0,0.11,2.0,0.0,0.0,0.0,1.0,0.0,2020
Luca Waldschmidt,/luca-waldschmidt/profil/spieler/196095,24,SS,Germany,3000000,15000000,SC Freiburg,/sc-freiburg/startseite/verein/60,SL Benfica,/benfica-lissabon/startseite/verein/294,out,2020,-12000000,27.0,1.81,left,GER-Bundesliga,Freiburg,Luca Waldschmidt,GER,"FW,MF",23.0,1996.0,14.1,42.0,2.98,26.0,1.0,6.0,5.0,4.0,0.0,4.0,0.28,2.0,0.0,1.0,0.0,1.0,0.0,2020
Robin Koch,/robin-koch/profil/spieler/328784,24,CB,Germany,18000000,13000000,SC Freiburg,/sc-freiburg/startseite/verein/60,Leeds United,/leeds-united/startseite/verein/399,out,2020,5000000,26.0,1.91,right,GER-Bundesliga,Freiburg,Robin Koch,GER,"DF,MF",23.0,1996.0,30.1,39.0,1.3,33.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Mohamed Dräger,/mohamed-drager/profil/spieler/192167,24,RB,Tunisia,900000,1000000,SC Freiburg,/sc-freiburg/startseite/verein/60,Olympiacos Piraeus,/olympiakos-piraus/startseite/verein/683,out,2020,-100000,27.0,1.81,right,GER-Bundesliga,Paderborn 07,Mohamed Dräger,TUN,DF,23.0,1996.0,16.2,30.0,1.86,20.0,5.0,1.0,2.0,2.0,0.0,5.0,0.31,4.0,0.0,0.0,1.0,0.0,0.0,2020
Jérôme Gondorf,/jerome-gondorf/profil/spieler/77108,32,CM,Germany,400000,500000,SC Freiburg,/sc-freiburg/startseite/verein/60,Karlsruher SC,/karlsruher-sc/startseite/verein/48,out,2020,-100000,35.0,1.76,right,GER-Bundesliga,Freiburg,Jérôme Gondorf,GER,MF,31.0,1988.0,1.3,6.0,4.5,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Steven Zuber,/steven-zuber/profil/spieler/68033,28,LW,Switzerland,2500000,3000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2020,-500000,31.0,1.82,right,GER-Bundesliga,Hoffenheim,Steven Zuber,SUI,"DF,FW",27.0,1991.0,8.3,11.0,1.32,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
André Silva,/andre-silva/profil/spieler/198008,24,CF,Portugal,15000000,3000000,AC Milan,/ac-mailand/startseite/verein/5,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2020,12000000,27.0,1.85,right,GER-Bundesliga,Eint Frankfurt,André Silva,POR,FW,23.0,1995.0,17.5,62.0,3.54,47.0,0.0,6.0,3.0,5.0,1.0,5.0,0.29,2.0,0.0,1.0,1.0,1.0,0.0,2020
André Silva,/andre-silva/profil/spieler/198008,24,CF,Portugal,15000000,3000000,AC Milan,/ac-mailand/startseite/verein/5,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2020,12000000,27.0,1.85,right,ITA-Serie A,Milan,André Silva,POR,FW,23.0,1995.0,0.7,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Bas Dost,/bas-dost/profil/spieler/56331,31,CF,Netherlands,1300000,4000000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,Club Brugge KV,/fc-brugge/startseite/verein/2282,out,2020,-2700000,34.0,1.96,right,GER-Bundesliga,Eint Frankfurt,Bas Dost,NED,FW,30.0,1989.0,16.4,42.0,2.56,35.0,0.0,1.0,3.0,3.0,0.0,7.0,0.43,6.0,0.0,0.0,1.0,0.0,0.0,2020
Lucas Torró,/lucas-torro/profil/spieler/213670,26,DM,Spain,8000000,2000000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,CA Osasuna,/ca-osasuna/startseite/verein/331,out,2020,6000000,28.0,1.9,right,GER-Bundesliga,Eint Frankfurt,Lucas Torró,ESP,MF,25.0,1994.0,3.7,5.0,1.36,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Alexander Schwolow,/alexander-schwolow/profil/spieler/93763,28,GK,Germany,900000,7000000,SC Freiburg,/sc-freiburg/startseite/verein/60,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2020,-6100000,31.0,1.9,right,GER-Bundesliga,Freiburg,Alexander Schwolow,GER,GK,27.0,1992.0,23.2,2.0,0.09,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Karim Rekik,/karim-rekik/profil/spieler/182579,25,CB,Netherlands,4000000,2000000,Hertha BSC,/hertha-bsc/startseite/verein/44,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2020,2000000,28.0,1.86,left,GER-Bundesliga,Hertha BSC,Karim Rekik,NED,DF,24.0,1994.0,14.0,10.0,0.71,8.0,0.0,0.0,2.0,0.0,0.0,3.0,0.21,1.0,0.0,0.0,2.0,0.0,0.0,2020
