playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,nextSeason
Daishawn Redan,/daishawn-redan/profil/spieler/361081,18,CF,Suriname,1000000,2700000,Chelsea FC U23,/fc-chelsea-u23/startseite/verein/9250,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2019,-1700000,22.0,1.76,right,GER-Bundesliga,Hertha BSC,NED,MF,18.0,2001.0,1,21.0,21.0,0.7,0.2,0,,0.0,1,21.0,1,0.0,0.0,2.0,-2.0,-8.57,-8.3,0.2,0.2,0.0,0.04,0.38,2020
Valentino Lazaro,/valentino-lazaro/profil/spieler/186368,23,RB,Austria,5000000,22400000,Hertha BSC,/hertha-bsc/startseite/verein/44,Inter Milan,/inter-mailand/startseite/verein/46,out,2019,-17400000,27.0,1.8,right,ENG-Premier League,Newcastle Utd,AUT,"DF,MF",23.0,1996.0,13,480.0,37.0,14.0,5.3,4,79.0,1.0,9,18.0,0,1.0,4.0,13.0,-9.0,-1.69,-1.35,3.8,9.9,-6.1,-1.14,-0.4,2020
Valentino Lazaro,/valentino-lazaro/profil/spieler/186368,23,RB,Austria,5000000,22400000,Hertha BSC,/hertha-bsc/startseite/verein/44,Inter Milan,/inter-mailand/startseite/verein/46,out,2019,-17400000,27.0,1.8,right,ITA-Serie A,Inter,AUT,DF,23.0,1996.0,6,323.0,54.0,9.4,3.6,3,81.0,0.0,3,27.0,14,2.67,5.0,5.0,0.0,0.0,-1.31,6.7,3.6,3.2,0.88,0.14,2020
Jerry St. Juste,/jerry-st-juste/profil/spieler/288253,22,CB,Netherlands,13000000,8000000,Feyenoord Rotterdam,/feyenoord-rotterdam/startseite/verein/234,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,5000000,26.0,1.86,right,GER-Bundesliga,Mainz 05,NED,DF,22.0,1996.0,25,2113.0,85.0,69.1,23.5,24,88.0,20.0,1,8.0,1,1.16,30.0,43.0,-13.0,-0.55,0.21,32.7,41.1,-8.4,-0.36,-0.07,2020
Edimilson Fernandes,/edimilson-fernandes/profil/spieler/247555,23,CM,Switzerland,5500000,7500000,West Ham United,/west-ham-united/startseite/verein/379,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,-2000000,27.0,1.9,right,GER-Bundesliga,Mainz 05,SUI,"MF,DF",23.0,1996.0,24,1484.0,62.0,48.5,16.5,18,78.0,10.0,6,13.0,3,1.08,22.0,32.0,-10.0,-0.61,0.02,23.5,30.9,-7.4,-0.45,-0.21,2020
Aarón Martín,/aaron-martin/profil/spieler/251878,22,LB,Spain,7000000,7000000,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,0,26.0,1.8,left,GER-Bundesliga,Mainz 05,ESP,DF,22.0,1997.0,22,1792.0,81.0,58.6,19.9,21,84.0,16.0,1,25.0,9,1.0,29.0,49.0,-20.0,-1.0,-0.93,27.5,40.6,-13.1,-0.66,-0.77,2020
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,21,RB,France,3500000,5500000,AS Monaco,/as-monaco/startseite/verein/162,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,-2000000,25.0,1.77,right,GER-Bundesliga,Mainz 05,FRA,DF,21.0,1998.0,8,574.0,72.0,18.8,6.4,8,72.0,3.0,0,,12,0.5,4.0,22.0,-18.0,-2.82,-2.71,5.8,15.1,-9.3,-1.46,-1.38,2020
Jonathan Meier,/jonathan-meier/profil/spieler/379989,19,LB,Germany,350000,1200000,FC Bayern Munich II,/fc-bayern-munchen-ii/startseite/verein/28,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2019,-850000,23.0,1.81,left,GER-Bundesliga,Mainz 05,GER,"DF,MF",19.0,1999.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,2020
Jean-Philippe Gbamin,/jean-philippe-gbamin/profil/spieler/182894,23,DM,Cote d'Ivoire,4800000,25000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,Everton FC,/fc-everton/startseite/verein/29,out,2019,-20200000,27.0,1.86,right,ENG-Premier League,Everton,CIV,MF,23.0,1995.0,2,136.0,68.0,4.0,1.5,1,90.0,1.0,1,46.0,0,2.0,1.0,0.0,1.0,0.66,1.02,0.9,1.8,-0.9,-0.63,-0.72,2020
Vincenzo Grifo,/vincenzo-grifo/profil/spieler/185077,26,LW,Italy,12000000,7000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2019,5000000,30.0,1.8,right,GER-Bundesliga,Freiburg,ITA,"MF,FW",26.0,1993.0,26,1618.0,62.0,52.9,18.0,17,79.0,4.0,9,31.0,0,1.35,26.0,25.0,1.0,0.06,0.06,25.7,31.1,-5.4,-0.3,0.5,2020
Vincenzo Grifo,/vincenzo-grifo/profil/spieler/185077,26,LW,Italy,12000000,7000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2019,5000000,30.0,1.8,right,GER-Bundesliga,Hoffenheim,ITA,MF,26.0,1993.0,1,15.0,15.0,0.5,0.2,0,,0.0,1,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.3,1.6,1.71,2020
Tim Kleindienst,/tim-kleindienst/profil/spieler/193033,24,CF,Germany,4000000,3000000,SC Freiburg,/sc-freiburg/startseite/verein/60,1.FC Heidenheim 1846,/1-fc-heidenheim-1846/startseite/verein/2036,out,2019,1000000,27.0,1.94,right,GER-Bundesliga,Freiburg,GER,FW,23.0,1995.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,2020
Ozan Kabak,/ozan-kabak/profil/spieler/361260,19,CB,Turkey,10000000,15000000,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2019,-5000000,23.0,1.87,right,GER-Bundesliga,Schalke 04,TUR,DF,19.0,2000.0,26,1777.0,68.0,58.1,19.7,21,82.0,18.0,5,10.0,4,1.15,22.0,37.0,-15.0,-0.76,-0.41,19.8,36.5,-16.8,-0.85,-1.06,2020
Benito Raman,/benito-raman/profil/spieler/112930,24,CF,Belgium,2000000,10000000,Fortuna Düsseldorf,/fortuna-dusseldorf/startseite/verein/38,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2019,-8000000,28.0,1.69,right,GER-Bundesliga,Schalke 04,BEL,FW,24.0,1994.0,25,1601.0,64.0,52.3,17.8,19,75.0,4.0,6,29.0,4,1.08,19.0,31.0,-12.0,-0.67,-0.18,18.8,29.2,-10.5,-0.59,-0.38,2020
Breel Embolo,/breel-embolo/profil/spieler/237662,22,CF,Switzerland,20000000,11000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,out,2019,9000000,26.0,1.87,right,GER-Bundesliga,M'Gladbach,SUI,"FW,MF",22.0,1997.0,28,1550.0,55.0,50.7,17.2,17,76.0,5.0,11,24.0,1,1.86,35.0,19.0,16.0,0.93,0.33,35.9,22.8,13.1,0.76,-0.01,2020
Fabian Reese,/fabian-reese/profil/spieler/227102,22,LW,Germany,2500000,100000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Holstein Kiel,/holstein-kiel/startseite/verein/269,out,2019,2400000,25.0,1.87,right,GER-Bundesliga,Schalke 04,GER,FW,21.0,1997.0,2,86.0,43.0,2.8,1.0,1,69.0,0.0,1,17.0,8,1.0,1.0,0.0,1.0,1.05,1.68,1.7,2.2,-0.5,-0.55,-0.14,2020
Iago,/iago/profil/spieler/520468,22,LB,Brazil,5500000,6500000,Sport Club Internacional,/sc-internacional-porto-alegre/startseite/verein/6600,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,-1000000,26.0,1.81,left,GER-Bundesliga,Augsburg,BRA,"DF,MF",22.0,1997.0,10,674.0,67.0,22.0,7.5,7,90.0,7.0,3,15.0,8,0.8,9.0,15.0,-6.0,-0.8,-0.35,7.4,15.5,-8.1,-1.09,-0.88,2020
Carlos Gruezo,/carlos-gruezo/profil/spieler/189475,24,DM,Ecuador,3000000,5500000,FC Dallas,/fc-dallas/startseite/verein/8816,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,-2500000,28.0,1.72,right,GER-Bundesliga,Augsburg,ECU,MF,24.0,1995.0,11,886.0,81.0,29.0,9.8,10,86.0,7.0,1,24.0,8,0.91,11.0,17.0,-6.0,-0.61,-0.11,10.0,17.0,-7.0,-0.71,-0.44,2020
Florian Niederlechner,/florian-niederlechner/profil/spieler/152963,28,CF,Germany,800000,2500000,SC Freiburg,/sc-freiburg/startseite/verein/60,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,-1700000,32.0,1.87,right,GER-Bundesliga,Augsburg,GER,"FW,MF",28.0,1990.0,33,2720.0,82.0,88.9,30.2,31,85.0,18.0,2,36.0,0,1.09,41.0,54.0,-13.0,-0.43,0.89,39.2,48.2,-8.9,-0.3,0.93,2020
Reece Oxford,/reece-oxford/profil/spieler/314295,20,CB,England,5500000,2000000,West Ham United,/west-ham-united/startseite/verein/379,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,3500000,24.0,1.9,right,GER-Bundesliga,Augsburg,ENG,MF,20.0,1998.0,12,375.0,31.0,12.3,4.2,2,76.0,1.0,10,22.0,10,1.0,4.0,13.0,-9.0,-2.16,-1.86,3.2,7.7,-4.5,-1.08,-0.77,2020
Noah Joel Sarenren Bazee,/noah-joel-sarenren-bazee/profil/spieler/283001,22,RW,Germany,600000,1700000,Hannover 96,/hannover-96/startseite/verein/42,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,-1100000,26.0,1.83,right,GER-Bundesliga,Augsburg,NGA,FW,22.0,1996.0,10,381.0,38.0,12.5,4.2,4,75.0,1.0,6,14.0,8,0.9,5.0,6.0,-1.0,-0.24,0.33,5.7,6.1,-0.4,-0.09,0.35,2020
Mads Pedersen,/mads-pedersen/profil/spieler/288429,22,LB,Denmark,3500000,800000,FC Nordsjaelland,/fc-nordsjaelland/startseite/verein/2778,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2019,2700000,26.0,1.74,left,GER-Bundesliga,Augsburg,DEN,DF,22.0,1996.0,2,96.0,48.0,3.1,1.1,1,90.0,1.0,1,6.0,11,0.0,1.0,5.0,-4.0,-3.75,-3.32,1.0,3.2,-2.3,-2.14,-1.8,2020
Martin Hinteregger,/martin-hinteregger/profil/spieler/85789,26,CB,Austria,0,9000000,FC Augsburg,/fc-augsburg/startseite/verein/167,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2019,-9000000,30.0,1.84,left,GER-Bundesliga,Eint Frankfurt,AUT,DF,26.0,1992.0,31,2721.0,88.0,88.9,30.2,30,90.0,29.0,1,22.0,2,1.35,51.0,54.0,-3.0,-0.1,-0.63,51.3,45.5,5.7,0.19,-0.83,2020
Jonathan Schmid,/jonathan-schmid/profil/spieler/70285,29,RB,France,900000,4000000,FC Augsburg,/fc-augsburg/startseite/verein/167,SC Freiburg,/sc-freiburg/startseite/verein/60,out,2019,-3100000,33.0,1.79,right,GER-Bundesliga,Freiburg,FRA,DF,29.0,1990.0,33,2836.0,86.0,92.7,31.5,31,90.0,26.0,2,29.0,0,1.45,47.0,43.0,4.0,0.13,1.33,43.7,56.6,-13.0,-0.41,1.54,2020
Sebastiaan Bornauw,/sebastiaan-bornauw/profil/spieler/338629,20,CB,Belgium,8500000,8250000,RSC Anderlecht,/rsc-anderlecht/startseite/verein/58,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2019,250000,24.0,1.91,right,GER-Bundesliga,Köln,BEL,DF,20.0,1999.0,28,2447.0,87.0,80.0,27.2,28,87.0,26.0,0,,1,1.04,38.0,56.0,-18.0,-0.66,-0.66,37.5,43.6,-6.2,-0.23,-0.49,2020
Ellyes Skhiri,/ellyes-skhiri/profil/spieler/290587,24,DM,Tunisia,13000000,6000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2019,7000000,28.0,1.85,right,GER-Bundesliga,Köln,TUN,MF,24.0,1995.0,32,2672.0,84.0,87.3,29.7,31,85.0,26.0,1,35.0,2,1.09,47.0,61.0,-14.0,-0.47,0.46,44.5,45.9,-1.4,-0.05,0.64,2020
Birger Verstraete,/birger-verstraete/profil/spieler/234193,25,DM,Belgium,1800000,4000000,KAA Gent,/kaa-gent/startseite/verein/157,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2019,-2200000,29.0,1.74,right,GER-Bundesliga,Köln,BEL,MF,25.0,1994.0,9,665.0,74.0,21.7,7.4,7,83.0,5.0,2,43.0,3,0.78,6.0,15.0,-9.0,-1.22,-0.88,7.4,12.9,-5.6,-0.75,-0.8,2020
Kingsley Ehizibue,/kingsley-ehizibue/profil/spieler/272812,24,RB,Netherlands,2500000,2000000,PEC Zwolle,/pec-zwolle/startseite/verein/1269,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2019,500000,28.0,1.89,right,GER-Bundesliga,Köln,NED,DF,24.0,1995.0,31,2329.0,75.0,76.1,25.9,29,78.0,18.0,2,27.0,1,1.06,36.0,46.0,-10.0,-0.39,0.6,34.9,36.3,-1.4,-0.05,0.32,2020
Matthias Bader,/matthias-bader/profil/spieler/237162,22,RB,Germany,2000000,450000,1.FC Köln,/1-fc-koln/startseite/verein/3,SV Darmstadt 98,/sv-darmstadt-98/startseite/verein/105,out,2019,1550000,26.0,1.76,right,GER-Bundesliga,Köln,GER,DF,22.0,1997.0,1,12.0,12.0,0.4,0.1,0,,0.0,1,12.0,5,0.0,0.0,0.0,0.0,0.0,0.53,0.6,0.1,0.5,3.47,3.61,2020
Dennis Srbeny,/dennis-srbeny/profil/spieler/159239,25,CF,Germany,800000,200000,Norwich City,/norwich-city/startseite/verein/1123,SC Paderborn 07,/sc-paderborn-07/startseite/verein/127,in,2019,600000,29.0,1.9,right,ENG-Premier League,Norwich City,GER,"MF,FW",25.0,1994.0,8,47.0,6.0,1.4,0.5,0,,0.0,8,6.0,10,0.88,2.0,2.0,0.0,0.0,1.31,1.6,1.3,0.3,0.61,1.4,2020
Dennis Srbeny,/dennis-srbeny/profil/spieler/159239,25,CF,Germany,800000,200000,Norwich City,/norwich-city/startseite/verein/1123,SC Paderborn 07,/sc-paderborn-07/startseite/verein/127,in,2019,600000,29.0,1.9,right,GER-Bundesliga,Paderborn 07,GER,"FW,MF",25.0,1994.0,17,1119.0,66.0,36.6,12.4,14,73.0,3.0,3,30.0,0,0.47,12.0,26.0,-14.0,-1.13,-0.06,12.2,24.8,-12.6,-1.02,-0.3,2020
Bernard Tekpetey,/bernard-tekpetey/profil/spieler/422380,21,RW,Ghana,5000000,2500000,SC Paderborn 07,/sc-paderborn-07/startseite/verein/127,FC Schalke 04,/fc-schalke-04/startseite/verein/33,out,2019,2500000,25.0,1.72,right,GER-Bundesliga,Düsseldorf,GHA,"FW,MF",21.0,1997.0,9,448.0,50.0,14.6,5.0,5,68.0,1.0,4,27.0,12,0.56,3.0,10.0,-7.0,-1.41,-0.58,5.0,6.3,-1.3,-0.26,0.55,2020
Robert Andrich,/robert-andrich/profil/spieler/159088,24,DM,Germany,11000000,3150000,1.FC Heidenheim 1846,/1-fc-heidenheim-1846/startseite/verein/2036,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,in,2019,7850000,28.0,1.87,right,GER-Bundesliga,Union Berlin,GER,MF,24.0,1994.0,30,2572.0,86.0,84.1,28.6,30,86.0,23.0,0,,0,1.07,33.0,51.0,-18.0,-0.63,-0.81,35.8,45.9,-10.1,-0.36,0.14,2020
Marvin Friedrich,/marvin-friedrich/profil/spieler/196231,23,CB,Germany,4000000,2500000,FC Augsburg,/fc-augsburg/startseite/verein/167,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,in,2019,1500000,27.0,1.93,right,GER-Bundesliga,Union Berlin,GER,DF,23.0,1995.0,31,2789.0,90.0,91.1,31.0,31,90.0,30.0,0,,1,1.19,38.0,55.0,-17.0,-0.55,-0.55,37.5,50.2,-12.7,-0.41,-0.37,2020
Marvin Friedrich,/marvin-friedrich/profil/spieler/196231,23,CB,Germany,4000000,1000000,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,FC Augsburg,/fc-augsburg/startseite/verein/167,out,2019,3000000,27.0,1.93,right,GER-Bundesliga,Union Berlin,GER,DF,23.0,1995.0,31,2789.0,90.0,91.1,31.0,31,90.0,30.0,0,,1,1.19,38.0,55.0,-17.0,-0.55,-0.55,37.5,50.2,-12.7,-0.41,-0.37,2020
Anthony Ujah,/anthony-ujah/profil/spieler/142281,28,CF,Nigeria,750000,2000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,in,2019,-1250000,32.0,1.8,right,GER-Bundesliga,Union Berlin,NGA,"FW,MF",28.0,1990.0,24,949.0,40.0,31.0,10.5,10,70.0,0.0,14,18.0,10,1.13,14.0,19.0,-5.0,-0.47,0.04,11.8,18.3,-6.5,-0.62,-0.35,2020
Marcus Ingvartsen,/marcus-ingvartsen/profil/spieler/269878,23,CF,Denmark,5500000,1500000,KRC Genk,/krc-genk/startseite/verein/1184,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,in,2019,4000000,27.0,1.87,left,GER-Bundesliga,Union Berlin,DEN,"MF,FW",23.0,1996.0,28,1716.0,61.0,56.1,19.1,20,77.0,4.0,8,22.0,3,1.25,23.0,28.0,-5.0,-0.26,0.54,22.2,25.6,-3.5,-0.18,0.45,2020
Suleiman Abdullahi,/suleiman-abdullahi/profil/spieler/356118,22,CF,Nigeria,350000,500000,Eintracht Braunschweig,/eintracht-braunschweig/startseite/verein/23,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,in,2019,-150000,26.0,1.85,right,GER-Bundesliga,Union Berlin,NGA,"FW,MF",22.0,1996.0,6,157.0,26.0,5.1,1.7,1,57.0,0.0,5,20.0,5,0.67,2.0,5.0,-3.0,-1.72,-1.29,3.1,4.0,-1.0,-0.55,-0.18,2020
Leroy Sané,/leroy-sane/profil/spieler/192565,24,RW,Germany,65000000,49000000,Manchester City,/manchester-city/startseite/verein/281,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2020,16000000,27.0,1.83,left,GER-Bundesliga,Bayern Munich,GER,"FW,MF",24.0,1996.0,32,1805.0,56.0,59.0,20.1,18,77.0,3.0,14,30.0,0,2.25,58.0,30.0,28.0,1.4,-0.54,45.0,24.9,20.1,1.0,-0.12,2021
Marc Roca,/marc-roca/profil/spieler/336869,23,DM,Spain,10000000,9000000,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2020,1000000,26.0,1.84,left,GER-Bundesliga,Bayern Munich,ESP,MF,23.0,1996.0,6,177.0,30.0,5.8,2.0,2,57.0,0.0,4,16.0,20,2.17,4.0,5.0,-1.0,-0.51,-2.26,3.7,5.0,-1.2,-0.63,-1.78,2021
Bouna Sarr,/bouna-sarr/profil/spieler/190685,28,RB,Senegal,2000000,8000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2020,-6000000,31.0,1.77,right,FRA-Ligue 1,Marseille,SEN,DF,28.0,1992.0,2,76.0,38.0,2.2,0.8,0,,0.0,2,38.0,0,0.5,1.0,1.0,0.0,0.0,-0.19,2.0,1.4,0.5,0.65,0.68,2021
Bouna Sarr,/bouna-sarr/profil/spieler/190685,28,RB,Senegal,2000000,8000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2020,-6000000,31.0,1.77,right,GER-Bundesliga,Bayern Munich,SEN,DF,28.0,1992.0,8,452.0,57.0,14.8,5.0,5,83.0,4.0,3,12.0,17,2.25,13.0,9.0,4.0,0.8,-0.96,8.8,7.2,1.6,0.32,-0.86,2021
Jude Bellingham,/jude-bellingham/profil/spieler/581678,17,CM,England,120000000,30150000,Birmingham City,/birmingham-city/startseite/verein/337,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2020,89850000,20.0,1.86,right,GER-Bundesliga,Dortmund,ENG,MF,17.0,2003.0,29,1697.0,59.0,55.5,18.9,19,76.0,5.0,10,26.0,2,1.79,43.0,29.0,14.0,0.74,-0.25,37.8,20.9,16.8,0.89,0.38,2021
Emre Can,/emre-can/profil/spieler/119296,26,DM,Germany,14000000,25000000,Juventus FC,/juventus-turin/startseite/verein/506,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2020,-11000000,29.0,1.86,right,GER-Bundesliga,Dortmund,GER,"DF,MF",26.0,1994.0,28,2133.0,76.0,69.7,23.7,23,86.0,19.0,5,31.0,3,1.86,53.0,32.0,21.0,0.89,0.11,44.8,31.0,13.9,0.59,-0.46,2021
Alexander Sørloth,/alexander-sorloth/profil/spieler/238407,24,CF,Norway,12000000,20000000,Crystal Palace,/crystal-palace/startseite/verein/873,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2020,-8000000,27.0,1.95,left,GER-Bundesliga,RB Leipzig,NOR,FW,24.0,1995.0,29,1443.0,50.0,47.2,16.0,13,83.0,10.0,16,23.0,4,1.97,28.0,14.0,14.0,0.87,0.09,31.4,14.1,17.3,1.08,0.09,2021
Timo Werner,/timo-werner/profil/spieler/170527,24,CF,Germany,25000000,53000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2020,-28000000,27.0,1.8,right,ENG-Premier League,Chelsea,GER,"FW,MF",24.0,1996.0,35,2602.0,74.0,76.1,28.9,29,86.0,18.0,6,20.0,3,1.8,52.0,29.0,23.0,0.8,0.91,47.5,23.9,23.6,0.82,-0.12,2021
Jean-Kévin Augustin,/jean-kevin-augustin/profil/spieler/264956,23,CF,France,1300000,21000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Leeds United,/leeds-united/startseite/verein/399,out,2020,-19700000,26.0,1.79,right,FRA-Ligue 1,Nantes,FRA,FW,23.0,1997.0,3,36.0,12.0,1.1,0.4,0,,0.0,3,12.0,3,0.33,0.0,1.0,-1.0,-2.5,-2.31,0.2,0.5,-0.3,-0.85,-0.74,2021
Patrik Schick,/patrik-schick/profil/spieler/242086,24,CF,Czech Republic,25000000,26500000,AS Roma,/as-rom/startseite/verein/12,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,-1500000,27.0,1.91,left,GER-Bundesliga,Leverkusen,CZE,FW,24.0,1996.0,29,1866.0,64.0,61.0,20.7,20,81.0,12.0,9,27.0,0,1.38,34.0,21.0,13.0,0.63,0.55,31.4,25.8,5.6,0.27,0.15,2021
Jeremie Frimpong,/jeremie-frimpong/profil/spieler/484547,20,RB,Netherlands,40000000,11000000,Celtic FC,/celtic-glasgow/startseite/verein/371,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,29000000,22.0,1.71,right,GER-Bundesliga,Leverkusen,NED,"DF,FW",19.0,2000.0,10,436.0,44.0,14.2,4.8,4,74.0,2.0,6,23.0,4,1.4,7.0,8.0,-1.0,-0.21,-0.72,7.9,6.4,1.5,0.31,0.12,2021
Lennart Grill,/lennart-grill/profil/spieler/309397,21,GK,Germany,1000000,2000000,1.FC Kaiserslautern,/1-fc-kaiserslautern/startseite/verein/2,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,-1000000,24.0,1.92,right,GER-Bundesliga,Leverkusen,GER,GK,21.0,1999.0,4,360.0,90.0,11.8,4.0,4,90.0,4.0,0,,16,0.75,3.0,7.0,-4.0,-1.0,-1.6,6.9,5.5,1.3,0.33,0.14,2021
Demarai Gray,/demarai-gray/profil/spieler/292417,24,LW,Jamaica,20000000,2000000,Leicester City,/leicester-city/startseite/verein/1003,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,18000000,27.0,1.83,right,ENG-Premier League,Leicester City,JAM,FW,24.0,1996.0,1,19.0,19.0,0.6,0.2,0,,0.0,1,19.0,0,1.0,1.0,0.0,1.0,4.74,4.29,0.3,0.0,0.3,1.37,1.11,2021
Demarai Gray,/demarai-gray/profil/spieler/292417,24,LW,Jamaica,20000000,2000000,Leicester City,/leicester-city/startseite/verein/1003,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,18000000,27.0,1.83,right,GER-Bundesliga,Leverkusen,JAM,FW,24.0,1996.0,10,442.0,44.0,14.4,4.9,5,67.0,2.0,5,21.0,2,1.0,5.0,12.0,-7.0,-1.43,-2.15,7.6,6.7,0.9,0.18,-0.04,2021
Timothy Fosu-Mensah,/timothy-fosu-mensah/profil/spieler/315131,23,RB,Netherlands,2000000,1700000,Manchester United,/manchester-united/startseite/verein/985,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,300000,25.0,1.85,right,ENG-Premier League,Manchester Utd,NED,DF,22.0,1998.0,1,80.0,80.0,2.3,0.9,1,80.0,0.0,0,,2,0.0,1.0,2.0,-1.0,-1.13,-1.93,1.2,1.5,-0.3,-0.37,-0.88,2021
Timothy Fosu-Mensah,/timothy-fosu-mensah/profil/spieler/315131,23,RB,Netherlands,2000000,1700000,Manchester United,/manchester-united/startseite/verein/985,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2020,300000,25.0,1.85,right,GER-Bundesliga,Leverkusen,NED,DF,22.0,1998.0,6,409.0,68.0,13.4,4.5,5,73.0,2.0,1,45.0,1,0.83,6.0,5.0,1.0,0.22,-0.22,5.3,6.1,-0.8,-0.18,-0.45,2021
Kai Havertz,/kai-havertz/profil/spieler/309400,21,CF,Germany,55000000,80000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2020,-25000000,24.0,1.93,left,ENG-Premier League,Chelsea,GER,"MF,FW",21.0,1999.0,27,1520.0,56.0,44.4,16.9,18,78.0,8.0,9,13.0,4,1.41,31.0,15.0,16.0,0.95,0.66,28.7,12.5,16.2,0.96,0.2,2021
Kevin Volland,/kevin-volland/profil/spieler/82009,28,CF,Germany,8000000,11000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,AS Monaco,/as-monaco/startseite/verein/162,out,2020,-3000000,30.0,1.79,left,FRA-Ligue 1,Monaco,GER,"FW,MF",28.0,1992.0,35,2769.0,79.0,81.0,30.8,34,81.0,13.0,1,13.0,0,2.03,64.0,32.0,32.0,1.04,0.76,53.6,26.3,27.3,0.89,-0.04,2021
