playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,nextSeason
Corentin Tolisso,/corentin-tolisso/profil/spieler/190393,22,CM,France,14000000,41500000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2017,-27500000,28.0,1.81,right,GER-Bundesliga,Bayern Munich,FRA,MF,22.0,1994.0,26,1575.0,61.0,51.5,17.5,17,,12.0,9,,6,2.5,41.0,16.0,25.0,1.43,-0.94,36.5,15.9,20.6,1.21,-0.17,2018
Kingsley Coman,/kingsley-coman/profil/spieler/243714,21,LW,France,65000000,21000000,Juventus FC,/juventus-turin/startseite/verein/506,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,in,2017,44000000,27.0,1.81,right,GER-Bundesliga,Bayern Munich,FRA,"FW,MF",21.0,1996.0,21,1153.0,55.0,37.7,12.8,10,,6.0,11,,0,2.43,34.0,8.0,26.0,2.03,0.24,28.1,9.6,18.4,1.44,0.22,2018
Medhi Benatia,/medhi-benatia/profil/spieler/45124,30,CB,Morocco,0,16700000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Juventus FC,/juventus-turin/startseite/verein/506,out,2017,-16700000,36.0,1.9,right,ITA-Serie A,Juventus,MAR,DF,30.0,1987.0,20,1755.0,88.0,51.3,19.5,19,,19.0,1,,13,2.55,40.0,8.0,32.0,1.64,0.02,26.2,12.6,13.6,0.7,-0.07,2018
Gianluca Gaudino,/gianluca-gaudino/profil/spieler/195051,20,CM,Germany,300000,50000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Chievo Verona,/chievo-verona/startseite/verein/862,out,2017,250000,26.0,1.79,both,ITA-Serie A,Chievo,GER,MF,20.0,1996.0,2,18.0,9.0,0.5,0.2,0,,0.0,2,,18,1.5,0.0,1.0,-1.0,-5.0,-4.42,0.1,0.2,-0.1,-0.47,0.08,2018
Jean-Kévin Augustin,/jean-kevin-augustin/profil/spieler/264956,20,CF,France,1300000,16000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2017,-14700000,26.0,1.79,right,GER-Bundesliga,RB Leipzig,FRA,FW,20.0,1997.0,25,1266.0,51.0,41.4,14.1,14,,2.0,11,,6,1.64,35.0,19.0,16.0,1.14,1.74,22.9,18.9,4.0,0.28,0.22,2018
Bruma,/bruma/profil/spieler/139396,22,LW,Portugal,6000000,15000000,Galatasaray,/galatasaray-istanbul/startseite/verein/141,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2017,-9000000,28.0,1.73,right,GER-Bundesliga,RB Leipzig,POR,"MF,FW",22.0,1994.0,28,1611.0,58.0,52.6,17.9,16,,5.0,12,,5,1.43,23.0,26.0,-3.0,-0.17,-0.6,28.7,23.4,5.4,0.3,0.31,2018
Konrad Laimer,/konrad-laimer/profil/spieler/223967,20,CM,Austria,28000000,7000000,Red Bull Salzburg,/red-bull-salzburg/startseite/verein/409,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2017,21000000,26.0,1.8,right,GER-Bundesliga,RB Leipzig,AUT,"DF,MF",20.0,1997.0,22,1337.0,61.0,43.7,14.9,14,,11.0,8,,6,2.0,27.0,19.0,8.0,0.54,0.75,20.9,19.2,1.8,0.12,-0.06,2018
Yvon Mvogo,/yvon-mvogo/profil/spieler/147051,23,GK,Switzerland,3500000,5000000,BSC Young Boys,/bsc-young-boys/startseite/verein/452,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2017,-1500000,29.0,1.9,right,GER-Bundesliga,RB Leipzig,SUI,GK,23.0,1994.0,1,90.0,90.0,2.9,1.0,1,,1.0,0,,33,0.0,0.0,1.0,-1.0,-1.0,-1.15,1.1,1.2,0.0,-0.05,-0.21,2018
Oliver Burke,/oliver-burke/profil/spieler/341317,20,CF,Scotland,2500000,15200000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,West Bromwich Albion,/west-bromwich-albion/startseite/verein/984,out,2017,-12700000,26.0,1.88,right,ENG-Premier League,West Brom,SCO,"FW,MF",20.0,1997.0,15,367.0,24.0,10.7,4.1,2,,0.0,13,,10,0.2,6.0,12.0,-6.0,-1.47,-0.91,4.8,5.6,-0.8,-0.2,0.11,2018
Marvin Compper,/marvin-compper/profil/spieler/9340,32,CB,Germany,0,1140000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Celtic FC,/celtic-glasgow/startseite/verein/371,out,2017,-1140000,38.0,1.85,left,GER-Bundesliga,RB Leipzig,GER,DF,32.0,1985.0,2,90.0,45.0,2.9,1.0,1,,0.0,1,,5,0.5,0.0,2.0,-2.0,-2.0,-2.18,0.8,1.2,-0.4,-0.35,-0.52,2018
Andriy Yarmolenko,/andriy-yarmolenko/profil/spieler/69015,27,RW,Ukraine,2000000,25000000,Dynamo Kyiv,/dynamo-kiew/startseite/verein/338,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2017,-23000000,33.0,1.89,left,GER-Bundesliga,Dortmund,UKR,"FW,MF",27.0,1989.0,18,1039.0,58.0,34.0,11.5,13,,4.0,5,,4,1.22,22.0,18.0,4.0,0.35,-0.23,24.1,13.0,11.0,0.96,0.39,2018
Manuel Akanji,/manuel-akanji/profil/spieler/284730,22,CB,Switzerland,38000000,21500000,FC Basel 1893,/fc-basel-1893/startseite/verein/26,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2017,16500000,27.0,1.88,right,GER-Bundesliga,Dortmund,SUI,DF,22.0,1995.0,11,904.0,82.0,29.5,10.0,10,,10.0,1,,4,1.82,15.0,15.0,0.0,0.0,-0.71,17.8,14.6,3.1,0.31,-0.55,2018
Jadon Sancho,/jadon-sancho/profil/spieler/401173,17,LW,England,45000000,20590000,Manchester City U18,/manchester-city-u18/startseite/verein/6930,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2017,24410000,23.0,1.8,right,GER-Bundesliga,Dortmund,ENG,FW,17.0,2000.0,12,690.0,58.0,22.5,7.7,7,,7.0,5,,3,1.17,12.0,10.0,2.0,0.26,-0.31,15.0,7.5,7.5,0.99,0.37,2018
Sergio Gómez,/sergio-gomez/profil/spieler/366930,17,LB,Spain,13000000,3000000,FC Barcelona U19,/fc-barcelona-u19/startseite/verein/2470,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2017,10000000,22.0,1.71,left,GER-Bundesliga,Dortmund,ESP,MF,16.0,2000.0,2,9.0,5.0,0.3,0.1,0,,0.0,2,,1,3.0,0.0,0.0,0.0,0.0,-0.5,0.1,0.0,0.0,0.32,-0.38,2018
Ousmane Dembélé,/ousmane-dembele/profil/spieler/288230,20,RW,France,60000000,135000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,FC Barcelona,/fc-barcelona/startseite/verein/131,out,2017,-75000000,26.0,1.78,both,ESP-La Liga,Barcelona,FRA,"FW,MF",20.0,1997.0,17,925.0,54.0,27.0,10.3,12,68.0,2.0,5,21.0,3,2.35,30.0,14.0,16.0,1.56,-0.39,22.3,15.0,7.4,0.72,-0.52,2018
Pierre-Emerick Aubameyang,/pierre-emerick-aubameyang/profil/spieler/58864,28,CF,Gabon,4000000,63750000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2017,-59750000,34.0,1.86,right,ENG-Premier League,Arsenal,GAB,FW,28.0,1989.0,13,1057.0,81.0,30.9,11.7,12,,10.0,1,,0,1.62,26.0,15.0,11.0,0.94,0.48,19.5,15.6,3.9,0.33,-0.3,2018
Pierre-Emerick Aubameyang,/pierre-emerick-aubameyang/profil/spieler/58864,28,CF,Gabon,4000000,63750000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2017,-59750000,34.0,1.86,right,GER-Bundesliga,Dortmund,GAB,FW,28.0,1989.0,16,1416.0,89.0,46.3,15.7,16,,14.0,0,,0,1.75,39.0,21.0,18.0,1.14,1.2,35.4,17.5,18.0,1.14,0.82,2018
Emre Mor,/emre-mor/profil/spieler/283223,20,RW,Turkey,4200000,13000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Celta de Vigo,/celta-vigo/startseite/verein/940,out,2017,-8800000,25.0,1.69,left,ESP-La Liga,Celta Vigo,TUR,"FW,MF",20.0,1997.0,23,665.0,29.0,19.4,7.4,4,77.0,2.0,19,19.0,4,1.17,11.0,11.0,0.0,0.0,0.03,11.3,10.0,1.4,0.19,0.24,2018
Marc Bartra,/marc-bartra/profil/spieler/99922,27,CB,Spain,3700000,10500000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,out,2017,-6800000,32.0,1.84,right,ESP-La Liga,Betis,ESP,DF,26.0,1991.0,16,1420.0,89.0,41.5,15.8,16,89.0,15.0,0,,0,1.88,23.0,15.0,8.0,0.51,0.91,17.9,15.9,2.0,0.13,0.35,2018
Marc Bartra,/marc-bartra/profil/spieler/99922,27,CB,Spain,3700000,10500000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,out,2017,-6800000,32.0,1.84,right,GER-Bundesliga,Dortmund,ESP,DF,26.0,1991.0,12,807.0,67.0,26.4,9.0,9,,8.0,3,,3,1.25,15.0,16.0,-1.0,-0.11,-0.83,15.6,11.2,4.4,0.49,-0.29,2018
Justin Hoogma,/justin-hoogma/profil/spieler/411287,19,CB,Netherlands,1000000,2700000,Heracles Almelo,/heracles-almelo/startseite/verein/1304,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,in,2017,-1700000,25.0,1.9,left,GER-Bundesliga,Hoffenheim,NED,DF,19.0,1998.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,2018
Niklas Süle,/niklas-sule/profil/spieler/166601,21,CB,Germany,35000000,20000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,out,2017,15000000,27.0,1.95,right,GER-Bundesliga,Bayern Munich,GER,DF,21.0,1995.0,27,1926.0,71.0,62.9,21.4,20,,20.0,7,,7,2.52,55.0,20.0,35.0,1.64,-0.67,44.2,22.1,22.1,1.03,-0.71,2018
Sandro Wagner,/sandro-wagner/profil/spieler/39743,30,CF,Germany,0,13000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,out,2017,-13000000,35.0,1.94,right,GER-Bundesliga,Bayern Munich,GER,FW,29.0,1987.0,14,726.0,52.0,23.7,8.1,8,,4.0,6,,3,2.43,25.0,6.0,19.0,2.36,0.62,16.7,8.5,8.2,1.02,-0.37,2018
Sandro Wagner,/sandro-wagner/profil/spieler/39743,30,CF,Germany,0,13000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,out,2017,-13000000,35.0,1.94,right,GER-Bundesliga,Hoffenheim,GER,FW,29.0,1987.0,11,870.0,79.0,28.4,9.7,10,,7.0,1,,0,1.27,16.0,18.0,-2.0,-0.21,-1.03,13.7,13.3,0.4,0.04,-0.07,2018
Jeremy Toljan,/jeremy-toljan/profil/spieler/129674,23,RB,Germany,4500000,7000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2017,-2500000,28.0,1.82,right,GER-Bundesliga,Dortmund,GER,DF,22.0,1994.0,16,1211.0,76.0,39.6,13.5,13,,12.0,3,,4,1.94,26.0,15.0,11.0,0.82,0.53,28.5,18.2,10.3,0.77,0.11,2018
Jeremy Toljan,/jeremy-toljan/profil/spieler/129674,23,RB,Germany,4500000,7000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2017,-2500000,28.0,1.82,right,GER-Bundesliga,Hoffenheim,GER,"DF,FW",22.0,1994.0,2,180.0,90.0,5.9,2.0,2,,2.0,0,,0,2.0,3.0,2.0,1.0,0.5,-0.03,1.9,3.1,-1.2,-0.6,-0.74,2018
Fabian Schär,/fabian-schar/profil/spieler/135343,25,CB,Switzerland,10000000,3000000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,Deportivo de La Coruña,/deportivo-la-coruna/startseite/verein/897,out,2017,7000000,31.0,1.86,right,ESP-La Liga,La Coruña,SUI,DF,25.0,1991.0,25,2219.0,89.0,64.9,24.7,25,89.0,24.0,0,,8,0.88,27.0,56.0,-29.0,-1.18,-0.5,31.3,42.8,-11.6,-0.47,-0.8,2018
Jorge Meré,/jorge-mere/profil/spieler/286779,20,CB,Spain,1200000,7000000,Sporting Gijón,/sporting-gijon/startseite/verein/2448,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2017,-5800000,26.0,1.82,right,GER-Bundesliga,Köln,ESP,DF,20.0,1997.0,22,1890.0,86.0,61.8,21.0,21,,20.0,1,,3,0.91,25.0,45.0,-20.0,-0.95,0.2,24.4,40.3,-15.9,-0.76,-0.13,2018
Vincent Koziello,/vincent-koziello/profil/spieler/290551,22,CM,France,250000,3000000,OGC Nice,/ogc-nizza/startseite/verein/417,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2017,-2750000,27.0,1.68,right,FRA-Ligue 1,Nice,FRA,MF,21.0,1995.0,15,807.0,54.0,23.6,9.0,10,77.0,3.0,5,8.0,5,1.4,9.0,13.0,-4.0,-0.45,-0.62,13.4,10.8,2.6,0.29,0.39,2018
Vincent Koziello,/vincent-koziello/profil/spieler/290551,22,CM,France,250000,3000000,OGC Nice,/ogc-nizza/startseite/verein/417,1.FC Köln,/1-fc-koln/startseite/verein/3,in,2017,-2750000,27.0,1.68,right,GER-Bundesliga,Köln,FRA,MF,21.0,1995.0,12,789.0,66.0,25.8,8.8,8,,5.0,4,,4,0.75,13.0,22.0,-9.0,-1.03,0.0,10.2,15.0,-4.8,-0.54,0.22,2018
Konstantin Rausch,/konstantin-rausch/profil/spieler/45668,27,LB,Russia,0,1500000,1.FC Köln,/1-fc-koln/startseite/verein/3,Dinamo Moscow,/dinamo-moskau/startseite/verein/121,out,2017,-1500000,33.0,1.81,left,GER-Bundesliga,Köln,RUS,DF,27.0,1990.0,12,925.0,77.0,30.2,10.3,11,,8.0,1,,4,0.5,7.0,14.0,-7.0,-0.68,0.5,14.4,20.2,-5.8,-0.57,0.21,2018
Davie Selke,/davie-selke/profil/spieler/178459,22,CF,Germany,2500000,8000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2017,-5500000,28.0,1.95,right,GER-Bundesliga,Hertha BSC,GER,FW,22.0,1995.0,27,1886.0,70.0,61.6,21.0,19,,12.0,8,,0,1.26,28.0,32.0,-4.0,-0.19,-0.27,29.0,29.0,0.0,0.0,0.39,2018
Mathew Leckie,/mathew-leckie/profil/spieler/126214,26,LW,Australia,700000,3000000,FC Ingolstadt 04,/fc-ingolstadt-04/startseite/verein/4795,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2017,-2300000,32.0,1.81,right,GER-Bundesliga,Hertha BSC,AUS,"FW,MF",26.0,1991.0,26,1853.0,71.0,60.6,20.6,19,,15.0,7,,3,1.19,23.0,27.0,-4.0,-0.19,-0.27,21.7,25.7,-4.0,-0.19,-0.12,2018
Karim Rekik,/karim-rekik/profil/spieler/182579,22,CB,Netherlands,4000000,2500000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2017,1500000,28.0,1.86,left,GER-Bundesliga,Hertha BSC,NED,DF,22.0,1994.0,26,2302.0,89.0,75.2,25.6,26,,24.0,0,,0,1.27,34.0,38.0,-4.0,-0.16,-0.28,30.7,30.1,0.7,0.03,0.71,2018
Pascal Stenzel,/pascal-stenzel/profil/spieler/195246,21,RB,Germany,1500000,4000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2017,-2500000,27.0,1.83,right,GER-Bundesliga,Freiburg,GER,"MF,DF",21.0,1996.0,25,1941.0,78.0,63.4,21.6,21,,19.0,4,,6,1.12,20.0,36.0,-16.0,-0.74,-0.1,25.7,27.4,-1.7,-0.08,0.31,2018
Robin Koch,/robin-koch/profil/spieler/328784,21,CB,Germany,18000000,3500000,1.FC Kaiserslautern,/1-fc-kaiserslautern/startseite/verein/2,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2017,14500000,26.0,1.91,right,GER-Bundesliga,Freiburg,GER,"MF,DF",21.0,1996.0,26,1919.0,74.0,62.7,21.3,21,,20.0,5,,5,1.12,21.0,33.0,-12.0,-0.56,0.38,23.4,26.5,-3.1,-0.15,0.13,2018
Yoric Ravet,/yoric-ravet/profil/spieler/82461,27,RW,France,0,3500000,BSC Young Boys,/bsc-young-boys/startseite/verein/452,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2017,-3500000,33.0,1.78,right,GER-Bundesliga,Freiburg,FRA,"FW,MF",27.0,1989.0,10,498.0,50.0,16.3,5.5,5,,2.0,5,,5,1.3,9.0,10.0,-1.0,-0.18,0.63,9.2,7.0,2.3,0.41,0.72,2018
Marco Terrazzino,/marco-terrazzino/profil/spieler/67869,26,LW,Germany,150000,2500000,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2017,-2350000,32.0,1.77,right,GER-Bundesliga,Freiburg,GER,"MF,FW",26.0,1991.0,24,1489.0,62.0,48.7,16.5,19,,2.0,5,,5,1.21,20.0,23.0,-3.0,-0.18,1.02,24.4,21.8,2.5,0.15,0.68,2018
Lucas Höler,/lucas-holer/profil/spieler/248999,23,CF,Germany,5000000,2000000,SV Sandhausen,/sv-sandhausen/startseite/verein/254,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2017,3000000,28.0,1.84,right,GER-Bundesliga,Freiburg,GER,"FW,MF",23.0,1994.0,14,906.0,65.0,29.6,10.1,12,,1.0,2,,2,1.0,9.0,14.0,-5.0,-0.5,0.3,9.8,13.2,-3.4,-0.34,-0.2,2018
Patrick Kammerbauer,/patrick-kammerbauer/profil/spieler/227087,20,DM,Germany,200000,350000,1.FC Nuremberg,/1-fc-nurnberg/startseite/verein/4,SC Freiburg,/sc-freiburg/startseite/verein/60,in,2017,-150000,26.0,1.75,right,GER-Bundesliga,Freiburg,GER,"DF,MF",20.0,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,2018
Maximilian Philipp,/maximilian-philipp/profil/spieler/143891,23,SS,Germany,2000000,20000000,SC Freiburg,/sc-freiburg/startseite/verein/60,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2017,-18000000,29.0,1.83,right,GER-Bundesliga,Dortmund,GER,FW,23.0,1994.0,20,1203.0,60.0,39.3,13.4,15,,6.0,5,,2,1.75,31.0,12.0,19.0,1.42,1.52,25.1,14.8,10.3,0.77,0.11,2018
Onur Bulut,/onur-bulut/profil/spieler/152733,23,RB,Turkey,3500000,900000,SC Freiburg,/sc-freiburg/startseite/verein/60,Eintracht Braunschweig,/eintracht-braunschweig/startseite/verein/23,out,2017,2600000,29.0,1.79,right,GER-Bundesliga,Freiburg,TUR,FW,23.0,1994.0,1,39.0,39.0,1.3,0.4,0,,0.0,1,,0,0.0,0.0,3.0,-3.0,-6.92,-6.3,0.1,1.0,-0.9,-2.01,-1.84,2018
Milot Rashica,/milot-rashica/profil/spieler/291739,21,RW,Kosovo,8500000,8100000,Vitesse Arnhem,/vitesse-arnheim/startseite/verein/499,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2017,400000,27.0,1.77,right,GER-Bundesliga,Werder Bremen,KVX,"FW,MF",21.0,1996.0,9,384.0,43.0,12.5,4.3,5,,0.0,4,,5,1.33,5.0,6.0,-1.0,-0.23,-0.17,5.2,5.6,-0.3,-0.08,0.11,2018
Ludwig Augustinsson,/ludwig-augustinsson/profil/spieler/170646,23,LB,Sweden,2500000,4500000,FC Copenhagen,/fc-kopenhagen/startseite/verein/190,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2017,-2000000,29.0,1.81,left,GER-Bundesliga,Werder Bremen,SWE,"DF,FW",23.0,1994.0,29,2532.0,87.0,82.7,28.1,29,,26.0,0,,0,1.34,33.0,34.0,-1.0,-0.04,0.31,33.1,37.2,-4.1,-0.15,0.2,2018
Jérôme Gondorf,/jerome-gondorf/profil/spieler/77108,29,CM,Germany,400000,1200000,SV Darmstadt 98,/sv-darmstadt-98/startseite/verein/105,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2017,-800000,35.0,1.76,right,GER-Bundesliga,Werder Bremen,GER,"MF,FW",29.0,1988.0,21,797.0,38.0,26.0,8.9,7,,0.0,14,,5,1.43,8.0,12.0,-4.0,-0.45,-0.49,9.9,14.2,-4.3,-0.48,-0.41,2018
Sebastian Langkamp,/sebastian-langkamp/profil/spieler/39094,30,CB,Germany,0,1000000,Hertha BSC,/hertha-bsc/startseite/verein/44,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2017,-1000000,35.0,1.91,right,GER-Bundesliga,Hertha BSC,GER,DF,29.0,1988.0,12,955.0,80.0,31.2,10.6,11,,10.0,1,,5,1.33,15.0,16.0,-1.0,-0.09,-0.01,10.4,13.0,-2.6,-0.25,-0.14,2018
Sebastian Langkamp,/sebastian-langkamp/profil/spieler/39094,30,CB,Germany,0,1000000,Hertha BSC,/hertha-bsc/startseite/verein/44,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2017,-1000000,35.0,1.91,right,GER-Bundesliga,Werder Bremen,GER,DF,29.0,1988.0,9,411.0,46.0,13.4,4.6,5,,4.0,4,,5,2.0,7.0,5.0,2.0,0.44,0.61,6.4,5.5,0.9,0.2,0.44,2018
Serge Gnabry,/serge-gnabry/profil/spieler/159471,21,RW,Germany,55000000,8000000,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,out,2017,47000000,27.0,1.76,right,GER-Bundesliga,Hoffenheim,GER,FW,22.0,1995.0,22,1507.0,69.0,49.2,16.7,20,,6.0,2,,0,1.77,37.0,20.0,17.0,1.02,0.96,25.9,20.8,5.0,0.3,0.41,2018
Matthias Ginter,/matthias-ginter/profil/spieler/124502,23,CB,Germany,18000000,17000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,in,2017,1000000,29.0,1.91,right,GER-Bundesliga,M'Gladbach,GER,DF,23.0,1994.0,34,3060.0,90.0,100.0,34.0,34,,34.0,0,,0,1.38,47.0,52.0,-5.0,-0.15,,51.1,52.0,-0.8,-0.02,,2018
Denis Zakaria,/denis-zakaria/profil/spieler/334526,20,DM,Switzerland,18000000,12000000,BSC Young Boys,/bsc-young-boys/startseite/verein/452,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,in,2017,6000000,26.0,1.9,right,GER-Bundesliga,M'Gladbach,SUI,MF,20.0,1996.0,30,2296.0,77.0,75.0,25.5,29,,16.0,1,,0,1.3,34.0,40.0,-6.0,-0.24,-0.35,36.7,38.3,-1.6,-0.06,-0.15,2018
Vincenzo Grifo,/vincenzo-grifo/profil/spieler/185077,24,LW,Italy,12000000,6000000,SC Freiburg,/sc-freiburg/startseite/verein/60,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,in,2017,6000000,30.0,1.8,right,GER-Bundesliga,M'Gladbach,ITA,"MF,FW",24.0,1993.0,17,786.0,46.0,25.7,8.7,9,,6.0,8,,7,1.35,8.0,14.0,-6.0,-0.69,-0.73,10.4,13.8,-3.4,-0.39,-0.49,2018
Mahmoud Dahoud,/mahmoud-dahoud/profil/spieler/191422,21,CM,Germany,12000000,12000000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2017,0,27.0,1.78,right,GER-Bundesliga,Dortmund,GER,MF,21.0,1996.0,23,1146.0,50.0,37.5,12.7,11,,6.0,12,,3,2.13,28.0,14.0,14.0,1.1,0.96,28.9,16.2,12.7,1.0,0.47,2018
Nico Schulz,/nico-schulz/profil/spieler/85867,24,LB,Germany,1000000,3000000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,out,2017,-2000000,30.0,1.8,left,GER-Bundesliga,Hoffenheim,GER,"FW,MF",24.0,1993.0,27,1780.0,66.0,58.2,19.8,19,,17.0,8,,3,1.74,44.0,27.0,17.0,0.86,0.79,36.4,23.6,12.8,0.65,1.32,2018
Nabil Bentaleb,/nabil-bentaleb/profil/spieler/245537,22,CM,Algeria,7000000,19000000,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2017,-12000000,28.0,1.87,left,GER-Bundesliga,Schalke 04,ALG,MF,22.0,1994.0,16,1011.0,63.0,33.0,11.2,12,,8.0,4,,6,1.88,14.0,7.0,7.0,0.62,0.23,13.2,11.2,1.9,0.17,-0.03,2018
Amine Harit,/amine-harit/profil/spieler/372711,20,AM,Morocco,12000000,8000000,FC Nantes,/fc-nantes/startseite/verein/995,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2017,4000000,26.0,1.8,right,GER-Bundesliga,Schalke 04,MAR,"MF,FW",20.0,1997.0,31,2043.0,66.0,66.8,22.7,23,,8.0,8,,2,1.74,35.0,24.0,11.0,0.48,0.04,32.3,27.1,5.2,0.23,0.1,2018
Pablo Insua,/pablo-insua/profil/spieler/171362,23,CB,Spain,800000,3500000,Deportivo de La Coruña,/deportivo-la-coruna/startseite/verein/897,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2017,-2700000,29.0,1.87,right,GER-Bundesliga,Schalke 04,ESP,DF,23.0,1993.0,1,27.0,27.0,0.9,0.3,0,,0.0,1,,6,3.0,1.0,0.0,1.0,3.33,2.89,0.5,1.4,-0.9,-3.14,-3.37,2018
Cedric Teuchert,/cedric-teuchert/profil/spieler/207597,20,CF,Germany,1800000,1000000,1.FC Nuremberg,/1-fc-nurnberg/startseite/verein/4,FC Schalke 04,/fc-schalke-04/startseite/verein/33,in,2017,800000,26.0,1.82,right,GER-Bundesliga,Schalke 04,GER,FW,20.0,1997.0,4,34.0,9.0,1.1,0.4,0,,0.0,4,,5,2.5,0.0,0.0,0.0,0.0,-0.48,0.7,0.6,0.1,0.15,-0.05,2018
