playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,nextSeason
Lucas Ocampos,/lucas-ocampos/profil/spieler/189441,24,RW,Argentina,12000000,15000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2019,-3000000,28.0,1.87,both,ESP-La Liga,Sevilla,ARG,"FW,MF",25.0,1994.0,30.5,75.0,2.46,48.0,0.0,9.0,5.0,12.0,1.0,8.0,0.26,5.0,0.0,2.0,0.0,1.0,0.0,2020
Luuk de Jong,/luuk-de-jong/profil/spieler/72522,28,CF,Netherlands,4000000,12500000,PSV Eindhoven,/psv-eindhoven/startseite/verein/383,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2019,-8500000,32.0,1.88,right,ESP-La Liga,Sevilla,NED,FW,28.0,1990.0,22.9,42.0,1.84,31.0,0.0,2.0,7.0,1.0,1.0,6.0,0.26,2.0,0.0,1.0,2.0,1.0,0.0,2020
Óliver Torres,/oliver-torres/profil/spieler/214775,24,CM,Spain,9000000,11000000,FC Porto,/fc-porto/startseite/verein/720,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2019,-2000000,28.0,1.75,right,ESP-La Liga,Sevilla,ESP,"MF,FW",24.0,1994.0,17.7,50.0,2.82,43.0,1.0,4.0,1.0,0.0,1.0,6.0,0.34,5.0,1.0,0.0,0.0,0.0,0.0,2020
Fernando,/fernando/profil/spieler/51174,31,DM,Brazil,3000000,4500000,Galatasaray,/galatasaray-istanbul/startseite/verein/141,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2019,-1500000,35.0,1.83,right,ESP-La Liga,Sevilla,BRA,MF,32.0,1987.0,29.5,42.0,1.42,35.0,0.0,2.0,3.0,1.0,1.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,2020
Wissam Ben Yedder,/wissam-ben-yedder/profil/spieler/146854,29,CF,France,15000000,40000000,Sevilla FC,/fc-sevilla/startseite/verein/368,AS Monaco,/as-monaco/startseite/verein/162,out,2019,-25000000,32.0,1.7,both,FRA-Ligue 1,Monaco,FRA,FW,28.0,1990.0,24.0,90.0,3.74,70.0,0.0,9.0,6.0,4.0,1.0,10.0,0.42,5.0,0.0,1.0,2.0,2.0,0.0,2020
Luis Muriel,/luis-muriel/profil/spieler/119228,28,CF,Colombia,5000000,21200000,Sevilla FC,/fc-sevilla/startseite/verein/368,Atalanta BC,/atalanta-bergamo/startseite/verein/800,out,2019,-16200000,32.0,1.79,right,ITA-Serie A,Atalanta,COL,FW,28.0,1991.0,14.0,86.0,6.15,59.0,6.0,10.0,6.0,3.0,2.0,9.0,0.64,5.0,0.0,1.0,2.0,1.0,0.0,2020
Pablo Sarabia,/pablo-sarabia/profil/spieler/74230,27,RW,Spain,14000000,18000000,Sevilla FC,/fc-sevilla/startseite/verein/368,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,out,2019,-4000000,31.0,1.74,left,FRA-Ligue 1,Paris S-G,ESP,"FW,MF",27.0,1992.0,12.9,40.0,3.1,29.0,2.0,1.0,6.0,1.0,1.0,4.0,0.31,2.0,0.0,0.0,1.0,1.0,0.0,2020
Daniel Carriço,/daniel-carrico/profil/spieler/37712,31,CB,Portugal,0,2000000,Sevilla FC,/fc-sevilla/startseite/verein/368,Wuhan Zall,/wuhan-fc/startseite/verein/6450,out,2019,-2000000,34.0,1.83,right,ESP-La Liga,Sevilla,POR,DF,30.0,1988.0,9.4,4.0,0.43,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Alexander Isak,/alexander-isak/profil/spieler/349066,19,CF,Sweden,70000000,15000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,in,2019,55000000,23.0,1.92,right,ESP-La Liga,Real Sociedad,SWE,FW,19.0,1999.0,16.7,31.0,1.85,22.0,0.0,3.0,2.0,3.0,1.0,4.0,0.24,2.0,0.0,0.0,1.0,0.0,1.0,2020
Portu,/portu/profil/spieler/99353,27,RW,Spain,3500000,10000000,Girona FC,/fc-girona/startseite/verein/12321,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,in,2019,-6500000,31.0,1.67,right,ESP-La Liga,Real Sociedad,ESP,"FW,MF",27.0,1992.0,26.6,69.0,2.6,53.0,6.0,3.0,6.0,1.0,0.0,13.0,0.49,10.0,1.0,2.0,0.0,0.0,0.0,2020
Nacho Monreal,/nacho-monreal/profil/spieler/43003,33,LB,Spain,0,250000,Arsenal FC,/fc-arsenal/startseite/verein/11,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,in,2019,-250000,37.0,1.79,left,ENG-Premier League,Arsenal,ESP,DF,33.0,1986.0,3.0,4.0,1.33,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Nacho Monreal,/nacho-monreal/profil/spieler/43003,33,LB,Spain,0,250000,Arsenal FC,/fc-arsenal/startseite/verein/11,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,in,2019,-250000,37.0,1.79,left,ESP-La Liga,Real Sociedad,ESP,DF,33.0,1986.0,26.6,36.0,1.36,23.0,5.0,1.0,5.0,2.0,0.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,2020
Matías Vargas,/matias-vargas/profil/spieler/376211,22,LW,Argentina,5000000,10500000,CA Vélez Sarsfield,/club-atletico-velez-sarsfield/startseite/verein/1029,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,in,2019,-5500000,26.0,1.68,right,ESP-La Liga,Espanyol,ARG,"FW,MF",22.0,1997.0,11.4,32.0,2.81,23.0,4.0,2.0,1.0,1.0,1.0,3.0,0.26,2.0,1.0,0.0,0.0,0.0,0.0,2020
Leandro Cabrera,/leandro-cabrera/profil/spieler/102423,28,CB,Uruguay,2500000,9000000,Getafe CF,/fc-getafe/startseite/verein/3709,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,in,2019,-6500000,32.0,1.9,left,ESP-La Liga,Espanyol,URU,DF,28.0,1991.0,17.0,15.0,0.88,11.0,4.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,2020
Leandro Cabrera,/leandro-cabrera/profil/spieler/102423,28,CB,Uruguay,2500000,9000000,Getafe CF,/fc-getafe/startseite/verein/3709,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,in,2019,-6500000,32.0,1.9,left,ESP-La Liga,Getafe,URU,DF,28.0,1991.0,17.0,6.0,0.35,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Mario Hermoso,/mario-hermoso/profil/spieler/281769,24,CB,Spain,20000000,25000000,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2019,-5000000,28.0,1.84,left,ESP-La Liga,Atlético Madrid,ESP,DF,24.0,1995.0,13.5,11.0,0.81,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Aarón Martín,/aaron-martin/profil/spieler/251878,22,LB,Spain,7000000,7000000,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,out,2019,0,26.0,1.8,left,GER-Bundesliga,Mainz 05,ESP,DF,22.0,1997.0,19.9,54.0,2.71,30.0,21.0,3.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,2020
Lucas Pérez,/lucas-perez/profil/spieler/73185,30,CF,Spain,800000,2300000,West Ham United,/west-ham-united/startseite/verein/379,Deportivo Alavés,/deportivo-alaves/startseite/verein/1108,in,2019,-1500000,34.0,1.8,left,ESP-La Liga,Alavés,ESP,FW,30.0,1988.0,27.7,111.0,4.0,52.0,38.0,7.0,10.0,4.0,0.0,9.0,0.32,5.0,2.0,2.0,0.0,0.0,0.0,2020
Joselu,/joselu/profil/spieler/81999,29,CF,Spain,6000000,2240000,Newcastle United,/newcastle-united/startseite/verein/762,Deportivo Alavés,/deportivo-alaves/startseite/verein/1108,in,2019,3760000,33.0,1.92,right,ESP-La Liga,Alavés,ESP,FW,29.0,1990.0,30.9,67.0,2.17,40.0,0.0,0.0,13.0,13.0,1.0,13.0,0.42,6.0,0.0,0.0,5.0,2.0,0.0,2020
Luis Rioja,/luis-rioja/profil/spieler/278837,25,LW,Spain,3000000,2000000,UD Almería,/ud-almeria/startseite/verein/3302,Deportivo Alavés,/deportivo-alaves/startseite/verein/1108,in,2019,1000000,29.0,1.76,left,ESP-La Liga,Alavés,ESP,MF,25.0,1993.0,18.2,27.0,1.49,19.0,3.0,1.0,0.0,3.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,2020
Pere Pons,/pere-pons/profil/spieler/242497,26,DM,Spain,1200000,2000000,Girona FC,/fc-girona/startseite/verein/12321,Deportivo Alavés,/deportivo-alaves/startseite/verein/1108,in,2019,-800000,30.0,1.77,right,ESP-La Liga,Alavés,ESP,MF,26.0,1993.0,12.1,11.0,0.91,10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.17,1.0,0.0,0.0,0.0,1.0,0.0,2020
Guillermo Maripán,/guillermo-maripan/profil/spieler/249730,25,CB,Chile,10000000,18000000,Deportivo Alavés,/deportivo-alaves/startseite/verein/1108,AS Monaco,/as-monaco/startseite/verein/162,out,2019,-8000000,29.0,1.9,right,ESP-La Liga,Alavés,CHI,DF,25.0,1994.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Guillermo Maripán,/guillermo-maripan/profil/spieler/249730,25,CB,Chile,10000000,18000000,Deportivo Alavés,/deportivo-alaves/startseite/verein/1108,AS Monaco,/as-monaco/startseite/verein/162,out,2019,-8000000,29.0,1.9,right,FRA-Ligue 1,Monaco,CHI,DF,25.0,1994.0,19.5,11.0,0.56,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,2020
Edu Expósito,/edu-exposito/profil/spieler/506248,22,CM,Spain,4000000,4000000,Deportivo de La Coruña,/deportivo-la-coruna/startseite/verein/897,SD Eibar,/sd-eibar/startseite/verein/1533,in,2019,0,26.0,1.78,right,ESP-La Liga,Eibar,ESP,MF,22.0,1996.0,25.7,52.0,2.02,40.0,0.0,2.0,6.0,2.0,2.0,3.0,0.12,2.0,0.0,0.0,1.0,0.0,0.0,2020
Pedro Bigas,/pedro-bigas/profil/spieler/203043,29,CB,Spain,1000000,3000000,UD Las Palmas,/ud-las-palmas/startseite/verein/472,SD Eibar,/sd-eibar/startseite/verein/1533,in,2019,-2000000,33.0,1.81,left,ESP-La Liga,Eibar,ESP,DF,28.0,1990.0,19.7,12.0,0.61,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Marc Cucurella,/marc-cucurella/profil/spieler/284857,20,LB,Spain,35000000,2000000,FC Barcelona,/fc-barcelona/startseite/verein/131,SD Eibar,/sd-eibar/startseite/verein/1533,in,2019,33000000,24.0,1.73,left,ESP-La Liga,Getafe,ESP,"MF,DF",21.0,1998.0,36.0,111.0,3.09,85.0,6.0,4.0,3.0,9.0,4.0,11.0,0.31,9.0,0.0,0.0,0.0,1.0,1.0,2020
Marc Cucurella,/marc-cucurella/profil/spieler/284857,20,LB,Spain,35000000,4000000,SD Eibar,/sd-eibar/startseite/verein/1533,FC Barcelona,/fc-barcelona/startseite/verein/131,out,2019,31000000,24.0,1.73,left,ESP-La Liga,Getafe,ESP,"MF,DF",21.0,1998.0,36.0,111.0,3.09,85.0,6.0,4.0,3.0,9.0,4.0,11.0,0.31,9.0,0.0,0.0,0.0,1.0,1.0,2020
Joan Jordán,/joan-jordan/profil/spieler/263727,24,CM,Spain,9000000,14000000,SD Eibar,/sd-eibar/startseite/verein/1533,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,-5000000,28.0,1.85,right,ESP-La Liga,Sevilla,ESP,MF,25.0,1994.0,25.0,88.0,3.51,56.0,20.0,4.0,3.0,5.0,0.0,8.0,0.32,5.0,2.0,0.0,0.0,1.0,0.0,2020
Martin Braithwaite,/martin-braithwaite/profil/spieler/95732,28,CF,Denmark,5000000,5000000,Middlesbrough FC,/fc-middlesbrough/startseite/verein/641,CD Leganés,/cd-leganes/startseite/verein/1244,in,2019,0,32.0,1.77,right,ESP-La Liga,Barcelona,DEN,"FW,MF",28.0,1991.0,4.5,12.0,2.65,4.0,0.0,4.0,2.0,2.0,0.0,1.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,2020
Martin Braithwaite,/martin-braithwaite/profil/spieler/95732,28,CF,Denmark,5000000,5000000,Middlesbrough FC,/fc-middlesbrough/startseite/verein/641,CD Leganés,/cd-leganes/startseite/verein/1244,in,2019,0,32.0,1.77,right,ESP-La Liga,Leganés,DEN,"FW,MF",28.0,1991.0,21.5,47.0,2.19,29.0,0.0,5.0,7.0,6.0,0.0,5.0,0.23,5.0,0.0,0.0,0.0,0.0,0.0,2020
Martin Braithwaite,/martin-braithwaite/profil/spieler/95732,28,CF,Denmark,5000000,18000000,CD Leganés,/cd-leganes/startseite/verein/1244,FC Barcelona,/fc-barcelona/startseite/verein/131,out,2019,-13000000,32.0,1.77,right,ESP-La Liga,Barcelona,DEN,"FW,MF",28.0,1991.0,4.5,12.0,2.65,4.0,0.0,4.0,2.0,2.0,0.0,1.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,2020
Martin Braithwaite,/martin-braithwaite/profil/spieler/95732,28,CF,Denmark,5000000,18000000,CD Leganés,/cd-leganes/startseite/verein/1244,FC Barcelona,/fc-barcelona/startseite/verein/131,out,2019,-13000000,32.0,1.77,right,ESP-La Liga,Leganés,DEN,"FW,MF",28.0,1991.0,21.5,47.0,2.19,29.0,0.0,5.0,7.0,6.0,0.0,5.0,0.23,5.0,0.0,0.0,0.0,0.0,0.0,2020
Kenneth Omeruo,/kenneth-omeruo/profil/spieler/131708,25,CB,Nigeria,1500000,5000000,Chelsea FC,/fc-chelsea/startseite/verein/631,CD Leganés,/cd-leganes/startseite/verein/1244,in,2019,-3500000,29.0,1.85,right,ESP-La Liga,Leganés,NGA,DF,25.0,1993.0,20.8,7.0,0.34,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Jonathan Silva,/jonathan-silva/profil/spieler/189453,25,LB,Argentina,800000,2700000,Sporting CP,/sporting-lissabon/startseite/verein/336,CD Leganés,/cd-leganes/startseite/verein/1244,in,2019,-1900000,29.0,1.78,left,ESP-La Liga,Leganés,ARG,DF,25.0,1994.0,30.9,62.0,2.0,47.0,9.0,2.0,1.0,3.0,0.0,3.0,0.1,2.0,1.0,0.0,0.0,0.0,0.0,2020
Roberto Rosales,/roberto-rosales/profil/spieler/49500,30,RB,Venezuela,350000,1200000,Málaga CF,/fc-malaga/startseite/verein/1084,CD Leganés,/cd-leganes/startseite/verein/1244,in,2019,-850000,34.0,1.74,right,ESP-La Liga,Leganés,VEN,DF,30.0,1988.0,20.8,56.0,2.69,35.0,17.0,2.0,2.0,0.0,0.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,2020
Youssef En-Nesyri,/youssef-en-nesyri/profil/spieler/433049,22,CF,Morocco,20000000,20000000,CD Leganés,/cd-leganes/startseite/verein/1244,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,0,26.0,1.92,left,ESP-La Liga,Leganés,MAR,FW,22.0,1997.0,15.4,30.0,1.95,16.0,0.0,4.0,5.0,3.0,2.0,6.0,0.39,3.0,0.0,1.0,1.0,0.0,1.0,2020
Youssef En-Nesyri,/youssef-en-nesyri/profil/spieler/433049,22,CF,Morocco,20000000,20000000,CD Leganés,/cd-leganes/startseite/verein/1244,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,0,26.0,1.92,left,ESP-La Liga,Sevilla,MAR,FW,22.0,1997.0,8.8,6.0,0.68,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Borja Iglesias,/borja-iglesias/profil/spieler/278359,26,CF,Spain,20000000,28000000,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,in,2019,-8000000,30.0,1.87,right,ESP-La Liga,Betis,ESP,FW,26.0,1993.0,21.4,27.0,1.26,22.0,0.0,3.0,0.0,2.0,0.0,3.0,0.14,2.0,0.0,0.0,0.0,1.0,0.0,2020
Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795,23,CM,Argentina,14000000,22000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,in,2019,-8000000,27.0,1.77,left,ENG-Premier League,Tottenham,ARG,"MF,FW",23.0,1996.0,16.6,70.0,4.22,52.0,11.0,3.0,0.0,3.0,1.0,6.0,0.36,4.0,0.0,1.0,0.0,0.0,1.0,2020
Nabil Fekir,/nabil-fekir/profil/spieler/203496,26,AM,France,20000000,19750000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,in,2019,250000,29.0,1.73,left,ESP-La Liga,Betis,FRA,"MF,FW",26.0,1993.0,29.3,132.0,4.5,70.0,4.0,29.0,12.0,13.0,4.0,10.0,0.34,5.0,0.0,1.0,1.0,3.0,0.0,2020
Álex Moreno,/alex-moreno/profil/spieler/193098,26,LB,Spain,15000000,9700000,Rayo Vallecano,/rayo-vallecano/startseite/verein/367,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,in,2019,5300000,30.0,1.79,left,ESP-La Liga,Betis,ESP,DF,26.0,1993.0,25.2,61.0,2.42,43.0,3.0,10.0,4.0,1.0,0.0,5.0,0.2,3.0,0.0,1.0,1.0,0.0,0.0,2020
Juanmi,/juanmi/profil/spieler/126737,26,LW,Spain,12000000,8000000,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,in,2019,4000000,30.0,1.72,right,ESP-La Liga,Betis,ESP,"FW,MF",26.0,1993.0,2.9,2.0,0.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Guido Rodríguez,/guido-rodriguez/profil/spieler/342385,25,DM,Argentina,28000000,4000000,CF América,/cf-america/startseite/verein/3631,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,in,2019,24000000,29.0,1.85,right,ESP-La Liga,Betis,ARG,MF,25.0,1994.0,10.4,10.0,0.96,9.0,0.0,0.0,0.0,1.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,2020
Pau López,/pau-lopez/profil/spieler/286415,24,GK,Spain,14000000,23500000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,AS Roma,/as-rom/startseite/verein/12,out,2019,-9500000,28.0,1.89,left,ITA-Serie A,Roma,ESP,GK,24.0,1994.0,32.0,3.0,0.09,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Junior Firpo,/junior-firpo/profil/spieler/374139,22,LB,Dominican Republic,10000000,20000000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,FC Barcelona,/fc-barcelona/startseite/verein/131,out,2019,-10000000,26.0,1.84,left,ESP-La Liga,Barcelona,ESP,DF,22.0,1996.0,11.3,14.0,1.24,13.0,0.0,0.0,0.0,0.0,1.0,2.0,0.18,1.0,0.0,0.0,0.0,0.0,1.0,2020
Ryad Boudebouz,/ryad-boudebouz/profil/spieler/77826,29,AM,Algeria,1300000,3500000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,out,2019,-2200000,33.0,1.77,left,FRA-Ligue 1,Saint-Étienne,ALG,"MF,FW",29.0,1990.0,17.7,67.0,3.78,41.0,21.0,3.0,1.0,1.0,0.0,5.0,0.28,3.0,1.0,0.0,1.0,0.0,0.0,2020
Takashi Inui,/takashi-inui/profil/spieler/98249,31,LW,Japan,350000,2000000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,SD Eibar,/sd-eibar/startseite/verein/1533,out,2019,-1650000,35.0,1.69,right,ESP-La Liga,Eibar,JPN,"MF,FW",31.0,1988.0,21.8,50.0,2.3,38.0,0.0,4.0,4.0,3.0,1.0,6.0,0.28,5.0,0.0,0.0,0.0,1.0,0.0,2020
Rubén Peña,/ruben-pena/profil/spieler/238868,27,RB,Spain,2500000,8000000,SD Eibar,/sd-eibar/startseite/verein/1533,Villarreal CF,/fc-villarreal/startseite/verein/1050,in,2019,-5500000,31.0,1.7,right,ESP-La Liga,Villarreal,ESP,DF,28.0,1991.0,21.2,38.0,1.79,31.0,1.0,3.0,1.0,2.0,0.0,6.0,0.28,4.0,0.0,1.0,0.0,1.0,0.0,2020
Raúl Albiol,/raul-albiol/profil/spieler/15452,33,CB,Spain,2500000,4000000,SSC Napoli,/ssc-neapel/startseite/verein/6195,Villarreal CF,/fc-villarreal/startseite/verein/1050,in,2019,-1500000,37.0,1.9,right,ESP-La Liga,Villarreal,ESP,DF,33.0,1985.0,36.0,19.0,0.53,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,2020
Moi Gómez,/moi-gomez/profil/spieler/175449,25,LW,Spain,10000000,1300000,Sporting Gijón,/sporting-gijon/startseite/verein/2448,Villarreal CF,/fc-villarreal/startseite/verein/1050,in,2019,8700000,29.0,1.76,right,ESP-La Liga,Villarreal,ESP,"FW,MF",25.0,1994.0,25.8,78.0,3.02,62.0,1.0,3.0,7.0,5.0,0.0,10.0,0.39,4.0,0.0,2.0,1.0,3.0,0.0,2020
Pablo Fornals,/pablo-fornals/profil/spieler/357885,23,AM,Spain,22000000,28000000,Villarreal CF,/fc-villarreal/startseite/verein/1050,West Ham United,/west-ham-united/startseite/verein/379,out,2019,-6000000,27.0,1.78,right,ENG-Premier League,West Ham,ESP,"MF,FW",23.0,1996.0,24.1,51.0,2.11,39.0,5.0,1.0,2.0,2.0,2.0,9.0,0.37,9.0,0.0,0.0,0.0,0.0,0.0,2020
Roberto Soriano,/roberto-soriano/profil/spieler/63186,28,AM,Italy,2500000,8000000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Bologna FC 1909,/fc-bologna/startseite/verein/1025,out,2019,-5500000,32.0,1.82,right,ITA-Serie A,Bologna,ITA,MF,28.0,1991.0,27.4,116.0,4.23,99.0,0.0,4.0,3.0,8.0,2.0,13.0,0.47,9.0,0.0,1.0,0.0,3.0,0.0,2020
Nicola Sansone,/nicola-sansone/profil/spieler/82048,27,LW,Italy,1500000,8000000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Bologna FC 1909,/fc-bologna/startseite/verein/1025,out,2019,-6500000,31.0,1.73,right,ITA-Serie A,Bologna,ITA,"FW,MF",27.0,1991.0,25.2,116.0,4.6,63.0,23.0,12.0,8.0,9.0,1.0,12.0,0.48,6.0,2.0,2.0,2.0,0.0,0.0,2020
Denis Cheryshev,/denis-cheryshev/profil/spieler/98322,28,LW,Russia,1000000,6000000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Valencia CF,/fc-valencia/startseite/verein/1049,out,2019,-5000000,32.0,1.79,left,ESP-La Liga,Valencia,RUS,"MF,FW",28.0,1990.0,10.3,25.0,2.43,17.0,0.0,2.0,1.0,3.0,2.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0,2020
Rúben Vezo,/ruben-vezo/profil/spieler/257851,25,CB,Portugal,3500000,5000000,Valencia CF,/fc-valencia/startseite/verein/1049,Levante UD,/ud-levante/startseite/verein/3368,in,2019,-1500000,29.0,1.82,right,ESP-La Liga,Levante,POR,DF,25.0,1994.0,29.0,21.0,0.72,17.0,1.0,0.0,2.0,1.0,0.0,3.0,0.1,2.0,0.0,0.0,0.0,1.0,0.0,2020
Sergio León,/sergio-leon/profil/spieler/145769,30,CF,Spain,2000000,4000000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,Levante UD,/ud-levante/startseite/verein/3368,in,2019,-2000000,34.0,1.76,right,ESP-La Liga,Levante,ESP,FW,30.0,1989.0,7.5,8.0,1.07,3.0,0.0,1.0,3.0,1.0,0.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,2020
Gonzalo Melero,/gonzalo-melero/profil/spieler/162056,25,CM,Spain,4000000,3600000,SD Huesca,/sd-huesca/startseite/verein/5358,Levante UD,/ud-levante/startseite/verein/3368,in,2019,400000,29.0,1.83,right,ESP-La Liga,Levante,ESP,MF,25.0,1994.0,13.7,21.0,1.53,17.0,0.0,0.0,1.0,3.0,0.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0,2020
Erick Cabaco,/erick-cabaco/profil/spieler/302991,24,CB,Uruguay,1000000,8000000,Levante UD,/ud-levante/startseite/verein/3368,Getafe CF,/fc-getafe/startseite/verein/3709,out,2019,-7000000,28.0,1.85,right,ESP-La Liga,Getafe,URU,DF,24.0,1995.0,3.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Erick Cabaco,/erick-cabaco/profil/spieler/302991,24,CB,Uruguay,1000000,8000000,Levante UD,/ud-levante/startseite/verein/3368,Getafe CF,/fc-getafe/startseite/verein/3709,out,2019,-7000000,28.0,1.85,right,ESP-La Liga,Levante,URU,DF,24.0,1995.0,9.0,5.0,0.56,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Oier Olazábal,/oier-olazabal/profil/spieler/8176,30,GK,Spain,200000,1500000,Levante UD,/ud-levante/startseite/verein/3368,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,out,2019,-1300000,33.0,1.89,left,ESP-La Liga,Espanyol,ESP,GK,29.0,1989.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Pablo Hervías,/pablo-hervias/profil/spieler/142027,26,RW,Spain,600000,1000000,SD Eibar,/sd-eibar/startseite/verein/1533,Real Valladolid CF,/real-valladolid/startseite/verein/366,in,2019,-400000,30.0,1.74,right,ESP-La Liga,Valladolid,ESP,"MF,FW",26.0,1993.0,11.3,27.0,2.39,10.0,9.0,2.0,2.0,3.0,1.0,2.0,0.18,0.0,0.0,0.0,0.0,2.0,0.0,2020
