playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,nextSeason
Yannick Carrasco,/yannick-carrasco/profil/spieler/140776,24,LW,Belgium,25000000,30000000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,Dalian Yifang,/dalian-professional/startseite/verein/33304,out,2017,-5000000,29.0,1.81,right,ESP-La Liga,Atlético Madrid,BEL,"MF,FW",23.0,1993.0,10.0,247.0,333.0,74.2,3236.0,760.0,154.0,181.0,85.1,70.0,92.0,76.1,7.0,24.0,29.2,4,2.6,1.5,1.4,17.0,18.0,7.0,3.0,29.0,2018
Theo Hernández,/theo-hernandez/profil/spieler/339808,19,LB,France,60000000,24000000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,Real Madrid,/real-madrid/startseite/verein/418,out,2017,36000000,25.0,1.84,left,ESP-La Liga,Real Madrid,FRA,DF,19.0,1997.0,10.7,541.0,642.0,84.3,7234.0,2246.0,365.0,393.0,92.9,134.0,168.0,79.8,19.0,37.0,51.4,0,1.1,0.6,-1.1,8.0,43.0,12.0,6.0,45.0,2018
Javier Manquillo,/javier-manquillo/profil/spieler/162029,23,RB,Spain,2500000,5000000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,Newcastle United,/newcastle-united/startseite/verein/762,out,2017,-2500000,29.0,1.78,right,ENG-Premier League,Newcastle Utd,ESP,DF,23.0,1994.0,19.5,561.0,766.0,73.2,8676.0,3549.0,306.0,363.0,84.3,202.0,278.0,72.7,36.0,78.0,46.2,1,1.3,0.5,-0.3,11.0,35.0,7.0,5.0,55.0,2018
Augusto Fernández,/augusto-fernandez/profil/spieler/39151,31,CM,Argentina,0,4500000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,Beijing Renhe,/beijing-renhe/startseite/verein/17250,out,2017,-4500000,37.0,1.77,right,ESP-La Liga,Atlético Madrid,ARG,MF,31.0,1986.0,1.2,58.0,73.0,79.5,1006.0,288.0,25.0,27.0,92.6,25.0,27.0,92.6,6.0,14.0,42.9,0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,2018
Luis Muriel,/luis-muriel/profil/spieler/119228,26,CF,Colombia,5000000,24500000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2017,-19500000,32.0,1.79,right,ESP-La Liga,Sevilla,COL,FW,26.0,1991.0,17.9,326.0,445.0,73.3,4444.0,959.0,199.0,245.0,81.2,97.0,129.0,75.2,10.0,19.0,52.6,1,2.3,1.9,-1.3,20.0,27.0,18.0,1.0,47.0,2018
Guilherme Arana,/guilherme-arana/profil/spieler/346766,20,LB,Brazil,12000000,11000000,Sport Club Corinthians Paulista,/corinthians-sao-paulo/startseite/verein/199,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2017,1000000,26.0,1.76,left,ESP-La Liga,Sevilla,BRA,DF,20.0,1997.0,2.1,105.0,123.0,85.4,1310.0,461.0,81.0,86.0,94.2,19.0,25.0,76.0,2.0,7.0,28.6,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2018
Guido Pizarro,/guido-pizarro/profil/spieler/105899,27,DM,Argentina,1800000,8700000,Tigres UANL,/tigres-uanl/startseite/verein/7055,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2017,-6900000,33.0,1.85,right,ESP-La Liga,Sevilla,ARG,MF,27.0,1990.0,19.5,1076.0,1251.0,86.0,18426.0,5709.0,494.0,555.0,89.0,480.0,540.0,88.9,82.0,103.0,79.6,0,1.0,0.6,-1.0,8.0,89.0,4.0,0.0,102.0,2018
Éver Banega,/ever-banega/profil/spieler/12249,29,CM,Argentina,1800000,7000000,Inter Milan,/inter-mailand/startseite/verein/46,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2017,-5200000,35.0,1.74,right,ESP-La Liga,Sevilla,ARG,MF,29.0,1988.0,26.7,1896.0,2309.0,82.1,35620.0,13307.0,784.0,865.0,90.6,811.0,923.0,87.9,260.0,421.0,61.8,3,6.2,5.5,-3.2,66.0,268.0,38.0,2.0,350.0,2018
Nolito,/nolito/profil/spieler/70934,30,LW,Spain,300000,7000000,Manchester City,/manchester-city/startseite/verein/281,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2017,-6700000,36.0,1.75,right,ESP-La Liga,Sevilla,ESP,"FW,MF",30.0,1986.0,17.8,461.0,654.0,70.5,7015.0,2553.0,271.0,320.0,84.7,148.0,200.0,74.0,31.0,72.0,43.1,5,4.0,4.1,1.0,32.0,38.0,42.0,3.0,94.0,2018
Sébastien Corchia,/sebastien-corchia/profil/spieler/102744,26,RB,France,1000000,5000000,LOSC Lille,/losc-lille/startseite/verein/1082,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2017,-4000000,32.0,1.76,right,ESP-La Liga,Sevilla,FRA,DF,26.0,1990.0,9.1,305.0,397.0,76.8,4441.0,1789.0,191.0,212.0,90.1,91.0,134.0,67.9,15.0,36.0,41.7,1,0.5,0.6,0.5,5.0,18.0,6.0,5.0,25.0,2018
Vitolo,/vitolo/profil/spieler/67082,27,LW,Spain,500000,35600000,Sevilla FC,/fc-sevilla/startseite/verein/368,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2017,-35100000,33.0,1.84,right,ESP-La Liga,Atlético Madrid,ESP,"MF,FW",27.0,1989.0,6.9,235.0,304.0,77.3,2885.0,743.0,149.0,174.0,85.6,56.0,69.0,81.2,6.0,13.0,46.2,2,0.6,0.4,1.4,3.0,17.0,8.0,0.0,24.0,2018
Vitolo,/vitolo/profil/spieler/67082,27,LW,Spain,500000,35600000,Sevilla FC,/fc-sevilla/startseite/verein/368,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2017,-35100000,33.0,1.84,right,ESP-La Liga,Las Palmas,ESP,"FW,MF",27.0,1989.0,7.7,307.0,369.0,83.2,3854.0,1014.0,208.0,230.0,90.4,75.0,86.0,87.2,7.0,15.0,46.7,0,0.8,1.1,-0.8,7.0,19.0,10.0,0.0,34.0,2018
Vicente Iborra,/vicente-iborra/profil/spieler/65467,29,DM,Spain,1200000,15000000,Sevilla FC,/fc-sevilla/startseite/verein/368,Leicester City,/leicester-city/startseite/verein/1003,out,2017,-13800000,35.0,1.9,right,ENG-Premier League,Leicester City,ESP,MF,29.0,1988.0,15.7,698.0,860.0,81.2,11864.0,3247.0,320.0,393.0,81.4,271.0,317.0,85.5,70.0,94.0,74.5,0,0.5,1.1,-0.5,8.0,54.0,5.0,0.0,79.0,2018
Adil Rami,/adil-rami/profil/spieler/51118,31,CB,France,250000,6000000,Sevilla FC,/fc-sevilla/startseite/verein/368,Olympique Marseille,/olympique-marseille/startseite/verein/244,out,2017,-5750000,37.0,1.91,right,FRA-Ligue 1,Marseille,FRA,DF,31.0,1985.0,32.8,1618.0,1875.0,86.3,30451.0,10942.0,652.0,697.0,93.5,685.0,749.0,91.5,226.0,344.0,65.7,2,2.0,1.2,0.0,9.0,65.0,2.0,0.0,78.0,2018
Walter Montoya,/walter-montoya/profil/spieler/267420,24,RW,Argentina,800000,5500000,Sevilla FC,/fc-sevilla/startseite/verein/368,CD Cruz Azul,/cd-cruz-azul/startseite/verein/3711,out,2017,-4700000,29.0,1.73,right,ESP-La Liga,Sevilla,ARG,FW,24.0,1993.0,0.8,17.0,24.0,70.8,247.0,72.0,9.0,11.0,81.8,4.0,6.0,66.7,2.0,4.0,50.0,0,0.3,0.2,-0.3,1.0,2.0,2.0,0.0,3.0,2018
Mariano,/mariano/profil/spieler/54155,31,RB,Brazil,300000,4500000,Sevilla FC,/fc-sevilla/startseite/verein/368,Galatasaray,/galatasaray-istanbul/startseite/verein/141,out,2017,-4200000,37.0,1.77,right,FRA-Ligue 1,Lyon,DOM,FW,23.0,1993.0,27.9,345.0,484.0,71.3,4203.0,824.0,221.0,287.0,77.0,76.0,100.0,76.0,14.0,26.0,53.8,4,2.9,1.9,1.1,29.0,29.0,10.0,0.0,34.0,2018
Sebastián Cristóforo,/sebastian-cristoforo/profil/spieler/188157,23,CM,Uruguay,1000000,2500000,Sevilla FC,/fc-sevilla/startseite/verein/368,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2017,-1500000,29.0,1.75,right,ITA-Serie A,Fiorentina,URU,MF,23.0,1993.0,3.0,156.0,193.0,80.8,2328.0,687.0,87.0,101.0,86.1,55.0,63.0,87.3,6.0,13.0,46.2,0,0.4,0.3,-0.4,2.0,11.0,2.0,0.0,18.0,2018
Enes Ünal,/enes-unal/profil/spieler/251106,20,CF,Turkey,25000000,14000000,Manchester City,/manchester-city/startseite/verein/281,Villarreal CF,/fc-villarreal/startseite/verein/1050,in,2017,11000000,26.0,1.87,right,ESP-La Liga,Levante,TUR,FW,20.0,1997.0,6.6,104.0,140.0,74.3,1173.0,195.0,71.0,94.0,75.5,24.0,34.0,70.6,0.0,1.0,0.0,1,0.5,0.2,0.5,5.0,7.0,1.0,0.0,9.0,2018
