playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,nextSeason
Arturo Vidal,/arturo-vidal/profil/spieler/37666,31,CM,Chile,1200000,18000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,FC Barcelona,/fc-barcelona/startseite/verein/131,in,2018,-16800000,36.0,1.8,right,ESP-La Liga,Barcelona,CHI,MF,31.0,1987.0,33,1929.0,58.0,56.4,21.4,22,78.0,11.0,11,19.0,4,2.33,49.0,22.0,27.0,1.26,-0.37,42.5,27.6,14.9,0.69,-0.25,2019
Jean-Clair Todibo,/jean-clair-todibo/profil/spieler/605184,19,CB,France,30000000,1000000,FC Toulouse,/fc-toulouse/startseite/verein/415,FC Barcelona,/fc-barcelona/startseite/verein/131,in,2018,29000000,23.0,1.9,right,ESP-La Liga,Barcelona,FRA,DF,18.0,1999.0,2,157.0,79.0,4.6,1.7,2,79.0,1.0,0,,1,0.5,0.0,1.0,-1.0,-0.57,-2.09,1.5,1.1,0.3,0.2,-0.63,2019
Jean-Clair Todibo,/jean-clair-todibo/profil/spieler/605184,19,CB,France,30000000,1000000,FC Toulouse,/fc-toulouse/startseite/verein/415,FC Barcelona,/fc-barcelona/startseite/verein/131,in,2018,29000000,23.0,1.9,right,FRA-Ligue 1,Toulouse,FRA,DF,18.0,1999.0,10,834.0,83.0,24.4,9.3,10,83.0,8.0,0,,1,1.3,10.0,14.0,-4.0,-0.43,0.19,10.6,13.2,-2.6,-0.28,0.0,2019
Paulinho,/paulinho/profil/spieler/57229,30,CM,Brazil,1200000,42000000,FC Barcelona,/fc-barcelona/startseite/verein/131,Guangzhou Evergrande Taobao,/guangzhou-fc/startseite/verein/10948,out,2018,-40800000,34.0,1.83,right,GER-Bundesliga,Leverkusen,BRA,"FW,MF",18.0,2000.0,15,180.0,12.0,5.9,2.0,0,,0.0,15,11.0,14,1.33,1.0,6.0,-5.0,-2.5,-3.19,2.8,4.2,-1.3,-0.67,-1.16,2019
Yerry Mina,/yerry-mina/profil/spieler/289446,23,CB,Colombia,10000000,30250000,FC Barcelona,/fc-barcelona/startseite/verein/131,Everton FC,/fc-everton/startseite/verein/29,out,2018,-20250000,28.0,1.95,right,ENG-Premier League,Everton,COL,DF,23.0,1994.0,13,892.0,69.0,26.1,9.9,10,88.0,9.0,3,5.0,6,1.46,15.0,13.0,2.0,0.2,-0.01,14.9,15.9,-1.1,-0.11,-0.29,2019
Lucas Digne,/lucas-digne/profil/spieler/126664,25,LB,France,15000000,20200000,FC Barcelona,/fc-barcelona/startseite/verein/131,Everton FC,/fc-everton/startseite/verein/29,out,2018,-5200000,29.0,1.78,left,ENG-Premier League,Everton,FRA,DF,25.0,1993.0,35,2965.0,85.0,86.7,32.9,33,89.0,31.0,2,7.0,1,1.43,46.0,38.0,8.0,0.24,0.24,44.1,38.7,5.4,0.16,0.45,2019
Gerard Deulofeu,/gerard-deulofeu/profil/spieler/129476,24,CF,Spain,10000000,13000000,FC Barcelona,/fc-barcelona/startseite/verein/131,Watford FC,/fc-watford/startseite/verein/1010,out,2018,-3000000,29.0,1.77,right,ENG-Premier League,Watford,ESP,"FW,MF",24.0,1994.0,30,2066.0,69.0,60.4,23.0,26,76.0,6.0,4,24.0,0,1.23,34.0,29.0,5.0,0.22,1.02,29.2,32.4,-3.1,-0.14,0.38,2019
Marlon,/marlon/profil/spieler/273236,22,CB,Brazil,6000000,12000000,FC Barcelona,/fc-barcelona/startseite/verein/131,US Sassuolo,/us-sassuolo/startseite/verein/6574,out,2018,-6000000,27.0,1.82,right,ITA-Serie A,Sassuolo,BRA,DF,22.0,1995.0,18,1508.0,84.0,44.1,16.8,18,84.0,15.0,0,,6,1.06,21.0,24.0,-3.0,-0.18,0.01,20.4,22.3,-1.9,-0.11,0.22,2019
Ignasi Miquel,/ignasi-miquel/profil/spieler/70245,25,CB,Spain,1400000,5000000,Málaga CF,/fc-malaga/startseite/verein/1084,Getafe CF,/fc-getafe/startseite/verein/3709,in,2018,-3600000,30.0,1.89,left,ESP-La Liga,Getafe,ESP,DF,25.0,1992.0,7,316.0,45.0,9.2,3.5,4,79.0,3.0,3,0.0,16,1.71,3.0,1.0,2.0,0.57,0.25,3.9,4.3,-0.4,-0.12,-0.21,2019
Mauro Arambarri,/mauro-arambarri/profil/spieler/290249,22,CM,Uruguay,9000000,2150000,CA Boston River,/ca-boston-river/startseite/verein/18074,Getafe CF,/fc-getafe/startseite/verein/3709,in,2018,6850000,27.0,1.75,right,ESP-La Liga,Getafe,URU,MF,22.0,1995.0,33,2676.0,81.0,78.2,29.7,32,83.0,20.0,1,10.0,2,1.48,32.0,25.0,7.0,0.24,-0.49,36.0,32.4,3.7,0.12,0.25,2019
Leandro Cabrera,/leandro-cabrera/profil/spieler/102423,27,CB,Uruguay,2500000,600000,FC Crotone,/fc-crotone/startseite/verein/4083,Getafe CF,/fc-getafe/startseite/verein/3709,in,2018,1900000,32.0,1.9,left,ESP-La Liga,Getafe,URU,DF,27.0,1991.0,32,2794.0,87.0,81.7,31.0,31,90.0,30.0,1,4.0,3,1.56,42.0,33.0,9.0,0.29,-0.29,39.5,38.3,1.2,0.04,-0.17,2019
Fayçal Fajr,/faycal-fajr/profil/spieler/174344,30,CM,Morocco,1300000,1500000,Getafe CF,/fc-getafe/startseite/verein/3709,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-200000,34.0,1.79,right,FRA-Ligue 1,Caen,MAR,MF,29.0,1988.0,36,3240.0,90.0,94.7,36.0,36,90.0,36.0,0,,0,0.81,28.0,54.0,-26.0,-0.72,-1.22,29.7,60.8,-31.1,-0.86,-0.01,2019
Marc Muniesa,/marc-muniesa/profil/spieler/74228,26,CB,Spain,800000,5000000,Stoke City,/stoke-city/startseite/verein/512,Girona FC,/fc-girona/startseite/verein/12321,in,2018,-4200000,31.0,1.8,left,ESP-La Liga,Girona,ESP,"DF,MF",26.0,1992.0,19,1406.0,74.0,41.1,15.6,15,88.0,13.0,4,23.0,11,1.16,15.0,24.0,-9.0,-0.58,-0.26,16.2,22.2,-6.0,-0.39,-0.25,2019
David Timor,/david-timor/profil/spieler/158795,28,DM,Spain,800000,1500000,Girona FC,/fc-girona/startseite/verein/12321,UD Las Palmas,/ud-las-palmas/startseite/verein/472,out,2018,-700000,33.0,1.85,left,ESP-La Liga,Girona,ESP,MF,28.0,1989.0,2,163.0,82.0,4.8,1.8,2,82.0,1.0,0,,0,0.5,1.0,4.0,-3.0,-1.66,-1.3,0.9,3.9,-3.0,-1.66,-1.49,2019
Raphael Dwamena,/raphael-dwamena/profil/spieler/254290,22,CF,Ghana,400000,6200000,FC Zürich,/fc-zurich/startseite/verein/260,Levante UD,/ud-levante/startseite/verein/3368,in,2018,-5800000,27.0,1.86,left,ESP-La Liga,Levante,GHA,FW,22.0,1995.0,12,222.0,19.0,6.5,2.5,1,101.0,1.0,11,11.0,9,1.08,7.0,7.0,0.0,0.0,0.2,5.4,6.8,-1.4,-0.58,0.0,2019
Moses Simon,/moses-simon/profil/spieler/274862,23,LW,Nigeria,8000000,3500000,KAA Gent,/kaa-gent/startseite/verein/157,Levante UD,/ud-levante/startseite/verein/3368,in,2018,4500000,27.0,1.68,right,ESP-La Liga,Levante,NGA,"DF,MF",23.0,1995.0,19,785.0,41.0,23.0,8.7,8,77.0,3.0,11,16.0,13,0.84,15.0,12.0,3.0,0.34,0.69,13.4,16.3,-2.9,-0.34,0.32,2019
Erick Cabaco,/erick-cabaco/profil/spieler/302991,23,CB,Uruguay,1000000,2000000,Club Nacional,/club-nacional/startseite/verein/866,Levante UD,/ud-levante/startseite/verein/3368,in,2018,-1000000,28.0,1.85,right,ESP-La Liga,Levante,URU,DF,23.0,1995.0,21,1632.0,78.0,47.7,18.1,20,81.0,12.0,1,11.0,6,1.24,23.0,35.0,-12.0,-0.66,-0.91,23.7,36.7,-13.0,-0.72,-0.25,2019
Coke,/coke/profil/spieler/71905,31,RB,Spain,400000,1500000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Levante UD,/ud-levante/startseite/verein/3368,in,2018,-1100000,36.0,1.76,right,ESP-La Liga,Levante,ESP,DF,31.0,1987.0,27,1817.0,67.0,53.1,20.2,19,86.0,14.0,8,23.0,2,1.0,32.0,34.0,-2.0,-0.1,0.18,28.0,40.8,-12.7,-0.63,-0.1,2019
Rubén Rochina,/ruben-rochina/profil/spieler/67548,27,RW,Spain,1000000,1400000,Rubin Kazan,/rubin-kazan/startseite/verein/2698,Levante UD,/ud-levante/startseite/verein/3368,in,2018,-400000,32.0,1.82,left,ESP-La Liga,Levante,ESP,MF,27.0,1991.0,27,1800.0,67.0,52.6,20.0,23,75.0,4.0,4,18.0,2,1.19,29.0,29.0,0.0,0.0,0.39,28.3,36.9,-8.6,-0.42,0.35,2019
Aitor Fernández,/aitor-fernandez/profil/spieler/118997,27,GK,Spain,3000000,1200000,CD Numancia,/cd-numancia/startseite/verein/2296,Levante UD,/ud-levante/startseite/verein/3368,in,2018,1800000,32.0,1.82,right,ESP-La Liga,Levante,ESP,GK,27.0,1991.0,16,1440.0,90.0,42.1,16.0,16,90.0,16.0,0,,21,1.06,25.0,24.0,1.0,0.06,0.43,21.8,28.2,-6.4,-0.4,0.32,2019
Jefferson Lerma,/jefferson-lerma/profil/spieler/262980,23,DM,Colombia,20000000,30500000,Levante UD,/ud-levante/startseite/verein/3368,AFC Bournemouth,/afc-bournemouth/startseite/verein/989,out,2018,-10500000,28.0,1.79,right,ENG-Premier League,Bournemouth,COL,MF,23.0,1994.0,30,2506.0,84.0,73.3,27.8,29,86.0,23.0,1,21.0,2,1.17,42.0,49.0,-7.0,-0.25,0.44,40.9,38.9,2.1,0.07,0.66,2019
Emmanuel Boateng,/emmanuel-boateng/profil/spieler/332612,22,CF,Ghana,700000,11000000,Levante UD,/ud-levante/startseite/verein/3368,Dalian Yifang,/dalian-professional/startseite/verein/33304,out,2018,-10300000,27.0,1.75,right,ESP-La Liga,Levante,GHA,FW,22.0,1996.0,16,699.0,44.0,20.4,7.8,7,77.0,2.0,9,18.0,2,1.19,11.0,15.0,-4.0,-0.52,-0.42,10.2,17.0,-6.8,-0.88,-0.37,2019
Mathias Jensen,/mathias-jensen/profil/spieler/319859,22,CM,Denmark,22000000,5000000,FC Nordsjaelland,/fc-nordsjaelland/startseite/verein/2778,Celta de Vigo,/celta-vigo/startseite/verein/940,in,2018,17000000,27.0,1.8,right,ESP-La Liga,Celta Vigo,DEN,"MF,FW",22.0,1996.0,6,235.0,39.0,6.9,2.6,3,71.0,0.0,3,8.0,9,0.33,2.0,1.0,1.0,0.38,0.67,2.5,4.0,-1.6,-0.6,-0.23,2019
John Guidetti,/john-guidetti/profil/spieler/98596,26,CF,Sweden,900000,4000000,Celta de Vigo,/celta-vigo/startseite/verein/940,Deportivo Alavés,/deportivo-alaves/startseite/verein/1108,out,2018,-3100000,31.0,1.85,right,ESP-La Liga,Alavés,SWE,FW,26.0,1992.0,22,631.0,29.0,18.5,7.0,6,71.0,1.0,16,13.0,11,1.14,9.0,13.0,-4.0,-0.57,-0.34,6.0,8.6,-2.5,-0.36,-0.06,2019
Borja Iglesias,/borja-iglesias/profil/spieler/278359,25,CF,Spain,20000000,10000000,Celta de Vigo,/celta-vigo/startseite/verein/940,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,in,2018,10000000,30.0,1.87,right,ESP-La Liga,Espanyol,ESP,FW,25.0,1993.0,37,3075.0,83.0,89.9,34.2,35,86.0,25.0,2,29.0,0,1.41,45.0,42.0,3.0,0.09,1.39,45.1,48.5,-3.5,-0.1,0.26,2019
Sergi Darder,/sergi-darder/profil/spieler/142021,24,CM,Spain,16000000,8000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,in,2018,8000000,29.0,1.8,right,ESP-La Liga,Espanyol,ESP,MF,24.0,1993.0,34,2709.0,80.0,79.2,30.1,32,84.0,21.0,2,12.0,1,1.44,39.0,39.0,0.0,0.0,0.25,40.1,42.5,-2.5,-0.08,0.22,2019
Léo Baptistão,/leo-baptistao/profil/spieler/221899,26,SS,Brazil,1800000,5800000,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,Wuhan Zall,/wuhan-fc/startseite/verein/6450,out,2018,-4000000,30.0,1.85,right,ESP-La Liga,Espanyol,BRA,"FW,MF",25.0,1992.0,20,1233.0,62.0,36.1,13.7,14,79.0,5.0,6,22.0,1,1.15,16.0,23.0,-7.0,-0.51,-0.72,16.8,19.6,-2.7,-0.2,-0.11,2019
Marc Navarro,/marc-navarro/profil/spieler/335245,22,RB,Spain,250000,2000000,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,Watford FC,/fc-watford/startseite/verein/1010,out,2018,-1750000,28.0,1.88,right,ENG-Premier League,Watford,ESP,DF,23.0,1995.0,2,84.0,42.0,2.5,0.9,1,84.0,0.0,1,0.0,5,1.5,0.0,3.0,-3.0,-3.21,-3.11,2.5,1.8,0.8,0.82,1.14,2019
William Carvalho,/william-carvalho/profil/spieler/100131,26,DM,Portugal,14000000,16000000,Sporting CP,/sporting-lissabon/startseite/verein/336,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,in,2018,-2000000,31.0,1.87,right,ESP-La Liga,Betis,POR,MF,26.0,1992.0,30,2385.0,80.0,69.7,26.5,26,87.0,20.0,4,29.0,0,1.27,32.0,37.0,-5.0,-0.19,0.07,31.3,38.3,-7.0,-0.26,-0.67,2019
Diego Lainez,/diego-lainez/profil/spieler/371174,18,RW,Mexico,2500000,14000000,CF América,/cf-america/startseite/verein/3631,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,in,2018,-11500000,23.0,1.67,left,ESP-La Liga,Betis,MEX,"FW,MF",18.0,2000.0,12,353.0,29.0,10.3,3.9,3,67.0,0.0,9,17.0,4,0.92,7.0,6.0,1.0,0.25,0.52,6.8,4.6,2.2,0.56,0.69,2019
Sidnei,/sidnei/profil/spieler/27374,28,CB,Brazil,600000,4500000,Deportivo de La Coruña,/deportivo-la-coruna/startseite/verein/897,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,in,2018,-3900000,33.0,1.84,right,ESP-La Liga,Betis,BRA,DF,28.0,1989.0,24,1742.0,73.0,50.9,19.4,20,85.0,16.0,4,13.0,10,1.46,22.0,31.0,-9.0,-0.46,-0.52,21.9,29.1,-7.2,-0.37,-0.63,2019
Antonio Barragán,/antonio-barragan/profil/spieler/32522,31,RB,Spain,0,1000000,Middlesbrough FC,/fc-middlesbrough/startseite/verein/641,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,in,2018,-1000000,36.0,1.86,right,ESP-La Liga,Betis,ESP,"DF,FW",31.0,1987.0,14,934.0,67.0,27.3,10.4,12,76.0,7.0,2,10.0,7,1.21,9.0,16.0,-7.0,-0.67,-0.64,10.6,14.2,-3.6,-0.35,-0.39,2019
Germán Pezzella,/german-pezzella/profil/spieler/113133,27,CB,Argentina,5000000,9750000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2018,-4750000,32.0,1.87,right,ITA-Serie A,Fiorentina,ARG,DF,27.0,1991.0,32,2850.0,89.0,83.3,31.7,32,89.0,30.0,0,,1,1.09,39.0,38.0,1.0,0.03,-0.13,43.1,35.6,7.4,0.23,-0.65,2019
Riza Durmisi,/riza-durmisi/profil/spieler/135208,24,LB,Denmark,300000,7500000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,SS Lazio,/lazio-rom/startseite/verein/398,out,2018,-7200000,29.0,1.73,left,ITA-Serie A,Lazio,DEN,DF,24.0,1994.0,10,326.0,33.0,9.5,3.6,2,90.0,2.0,8,18.0,21,1.5,5.0,7.0,-2.0,-0.55,-0.9,6.1,6.4,-0.4,-0.1,-0.5,2019
Antonio Adán,/antonio-adan/profil/spieler/44062,31,GK,Spain,1000000,1500000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2018,-500000,36.0,1.9,left,ESP-La Liga,Atlético Madrid,ESP,GK,31.0,1987.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,35,2.0,5.0,4.0,1.0,1.0,0.32,1.9,2.7,-0.8,-0.8,-0.96,2019
Thibaut Courtois,/thibaut-courtois/profil/spieler/108390,26,GK,Belgium,45000000,35000000,Chelsea FC,/fc-chelsea/startseite/verein/631,Real Madrid,/real-madrid/startseite/verein/418,in,2018,10000000,31.0,2.0,left,ESP-La Liga,Real Madrid,BEL,GK,26.0,1992.0,27,2430.0,90.0,71.1,27.0,27,90.0,27.0,0,,5,1.67,43.0,36.0,7.0,0.26,-0.65,46.2,38.0,8.2,0.31,-0.73,2019
Brahim Díaz,/brahim-diaz/profil/spieler/314678,19,AM,Spain,20000000,17000000,Manchester City,/manchester-city/startseite/verein/281,Real Madrid,/real-madrid/startseite/verein/418,in,2018,3000000,23.0,1.7,both,ESP-La Liga,Real Madrid,ESP,FW,18.0,1999.0,9,376.0,42.0,11.0,4.2,5,67.0,0.0,4,11.0,3,1.78,8.0,4.0,4.0,0.96,0.57,10.4,4.7,5.7,1.37,0.95,2019
Andriy Lunin,/andriy-lunin/profil/spieler/404839,19,GK,Ukraine,5000000,8500000,Zorya Lugansk,/zorya-lugansk/startseite/verein/10690,Real Madrid,/real-madrid/startseite/verein/418,in,2018,-3500000,24.0,1.91,right,ESP-La Liga,Leganés,UKR,GK,19.0,1999.0,5,365.0,73.0,10.7,4.1,4,90.0,4.0,1,4.0,25,0.8,2.0,5.0,-3.0,-0.74,-0.65,3.1,6.0,-2.8,-0.69,-0.76,2019
Omar Mascarell,/omar-mascarell/profil/spieler/142031,25,DM,Spain,3000000,4000000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,Real Madrid,/real-madrid/startseite/verein/418,in,2018,-1000000,30.0,1.81,right,GER-Bundesliga,Schalke 04,ESP,MF,25.0,1993.0,14,993.0,71.0,32.5,11.0,11,84.0,8.0,3,24.0,10,1.36,13.0,14.0,-1.0,-0.09,0.65,13.3,14.6,-1.3,-0.12,0.02,2019
Omar Mascarell,/omar-mascarell/profil/spieler/142031,25,DM,Spain,3000000,10000000,Real Madrid,/real-madrid/startseite/verein/418,FC Schalke 04,/fc-schalke-04/startseite/verein/33,out,2018,-7000000,30.0,1.81,right,GER-Bundesliga,Schalke 04,ESP,MF,25.0,1993.0,14,993.0,71.0,32.5,11.0,11,84.0,8.0,3,24.0,10,1.36,13.0,14.0,-1.0,-0.09,0.65,13.3,14.6,-1.3,-0.12,0.02,2019
Lucas Torró,/lucas-torro/profil/spieler/213670,23,DM,Spain,8000000,1750000,CA Osasuna,/ca-osasuna/startseite/verein/331,Real Madrid,/real-madrid/startseite/verein/418,in,2018,6250000,28.0,1.9,right,GER-Bundesliga,Eint Frankfurt,ESP,MF,24.0,1994.0,8,560.0,70.0,18.3,6.2,6,82.0,4.0,2,36.0,3,1.38,12.0,8.0,4.0,0.64,0.35,8.6,9.8,-1.2,-0.2,-0.48,2019
Lucas Torró,/lucas-torro/profil/spieler/213670,23,DM,Spain,8000000,3500000,Real Madrid,/real-madrid/startseite/verein/418,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2018,4500000,28.0,1.9,right,GER-Bundesliga,Eint Frankfurt,ESP,MF,24.0,1994.0,8,560.0,70.0,18.3,6.2,6,82.0,4.0,2,36.0,3,1.38,12.0,8.0,4.0,0.64,0.35,8.6,9.8,-1.2,-0.2,-0.48,2019
Cristiano Ronaldo,/cristiano-ronaldo/profil/spieler/8198,33,CF,Portugal,15000000,117000000,Real Madrid,/real-madrid/startseite/verein/418,Juventus FC,/juventus-turin/startseite/verein/506,out,2018,-102000000,38.0,1.87,right,ITA-Serie A,Juventus,POR,FW,33.0,1985.0,31,2688.0,87.0,78.6,29.9,30,89.0,28.0,1,26.0,1,2.52,59.0,20.0,39.0,1.31,1.18,50.6,28.7,22.0,0.74,0.37,2019
Philipp Lienhart,/philipp-lienhart/profil/spieler/225657,21,CB,Austria,20000000,2000000,Real Madrid,/real-madrid/startseite/verein/418,SC Freiburg,/sc-freiburg/startseite/verein/60,out,2018,18000000,26.0,1.89,right,GER-Bundesliga,Freiburg,AUT,DF,22.0,1996.0,14,614.0,44.0,20.1,6.8,7,78.0,5.0,7,10.0,9,1.64,12.0,10.0,2.0,0.29,0.92,7.8,10.1,-2.3,-0.34,0.32,2019
Mikel Merino,/mikel-merino/profil/spieler/338424,22,CM,Spain,50000000,12000000,Newcastle United,/newcastle-united/startseite/verein/762,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,in,2018,38000000,27.0,1.89,left,ESP-La Liga,Real Sociedad,ESP,MF,22.0,1996.0,29,2055.0,71.0,60.1,22.8,24,81.0,14.0,5,23.0,1,1.38,27.0,29.0,-2.0,-0.09,-0.15,31.7,30.8,0.9,0.04,0.02,2019
Álvaro Odriozola,/alvaro-odriozola/profil/spieler/280730,22,RB,Spain,5000000,32000000,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,Real Madrid,/real-madrid/startseite/verein/418,out,2018,-27000000,27.0,1.76,right,ESP-La Liga,Real Madrid,ESP,DF,22.0,1995.0,14,1178.0,84.0,34.4,13.1,14,84.0,12.0,0,,6,1.93,24.0,15.0,9.0,0.69,0.37,25.7,17.5,8.2,0.63,0.17,2019
Sergio Álvarez,/sergio-alvarez/profil/spieler/138935,26,CM,Spain,1200000,4000000,Sporting Gijón,/sporting-gijon/startseite/verein/2448,SD Eibar,/sd-eibar/startseite/verein/1533,in,2018,-2800000,31.0,1.83,right,ESP-La Liga,Celta Vigo,ESP,GK,31.0,1986.0,13,1170.0,90.0,34.2,13.0,13,90.0,13.0,0,,25,1.08,23.0,22.0,1.0,0.08,0.48,13.3,19.5,-6.2,-0.48,-0.15,2019
Sergio Álvarez,/sergio-alvarez/profil/spieler/138935,26,CM,Spain,1200000,4000000,Sporting Gijón,/sporting-gijon/startseite/verein/2448,SD Eibar,/sd-eibar/startseite/verein/1533,in,2018,-2800000,31.0,1.83,right,ESP-La Liga,Eibar,ESP,"DF,MF",26.0,1992.0,19,1069.0,56.0,31.3,11.9,12,84.0,9.0,7,9.0,17,1.37,7.0,14.0,-7.0,-0.59,-0.7,11.0,16.2,-5.2,-0.44,-0.98,2019
Pablo de Blasis,/pablo-de-blasis/profil/spieler/75446,30,AM,Argentina,500000,2000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,SD Eibar,/sd-eibar/startseite/verein/1533,in,2018,-1500000,35.0,1.65,right,ESP-La Liga,Eibar,ARG,"DF,MF",30.0,1988.0,24,1520.0,63.0,44.4,16.9,16,88.0,13.0,8,15.0,8,1.21,16.0,24.0,-8.0,-0.47,-0.66,19.1,18.5,0.6,0.03,-0.36,2019
Pablo de Blasis,/pablo-de-blasis/profil/spieler/75446,30,AM,Argentina,500000,2000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,SD Eibar,/sd-eibar/startseite/verein/1533,in,2018,-1500000,35.0,1.65,right,GER-Bundesliga,Mainz 05,ARG,FW,30.0,1988.0,1,90.0,90.0,2.9,1.0,1,90.0,1.0,0,,0,3.0,1.0,0.0,1.0,1.0,1.36,1.2,0.9,0.4,0.35,0.61,2019
Iván Alejo,/ivan-alejo/profil/spieler/281755,23,RW,Spain,1200000,4000000,SD Eibar,/sd-eibar/startseite/verein/1533,Getafe CF,/fc-getafe/startseite/verein/3709,out,2018,-2800000,28.0,1.86,right,ESP-La Liga,Getafe,ESP,MF,23.0,1995.0,4,146.0,37.0,4.3,1.6,2,59.0,0.0,2,15.0,4,1.0,1.0,0.0,1.0,0.62,0.29,1.1,1.2,-0.1,-0.03,-0.11,2019
Ander Capa,/ander-capa/profil/spieler/197545,26,RB,Spain,1800000,3000000,SD Eibar,/sd-eibar/startseite/verein/1533,Athletic Bilbao,/athletic-bilbao/startseite/verein/621,out,2018,-1200000,31.0,1.75,right,ESP-La Liga,Athletic Club,ESP,"DF,FW",26.0,1992.0,25,1642.0,66.0,48.0,18.2,17,87.0,15.0,8,19.0,4,1.52,19.0,19.0,0.0,0.0,0.2,20.7,20.6,0.2,0.01,0.13,2019
Quincy Promes,/quincy-promes/profil/spieler/182381,26,LW,Netherlands,11000000,21000000,Spartak Moscow,/spartak-moskau/startseite/verein/232,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2018,-10000000,31.0,1.74,right,ESP-La Liga,Sevilla,NED,"FW,DF",26.0,1992.0,33,1583.0,48.0,46.3,17.6,15,81.0,11.0,18,20.0,2,1.55,28.0,28.0,0.0,0.0,-0.73,32.2,20.9,11.3,0.64,0.15,2019
Ibrahim Amadou,/ibrahim-amadou/profil/spieler/205503,25,DM,France,1500000,14400000,LOSC Lille,/losc-lille/startseite/verein/1082,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2018,-12900000,30.0,1.83,right,ESP-La Liga,Sevilla,FRA,"MF,DF",25.0,1993.0,17,762.0,45.0,22.3,8.5,7,79.0,4.0,10,21.0,10,1.41,9.0,14.0,-5.0,-0.59,-1.27,13.7,13.0,0.7,0.09,-0.61,2019
Joris Gnagnon,/joris-gnagnon/profil/spieler/378954,21,CB,France,300000,13500000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2018,-13200000,26.0,1.82,right,ESP-La Liga,Sevilla,FRA,"DF,MF",21.0,1997.0,7,446.0,64.0,13.0,5.0,4,90.0,3.0,3,28.0,13,0.86,4.0,6.0,-2.0,-0.4,-0.92,5.0,5.9,-0.9,-0.18,-0.85,2019
Aleix Vidal,/aleix-vidal/profil/spieler/88490,28,RW,Spain,1500000,9300000,FC Barcelona,/fc-barcelona/startseite/verein/131,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2018,-7800000,33.0,1.77,right,ESP-La Liga,Sevilla,ESP,"DF,MF",28.0,1989.0,11,528.0,48.0,15.4,5.9,5,77.0,2.0,6,24.0,12,2.09,12.0,6.0,6.0,1.02,0.74,12.0,8.2,3.8,0.65,0.1,2019
Roque Mesa,/roque-mesa/profil/spieler/202984,29,CM,Spain,2500000,6000000,Swansea City,/swansea-city/startseite/verein/2288,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2018,-3500000,34.0,1.72,right,ESP-La Liga,Sevilla,ESP,MF,29.0,1989.0,31,1746.0,56.0,51.1,19.4,20,77.0,11.0,11,18.0,4,1.58,34.0,27.0,7.0,0.36,-0.07,34.0,23.4,10.5,0.54,-0.03,2019
Sergi Gómez,/sergi-gomez/profil/spieler/92947,26,CB,Spain,2000000,5500000,Celta de Vigo,/celta-vigo/startseite/verein/940,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2018,-3500000,31.0,1.85,right,ESP-La Liga,Sevilla,ESP,DF,26.0,1992.0,32,2765.0,86.0,80.8,30.7,31,87.0,29.0,1,64.0,6,1.34,40.0,43.0,-3.0,-0.1,-2.57,49.4,39.1,10.3,0.34,-1.16,2019
