playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,nextSeason
Dimitri Foulquier,/dimitri-foulquier/profil/spieler/170472,27,RB,Guadeloupe,2500000,2000000,Watford FC,/fc-watford/startseite/verein/1010,Granada CF,/fc-granada/startseite/verein/16795,in,2020,500000,30.0,1.83,right,ENG-Premier League,Watford,Dimitri Foulquier,FRA,"DF,MF",26.0,1993.0,3,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Dimitri Foulquier,/dimitri-foulquier/profil/spieler/170472,27,RB,Guadeloupe,2500000,2000000,Watford FC,/fc-watford/startseite/verein/1010,Granada CF,/fc-granada/startseite/verein/16795,in,2020,500000,30.0,1.83,right,ESP-La Liga,Granada,Dimitri Foulquier,FRA,"DF,MF",26.0,1993.0,17,12,1119,12.4,1,0,1,1,0,0,4,0,0.3,0.3,0.4,0.8,27.0,30.0,20.0,0.08,0.0,0.08,0.08,0.08,0.02,0.04,0.06,0.02,0.06,2020
Enric Gallego,/enric-gallego/profil/spieler/114060,33,CF,Spain,600000,3000000,Getafe CF,/fc-getafe/startseite/verein/3709,CA Osasuna,/ca-osasuna/startseite/verein/331,in,2020,-2400000,36.0,1.89,left,ESP-La Liga,Getafe,Enric Gallego,ESP,FW,32.0,1986.0,5,2,164,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,2020
Enric Gallego,/enric-gallego/profil/spieler/114060,33,CF,Spain,600000,3000000,Getafe CF,/fc-getafe/startseite/verein/3709,CA Osasuna,/ca-osasuna/startseite/verein/331,in,2020,-2400000,36.0,1.89,left,ESP-La Liga,Osasuna,Enric Gallego,ESP,FW,32.0,1986.0,14,9,880,9.8,3,0,3,3,0,0,5,1,2.9,2.9,0.9,3.8,5.0,16.0,46.0,0.31,0.0,0.31,0.31,0.31,0.3,0.09,0.39,0.3,0.39,2020
Lucas Torró,/lucas-torro/profil/spieler/213670,26,DM,Spain,8000000,2000000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,CA Osasuna,/ca-osasuna/startseite/verein/331,in,2020,6000000,28.0,1.9,right,GER-Bundesliga,Eint Frankfurt,Lucas Torró,ESP,MF,25.0,1994.0,7,4,331,3.7,0,0,0,0,0,0,5,1,0.2,0.2,0.0,0.3,4.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,2020
Raúl Navas,/raul-navas/profil/spieler/142419,32,CB,Spain,300000,250000,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,CA Osasuna,/ca-osasuna/startseite/verein/331,in,2020,50000,35.0,1.87,right,ESP-La Liga,Osasuna,Raúl Navas,ESP,DF,31.0,1988.0,9,8,711,7.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2020
Luis Perea,/luis-perea/profil/spieler/396328,23,DM,Spain,600000,3000000,CA Osasuna,/ca-osasuna/startseite/verein/331,CD Leganés,/cd-leganes/startseite/verein/1244,out,2020,-2400000,25.0,1.91,right,ESP-La Liga,Osasuna,Luis Perea,ESP,FW,21.0,1997.0,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Juan Villar,/juan-villar/profil/spieler/85500,32,RW,Spain,200000,450000,CA Osasuna,/ca-osasuna/startseite/verein/331,UD Almería,/ud-almeria/startseite/verein/3302,out,2020,-250000,35.0,1.82,right,ESP-La Liga,Osasuna,Juan Villar,ESP,FW,31.0,1988.0,10,2,240,2.7,1,0,1,0,1,1,1,0,1.2,0.4,0.1,0.5,2.0,8.0,20.0,0.37,0.0,0.37,0.0,0.0,0.45,0.05,0.49,0.15,0.2,2020
Jorge de Frutos,/jorge-de-frutos/profil/spieler/455181,23,RW,Spain,8000000,2000000,Real Madrid,/real-madrid/startseite/verein/418,Levante UD,/ud-levante/startseite/verein/3368,in,2020,6000000,26.0,1.73,right,ESP-La Liga,Valladolid,Jorge de Frutos,ESP,"MF,DF",22.0,1997.0,3,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.21,0.07,0.21,2020
Moses Simon,/moses-simon/profil/spieler/274862,24,LW,Nigeria,8000000,5000000,Levante UD,/ud-levante/startseite/verein/3368,FC Nantes,/fc-nantes/startseite/verein/995,out,2020,3000000,27.0,1.68,right,FRA-Ligue 1,Nantes,Moses Simon,NGA,"FW,MF",24.0,1995.0,26,25,2177,24.2,5,5,10,5,0,0,2,0,6.6,6.6,4.7,11.3,144.0,58.0,232.0,0.21,0.21,0.41,0.21,0.41,0.27,0.2,0.47,0.27,0.47,2020
Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795,24,CM,Argentina,14000000,32000000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2020,-18000000,27.0,1.77,left,ENG-Premier League,Tottenham,Giovani Lo Celso,ARG,"MF,FW",23.0,1996.0,28,15,1492,16.6,0,2,2,0,0,0,6,0,1.3,1.3,1.6,2.9,62.0,112.0,50.0,0.0,0.12,0.12,0.0,0.12,0.08,0.1,0.18,0.08,0.18,2020
Antonio Sanabria,/antonio-sanabria/profil/spieler/234523,24,CF,Paraguay,10000000,6500000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,Torino FC,/fc-turin/startseite/verein/416,out,2020,3500000,27.0,1.81,right,ITA-Serie A,Genoa,Antonio Sanabria,PAR,FW,23.0,1996.0,24,16,1387,15.4,6,2,8,6,0,0,3,0,4.6,4.6,1.9,6.5,30.0,27.0,92.0,0.39,0.13,0.52,0.39,0.52,0.3,0.12,0.42,0.3,0.42,2020
Zouhair Feddal,/zouhair-feddal/profil/spieler/129386,30,CB,Morocco,1300000,4200000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,Sporting CP,/sporting-lissabon/startseite/verein/336,out,2020,-2900000,33.0,1.91,left,ESP-La Liga,Betis,Zouhair Feddal,MAR,DF,30.0,1989.0,17,16,1431,15.9,1,2,3,1,0,0,10,2,1.0,1.0,0.8,1.8,15.0,61.0,2.0,0.06,0.13,0.19,0.06,0.19,0.06,0.05,0.11,0.06,0.11,2020
Javi Sánchez,/javi-sanchez/profil/spieler/340853,23,CB,Spain,3000000,3000000,Real Madrid,/real-madrid/startseite/verein/418,Real Valladolid CF,/real-valladolid/startseite/verein/366,in,2020,0,26.0,1.89,right,ESP-La Liga,Valladolid,Javi Sánchez,ESP,DF,22.0,1997.0,8,6,497,5.5,0,1,1,0,0,0,1,0,0.5,0.5,0.1,0.6,2.0,7.0,0.0,0.0,0.18,0.18,0.0,0.18,0.09,0.01,0.1,0.09,0.1,2020
Jawad El Yamiq,/jawad-el-yamiq/profil/spieler/235412,28,CB,Morocco,2000000,250000,Genoa CFC,/genua-cfc/startseite/verein/252,Real Valladolid CF,/real-valladolid/startseite/verein/366,in,2020,1750000,31.0,1.93,right,ITA-Serie A,Genoa,Jawad El Yamiq,MAR,DF,27.0,1992.0,3,2,197,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,2020
Mohammed Salisu,/mohammed-salisu/profil/spieler/563963,21,CB,Ghana,18000000,12000000,Real Valladolid CF,/real-valladolid/startseite/verein/366,Southampton FC,/fc-southampton/startseite/verein/180,out,2020,6000000,24.0,1.88,left,ESP-La Liga,Valladolid,Mohammed Salisu,GHA,DF,20.0,1999.0,31,30,2725,30.3,1,1,2,1,0,0,4,0,1.4,1.4,0.5,1.9,2.0,62.0,2.0,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.06,0.05,0.06,2020
Andrés Fernández,/andres-fernandez/profil/spieler/57522,33,GK,Spain,600000,500000,Villarreal CF,/fc-villarreal/startseite/verein/1050,SD Huesca,/sd-huesca/startseite/verein/5358,in,2020,100000,36.0,1.85,right,ESP-La Liga,Villarreal,Andrés Fernández,ESP,GK,32.0,1986.0,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.12,0.12,0.0,0.12,2020
Pione Sisto,/pione-sisto/profil/spieler/252641,25,LW,Denmark,2000000,2500000,Celta de Vigo,/celta-vigo/startseite/verein/940,FC Midtjylland,/fc-midtjylland/startseite/verein/865,out,2020,-500000,28.0,1.72,right,ESP-La Liga,Celta Vigo,Pione Sisto,DEN,"FW,MF",24.0,1995.0,21,8,891,9.9,2,0,2,2,0,0,2,0,2.0,2.0,0.6,2.5,36.0,36.0,98.0,0.2,0.0,0.2,0.2,0.2,0.2,0.06,0.25,0.2,0.25,2020
Emiliano Rigoni,/emiliano-rigoni/profil/spieler/282544,27,RW,Argentina,3500000,100000,Zenit St. Petersburg,/zenit-st-petersburg/startseite/verein/964,Elche CF,/fc-elche/startseite/verein/1531,in,2020,3400000,30.0,1.8,both,ITA-Serie A,Sampdoria,Emiliano Rigoni,ARG,"MF,FW",26.0,1993.0,8,4,431,4.8,0,1,1,0,0,0,2,0,1.3,1.3,0.9,2.2,17.0,18.0,51.0,0.0,0.21,0.21,0.0,0.21,0.27,0.19,0.46,0.27,0.46,2020
Emiliano Rigoni,/emiliano-rigoni/profil/spieler/282544,28,RW,Argentina,3500000,3800000,Elche CF,/fc-elche/startseite/verein/1531,São Paulo Futebol Clube,/fc-sao-paulo/startseite/verein/585,out,2020,-300000,30.0,1.8,both,ITA-Serie A,Sampdoria,Emiliano Rigoni,ARG,"MF,FW",26.0,1993.0,8,4,431,4.8,0,1,1,0,0,0,2,0,1.3,1.3,0.9,2.2,17.0,18.0,51.0,0.0,0.21,0.21,0.0,0.21,0.27,0.19,0.46,0.27,0.46,2020
Matheus Cunha,/matheus-cunha/profil/spieler/517894,22,CF,Brazil,25000000,30000000,Hertha BSC,/hertha-bsc/startseite/verein/44,Atlético de Madrid,/atletico-madrid/startseite/verein/13,in,2021,-5000000,24.0,1.83,right,GER-Bundesliga,Hertha BSC,Matheus Cunha,BRA,"FW,MF",21.0,1999.0,27,25,2149,23.9,7,4,11,5,2,3,9,0,8.4,6.1,4.5,10.6,91.0,85.0,137.0,0.29,0.17,0.46,0.21,0.38,0.35,0.19,0.54,0.25,0.44,2021
Reinildo Mandava,/reinildo-mandava/profil/spieler/240692,28,LB,Mozambique,25000000,3000000,LOSC Lille,/losc-lille/startseite/verein/1082,Atlético de Madrid,/atletico-madrid/startseite/verein/13,in,2021,22000000,29.0,1.8,left,FRA-Ligue 1,Lille,Reinildo Mandava,MOZ,DF,26.0,1994.0,29,24,2180,24.2,0,0,0,0,0,0,2,1,0.1,0.1,1.4,1.6,48.0,117.0,145.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06,2021
Kieran Trippier,/kieran-trippier/profil/spieler/95810,31,RB,England,11000000,14000000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,Newcastle United,/newcastle-united/startseite/verein/762,out,2021,-3000000,32.0,1.73,right,ESP-La Liga,Atlético Madrid,Kieran Trippier,ENG,DF,29.0,1990.0,28,28,2475,27.5,0,6,6,0,0,0,0,0,0.1,0.1,3.6,3.8,43.0,169.0,196.0,0.0,0.22,0.22,0.0,0.22,0.0,0.13,0.14,0.0,0.14,2021
Junior Firpo,/junior-firpo/profil/spieler/374139,24,LB,Dominican Republic,10000000,15000000,FC Barcelona,/fc-barcelona/startseite/verein/131,Leeds United,/leeds-united/startseite/verein/399,out,2021,-5000000,26.0,1.84,left,ESP-La Liga,Barcelona,Junior Firpo,ESP,"DF,MF",23.0,1996.0,7,3,289,3.2,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.4,8.0,7.0,22.0,0.31,0.31,0.62,0.31,0.62,0.21,0.24,0.45,0.21,0.45,2021
Jean-Clair Todibo,/jean-clair-todibo/profil/spieler/605184,21,CB,France,30000000,8500000,FC Barcelona,/fc-barcelona/startseite/verein/131,OGC Nice,/ogc-nizza/startseite/verein/417,out,2021,21500000,23.0,1.9,right,FRA-Ligue 1,Nice,Jean-Clair Todibo,FRA,DF,20.0,1999.0,15,15,1330,14.8,1,0,1,1,0,0,5,0,0.7,0.7,0.1,0.8,13.0,77.0,2.0,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.05,0.05,0.05,2021
Eduardo Camavinga,/eduardo-camavinga/profil/spieler/640428,18,CM,France,85000000,31000000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Real Madrid,/real-madrid/startseite/verein/418,in,2021,54000000,20.0,1.82,left,FRA-Ligue 1,Rennes,Eduardo Camavinga,FRA,MF,17.0,2002.0,35,28,2402,26.7,1,2,3,1,0,0,6,0,1.8,1.8,1.8,3.6,85.0,185.0,73.0,0.04,0.07,0.11,0.04,0.11,0.07,0.07,0.14,0.07,0.14,2021
Raphaël Varane,/raphael-varane/profil/spieler/164770,28,CB,France,35000000,40000000,Real Madrid,/real-madrid/startseite/verein/418,Manchester United,/manchester-united/startseite/verein/985,out,2021,-5000000,30.0,1.91,right,ESP-La Liga,Real Madrid,Raphaël Varane,FRA,DF,27.0,1993.0,31,31,2715,30.2,2,0,2,2,0,0,2,0,2.8,2.8,0.3,3.1,28.0,98.0,5.0,0.07,0.0,0.07,0.07,0.07,0.09,0.01,0.1,0.09,0.1,2021
Martin Ødegaard,/martin-odegaard/profil/spieler/316264,22,AM,Norway,90000000,35000000,Real Madrid,/real-madrid/startseite/verein/418,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2021,55000000,24.0,1.78,left,ENG-Premier League,Arsenal,Martin Ødegaard,NOR,MF,21.0,1998.0,14,9,866,9.6,1,2,3,1,0,0,0,0,0.7,0.7,2.0,2.7,16.0,65.0,49.0,0.1,0.21,0.31,0.1,0.31,0.08,0.21,0.29,0.08,0.29,2021
Martin Ødegaard,/martin-odegaard/profil/spieler/316264,22,AM,Norway,90000000,35000000,Real Madrid,/real-madrid/startseite/verein/418,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2021,55000000,24.0,1.78,left,ESP-La Liga,Real Madrid,Martin Ødegaard,NOR,MF,21.0,1998.0,7,3,234,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,7.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,2021
Rafa Mir,/rafa-mir/profil/spieler/361254,24,CF,Spain,10000000,16000000,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2021,-6000000,26.0,1.91,right,ESP-La Liga,Huesca,Rafa Mir,ESP,FW,23.0,1997.0,38,32,2877,32.0,13,1,14,11,2,3,2,0,15.3,13.0,1.0,14.0,42.0,39.0,117.0,0.41,0.03,0.44,0.34,0.38,0.48,0.03,0.51,0.41,0.44,2021
Thomas Delaney,/thomas-delaney/profil/spieler/91849,29,CM,Denmark,2000000,6000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2021,-4000000,31.0,1.82,left,GER-Bundesliga,Dortmund,Thomas Delaney,DEN,MF,28.0,1991.0,20,14,1286,14.3,1,1,2,1,0,0,6,0,0.6,0.6,0.2,0.7,5.0,58.0,19.0,0.07,0.07,0.14,0.07,0.14,0.04,0.01,0.05,0.04,0.05,2021
Ludwig Augustinsson,/ludwig-augustinsson/profil/spieler/170646,27,LB,Sweden,2500000,5500000,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2021,-3000000,29.0,1.81,left,GER-Bundesliga,Werder Bremen,Ludwig Augustinsson,SWE,"DF,FW",26.0,1994.0,23,21,1957,21.7,0,4,4,0,0,0,4,0,0.9,0.9,2.7,3.6,38.0,60.0,108.0,0.0,0.18,0.18,0.0,0.18,0.04,0.13,0.17,0.04,0.17,2021
Juan Foyth,/juan-foyth/profil/spieler/480763,23,RB,Argentina,25000000,15000000,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,Villarreal CF,/fc-villarreal/startseite/verein/1050,in,2021,10000000,25.0,1.87,right,ESP-La Liga,Villarreal,Juan Foyth,ARG,"DF,MF",22.0,1998.0,16,13,1168,13.0,0,0,0,0,0,0,6,0,0.2,0.2,0.1,0.3,19.0,52.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2021
Boulaye Dia,/boulaye-dia/profil/spieler/626913,24,CF,Senegal,25000000,12000000,Stade Reims,/stade-reims/startseite/verein/1421,Villarreal CF,/fc-villarreal/startseite/verein/1050,in,2021,13000000,26.0,1.8,right,FRA-Ligue 1,Reims,Boulaye Dia,SEN,"FW,MF",23.0,1996.0,36,35,2930,32.6,14,1,15,9,5,5,2,0,12.5,8.6,1.8,10.4,68.0,56.0,163.0,0.43,0.03,0.46,0.28,0.31,0.39,0.06,0.44,0.26,0.32,2021
Ramiro Funes Mori,/ramiro-funes-mori/profil/spieler/11111,30,CB,Argentina,1000000,2500000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Al-Nassr FC,/al-nasr-riad/startseite/verein/18544,out,2021,-1500000,32.0,1.87,left,ESP-La Liga,Villarreal,Ramiro Funes Mori,ARG,DF,29.0,1991.0,10,8,727,8.1,0,0,0,0,0,0,1,0,1.0,1.0,0.0,1.0,19.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,2021
Germán Pezzella,/german-pezzella/profil/spieler/113133,30,CB,Argentina,5000000,3250000,ACF Fiorentina,/ac-florenz/startseite/verein/430,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,in,2021,1750000,32.0,1.87,right,ITA-Serie A,Fiorentina,Germán Pezzella,ARG,DF,29.0,1991.0,32,32,2743,30.5,1,0,1,1,0,0,5,0,1.3,1.3,0.5,1.8,2.0,46.0,3.0,0.03,0.0,0.03,0.03,0.03,0.04,0.02,0.06,0.04,0.06,2021
Javi Galán,/javi-galan/profil/spieler/448628,26,LB,Spain,12000000,4000000,SD Huesca,/sd-huesca/startseite/verein/5358,Celta de Vigo,/celta-vigo/startseite/verein/940,in,2021,8000000,28.0,1.72,left,ESP-La Liga,Huesca,Javi Galán,ESP,DF,25.0,1994.0,37,34,3065,34.1,1,2,3,1,0,0,5,0,0.3,0.3,4.0,4.2,94.0,100.0,167.0,0.03,0.06,0.09,0.03,0.09,0.01,0.12,0.12,0.01,0.12,2021
Sergi Gómez,/sergi-gomez/profil/spieler/92947,29,CB,Spain,2000000,1000000,Sevilla FC,/fc-sevilla/startseite/verein/368,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,in,2021,1000000,31.0,1.85,right,ESP-La Liga,Sevilla,Sergi Gómez,ESP,DF,28.0,1992.0,9,9,719,8.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2021
Jonás Ramalho,/jonas-ramalho/profil/spieler/69660,28,CB,Angola,600000,700000,Girona FC,/fc-girona/startseite/verein/12321,CA Osasuna,/ca-osasuna/startseite/verein/331,in,2021,-100000,30.0,1.85,right,ESP-La Liga,Osasuna,Jonás Ramalho,ESP,DF,27.0,1993.0,5,3,304,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2021
Roberto Soldado,/roberto-soldado/profil/spieler/34870,36,CF,Spain,500000,500000,Granada CF,/fc-granada/startseite/verein/16795,Levante UD,/ud-levante/startseite/verein/3368,in,2021,0,38.0,1.8,right,ESP-La Liga,Granada,Roberto Soldado,ESP,FW,35.0,1985.0,29,16,1438,16.0,9,0,9,7,2,2,8,1,5.6,4.1,0.6,4.7,12.0,19.0,82.0,0.56,0.0,0.56,0.44,0.44,0.35,0.04,0.39,0.26,0.29,2021
Dimitri Foulquier,/dimitri-foulquier/profil/spieler/170472,28,RB,Guadeloupe,2500000,2500000,Granada CF,/fc-granada/startseite/verein/16795,Valencia CF,/fc-valencia/startseite/verein/1049,in,2021,0,30.0,1.83,right,ESP-La Liga,Granada,Dimitri Foulquier,FRA,DF,27.0,1993.0,32,32,2663,29.6,0,4,4,0,0,0,7,0,0.8,0.8,1.5,2.3,49.0,63.0,68.0,0.0,0.14,0.14,0.0,0.14,0.03,0.05,0.08,0.03,0.08,2021
Daniel Wass,/daniel-wass/profil/spieler/63463,32,RB,Denmark,1500000,2700000,Valencia CF,/fc-valencia/startseite/verein/1049,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2021,-1200000,34.0,1.78,right,ESP-La Liga,Valencia,Daniel Wass,DEN,"MF,DF",31.0,1989.0,35,35,2979,33.1,4,1,5,3,1,1,8,0,2.9,2.1,2.3,4.4,37.0,122.0,89.0,0.12,0.03,0.15,0.09,0.12,0.09,0.07,0.16,0.06,0.13,2021
Jakub Jankto,/jakub-jankto/profil/spieler/319160,25,LM,Czech Republic,1000000,6000000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Getafe CF,/fc-getafe/startseite/verein/3709,in,2021,-5000000,27.0,1.84,left,ITA-Serie A,Sampdoria,Jakub Jankto,CZE,MF,24.0,1996.0,35,29,2409,26.8,6,3,9,6,0,0,6,0,4.6,4.6,3.5,8.1,52.0,88.0,158.0,0.22,0.11,0.34,0.22,0.34,0.17,0.13,0.3,0.17,0.3,2021
Carles Aleñá,/carles-alena/profil/spieler/284854,23,CM,Spain,9000000,5000000,FC Barcelona,/fc-barcelona/startseite/verein/131,Getafe CF,/fc-getafe/startseite/verein/3709,in,2021,4000000,25.0,1.8,left,ESP-La Liga,Barcelona,Carles Aleñá,ESP,MF,22.0,1998.0,2,0,48,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,2021
Carles Aleñá,/carles-alena/profil/spieler/284854,23,CM,Spain,9000000,5000000,FC Barcelona,/fc-barcelona/startseite/verein/131,Getafe CF,/fc-getafe/startseite/verein/3709,in,2021,4000000,25.0,1.8,left,ESP-La Liga,Getafe,Carles Aleñá,ESP,"MF,FW",22.0,1998.0,22,15,1366,15.2,2,2,4,2,0,0,1,0,1.7,1.7,2.7,4.3,20.0,77.0,51.0,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29,2021
Marc Cucurella,/marc-cucurella/profil/spieler/284857,23,LB,Spain,35000000,18000000,Getafe CF,/fc-getafe/startseite/verein/3709,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,out,2021,17000000,24.0,1.73,left,ESP-La Liga,Getafe,Marc Cucurella,ESP,MF,22.0,1998.0,37,37,3244,36.0,3,2,5,3,0,0,8,0,1.9,1.8,3.6,5.4,77.0,103.0,219.0,0.08,0.06,0.14,0.08,0.14,0.05,0.1,0.15,0.05,0.15,2021
Iván Marcone,/ivan-marcone/profil/spieler/90451,31,DM,Argentina,1500000,4000000,CA Boca Juniors,/club-atletico-boca-juniors/startseite/verein/189,Elche CF,/fc-elche/startseite/verein/1531,in,2021,-2500000,33.0,1.82,right,ESP-La Liga,Elche,Iván Marcone,ARG,MF,30.0,1990.0,33,30,2645,29.4,0,0,0,0,0,0,10,1,0.1,0.1,0.6,0.7,15.0,103.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2021
Iván Marcone,/ivan-marcone/profil/spieler/90451,32,DM,Argentina,1500000,1900000,Elche CF,/fc-elche/startseite/verein/1531,CA Independiente,/club-atletico-independiente/startseite/verein/1234,out,2021,-400000,33.0,1.82,right,ESP-La Liga,Elche,Iván Marcone,ARG,MF,30.0,1990.0,33,30,2645,29.4,0,0,0,0,0,0,10,1,0.1,0.1,0.6,0.7,15.0,103.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2021
Lucas Boyé,/lucas-boye/profil/spieler/334222,25,CF,Argentina,10000000,3000000,Torino FC,/fc-turin/startseite/verein/416,Elche CF,/fc-elche/startseite/verein/1531,in,2021,7000000,27.0,1.83,right,ESP-La Liga,Elche,Lucas Boyé,ARG,FW,24.0,1996.0,34,32,2694,29.9,7,2,9,7,0,0,9,1,5.2,5.2,1.1,6.3,43.0,54.0,117.0,0.23,0.07,0.3,0.23,0.3,0.17,0.04,0.21,0.17,0.21,2021
Johan Mojica,/johan-mojica/profil/spieler/262939,28,LB,Colombia,3000000,1200000,Girona FC,/fc-girona/startseite/verein/12321,Elche CF,/fc-elche/startseite/verein/1531,in,2021,1800000,30.0,1.85,left,ESP-La Liga,Elche,Johan Mojica,COL,DF,27.0,1992.0,17,14,1204,13.4,0,0,0,0,0,0,3,0,0.2,0.2,0.8,1.0,26.0,35.0,47.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,2021
Johan Mojica,/johan-mojica/profil/spieler/262939,28,LB,Colombia,3000000,1200000,Girona FC,/fc-girona/startseite/verein/12321,Elche CF,/fc-elche/startseite/verein/1531,in,2021,1800000,30.0,1.85,left,ITA-Serie A,Atalanta,Johan Mojica,COL,DF,27.0,1992.0,11,3,299,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,14.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16,2021
Lucas Pérez,/lucas-perez/profil/spieler/73185,33,CF,Spain,800000,200000,Elche CF,/fc-elche/startseite/verein/1531,Cádiz CF,/fc-cadiz/startseite/verein/2687,out,2021,600000,34.0,1.8,left,ESP-La Liga,Alavés,Lucas Pérez,ESP,FW,31.0,1988.0,28,19,1759,19.5,4,4,8,1,3,4,1,0,6.7,3.5,4.6,8.1,44.0,72.0,136.0,0.2,0.2,0.41,0.05,0.26,0.34,0.23,0.58,0.18,0.41,2021
Matthew Hoppe,/matthew-hoppe/profil/spieler/678194,20,CF,United States,1000000,3500000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,RCD Mallorca,/rcd-mallorca/startseite/verein/237,in,2021,-2500000,22.0,1.91,right,GER-Bundesliga,Schalke 04,Matthew Hoppe,USA,FW,19.0,2001.0,22,15,1305,14.5,6,1,7,6,0,0,3,0,3.8,3.8,0.8,4.6,17.0,14.0,69.0,0.41,0.07,0.48,0.41,0.48,0.26,0.06,0.32,0.26,0.32,2021
