playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,nextSeason
Sergio León,/sergio-leon/profil/spieler/145769,30,CF,Spain,2000000,4000000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,Levante UD,/ud-levante/startseite/verein/3368,in,2019,-2000000,34.0,1.76,right,ESP-La Liga,Betis,Sergio León,ESP,"FW,MF",29.0,1989.0,16,6,638,7.1,0,1,1,0,0,0,1,0,0.6,0.6,0.6,1.2,6.0,3.0,39.0,0.0,0.14,0.14,0.0,0.14,0.08,0.09,0.17,0.08,0.17,2019
Gonzalo Melero,/gonzalo-melero/profil/spieler/162056,25,CM,Spain,4000000,3600000,SD Huesca,/sd-huesca/startseite/verein/5358,Levante UD,/ud-levante/startseite/verein/3368,in,2019,400000,29.0,1.83,right,ESP-La Liga,Huesca,Gonzalo Melero,ESP,MF,24.0,1994.0,22,14,1345,14.9,2,1,3,1,1,2,3,0,5.1,3.5,1.9,5.4,24.0,95.0,29.0,0.13,0.07,0.2,0.07,0.13,0.34,0.13,0.47,0.23,0.36,2019
Erick Cabaco,/erick-cabaco/profil/spieler/302991,24,CB,Uruguay,1000000,8000000,Levante UD,/ud-levante/startseite/verein/3368,Getafe CF,/fc-getafe/startseite/verein/3709,out,2019,-7000000,28.0,1.85,right,ESP-La Liga,Levante,Erick Cabaco,URU,DF,23.0,1995.0,21,20,1632,18.1,2,0,2,2,0,0,11,2,1.5,1.5,0.1,1.6,20.0,65.0,2.0,0.11,0.0,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09,2019
Oier Olazábal,/oier-olazabal/profil/spieler/8176,30,GK,Spain,200000,1500000,Levante UD,/ud-levante/startseite/verein/3368,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,out,2019,-1300000,33.0,1.89,left,ESP-La Liga,Levante,Oier Olazábal,ESP,GK,28.0,1989.0,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Pablo Hervías,/pablo-hervias/profil/spieler/142027,26,RW,Spain,600000,1000000,SD Eibar,/sd-eibar/startseite/verein/1533,Real Valladolid CF,/real-valladolid/startseite/verein/366,in,2019,-400000,30.0,1.74,right,ESP-La Liga,Eibar,Pablo Hervías,ESP,MF,25.0,1993.0,3,2,180,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,6.0,1.0,9.0,0.0,0.5,0.5,0.0,0.5,0.04,0.16,0.2,0.04,0.2,2019
Pablo Hervías,/pablo-hervias/profil/spieler/142027,26,RW,Spain,600000,1000000,SD Eibar,/sd-eibar/startseite/verein/1533,Real Valladolid CF,/real-valladolid/startseite/verein/366,in,2019,-400000,30.0,1.74,right,ESP-La Liga,Valladolid,Pablo Hervías,ESP,MF,25.0,1993.0,3,2,160,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.5,2.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.26,0.06,0.26,2019
Fernando Calero,/fernando-calero/profil/spieler/357884,23,CB,Spain,2000000,8000000,Real Valladolid CF,/real-valladolid/startseite/verein/366,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,out,2019,-6000000,27.0,1.84,right,ESP-La Liga,Valladolid,Fernando Calero,ESP,DF,22.0,1995.0,36,35,3130,34.8,1,0,1,1,0,0,7,0,0.8,0.8,0.3,1.1,19.0,102.0,7.0,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,2019
Denis Suárez,/denis-suarez/profil/spieler/165007,25,AM,Spain,5000000,12900000,FC Barcelona,/fc-barcelona/startseite/verein/131,Celta de Vigo,/celta-vigo/startseite/verein/940,in,2019,-7900000,29.0,1.76,right,ENG-Premier League,Arsenal,Denis Suárez,ESP,"MF,FW",24.0,1994.0,4,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Denis Suárez,/denis-suarez/profil/spieler/165007,25,AM,Spain,5000000,12900000,FC Barcelona,/fc-barcelona/startseite/verein/131,Celta de Vigo,/celta-vigo/startseite/verein/940,in,2019,-7900000,29.0,1.76,right,ESP-La Liga,Barcelona,Denis Suárez,ESP,"MF,DF",24.0,1994.0,2,0,19,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.8,0.31,2.11,1.8,2.11,2019
Stanislav Lobotka,/stanislav-lobotka/profil/spieler/192735,25,DM,Slovakia,40000000,21000000,Celta de Vigo,/celta-vigo/startseite/verein/940,SSC Napoli,/ssc-neapel/startseite/verein/6195,out,2019,19000000,28.0,1.7,both,ESP-La Liga,Celta Vigo,Stanislav Lobotka,SVK,MF,23.0,1994.0,31,27,2489,27.7,0,1,1,0,0,0,1,0,0.9,0.9,0.9,1.8,46.0,118.0,34.0,0.0,0.04,0.04,0.0,0.04,0.03,0.03,0.06,0.03,0.06,2019
Maxi Gómez,/maxi-gomez/profil/spieler/396894,22,CF,Uruguay,7000000,14500000,Celta de Vigo,/celta-vigo/startseite/verein/940,Valencia CF,/fc-valencia/startseite/verein/1049,out,2019,-7500000,26.0,1.86,right,ESP-La Liga,Celta Vigo,Maxi Gómez,URU,FW,21.0,1996.0,35,33,2960,32.9,13,5,18,12,1,1,6,1,12.5,11.7,3.0,14.6,33.0,64.0,150.0,0.4,0.15,0.55,0.36,0.52,0.38,0.09,0.47,0.35,0.45,2019
Mathias Jensen,/mathias-jensen/profil/spieler/319859,23,CM,Denmark,22000000,3800000,Celta de Vigo,/celta-vigo/startseite/verein/940,Brentford FC,/fc-brentford/startseite/verein/1148,out,2019,18200000,27.0,1.8,right,ESP-La Liga,Celta Vigo,Mathias Jensen,DEN,"MF,FW",22.0,1996.0,6,3,235,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.08,0.06,0.08,2019
Andrew Hjulsager,/andrew-hjulsager/profil/spieler/167798,24,AM,Denmark,2000000,500000,Celta de Vigo,/celta-vigo/startseite/verein/940,KV Oostende,/kv-oostende/startseite/verein/2861,out,2019,1500000,28.0,1.75,right,ESP-La Liga,Celta Vigo,Andrew Hjulsager,DEN,"MF,FW",23.0,1995.0,15,2,359,4.0,0,3,3,0,0,0,1,0,0.1,0.1,1.7,1.8,9.0,13.0,29.0,0.0,0.75,0.75,0.0,0.75,0.02,0.43,0.45,0.02,0.45,2019
Marc Cardona,/marc-cardona/profil/spieler/443222,23,CF,Spain,1400000,2500000,FC Barcelona,/fc-barcelona/startseite/verein/131,CA Osasuna,/ca-osasuna/startseite/verein/331,in,2019,-1100000,27.0,1.82,right,ESP-La Liga,Eibar,Marc Cardona,ESP,"FW,MF",23.0,1995.0,17,6,604,6.7,3,1,4,3,0,0,1,0,3.4,3.4,0.7,4.1,13.0,9.0,66.0,0.45,0.15,0.6,0.45,0.6,0.5,0.11,0.61,0.5,0.61,2019
Facundo Roncaglia,/facundo-roncaglia/profil/spieler/61546,32,CB,Argentina,250000,250000,Celta de Vigo,/celta-vigo/startseite/verein/940,CA Osasuna,/ca-osasuna/startseite/verein/331,in,2019,0,36.0,1.79,right,ESP-La Liga,Celta Vigo,Facundo Roncaglia,ARG,DF,31.0,1987.0,12,12,1070,11.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,5.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2019
Facundo Roncaglia,/facundo-roncaglia/profil/spieler/61546,32,CB,Argentina,250000,250000,Celta de Vigo,/celta-vigo/startseite/verein/940,CA Osasuna,/ca-osasuna/startseite/verein/331,in,2019,0,36.0,1.79,right,ESP-La Liga,Valencia,Facundo Roncaglia,ARG,DF,31.0,1987.0,7,7,601,6.7,0,0,0,0,0,0,5,1,0.4,0.4,0.0,0.4,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,2019
Darwin Machís,/darwin-machis/profil/spieler/211251,26,LW,Venezuela,3000000,5000000,Udinese Calcio,/udinese-calcio/startseite/verein/410,Granada CF,/fc-granada/startseite/verein/16795,in,2019,-2000000,30.0,1.71,right,ITA-Serie A,Udinese,Darwin Machís,VEN,"FW,MF",25.0,1993.0,13,4,463,5.1,0,1,1,0,0,0,2,0,1.1,1.1,0.9,2.1,37.0,17.0,46.0,0.0,0.19,0.19,0.0,0.19,0.22,0.18,0.4,0.22,0.4,2019
Yannis Salibur,/yannis-salibur/profil/spieler/79893,28,RW,France,225000,2000000,EA Guingamp,/ea-guingamp/startseite/verein/855,RCD Mallorca,/rcd-mallorca/startseite/verein/237,in,2019,-1775000,32.0,1.77,left,FRA-Ligue 1,Guingamp,Yannis Salibur,FRA,MF,27.0,1991.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Yannis Salibur,/yannis-salibur/profil/spieler/79893,28,RW,France,225000,2000000,EA Guingamp,/ea-guingamp/startseite/verein/855,RCD Mallorca,/rcd-mallorca/startseite/verein/237,in,2019,-1775000,32.0,1.77,left,FRA-Ligue 1,Saint-Étienne,Yannis Salibur,FRA,"FW,MF",27.0,1991.0,21,9,885,9.8,1,3,4,1,0,0,2,1,2.1,2.1,2.6,4.7,57.0,39.0,88.0,0.1,0.31,0.41,0.1,0.41,0.21,0.26,0.47,0.21,0.47,2019
Achraf Hakimi,/achraf-hakimi/profil/spieler/398073,21,RB,Morocco,65000000,43000000,Real Madrid,/real-madrid/startseite/verein/418,Inter Milan,/inter-mailand/startseite/verein/46,out,2020,22000000,24.0,1.81,right,GER-Bundesliga,Dortmund,Achraf Hakimi,MAR,"DF,MF",20.0,1998.0,33,29,2715,30.2,5,10,15,5,0,0,5,0,4.9,4.9,5.3,10.2,159.0,168.0,323.0,0.17,0.33,0.5,0.17,0.5,0.16,0.18,0.34,0.16,0.34,2020
Sergio Reguilón,/sergio-reguilon/profil/spieler/282429,23,LB,Spain,10000000,30000000,Real Madrid,/real-madrid/startseite/verein/418,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2020,-20000000,26.0,1.78,left,ESP-La Liga,Sevilla,Sergio Reguilón,ESP,DF,22.0,1996.0,31,29,2509,27.9,2,4,6,2,0,0,8,0,2.3,2.3,4.0,6.3,121.0,128.0,237.0,0.07,0.14,0.22,0.07,0.22,0.08,0.14,0.23,0.08,0.23,2020
Arthur Melo,/arthur-melo/profil/spieler/362842,24,CM,Brazil,15000000,80600000,FC Barcelona,/fc-barcelona/startseite/verein/131,Juventus FC,/juventus-turin/startseite/verein/506,out,2020,-65600000,26.0,1.72,right,ESP-La Liga,Barcelona,Arthur Melo,BRA,MF,22.0,1996.0,21,14,1182,13.1,3,3,6,3,0,0,1,0,1.3,1.3,1.7,3.0,30.0,88.0,48.0,0.23,0.23,0.46,0.23,0.46,0.1,0.13,0.23,0.1,0.23,2020
Nélson Semedo,/nelson-semedo/profil/spieler/231572,26,RB,Portugal,15000000,32000000,FC Barcelona,/fc-barcelona/startseite/verein/131,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2020,-17000000,29.0,1.77,right,ESP-La Liga,Barcelona,Nélson Semedo,POR,DF,25.0,1993.0,32,24,2097,23.3,1,2,3,1,0,0,2,0,0.6,0.6,2.1,2.6,71.0,99.0,154.0,0.04,0.09,0.13,0.04,0.13,0.02,0.09,0.11,0.02,0.11,2020
Carles Pérez,/carles-perez/profil/spieler/282810,22,RW,Spain,5000000,13000000,FC Barcelona,/fc-barcelona/startseite/verein/131,AS Roma,/as-rom/startseite/verein/12,out,2020,-8000000,25.0,1.73,left,ESP-La Liga,Barcelona,Carles Pérez,ESP,FW,21.0,1998.0,10,5,476,5.3,1,2,3,1,0,0,0,0,1.0,1.0,0.3,1.3,21.0,16.0,81.0,0.19,0.38,0.57,0.19,0.57,0.19,0.05,0.25,0.19,0.25,2020
Carles Pérez,/carles-perez/profil/spieler/282810,22,RW,Spain,5000000,13000000,FC Barcelona,/fc-barcelona/startseite/verein/131,AS Roma,/as-rom/startseite/verein/12,out,2020,-8000000,25.0,1.73,left,ITA-Serie A,Roma,Carles Pérez,ESP,"FW,MF",21.0,1998.0,14,5,566,6.3,1,3,4,1,0,0,2,0,1.2,1.2,1.3,2.5,28.0,21.0,39.0,0.16,0.48,0.64,0.16,0.64,0.18,0.21,0.39,0.18,0.39,2020
Rafinha,/rafinha/profil/spieler/129473,27,AM,Brazil,4000000,1500000,FC Barcelona,/fc-barcelona/startseite/verein/131,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,out,2020,2500000,30.0,1.74,left,ESP-La Liga,Barcelona,Rafinha,BRA,"FW,MF",26.0,1993.0,3,2,186,2.1,0,0,0,0,0,0,0,0,0.7,0.7,0.4,1.0,10.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.34,0.17,0.51,0.34,0.51,2020
Rafinha,/rafinha/profil/spieler/129473,27,AM,Brazil,4000000,1500000,FC Barcelona,/fc-barcelona/startseite/verein/131,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,out,2020,2500000,30.0,1.74,left,ESP-La Liga,Celta Vigo,Rafinha,BRA,MF,26.0,1993.0,29,25,2111,23.5,4,1,5,4,0,0,5,0,1.5,1.5,1.9,3.5,70.0,140.0,63.0,0.17,0.04,0.21,0.17,0.21,0.07,0.08,0.15,0.07,0.15,2020
Arturo Vidal,/arturo-vidal/profil/spieler/37666,33,CM,Chile,1200000,1000000,FC Barcelona,/fc-barcelona/startseite/verein/131,Inter Milan,/inter-mailand/startseite/verein/46,out,2020,200000,36.0,1.8,right,ESP-La Liga,Barcelona,Arturo Vidal,CHI,MF,32.0,1987.0,33,16,1671,18.6,8,2,10,8,0,0,4,0,5.2,5.2,2.9,8.1,21.0,82.0,116.0,0.43,0.11,0.54,0.43,0.54,0.28,0.16,0.44,0.28,0.44,2020
Álvaro Morata,/alvaro-morata/profil/spieler/128223,27,CF,Spain,20000000,35000000,Chelsea FC,/fc-chelsea/startseite/verein/631,Atlético de Madrid,/atletico-madrid/startseite/verein/13,in,2020,-15000000,30.0,1.89,right,ESP-La Liga,Atlético Madrid,Álvaro Morata,ESP,FW,26.0,1992.0,34,25,2098,23.3,12,2,14,10,2,3,6,1,16.0,13.6,4.9,18.5,49.0,27.0,139.0,0.51,0.09,0.6,0.43,0.51,0.69,0.21,0.89,0.59,0.79,2020
Yannick Carrasco,/yannick-carrasco/profil/spieler/140776,27,LW,Belgium,25000000,27000000,Dalian Professional,/dalian-professional/startseite/verein/33304,Atlético de Madrid,/atletico-madrid/startseite/verein/13,in,2020,-2000000,29.0,1.81,right,ESP-La Liga,Atlético Madrid,Yannick Carrasco,BEL,"MF,FW",25.0,1993.0,15,6,631,7.0,1,2,3,1,0,0,2,0,1.2,1.2,1.0,2.2,23.0,21.0,41.0,0.14,0.29,0.43,0.14,0.43,0.17,0.14,0.31,0.17,0.31,2020
Luis Suárez,/luis-suarez/profil/spieler/44352,33,CF,Uruguay,4000000,9000000,FC Barcelona,/fc-barcelona/startseite/verein/131,Atlético de Madrid,/atletico-madrid/startseite/verein/13,in,2020,-5000000,36.0,1.82,right,ESP-La Liga,Barcelona,Luis Suárez,URU,FW,32.0,1987.0,28,22,1998,22.2,16,8,24,15,1,1,4,0,12.7,12.0,2.5,14.5,30.0,43.0,171.0,0.72,0.36,1.08,0.68,1.04,0.57,0.11,0.68,0.54,0.65,2020
Luis Suárez,/luis-suarez/profil/spieler/424784,22,CF,Colombia,8000000,7000000,Watford FC,/fc-watford/startseite/verein/1010,Granada CF,/fc-granada/startseite/verein/16795,in,2020,1000000,25.0,1.8,right,ESP-La Liga,Barcelona,Luis Suárez,URU,FW,32.0,1987.0,28,22,1998,22.2,16,8,24,15,1,1,4,0,12.7,12.0,2.5,14.5,30.0,43.0,171.0,0.72,0.36,1.08,0.68,1.04,0.57,0.11,0.68,0.54,0.65,2020
Thomas Partey,/thomas-partey/profil/spieler/230784,27,DM,Ghana,35000000,50000000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2020,-15000000,30.0,1.85,right,ESP-La Liga,Atlético Madrid,Thomas Partey,GHA,MF,26.0,1993.0,35,29,2549,28.3,3,0,3,3,0,0,13,0,1.6,1.6,1.1,2.7,35.0,181.0,15.0,0.11,0.0,0.11,0.11,0.11,0.06,0.04,0.1,0.06,0.1,2020
Suso,/suso/profil/spieler/111961,26,RW,Spain,6000000,21700000,AC Milan,/ac-mailand/startseite/verein/5,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2020,-15700000,29.0,1.77,left,ESP-La Liga,Sevilla,Suso,ESP,"FW,MF",25.0,1993.0,17,8,785,8.7,1,1,2,1,0,0,0,0,0.8,0.8,1.8,2.6,18.0,59.0,52.0,0.11,0.11,0.23,0.11,0.23,0.09,0.2,0.3,0.09,0.3,2020
Suso,/suso/profil/spieler/111961,26,RW,Spain,6000000,21700000,AC Milan,/ac-mailand/startseite/verein/5,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2020,-15700000,29.0,1.77,left,ITA-Serie A,Milan,Suso,ESP,"FW,MF",25.0,1993.0,16,15,1359,15.1,1,2,3,1,0,0,2,0,1.1,1.1,4.5,5.6,49.0,96.0,148.0,0.07,0.13,0.2,0.07,0.2,0.07,0.3,0.37,0.07,0.37,2020
Papu Gómez,/papu-gomez/profil/spieler/20005,32,LW,Argentina,3000000,6400000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2020,-3400000,35.0,1.67,right,ITA-Serie A,Atalanta,Papu Gómez,ARG,"MF,FW",31.0,1988.0,36,34,2842,31.6,7,16,23,7,0,0,2,0,7.8,7.8,9.9,17.6,241.0,276.0,203.0,0.22,0.51,0.73,0.22,0.73,0.25,0.31,0.56,0.25,0.56,2020
Karim Rekik,/karim-rekik/profil/spieler/182579,25,CB,Netherlands,4000000,2000000,Hertha BSC,/hertha-bsc/startseite/verein/44,Sevilla FC,/fc-sevilla/startseite/verein/368,in,2020,2000000,28.0,1.86,left,GER-Bundesliga,Hertha BSC,Karim Rekik,NED,DF,24.0,1994.0,14,14,1260,14.0,1,0,1,1,0,0,0,0,0.6,0.6,0.3,1.0,15.0,45.0,5.0,0.07,0.0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,2020
Sergio Rico,/sergio-rico/profil/spieler/207302,27,GK,Spain,3000000,6000000,Sevilla FC,/fc-sevilla/startseite/verein/368,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,out,2020,-3000000,29.0,1.96,right,FRA-Ligue 1,Paris S-G,Sergio Rico,ESP,GK,25.0,1993.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Pervis Estupiñán,/pervis-estupinan/profil/spieler/349599,22,LB,Ecuador,32000000,16399999,Watford FC,/fc-watford/startseite/verein/1010,Villarreal CF,/fc-villarreal/startseite/verein/1050,in,2020,15600001,25.0,1.75,left,ESP-La Liga,Osasuna,Pervis Estupiñán,ECU,DF,21.0,1998.0,36,32,2979,33.1,1,5,6,1,0,0,8,0,1.6,1.6,3.6,5.2,114.0,132.0,184.0,0.03,0.15,0.18,0.03,0.18,0.05,0.11,0.16,0.05,0.16,2020
Étienne Capoue,/etienne-capoue/profil/spieler/63494,32,DM,France,3000000,2000000,Watford FC,/fc-watford/startseite/verein/1010,Villarreal CF,/fc-villarreal/startseite/verein/1050,in,2020,1000000,34.0,1.89,right,ENG-Premier League,Watford,Étienne Capoue,FRA,MF,31.0,1988.0,30,30,2627,29.2,0,3,3,0,0,0,8,0,0.8,0.8,3.3,4.1,16.0,132.0,23.0,0.0,0.1,0.1,0.0,0.1,0.03,0.11,0.14,0.03,0.14,2020
Karl Toko Ekambi,/karl-toko-ekambi/profil/spieler/315110,27,LW,Cameroon,8000000,11500000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Olympique Lyon,/olympique-lyon/startseite/verein/1041,out,2020,-3500000,30.0,1.82,right,ESP-La Liga,Villarreal,Karl Toko Ekambi,CMR,FW,26.0,1992.0,18,11,993,11.0,6,2,8,6,0,0,0,0,8.0,8.0,1.5,9.6,29.0,10.0,92.0,0.54,0.18,0.73,0.54,0.73,0.73,0.14,0.87,0.73,0.87,2020
Karl Toko Ekambi,/karl-toko-ekambi/profil/spieler/315110,27,LW,Cameroon,8000000,11500000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Olympique Lyon,/olympique-lyon/startseite/verein/1041,out,2020,-3500000,30.0,1.82,right,FRA-Ligue 1,Lyon,Karl Toko Ekambi,CMR,"FW,MF",26.0,1992.0,8,5,538,6.0,2,1,3,2,0,0,2,0,2.2,2.2,1.2,3.4,25.0,15.0,58.0,0.33,0.17,0.5,0.33,0.5,0.37,0.2,0.57,0.37,0.57,2020
Álvaro González,/alvaro-gonzalez/profil/spieler/183647,30,CB,Spain,2300000,4000000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Olympique Marseille,/olympique-marseille/startseite/verein/244,out,2020,-1700000,33.0,1.82,right,FRA-Ligue 1,Marseille,Álvaro González,ESP,DF,29.0,1990.0,20,19,1628,18.1,0,0,0,0,0,0,4,1,1.0,1.0,0.4,1.3,9.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,2020
Marc Cucurella,/marc-cucurella/profil/spieler/284857,21,LB,Spain,35000000,11800000,FC Barcelona,/fc-barcelona/startseite/verein/131,Getafe CF,/fc-getafe/startseite/verein/3709,in,2020,23200000,24.0,1.73,left,ESP-La Liga,Getafe,Marc Cucurella,ESP,"MF,DF",21.0,1998.0,37,37,3237,36.0,1,5,6,1,0,0,9,0,2.2,2.2,4.4,6.6,62.0,153.0,202.0,0.03,0.14,0.17,0.03,0.17,0.06,0.12,0.18,0.06,0.18,2020
Enes Ünal,/enes-unal/profil/spieler/251106,23,CF,Turkey,25000000,9000000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Getafe CF,/fc-getafe/startseite/verein/3709,in,2020,16000000,26.0,1.87,right,ESP-La Liga,Valladolid,Enes Ünal,TUR,FW,22.0,1997.0,35,23,2344,26.0,6,2,8,4,2,3,4,0,9.7,7.4,2.6,10.0,45.0,65.0,130.0,0.23,0.08,0.31,0.15,0.23,0.37,0.1,0.47,0.28,0.38,2020
Carlos Fernández,/carlos-fernandez/profil/spieler/216464,24,CF,Spain,3000000,10000000,Sevilla FC,/fc-sevilla/startseite/verein/368,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,in,2020,-7000000,27.0,1.85,left,ESP-La Liga,Granada,Carlos Fernández,ESP,"FW,MF",23.0,1996.0,34,21,2201,24.5,10,3,13,9,1,1,8,0,9.8,9.0,3.0,12.0,31.0,57.0,106.0,0.41,0.12,0.53,0.37,0.49,0.4,0.12,0.52,0.37,0.49,2020
Diego Llorente,/diego-llorente/profil/spieler/246291,27,CB,Spain,12000000,20000000,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,Leeds United,/leeds-united/startseite/verein/399,out,2020,-8000000,29.0,1.86,right,ESP-La Liga,Real Sociedad,Diego Llorente,ESP,DF,25.0,1993.0,29,27,2327,25.9,1,1,2,1,0,0,7,1,1.1,1.1,0.2,1.3,30.0,90.0,3.0,0.04,0.04,0.08,0.04,0.08,0.04,0.01,0.05,0.04,0.05,2020
Gerónimo Rulli,/geronimo-rulli/profil/spieler/229604,28,GK,Argentina,10000000,5000000,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,Villarreal CF,/fc-villarreal/startseite/verein/1050,out,2020,5000000,31.0,1.89,right,FRA-Ligue 1,Montpellier,Gerónimo Rulli,ARG,GK,27.0,1992.0,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Rodrigo,/rodrigo/profil/spieler/131505,29,CF,Spain,6000000,30000000,Valencia CF,/fc-valencia/startseite/verein/1049,Leeds United,/leeds-united/startseite/verein/399,out,2020,-24000000,32.0,1.82,left,ESP-La Liga,Valencia,Rodrigo,ESP,FW,28.0,1991.0,27,23,1880,20.9,4,7,11,4,0,0,2,1,6.7,6.7,5.7,12.4,60.0,77.0,143.0,0.19,0.34,0.53,0.19,0.53,0.32,0.27,0.6,0.32,0.6,2020
Geoffrey Kondogbia,/geoffrey-kondogbia/profil/spieler/127189,27,DM,Central African Republic,14000000,15000000,Valencia CF,/fc-valencia/startseite/verein/1049,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2020,-1000000,30.0,1.88,left,ESP-La Liga,Valencia,Geoffrey Kondogbia,CTA,MF,26.0,1993.0,27,21,1807,20.1,1,1,2,1,0,0,5,0,1.1,1.1,0.2,1.2,21.0,98.0,11.0,0.05,0.05,0.1,0.05,0.1,0.05,0.01,0.06,0.05,0.06,2020
Francis Coquelin,/francis-coquelin/profil/spieler/74869,29,DM,France,3000000,7100000,Valencia CF,/fc-valencia/startseite/verein/1049,Villarreal CF,/fc-villarreal/startseite/verein/1050,out,2020,-4100000,32.0,1.77,right,ESP-La Liga,Valencia,Francis Coquelin,FRA,MF,28.0,1991.0,26,21,1905,21.2,0,0,0,0,0,0,8,1,0.4,0.4,0.2,0.6,14.0,85.0,18.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2020
Álex Berenguer,/alex-berenguer/profil/spieler/338425,25,LW,Spain,15000000,12000000,Torino FC,/fc-turin/startseite/verein/416,Athletic Bilbao,/athletic-bilbao/startseite/verein/621,in,2020,3000000,27.0,1.75,right,ITA-Serie A,Torino,Álex Berenguer,ESP,"MF,DF",24.0,1995.0,29,21,1823,20.3,6,2,8,6,0,0,4,0,4.0,4.0,4.0,8.0,97.0,77.0,121.0,0.3,0.1,0.39,0.3,0.39,0.2,0.2,0.4,0.2,0.4,2020
Maxime Gonalons,/maxime-gonalons/profil/spieler/60542,31,DM,France,900000,4000000,AS Roma,/as-rom/startseite/verein/12,Granada CF,/fc-granada/startseite/verein/16795,in,2020,-3100000,34.0,1.87,right,ESP-La Liga,Granada,Maxime Gonalons,FRA,MF,30.0,1989.0,19,17,1506,16.7,0,0,0,0,0,0,7,0,0.3,0.3,1.3,1.5,8.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.09,0.02,0.09,2020
