playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,nextSeason
Nordin Amrabat,/nordin-amrabat/profil/spieler/55619,31,RW,Morocco,400000,8500000,Watford FC,/fc-watford/startseite/verein/1010,Al-Nassr FC,/al-nasr-riad/startseite/verein/18544,in,2018,-8100000,36.0,1.79,right,ENG-Premier League,Watford,Nordin Amrabat,MAR,FW,30,1987,3,3,198,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,7,22,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09,2018.0
Nordin Amrabat,/nordin-amrabat/profil/spieler/55619,31,RW,Morocco,400000,8500000,Watford FC,/fc-watford/startseite/verein/1010,Al-Nassr FC,/al-nasr-riad/startseite/verein/18544,in,2018,-8100000,36.0,1.79,right,ESP-La Liga,Leganés,Nordin Amrabat,MAR,"FW,MF",30,1987,30,17,1623,18.0,2,4,6,2,0,0,6,1,3.7,3.7,3.2,6.9,87,50,146,0.11,0.22,0.33,0.11,0.33,0.20,0.18,0.38,0.20,0.38,2018.0
Yves Bissouma,/yves-bissouma/profil/spieler/410425,21,CM,Mali,18000000,16800000,LOSC Lille,/losc-lille/startseite/verein/1082,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,out,2018,1200000,26.0,1.82,right,FRA-Ligue 1,Lille,Yves Bissouma,MLI,"MF,DF",20,1996,24,15,1561,17.3,2,1,3,2,0,0,3,0,2.1,2.1,0.7,2.8,64,113,51,0.12,0.06,0.17,0.12,0.17,0.12,0.04,0.16,0.12,0.16,2018.0
Bernardo,/bernardo/profil/spieler/364258,23,CB,Brazil,2500000,10000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,out,2018,-7500000,28.0,1.86,left,GER-Bundesliga,RB Leipzig,Bernardo,BRA,DF,22,1995,18,15,1350,15.0,1,1,2,1,0,0,2,0,0.6,0.6,0.7,1.2,31,71,57,0.07,0.07,0.13,0.07,0.13,0.04,0.04,0.08,0.04,0.08,2018.0
Martín Montoya,/martin-montoya/profil/spieler/68645,27,RB,Spain,1200000,7000000,Valencia CF,/fc-valencia/startseite/verein/1049,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,out,2018,-5800000,32.0,1.75,right,ESP-La Liga,Valencia,Martín Montoya,ESP,DF,26,1991,25,24,2152,23.9,0,4,4,0,0,0,7,0,0.2,0.2,2.0,2.2,44,104,65,0.00,0.17,0.17,0.00,0.17,0.01,0.08,0.09,0.01,0.09,2018.0
Florin Andone,/florin-andone/profil/spieler/177065,25,CF,Romania,800000,6000000,Deportivo de La Coruña,/deportivo-la-coruna/startseite/verein/897,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,out,2018,-5200000,30.0,1.81,right,ESP-La Liga,La Coruña,Florin Andone,ROU,FW,24,1993,29,16,1636,18.2,7,3,10,7,0,1,6,0,11.4,10.6,0.9,11.5,41,11,144,0.39,0.17,0.55,0.39,0.55,0.63,0.05,0.68,0.58,0.63,2018.0
Sam Baldock,/sam-baldock/profil/spieler/67211,29,CF,England,100000,3900000,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,Reading FC,/fc-reading/startseite/verein/1032,in,2018,-3800000,34.0,1.7,right,ENG-Premier League,Brighton,Sam Baldock,ENG,FW,28,1989,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2018.0
Connor Goldson,/connor-goldson/profil/spieler/163656,25,CB,England,7000000,3400000,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,Rangers FC,/glasgow-rangers/startseite/verein/124,in,2018,3600000,30.0,1.91,right,ENG-Premier League,Brighton,Connor Goldson,ENG,DF,24,1992,3,2,200,2.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,3,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,2018.0
Jamie Murphy,/jamie-murphy/profil/spieler/51730,28,LW,Scotland,450000,1200000,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,Rangers FC,/glasgow-rangers/startseite/verein/124,in,2018,-750000,33.0,1.78,right,ENG-Premier League,Brighton,Jamie Murphy,SCO,MF,27,1989,4,1,168,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,4,14,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,2018.0
Terence Kongolo,/terence-kongolo/profil/spieler/152651,24,CB,Netherlands,900000,20000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-19100000,29.0,1.88,left,ENG-Premier League,Huddersfield,Terence Kongolo,NED,DF,23,1994,13,11,1049,11.7,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,7,36,21,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,2018.0
Terence Kongolo,/terence-kongolo/profil/spieler/152651,24,CB,Netherlands,900000,20000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-19100000,29.0,1.88,left,FRA-Ligue 1,Monaco,Terence Kongolo,NED,DF,23,1994,3,3,257,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,4,7,16,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16,2018.0
Adama Diakhaby,/adama-diakhaby/profil/spieler/453594,22,RW,France,600000,10000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-9400000,26.0,1.84,left,FRA-Ligue 1,Monaco,Adama Diakhaby,FRA,FW,21,1996,22,10,850,9.4,2,3,5,2,0,0,2,1,2.2,2.2,0.6,2.9,26,7,82,0.21,0.32,0.53,0.21,0.53,0.24,0.07,0.30,0.24,0.30,2018.0
Ramadan Sobhi,/ramadan-sobhi/profil/spieler/312017,21,LW,Egypt,3000000,6500000,Stoke City,/stoke-city/startseite/verein/512,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-3500000,26.0,1.83,right,ENG-Premier League,Stoke City,Ramadan Sobhi,EGY,"MF,FW",20,1997,24,12,1238,13.8,2,0,2,2,0,0,2,0,1.2,1.2,1.0,2.2,58,38,102,0.15,0.00,0.15,0.15,0.15,0.09,0.07,0.16,0.09,0.16,2018.0
Florent Hadergjonaj,/florent-hadergjonaj/profil/spieler/238809,23,RB,Kosovo,3100000,5000000,FC Ingolstadt 04,/fc-ingolstadt-04/startseite/verein/4795,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-1900000,28.0,1.82,right,ENG-Premier League,Huddersfield,Florent Hadergjonaj,KVX,"DF,MF",23,1994,23,19,1674,18.6,0,1,1,0,0,0,3,0,0.3,0.3,1.5,1.7,40,62,111,0.00,0.05,0.05,0.00,0.05,0.01,0.08,0.09,0.01,0.09,2018.0
Jonas Lössl,/jonas-lossl/profil/spieler/48870,29,GK,Denmark,600000,2500000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-1900000,34.0,1.95,right,ENG-Premier League,Huddersfield,Jonas Lössl,DEN,GK,28,1989,38,38,3420,38.0,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,0,2,0,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02,2018.0
Tom Ince,/tom-ince/profil/spieler/157368,26,RW,England,1500000,11200000,Huddersfield Town,/huddersfield-town/startseite/verein/1110,Stoke City,/stoke-city/startseite/verein/512,in,2018,-9700000,31.0,1.78,left,ENG-Premier League,Huddersfield,Tom Ince,ENG,"MF,FW",25,1992,33,27,2452,27.2,2,0,2,2,0,0,0,0,6.4,6.4,1.4,7.8,57,60,125,0.07,0.00,0.07,0.07,0.07,0.24,0.05,0.29,0.24,0.29,2018.0
Jannik Vestergaard,/jannik-vestergaard/profil/spieler/99331,25,CB,Denmark,4000000,25000000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,Southampton FC,/fc-southampton/startseite/verein/180,out,2018,-21000000,30.0,1.99,both,GER-Bundesliga,M'Gladbach,Jannik Vestergaard,DEN,DF,24,1992,32,32,2880,32.0,3,0,3,3,0,0,5,0,1.9,1.9,0.9,2.9,10,114,3,0.09,0.00,0.09,0.09,0.09,0.06,0.03,0.09,0.06,0.09,2018.0
Manolo Gabbiadini,/manolo-gabbiadini/profil/spieler/112343,27,CF,Italy,2000000,11900000,Southampton FC,/fc-southampton/startseite/verein/180,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2018,-9900000,31.0,1.86,left,ENG-Premier League,Southampton,Manolo Gabbiadini,ITA,FW,25,1991,28,11,1081,12.0,5,0,5,4,1,1,2,0,2.5,1.7,0.5,2.2,12,12,58,0.42,0.00,0.42,0.33,0.33,0.21,0.04,0.25,0.14,0.18,2018.0
Adama Traoré,/adama-traore/profil/spieler/204103,22,RW,Spain,10000000,20000000,Middlesbrough FC,/fc-middlesbrough/startseite/verein/641,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2018,-10000000,27.0,1.78,right,FRA-Ligue 1,Monaco,Adama Traoré,MLI,"MF,FW",22,1995,3,2,189,2.1,3,0,3,3,0,0,1,0,0.9,0.9,0.0,0.9,1,8,9,1.43,0.00,1.43,1.43,1.43,0.41,0.01,0.42,0.41,0.42,2018.0
João Moutinho,/joao-moutinho/profil/spieler/29364,31,CM,Portugal,1500000,5600000,AS Monaco,/as-monaco/startseite/verein/162,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2018,-4100000,36.0,1.7,right,FRA-Ligue 1,Monaco,João Moutinho,POR,MF,30,1986,33,31,2803,31.1,1,6,7,1,0,0,6,0,1.1,1.1,5.8,6.8,54,310,76,0.03,0.19,0.22,0.03,0.22,0.03,0.18,0.22,0.03,0.22,2018.0
Benik Afobe,/benik-afobe/profil/spieler/110858,25,CF,DR Congo,1200000,13500000,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,Stoke City,/stoke-city/startseite/verein/512,in,2018,-12300000,30.0,1.83,right,ENG-Premier League,Bournemouth,Benik Afobe,COD,FW,24,1993,17,5,611,6.8,0,0,0,0,0,0,0,0,1.6,1.6,0.1,1.8,12,9,37,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.30,0.27,0.30,2018.0
Prince Oniangué,/prince-oniangue/profil/spieler/60578,29,DM,Congo,250000,500000,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,SM Caen,/sm-caen/startseite/verein/1162,in,2018,-250000,34.0,1.88,right,FRA-Ligue 1,Angers,Prince Oniangué,CGO,MF,28,1988,14,14,1056,11.7,1,0,1,1,0,0,1,1,2.8,2.8,0.4,3.2,17,45,22,0.09,0.00,0.09,0.09,0.09,0.24,0.04,0.27,0.24,0.27,2018.0
Maxime Le Marchand,/maxime-le-marchand/profil/spieler/60558,28,CB,France,1200000,4000000,OGC Nice,/ogc-nizza/startseite/verein/417,Fulham FC,/fc-fulham/startseite/verein/931,out,2018,-2800000,33.0,1.85,left,FRA-Ligue 1,Nice,Maxime Le Marchand,FRA,DF,27,1989,29,29,2534,28.2,0,3,3,0,0,0,4,0,0.7,0.7,0.6,1.3,45,122,69,0.00,0.11,0.11,0.00,0.11,0.02,0.02,0.05,0.02,0.05,2018.0
Rodri,/rodri/profil/spieler/357565,23,DM,Spain,90000000,70000000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,Manchester City,/manchester-city/startseite/verein/281,out,2019,20000000,27.0,1.91,right,ESP-La Liga,Atlético Madrid,Rodri,ESP,MF,22,1996,34,32,2735,30.4,3,1,4,3,0,0,5,0,2.7,2.7,1.4,4.1,26,152,13,0.10,0.03,0.13,0.10,0.13,0.09,0.04,0.13,0.09,0.13,2019.0
João Cancelo,/joao-cancelo/profil/spieler/182712,25,RB,Portugal,50000000,65000000,Juventus FC,/juventus-turin/startseite/verein/506,Manchester City,/manchester-city/startseite/verein/281,out,2019,-15000000,29.0,1.82,right,ITA-Serie A,Juventus,João Cancelo,POR,DF,24,1994,25,22,1968,21.9,1,3,4,1,0,0,6,0,1.7,1.7,4.0,5.7,109,143,152,0.05,0.14,0.18,0.05,0.18,0.08,0.18,0.26,0.08,0.26,2019.0
Pedro Porro,/pedro-porro/profil/spieler/553875,19,RB,Spain,40000000,12000000,Girona FC,/fc-girona/startseite/verein/12321,Manchester City,/manchester-city/startseite/verein/281,out,2019,28000000,23.0,1.73,right,ESP-La Liga,Girona,Pedro Porro,ESP,DF,18,1999,32,25,2211,24.6,0,4,4,0,0,0,4,0,1.6,1.6,2.9,4.5,82,109,145,0.00,0.16,0.16,0.00,0.16,0.07,0.12,0.18,0.07,0.18,2019.0
Danilo,/danilo/profil/spieler/145707,28,CB,Brazil,15000000,37000000,Manchester City,/manchester-city/startseite/verein/281,Juventus FC,/juventus-turin/startseite/verein/506,in,2019,-22000000,31.0,1.84,right,ENG-Premier League,Manchester City,Danilo,BRA,DF,27,1991,11,9,807,9.0,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,20,77,33,0.11,0.00,0.11,0.11,0.11,0.05,0.02,0.07,0.05,0.07,2019.0
Douglas Luiz,/douglas-luiz/profil/spieler/447661,21,CM,Brazil,40000000,16800000,Manchester City,/manchester-city/startseite/verein/281,Aston Villa,/aston-villa/startseite/verein/405,in,2019,23200000,25.0,1.77,right,ESP-La Liga,Girona,Douglas Luiz,BRA,MF,20,1998,23,16,1490,16.6,0,0,0,0,0,0,7,0,1.6,1.6,0.5,2.1,29,90,16,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.13,0.10,0.13,2019.0
Manu García,/manu-garcia/profil/spieler/277118,21,AM,Spain,3500000,4000000,Manchester City,/manchester-city/startseite/verein/281,Sporting Gijón,/sporting-gijon/startseite/verein/2448,in,2019,-500000,25.0,1.69,right,ESP-La Liga,Alavés,Manu García,ESP,MF,32,1986,34,25,2330,25.9,1,1,2,1,0,0,6,0,2.9,2.9,0.7,3.6,19,97,35,0.04,0.04,0.08,0.04,0.08,0.11,0.03,0.14,0.11,0.14,2019.0
Manu García,/manu-garcia/profil/spieler/277118,21,AM,Spain,3500000,4000000,Manchester City,/manchester-city/startseite/verein/281,Sporting Gijón,/sporting-gijon/startseite/verein/2448,in,2019,-500000,25.0,1.69,right,FRA-Ligue 1,Toulouse,Manu García,ESP,MF,20,1998,31,21,1843,20.5,0,4,4,0,0,0,2,1,0.8,0.8,1.8,2.6,36,139,65,0.00,0.20,0.20,0.00,0.20,0.04,0.09,0.12,0.04,0.12,2019.0
Danny Ings,/danny-ings/profil/spieler/134294,26,CF,England,12000000,25100000,Liverpool FC,/fc-liverpool/startseite/verein/31,Southampton FC,/fc-southampton/startseite/verein/180,in,2019,-13100000,30.0,1.77,right,ENG-Premier League,Southampton,Danny Ings,ENG,FW,26,1992,24,23,1651,18.3,7,3,10,4,3,3,1,0,9.4,7.0,3.1,10.1,21,56,125,0.38,0.16,0.55,0.22,0.38,0.51,0.17,0.68,0.38,0.55,2019.0
Allan,/allan/profil/spieler/385271,22,DM,Brazil,7000000,3500000,Liverpool FC,/fc-liverpool/startseite/verein/31,Clube Atlético Mineiro,/clube-atletico-mineiro/startseite/verein/330,in,2019,3500000,26.0,1.72,left,GER-Bundesliga,Eint Frankfurt,Allan,BRA,MF,21,1997,4,2,176,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,4,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,2019.0
Allan,/allan/profil/spieler/385271,22,DM,Brazil,7000000,3500000,Liverpool FC,/fc-liverpool/startseite/verein/31,Clube Atlético Mineiro,/clube-atletico-mineiro/startseite/verein/330,in,2019,3500000,26.0,1.72,left,ITA-Serie A,Napoli,Allan,BRA,MF,27,1991,33,28,2616,29.1,1,3,4,1,0,0,10,0,1.0,1.0,2.5,3.6,49,236,45,0.03,0.10,0.14,0.03,0.14,0.03,0.09,0.12,0.03,0.12,2019.0
Eden Hazard,/eden-hazard/profil/spieler/50202,28,LW,Belgium,5000000,115000000,Chelsea FC,/fc-chelsea/startseite/verein/631,Real Madrid,/real-madrid/startseite/verein/418,in,2019,-110000000,32.0,1.75,right,ENG-Premier League,Chelsea,Eden Hazard,BEL,FW,27,1991,37,32,2923,32.5,16,15,31,12,4,4,2,0,10.5,7.4,10.0,17.4,276,249,439,0.49,0.46,0.95,0.37,0.83,0.32,0.31,0.63,0.23,0.53,2019.0
Ola Aina,/ola-aina/profil/spieler/236490,22,RB,Nigeria,3500000,9800000,Chelsea FC,/fc-chelsea/startseite/verein/631,Torino FC,/fc-turin/startseite/verein/416,in,2019,-6300000,26.0,1.84,right,ITA-Serie A,Torino,Ola Aina,NGA,DF,21,1996,30,22,2160,24.0,1,3,4,1,0,0,5,1,1.4,1.4,2.5,4.0,62,97,96,0.04,0.12,0.17,0.04,0.17,0.06,0.11,0.17,0.06,0.17,2019.0
David Luiz,/david-luiz/profil/spieler/46741,32,CB,Brazil,600000,8700000,Chelsea FC,/fc-chelsea/startseite/verein/631,Arsenal FC,/fc-arsenal/startseite/verein/11,in,2019,-8100000,36.0,1.89,right,ENG-Premier League,Chelsea,David Luiz,BRA,DF,31,1987,36,36,3238,36.0,3,2,5,3,0,0,3,0,2.6,2.6,2.9,5.5,54,247,4,0.08,0.06,0.14,0.08,0.14,0.07,0.08,0.15,0.07,0.15,2019.0
Kenneth Omeruo,/kenneth-omeruo/profil/spieler/131708,25,CB,Nigeria,1500000,5000000,Chelsea FC,/fc-chelsea/startseite/verein/631,CD Leganés,/cd-leganes/startseite/verein/1244,in,2019,-3500000,29.0,1.85,right,ESP-La Liga,Leganés,Kenneth Omeruo,NGA,DF,24,1993,28,27,2433,27.0,0,0,0,0,0,0,7,0,0.2,0.2,0.1,0.2,4,56,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,2019.0
Ryan Sessegnon,/ryan-sessegnon/profil/spieler/392775,19,LM,England,18000000,27000000,Fulham FC,/fc-fulham/startseite/verein/931,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2019,-9000000,23.0,1.78,left,ENG-Premier League,Fulham,Ryan Sessegnon,ENG,"FW,DF",18,2000,35,26,2300,25.6,2,6,8,2,0,0,0,0,4.0,4.0,3.8,7.8,57,57,193,0.08,0.23,0.31,0.08,0.31,0.16,0.15,0.31,0.16,0.31,2019.0
Christian Eriksen,/christian-eriksen/profil/spieler/69633,27,CM,Denmark,22000000,27000000,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,Inter Milan,/inter-mailand/startseite/verein/46,in,2019,-5000000,31.0,1.82,right,ENG-Premier League,Tottenham,Christian Eriksen,DEN,MF,26,1992,35,30,2774,30.8,8,12,20,8,0,0,3,0,5.4,5.4,7.4,12.8,78,212,132,0.26,0.39,0.65,0.26,0.65,0.17,0.24,0.42,0.17,0.42,2019.0
Kieran Trippier,/kieran-trippier/profil/spieler/95810,28,RB,England,11000000,22000000,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,Atlético de Madrid,/atletico-madrid/startseite/verein/13,in,2019,-11000000,32.0,1.73,right,ENG-Premier League,Tottenham,Kieran Trippier,ENG,DF,27,1990,27,26,2276,25.3,1,3,4,1,0,0,2,0,0.5,0.5,4.1,4.6,40,179,200,0.04,0.12,0.16,0.04,0.16,0.02,0.16,0.18,0.02,0.18,2019.0
Vincent Janssen,/vincent-janssen/profil/spieler/207015,25,CF,Netherlands,9000000,9000000,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,CF Monterrey,/cf-monterrey/startseite/verein/2407,in,2019,0,29.0,1.85,left,ENG-Premier League,Tottenham,Vincent Janssen,NED,FW,24,1994,3,0,39,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,6,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.86,0.86,0.86,2019.0
Nicolas Pépé,/nicolas-pepe/profil/spieler/343052,24,RW,Cote d'Ivoire,22000000,80000000,LOSC Lille,/losc-lille/startseite/verein/1082,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2019,-58000000,28.0,1.83,left,FRA-Ligue 1,Lille,Nicolas Pépé,CIV,"FW,MF",23,1995,38,37,3324,36.9,22,11,33,13,9,10,1,0,21.1,13.3,9.6,22.8,139,116,293,0.60,0.30,0.89,0.35,0.65,0.57,0.26,0.83,0.36,0.62,2019.0
William Saliba,/william-saliba/profil/spieler/495666,18,CB,France,65000000,30000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2019,35000000,22.0,1.92,right,FRA-Ligue 1,Saint-Étienne,William Saliba,FRA,DF,17,2001,16,13,1277,14.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,7,21,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,2019.0
Alex Iwobi,/alex-iwobi/profil/spieler/242631,23,AM,Nigeria,28000000,30400000,Arsenal FC,/fc-arsenal/startseite/verein/11,Everton FC,/fc-everton/startseite/verein/29,in,2019,-2400000,27.0,1.83,right,ENG-Premier League,Arsenal,Alex Iwobi,NGA,"FW,MF",22,1996,35,22,1970,21.9,3,6,9,3,0,0,0,0,3.5,3.5,7.0,10.5,132,141,234,0.14,0.27,0.41,0.14,0.41,0.16,0.32,0.48,0.16,0.48,2019.0
David Ospina,/david-ospina/profil/spieler/73396,30,GK,Colombia,3000000,3500000,Arsenal FC,/fc-arsenal/startseite/verein/11,SSC Napoli,/ssc-neapel/startseite/verein/6195,in,2019,-500000,34.0,1.83,right,ITA-Serie A,Napoli,David Ospina,COL,GK,29,1988,17,16,1457,16.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2019.0
Carl Jenkinson,/carl-jenkinson/profil/spieler/126321,27,RB,England,450000,2200000,Arsenal FC,/fc-arsenal/startseite/verein/11,Nottingham Forest,/nottingham-forest/startseite/verein/703,in,2019,-1750000,31.0,1.85,right,ENG-Premier League,Arsenal,Carl Jenkinson,ENG,DF,26,1992,3,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,9,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,2019.0
Takuma Asano,/takuma-asano/profil/spieler/245744,24,RW,Japan,4000000,1000000,Arsenal FC,/fc-arsenal/startseite/verein/11,FK Partizan Belgrade,/fk-partizan-belgrad/startseite/verein/669,in,2019,3000000,28.0,1.73,right,GER-Bundesliga,Hannover 96,Takuma Asano,JPN,"MF,FW",23,1994,13,9,699,7.8,0,0,0,0,0,0,0,0,1.6,1.6,0.4,2.0,21,14,59,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.25,0.20,0.25,2019.0
Harry Maguire,/harry-maguire/profil/spieler/177907,26,CB,England,20000000,87000000,Leicester City,/leicester-city/startseite/verein/1003,Manchester United,/manchester-united/startseite/verein/985,out,2019,-67000000,30.0,1.94,right,ENG-Premier League,Leicester City,Harry Maguire,ENG,DF,25,1993,31,31,2596,28.8,3,0,3,3,0,0,6,1,2.4,2.4,0.8,3.2,53,190,23,0.10,0.00,0.10,0.10,0.10,0.08,0.03,0.11,0.08,0.11,2019.0
Aaron Wan-Bissaka,/aaron-wan-bissaka/profil/spieler/477758,21,RB,England,25000000,55000000,Crystal Palace,/crystal-palace/startseite/verein/873,Manchester United,/manchester-united/startseite/verein/985,out,2019,-30000000,25.0,1.83,right,ENG-Premier League,Crystal Palace,Aaron Wan-Bissaka,ENG,DF,20,1997,35,35,3134,34.8,0,3,3,0,0,0,4,1,0.5,0.5,2.1,2.6,100,159,119,0.00,0.09,0.09,0.00,0.09,0.01,0.06,0.07,0.01,0.07,2019.0
Romelu Lukaku,/romelu-lukaku/profil/spieler/96341,26,CF,Belgium,40000000,74000000,Manchester United,/manchester-united/startseite/verein/985,Inter Milan,/inter-mailand/startseite/verein/46,in,2019,-34000000,30.0,1.91,left,ENG-Premier League,Manchester Utd,Romelu Lukaku,BEL,FW,25,1993,32,22,2136,23.7,12,0,12,12,0,0,4,0,10.5,10.5,2.2,12.7,44,55,200,0.51,0.00,0.51,0.51,0.51,0.44,0.09,0.54,0.44,0.54,2019.0
Matteo Darmian,/matteo-darmian/profil/spieler/54906,29,RB,Italy,4000000,2480000,Manchester United,/manchester-united/startseite/verein/985,Parma Calcio 1913,/parma-calcio-1913/startseite/verein/130,in,2019,1520000,33.0,1.83,right,ENG-Premier League,Manchester Utd,Matteo Darmian,ITA,DF,28,1989,6,5,443,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,20,18,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,2019.0
Ashley Young,/ashley-young/profil/spieler/14086,34,RB,England,600000,1700000,Manchester United,/manchester-united/startseite/verein/985,Inter Milan,/inter-mailand/startseite/verein/46,in,2019,-1100000,37.0,1.75,both,ENG-Premier League,Manchester Utd,Ashley Young,ENG,DF,33,1985,30,28,2569,28.5,2,2,4,2,0,0,9,1,0.5,0.5,3.1,3.6,71,155,124,0.07,0.07,0.14,0.07,0.14,0.02,0.11,0.13,0.02,0.13,2019.0
Raúl Jiménez,/raul-jimenez/profil/spieler/206040,28,CF,Mexico,6000000,38000000,SL Benfica,/benfica-lissabon/startseite/verein/294,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2019,-32000000,32.0,1.88,right,ENG-Premier League,Wolves,Raúl Jiménez,MEX,FW,27,1991,38,36,3111,34.6,13,7,20,11,2,2,4,0,15.1,13.6,6.3,19.8,76,82,236,0.38,0.20,0.58,0.32,0.52,0.44,0.18,0.62,0.39,0.57,2019.0
Patrick Cutrone,/patrick-cutrone/profil/spieler/265078,21,CF,Italy,2500000,18000000,AC Milan,/ac-mailand/startseite/verein/5,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2019,-15500000,25.0,1.83,right,ITA-Serie A,Milan,Patrick Cutrone,ITA,FW,20,1998,34,12,1457,16.2,3,2,5,3,0,0,2,0,3.0,3.0,1.6,4.5,26,13,142,0.19,0.12,0.31,0.19,0.31,0.18,0.10,0.28,0.18,0.28,2019.0
