playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation
Joe Murphy,/joe-murphy/profil/spieler/3655,20,GK,Ireland,50000,250000,Tranmere Rovers,/tranmere-rovers/startseite/verein/1074,West Bromwich Albion,/west-bromwich-albion/startseite/verein/984,out,2002,-200000
Cristiano Ronaldo,/cristiano-ronaldo/profil/spieler/8198,18,CF,Portugal,15000000,19000000,Sporting CP,/sporting-lissabon/startseite/verein/336,Manchester United,/manchester-united/startseite/verein/985,out,2003,-4000000
Gaël Clichy,/gael-clichy/profil/spieler/7449,18,LB,France,100000,375000,AS Cannes,/as-cannes/startseite/verein/895,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2003,-275000
Scott Carson,/scott-carson/profil/spieler/14555,19,GK,England,200000,1400000,Leeds United,/leeds-united/startseite/verein/399,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2004,-1200000
James Milner,/james-milner/profil/spieler/3333,18,CM,England,1500000,7400000,Leeds United,/leeds-united/startseite/verein/399,Newcastle United,/newcastle-united/startseite/verein/762,out,2004,-5900000
Ricardo Batista,/ricardo-batista/profil/spieler/24846,17,GK,Portugal,100000,50000,Vitória Setúbal FC U19,/vitoria-setubal-fc-u19/startseite/verein/15019,Fulham FC,/fc-fulham/startseite/verein/931,out,2004,50000
Reto Ziegler,/reto-ziegler/profil/spieler/9915,18,CB,Switzerland,100000,1000000,Grasshopper Club Zurich,/grasshopper-club-zurich/startseite/verein/504,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2004,-900000
Morten Gamst Pedersen,/morten-gamst-pedersen/profil/spieler/22741,22,CM,Norway,50000,2250000,Tromsø IL,/tromso-il/startseite/verein/1293,Blackburn Rovers,/blackburn-rovers/startseite/verein/164,out,2004,-2200000
Neil Danns,/neil-danns/profil/spieler/4108,21,CM,Guyana,75000,50000,Blackburn Rovers,/blackburn-rovers/startseite/verein/164,Colchester United,/colchester-united/startseite/verein/1060,in,2004,25000
Theo Walcott,/theo-walcott/profil/spieler/33713,16,RW,England,1000000,10500000,Southampton FC,/fc-southampton/startseite/verein/180,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2005,-9500000
Alex Song,/alex-song/profil/spieler/27394,17,DM,Cameroon,200000,4000000,SC Bastia,/sc-bastia/startseite/verein/595,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2005,-3800000
Carlos Vela,/carlos-vela/profil/spieler/35773,16,RW,Mexico,2500000,3000000,Deportivo Guadalajara U20,/deportivo-guadalajara-u20/startseite/verein/14700,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2005,-500000
Vito Mannone,/vito-mannone/profil/spieler/33781,17,GK,Italy,300000,500000,Atalanta Primavera,/atalanta-bergamo-u19/startseite/verein/11998,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2005,-200000
John Ruddy,/john-ruddy/profil/spieler/29712,18,GK,England,300000,375000,Cambridge United,/cambridge-united/startseite/verein/986,Everton FC,/fc-everton/startseite/verein/29,out,2005,-75000
Pepe Reina,/pepe-reina/profil/spieler/7825,22,GK,Spain,700000,9800000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2005,-9100000
Tom Huddlestone,/tom-huddlestone/profil/spieler/13465,18,DM,England,250000,4700000,Derby County,/derby-county/startseite/verein/22,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2005,-4450000
Curtis Davies,/curtis-davies/profil/spieler/18227,20,CB,England,100000,4500000,Luton Town,/luton-town/startseite/verein/1031,West Bromwich Albion,/west-bromwich-albion/startseite/verein/984,out,2005,-4400000
Salomon Kalou,/salomon-kalou/profil/spieler/7971,20,LW,Cote d'Ivoire,150000,4000000,Feyenoord Rotterdam,/feyenoord-rotterdam/startseite/verein/234,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2006,-3850000
Ben Sahar,/ben-sahar/profil/spieler/40436,17,CF,Israel,150000,500000,Hapoel Tel Aviv U19,/hapoel-tel-aviv-u19/startseite/verein/19853,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2006,-350000
Astrit Ajdarevic,/astrit-ajdarevic/profil/spieler/37795,16,CM,Albania,125000,1200000,Falkenbergs FF,/falkenbergs-ff/startseite/verein/5196,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2006,-1075000
Joe Hart,/joe-hart/profil/spieler/40204,19,GK,England,1700000,900000,Shrewsbury Town,/shrewsbury-town/startseite/verein/3054,Manchester City,/manchester-city/startseite/verein/281,out,2006,800000
Ashley Young,/ashley-young/profil/spieler/14086,21,RB,England,600000,13200000,Watford FC,/fc-watford/startseite/verein/1010,Aston Villa,/aston-villa/startseite/verein/405,out,2006,-12600000
Ismaël Fofana,/ismael-fofana/profil/spieler/39184,18,CF,Cote d'Ivoire,75000,700000,ASEC Mimosas,/asec-mimosas/startseite/verein/3891,Charlton Athletic,/charlton-athletic/startseite/verein/358,out,2006,-625000
Darren Pratley,/darren-pratley/profil/spieler/28957,21,CM,England,75000,150000,Fulham FC,/fc-fulham/startseite/verein/931,Swansea City,/swansea-city/startseite/verein/2288,in,2006,-75000
Joe Garner,/joe-garner/profil/spieler/46111,18,CF,England,75000,210000,Blackburn Rovers,/blackburn-rovers/startseite/verein/164,Carlisle United,/carlisle-united/startseite/verein/1220,in,2006,-135000
Mikkel Andersen,/mikkel-andersen/profil/spieler/42694,18,GK,Denmark,200000,100000,Akademisk Boldklub,/akademisk-boldklub/startseite/verein/362,Reading FC,/fc-reading/startseite/verein/1032,out,2006,100000
Colin Kazim-Richards,/colin-kazim-richards/profil/spieler/36802,20,CF,Turkey,175000,1500000,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,Sheffield United,/sheffield-united/startseite/verein/350,out,2006,-1325000
Ahmed Fathi,/ahmed-fathi/profil/spieler/38168,22,RB,Egypt,150000,1050000,Ismaily SC,/ismaily-sc/startseite/verein/3595,Sheffield United,/sheffield-united/startseite/verein/350,out,2006,-900000
Tamás Priskin,/tamas-priskin/profil/spieler/43716,19,CF,Hungary,200000,1500000,ETO FC Győr ,/eto-fc-gy%C5%91r/startseite/verein/6055,Watford FC,/fc-watford/startseite/verein/1010,out,2006,-1300000
Nani,/nani/profil/spieler/33706,20,LW,Portugal,500000,25500000,Sporting CP,/sporting-lissabon/startseite/verein/336,Manchester United,/manchester-united/startseite/verein/985,out,2007,-25000000
Rafael,/rafael/profil/spieler/61892,17,RB,Brazil,900000,3000000,Fluminense Football Club,/fluminense-rio-de-janeiro/startseite/verein/2462,Manchester United,/manchester-united/startseite/verein/985,out,2007,-2100000
Giuseppe Rossi,/giuseppe-rossi/profil/spieler/19104,20,CF,Italy,100000,10000000,Manchester United,/manchester-united/startseite/verein/985,Villarreal CF,/fc-villarreal/startseite/verein/1050,in,2007,-9900000
Phil Bardsley,/phil-bardsley/profil/spieler/15773,22,RB,Scotland,75000,3000000,Manchester United,/manchester-united/startseite/verein/985,Sunderland AFC,/afc-sunderland/startseite/verein/289,in,2007,-2925000
Franco Di Santo,/franco-di-santo/profil/spieler/59783,18,CF,Argentina,400000,4500000,Audax Italiano,/audax-italiano/startseite/verein/6363,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2007,-4100000
Ryan Babel,/ryan-babel/profil/spieler/16135,20,LW,Netherlands,150000,17250000,Ajax Amsterdam,/ajax-amsterdam/startseite/verein/610,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2007,-17100000
Krisztián Németh,/krisztian-nemeth/profil/spieler/48262,18,CF,Hungary,300000,3000000,MTK Budapest,/mtk-budapest/startseite/verein/634,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2007,-2700000
Nikolay Mihaylov,/nikolay-mihaylov/profil/spieler/24480,19,GK,Bulgaria,200000,150000,Levski Sofia,/levski-sofia/startseite/verein/156,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2007,50000
Lukasz Fabianski,/lukasz-fabianski/profil/spieler/29692,22,GK,Poland,900000,4350000,Legia Warszawa,/legia-warschau/startseite/verein/255,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2007,-3450000
Kevin-Prince Boateng,/kevin-prince-boateng/profil/spieler/16922,20,AM,Ghana,700000,7900000,Hertha BSC,/hertha-bsc/startseite/verein/44,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2007,-7200000
Adel Taarabt,/adel-taarabt/profil/spieler/45287,18,CM,Morocco,1500000,4000000,RC Lens,/rc-lens/startseite/verein/826,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2007,-2500000
Chris Gunter,/chris-gunter/profil/spieler/43853,18,RB,Wales,200000,3200000,Cardiff City,/cardiff-city/startseite/verein/603,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2007,-3000000
Danny Rose,/danny-rose/profil/spieler/50174,17,LB,England,1000000,1000000,Leeds United U18,/leeds-united-u18/startseite/verein/10161,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2007,0
Reto Ziegler,/reto-ziegler/profil/spieler/9915,21,CB,Switzerland,100000,2000000,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2007,-1900000
Phil Jagielka,/phil-jagielka/profil/spieler/13520,24,CB,England,200000,6000000,Sheffield United,/sheffield-united/startseite/verein/350,Everton FC,/fc-everton/startseite/verein/29,out,2007,-5800000
Dan Gosling,/dan-gosling/profil/spieler/44983,17,CM,England,400000,1500000,Plymouth Argyle,/plymouth-argyle/startseite/verein/2262,Everton FC,/fc-everton/startseite/verein/29,out,2007,-1100000
Lukas Jutkiewicz,/lukas-jutkiewicz/profil/spieler/33507,18,CF,England,450000,600000,Swindon Town,/swindon-town/startseite/verein/352,Everton FC,/fc-everton/startseite/verein/29,out,2007,-150000
Marek Matejovsky,/marek-matejovsky/profil/spieler/26906,26,CM,Czech Republic,50000,1900000,FK Mlada Boleslav,/fk-mlada-boleslav/startseite/verein/5546,Reading FC,/fc-reading/startseite/verein/1032,out,2007,-1850000
Danijel Subotic,/danijel-subotic/profil/spieler/65297,18,CF,Switzerland,25000,400000,FC Basel 1893 U21,/fc-basel-1893-u21/startseite/verein/5299,Portsmouth FC,/fc-portsmouth/startseite/verein/1020,out,2007,-375000
Roque Santa Cruz,/roque-santa-cruz/profil/spieler/215,25,CF,Paraguay,250000,5000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Blackburn Rovers,/blackburn-rovers/startseite/verein/164,out,2007,-4750000
Steven Davis,/steven-davis/profil/spieler/28973,22,CM,Northern Ireland,750000,5900000,Aston Villa,/aston-villa/startseite/verein/405,Fulham FC,/fc-fulham/startseite/verein/931,in,2007,-5150000
Tamás Kádár,/tamas-kadar/profil/spieler/64313,17,CB,Hungary,400000,1350000,Zalaegerszegi TE FC,/zalaegerszegi-te-fc/startseite/verein/1391,Newcastle United,/newcastle-united/startseite/verein/762,out,2007,-950000
Valeri Bozhinov,/valeri-bozhinov/profil/spieler/4176,21,CF,Bulgaria,10000,8000000,ACF Fiorentina,/ac-florenz/startseite/verein/430,Manchester City,/manchester-city/startseite/verein/281,out,2007,-7990000
Felipe Caicedo,/felipe-caicedo/profil/spieler/37834,19,CF,Ecuador,600000,7000000,FC Basel 1893,/fc-basel-1893/startseite/verein/26,Manchester City,/manchester-city/startseite/verein/281,out,2007,-6400000
Lee Camp,/lee-camp/profil/spieler/13443,22,GK,Northern Ireland,150000,450000,Derby County,/derby-county/startseite/verein/22,Queens Park Rangers,/queens-park-rangers/startseite/verein/1039,in,2007,-300000
Craig Gordon,/craig-gordon/profil/spieler/12589,24,GK,Scotland,450000,10820000,Heart of Midlothian FC,/heart-of-midlothian-fc/startseite/verein/43,Sunderland AFC,/afc-sunderland/startseite/verein/289,out,2007,-10370000
Jean-Yves M'voto,/jean-yves-mvoto/profil/spieler/55381,19,CB,France,50000,400000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Sunderland AFC,/afc-sunderland/startseite/verein/289,out,2007,-350000
Neil Danns,/neil-danns/profil/spieler/4108,25,CM,Guyana,75000,900000,Birmingham City,/birmingham-city/startseite/verein/337,Crystal Palace,/crystal-palace/startseite/verein/873,in,2007,-825000
Neil Kilkenny,/neil-kilkenny/profil/spieler/2997,22,DM,Australia,200000,225000,Birmingham City,/birmingham-city/startseite/verein/337,Leeds United,/leeds-united/startseite/verein/399,in,2007,-25000
Zoran Tosic,/zoran-tosic/profil/spieler/46180,21,RW,Serbia,200000,7000000,FK Partizan Belgrade,/fk-partizan-belgrad/startseite/verein/669,Manchester United,/manchester-united/startseite/verein/985,out,2008,-6800000
Ritchie De Laet,/ritchie-de-laet/profil/spieler/55687,20,RB,Belgium,500000,250000,Stoke City,/stoke-city/startseite/verein/512,Manchester United,/manchester-united/startseite/verein/985,out,2008,250000
Aaron Ramsey,/aaron-ramsey/profil/spieler/50057,17,CM,Wales,3000000,6400000,Cardiff City,/cardiff-city/startseite/verein/603,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2008,-3400000
Péter Gulácsi,/peter-gulacsi/profil/spieler/57071,18,GK,Hungary,5000000,250000,MTK Budapest U19,/mtk-budapest-u19/startseite/verein/15907,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2008,4750000
Scott Carson,/scott-carson/profil/spieler/14555,22,GK,England,200000,4000000,Liverpool FC,/fc-liverpool/startseite/verein/31,West Bromwich Albion,/west-bromwich-albion/startseite/verein/984,in,2008,-3800000
Marouane Fellaini,/marouane-fellaini/profil/spieler/39679,20,CM,Belgium,2500000,21760000,Standard Liège,/standard-luttich/startseite/verein/3057,Everton FC,/fc-everton/startseite/verein/29,out,2008,-19260000
Seamus Coleman,/seamus-coleman/profil/spieler/68390,20,RB,Ireland,1000000,70000,Sligo Rovers,/sligo-rovers/startseite/verein/8780,Everton FC,/fc-everton/startseite/verein/29,out,2008,930000
James Milner,/james-milner/profil/spieler/3333,22,CM,England,1500000,15000000,Newcastle United,/newcastle-united/startseite/verein/762,Aston Villa,/aston-villa/startseite/verein/405,out,2008,-13500000
Curtis Davies,/curtis-davies/profil/spieler/18227,23,CB,England,100000,10000000,West Bromwich Albion,/west-bromwich-albion/startseite/verein/984,Aston Villa,/aston-villa/startseite/verein/405,out,2008,-9900000
Brad Guzan,/brad-guzan/profil/spieler/39471,23,GK,United States,100000,1000000,CD Chivas USA,/cd-chivas-usa/startseite/verein/6642,Aston Villa,/aston-villa/startseite/verein/405,out,2008,-900000
Luka Modric,/luka-modric/profil/spieler/27992,22,CM,Croatia,10000000,22500000,GNK Dinamo Zagreb,/gnk-dinamo-zagreb/startseite/verein/419,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2008,-12500000
Xisco,/xisco/profil/spieler/34564,22,CF,Spain,50000,5680000,Deportivo de La Coruña,/deportivo-la-coruna/startseite/verein/897,Newcastle United,/newcastle-united/startseite/verein/762,out,2008,-5630000
Haris Vuckic,/haris-vuckic/profil/spieler/76560,16,SS,Slovenia,1200000,100000,NK Domzale,/nk-domzale/startseite/verein/6248,Newcastle United,/newcastle-united/startseite/verein/762,out,2008,1100000
Hugo Rodallega,/hugo-rodallega/profil/spieler/37934,23,CF,Colombia,200000,4800000,Club Necaxa,/club-necaxa/startseite/verein/1146,Wigan Athletic,/wigan-athletic/startseite/verein/1071,out,2008,-4600000
David Stockdale,/david-stockdale/profil/spieler/67339,22,GK,England,100000,400000,Darlington FC (- 2012),/fc-darlington-aufgel-/startseite/verein/1089,Fulham FC,/fc-fulham/startseite/verein/931,out,2008,-300000
Steven Davis,/steven-davis/profil/spieler/28973,23,CM,Northern Ireland,750000,3800000,Fulham FC,/fc-fulham/startseite/verein/931,Rangers FC,/glasgow-rangers/startseite/verein/124,in,2008,-3050000
Ricardo Batista,/ricardo-batista/profil/spieler/24846,21,GK,Portugal,100000,150000,Fulham FC,/fc-fulham/startseite/verein/931,Sporting CP,/sporting-lissabon/startseite/verein/336,in,2008,-50000
Graham Dorrans,/graham-dorrans/profil/spieler/36608,21,CM,Scotland,225000,300000,Livingston FC,/livingston-fc/startseite/verein/1241,West Bromwich Albion,/west-bromwich-albion/startseite/verein/984,out,2008,-75000
Mark Oxley,/mark-oxley/profil/spieler/67232,17,GK,England,150000,195000,Rotherham United,/rotherham-united/startseite/verein/1194,Hull City,/hull-city/startseite/verein/3008,out,2008,-45000
Mame Diouf,/mame-diouf/profil/spieler/62049,21,CF,Senegal,600000,4500000,Molde FK,/molde-fk/startseite/verein/687,Manchester United,/manchester-united/startseite/verein/985,out,2009,-3900000
Gabriel Obertan,/gabriel-obertan/profil/spieler/43261,20,RW,France,150000,4000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Manchester United,/manchester-united/startseite/verein/985,out,2009,-3850000
Cristiano Ronaldo,/cristiano-ronaldo/profil/spieler/8198,24,CF,Portugal,15000000,94000000,Manchester United,/manchester-united/startseite/verein/985,Real Madrid,/real-madrid/startseite/verein/418,in,2009,-79000000
Fraizer Campbell,/fraizer-campbell/profil/spieler/42411,21,CF,England,150000,4099999,Manchester United,/manchester-united/startseite/verein/985,Sunderland AFC,/afc-sunderland/startseite/verein/289,in,2009,-3949999
Daniel Sturridge,/daniel-sturridge/profil/spieler/47082,19,CF,England,200000,7250000,Manchester City,/manchester-city/startseite/verein/281,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2009,-7050000
Nemanja Matic,/nemanja-matic/profil/spieler/74683,21,DM,Serbia,4000000,1750000,MFK Košice,/fc-vss-kosice/startseite/verein/779,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2009,2250000
Ben Sahar,/ben-sahar/profil/spieler/40436,19,CF,Israel,150000,1000000,Chelsea FC,/fc-chelsea/startseite/verein/631,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,in,2009,-850000
Kyle Naughton,/kyle-naughton/profil/spieler/66219,20,RB,England,300000,5900000,Sheffield United,/sheffield-united/startseite/verein/350,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2009,-5600000
Kyle Walker,/kyle-walker/profil/spieler/95424,19,RB,England,13000000,5900000,Sheffield United,/sheffield-united/startseite/verein/350,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2009,7100000
Kevin-Prince Boateng,/kevin-prince-boateng/profil/spieler/16922,22,AM,Ghana,700000,4500000,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,Portsmouth FC,/fc-portsmouth/startseite/verein/1020,in,2009,-3800000
Chris Gunter,/chris-gunter/profil/spieler/43853,19,RB,Wales,200000,2000000,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,Nottingham Forest,/nottingham-forest/startseite/verein/703,in,2009,-1800000
Tomas Pekhart,/tomas-pekhart/profil/spieler/38746,20,CF,Czech Republic,400000,800000,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,FK Baumit Jablonec,/fk-jablonec/startseite/verein/1322,in,2009,-400000
Manuel da Costa,/manuel-da-costa/profil/spieler/37398,23,CB,Morocco,200000,2700000,ACF Fiorentina,/ac-florenz/startseite/verein/430,West Ham United,/west-ham-united/startseite/verein/379,out,2009,-2500000
Fabio Daprelà,/fabio-daprela/profil/spieler/66109,18,CB,Switzerland,200000,1200000,Grasshopper Club Zurich,/grasshopper-club-zurich/startseite/verein/504,West Ham United,/west-ham-united/startseite/verein/379,out,2009,-1000000
Roque Santa Cruz,/roque-santa-cruz/profil/spieler/215,27,CF,Paraguay,250000,21200000,Blackburn Rovers,/blackburn-rovers/startseite/verein/164,Manchester City,/manchester-city/startseite/verein/281,out,2009,-20950000
Ched Evans,/ched-evans/profil/spieler/61622,20,CF,Wales,200000,3500000,Manchester City,/manchester-city/startseite/verein/281,Sheffield United,/sheffield-united/startseite/verein/350,in,2009,-3300000
James McCarthy,/james-mccarthy/profil/spieler/45333,18,CM,Ireland,1200000,5100000,Hamilton Academical FC,/hamilton-academical-fc/startseite/verein/2999,Wigan Athletic,/wigan-athletic/startseite/verein/1071,out,2009,-3900000
Victor Moses,/victor-moses/profil/spieler/59866,19,RM,Nigeria,2000000,3000000,Crystal Palace,/crystal-palace/startseite/verein/873,Wigan Athletic,/wigan-athletic/startseite/verein/1071,out,2009,-1000000
Mohamed Diamé,/mohamed-diame/profil/spieler/70950,22,CM,Senegal,125000,3000000,Rayo Vallecano,/rayo-vallecano/startseite/verein/367,Wigan Athletic,/wigan-athletic/startseite/verein/1071,out,2009,-2875000
Asmir Begovic,/asmir-begovic/profil/spieler/33873,22,GK,Bosnia-Herzegovina,800000,3750000,Portsmouth FC,/fc-portsmouth/startseite/verein/1020,Stoke City,/stoke-city/startseite/verein/512,out,2009,-2950000
Diego Arismendi,/diego-arismendi/profil/spieler/72645,21,DM,Uruguay,50000,3000000,Club Nacional,/club-nacional/startseite/verein/866,Stoke City,/stoke-city/startseite/verein/512,out,2009,-2950000
Chung-yong Lee,/chung-yong-lee/profil/spieler/81801,21,RW,"Korea, South",500000,2500000,FC Seoul,/fc-seoul/startseite/verein/6500,Bolton Wanderers,/bolton-wanderers/startseite/verein/355,out,2009,-2000000
Mark Connolly,/mark-connolly/profil/spieler/128285,17,CB,Ireland,300000,1200000,Wolverhampton Wanderers U18,/wolverhampton-wanderers-u18/startseite/verein/12801,Bolton Wanderers,/bolton-wanderers/startseite/verein/355,out,2009,-900000
Blerim Dzemaili,/blerim-dzemaili/profil/spieler/9967,23,CM,Switzerland,100000,2000000,Bolton Wanderers,/bolton-wanderers/startseite/verein/355,Torino FC,/fc-turin/startseite/verein/416,in,2009,-1900000
Nikola Kalinic,/nikola-kalinic/profil/spieler/36371,21,CF,Croatia,300000,7000000,HNK Hajduk Split,/hnk-hajduk-split/startseite/verein/447,Blackburn Rovers,/blackburn-rovers/startseite/verein/164,out,2009,-6700000
Steven Nzonzi,/steven-nzonzi/profil/spieler/73734,20,DM,France,3000000,580000,Amiens SC,/amiens-sc/startseite/verein/1416,Blackburn Rovers,/blackburn-rovers/startseite/verein/164,out,2009,2420000
Matt Derbyshire,/matt-derbyshire/profil/spieler/15175,23,CF,England,100000,3000000,Blackburn Rovers,/blackburn-rovers/startseite/verein/164,Olympiacos Piraeus,/olympiakos-piraus/startseite/verein/683,in,2009,-2900000
Elliott Bennett,/elliott-bennett/profil/spieler/43193,20,RM,Jamaica,150000,230000,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,in,2009,-80000
Scott Dann,/scott-dann/profil/spieler/62688,22,CB,England,200000,4000000,Coventry City,/coventry-city/startseite/verein/990,Birmingham City,/birmingham-city/startseite/verein/337,out,2009,-3800000
Jay O'Shea,/jay-oshea/profil/spieler/68327,20,CM,Ireland,300000,100000,Galway United FC (- 2011),/galway-united-fc-aufgel-2011-/startseite/verein/9212,Birmingham City,/birmingham-city/startseite/verein/337,out,2009,200000
Steven Fletcher,/steven-fletcher/profil/spieler/35099,22,CF,Scotland,300000,4700000,Hibernian FC,/hibernian-fc/startseite/verein/903,Burnley FC,/fc-burnley/startseite/verein/1132,out,2009,-4400000
Brian Easton,/brian-easton/profil/spieler/45331,21,LB,Scotland,250000,400000,Hamilton Academical FC,/hamilton-academical-fc/startseite/verein/2999,Burnley FC,/fc-burnley/startseite/verein/1132,out,2009,-150000
Kevin Long,/kevin-long/profil/spieler/111114,19,CB,Ireland,500000,350000,Cork City FC,/cork-city-fc/startseite/verein/27774,Burnley FC,/fc-burnley/startseite/verein/1132,out,2009,150000
James Milner,/james-milner/profil/spieler/3333,24,CM,England,1500000,22000000,Aston Villa,/aston-villa/startseite/verein/405,Manchester City,/manchester-city/startseite/verein/281,in,2010,-20500000
Curtis Davies,/curtis-davies/profil/spieler/18227,25,CB,England,100000,4000000,Aston Villa,/aston-villa/startseite/verein/405,Birmingham City,/birmingham-city/startseite/verein/337,in,2010,-3900000
Chris Basham,/chris-basham/profil/spieler/52495,21,CB,England,300000,1400000,Bolton Wanderers,/bolton-wanderers/startseite/verein/355,Blackpool FC,/fc-blackpool/startseite/verein/1181,out,2010,-1100000
Craig Cathcart,/craig-cathcart/profil/spieler/59606,21,CB,Northern Ireland,600000,625000,Manchester United Reserves,/manchester-united-u23/startseite/verein/9251,Blackpool FC,/fc-blackpool/startseite/verein/1181,out,2010,-25000
Matt Phillips,/matt-phillips/profil/spieler/77274,19,RW,Scotland,800000,400000,Wycombe Wanderers,/wycombe-wanderers/startseite/verein/2805,Blackpool FC,/fc-blackpool/startseite/verein/1181,out,2010,400000
Mauro Boselli,/mauro-boselli/profil/spieler/40822,25,CF,Argentina,250000,3700000,Club Estudiantes de La Plata,/club-estudiantes-de-la-plata/startseite/verein/288,Wigan Athletic,/wigan-athletic/startseite/verein/1071,out,2010,-3450000
Franco Di Santo,/franco-di-santo/profil/spieler/59783,21,CF,Argentina,400000,2400000,Chelsea FC,/fc-chelsea/startseite/verein/631,Wigan Athletic,/wigan-athletic/startseite/verein/1071,out,2010,-2000000
James McArthur,/james-mcarthur/profil/spieler/41416,22,CM,Scotland,400000,600000,Hamilton Academical FC,/hamilton-academical-fc/startseite/verein/2999,Wigan Athletic,/wigan-athletic/startseite/verein/1071,out,2010,-200000
Bebé,/bebe/profil/spieler/153427,20,LW,Cape Verde,800000,8800000,Vitória Guimarães SC,/vitoria-guimaraes-sc/startseite/verein/2420,Manchester United,/manchester-united/startseite/verein/985,out,2010,-8000000
Chris Smalling,/chris-smalling/profil/spieler/103427,20,CB,England,8000000,8000000,Fulham FC,/fc-fulham/startseite/verein/931,Manchester United,/manchester-united/startseite/verein/985,out,2010,0
Chicharito,/chicharito/profil/spieler/50935,22,CF,Mexico,2000000,7500000,Deportivo Guadalajara,/deportivo-guadalajara/startseite/verein/6711,Manchester United,/manchester-united/startseite/verein/985,out,2010,-5500000
Zoran Tosic,/zoran-tosic/profil/spieler/46180,23,RW,Serbia,200000,9500000,Manchester United,/manchester-united/startseite/verein/985,CSKA Moscow,/zska-moskau/startseite/verein/2410,in,2010,-9300000
Gabriel Tamas,/gabriel-tamas/profil/spieler/6893,26,CB,Romania,100000,930000,AJ Auxerre,/aj-auxerre/startseite/verein/290,West Bromwich Albion,/west-bromwich-albion/startseite/verein/984,out,2010,-830000
Craig Dawson,/craig-dawson/profil/spieler/121477,20,CB,England,2000000,300000,Rochdale AFC,/afc-rochdale/startseite/verein/1088,West Bromwich Albion,/west-bromwich-albion/startseite/verein/984,out,2010,1700000
Hatem Ben Arfa,/hatem-ben-arfa/profil/spieler/18900,23,AM,France,500000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Newcastle United,/newcastle-united/startseite/verein/762,out,2010,-5500000
James Perch,/james-perch/profil/spieler/49409,24,DM,England,75000,1200000,Nottingham Forest,/nottingham-forest/startseite/verein/703,Newcastle United,/newcastle-united/startseite/verein/762,out,2010,-1125000
Andy Carroll,/andy-carroll/profil/spieler/48066,22,CF,England,300000,41000000,Newcastle United,/newcastle-united/startseite/verein/762,Liverpool FC,/fc-liverpool/startseite/verein/31,in,2010,-40700000
David Luiz,/david-luiz/profil/spieler/46741,23,CB,Brazil,600000,25000000,SL Benfica,/benfica-lissabon/startseite/verein/294,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2010,-24400000
Tomas Kalas,/tomas-kalas/profil/spieler/148657,17,CB,Czech Republic,900000,6000000,SK Sigma Olomouc,/sk-sigma-olmutz/startseite/verein/2311,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2010,-5100000
