playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,nextSeason
Adam Masina,/adam-masina/profil/spieler/286949,24,LB,Morocco,2500000,5000000,Bologna FC 1909,/fc-bologna/startseite/verein/1025,Watford FC,/fc-watford/startseite/verein/1010,out,2018,-2500000,29.0,1.91,left,ENG-Premier League,Watford,MAR,DF,24.0,1994.0,11.2,432.0,564.0,76.6,6549.0,2845.0,247.0,279.0,88.5,139.0,185.0,75.1,29.0,61.0,47.5,1,0.8,0.3,0.2,3.0,32.0,4.0,2.0,39.0,2019
Giancarlo González,/giancarlo-gonzalez/profil/spieler/111893,31,CB,Costa Rica,175000,931000,Bologna FC 1909,/fc-bologna/startseite/verein/1025,Los Angeles Galaxy,/los-angeles-galaxy/startseite/verein/1061,out,2018,-756000,35.0,1.86,right,ITA-Serie A,Bologna,CRC,DF,30.0,1988.0,8.3,260.0,341.0,76.2,5381.0,2061.0,85.0,97.0,87.6,134.0,165.0,81.2,40.0,69.0,58.0,1,0.7,0.6,0.3,3.0,25.0,3.0,0.0,25.0,2019
Kiril Despodov,/kiril-despodov/profil/spieler/221540,22,RW,Bulgaria,4500000,4000000,CSKA-Sofia,/zska-sofia/startseite/verein/208,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,in,2018,500000,26.0,1.8,right,ITA-Serie A,Cagliari,BUL,"FW,MF",21.0,1996.0,1.2,6.0,18.0,33.3,49.0,9.0,3.0,7.0,42.9,0.0,4.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Ragnar Klavan,/ragnar-klavan/profil/spieler/26669,32,CB,Estonia,100000,1520000,Liverpool FC,/fc-liverpool/startseite/verein/31,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,in,2018,-1420000,37.0,1.87,left,ITA-Serie A,Cagliari,EST,DF,32.0,1985.0,13.7,507.0,630.0,80.5,9866.0,3542.0,173.0,196.0,88.3,260.0,290.0,89.7,63.0,122.0,51.6,0,0.5,0.3,-0.5,1.0,37.0,6.0,2.0,47.0,2019
Daniele Dessena,/daniele-dessena/profil/spieler/29962,31,CM,Italy,300000,250000,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,Brescia Calcio,/brescia-calcio/startseite/verein/19,out,2018,50000,36.0,1.82,right,ITA-Serie A,Cagliari,ITA,MF,31.0,1987.0,3.9,132.0,182.0,72.5,1944.0,583.0,73.0,87.0,83.9,46.0,58.0,79.3,6.0,19.0,31.6,0,0.1,0.1,-0.1,1.0,17.0,2.0,1.0,14.0,2019
Federico Barba,/federico-barba/profil/spieler/165873,24,CB,Italy,1100000,3000000,Sporting Gijón,/sporting-gijon/startseite/verein/2448,Chievo Verona,/chievo-verona/startseite/verein/862,in,2018,-1900000,29.0,1.85,left,ITA-Serie A,Chievo,ITA,DF,24.0,1993.0,27.6,1007.0,1280.0,78.7,18800.0,7708.0,400.0,451.0,88.7,467.0,555.0,84.1,119.0,229.0,52.0,0,1.6,1.2,-1.6,11.0,80.0,18.0,4.0,106.0,2019
Sergej Grubac,/sergej-grubac/profil/spieler/429318,18,CF,Montenegro,50000,150000,APOEL Nicosia,/apoel-nikosia/startseite/verein/2784,Chievo Verona,/chievo-verona/startseite/verein/862,in,2018,-100000,23.0,1.9,right,ITA-Serie A,Chievo,MNE,FW,18.0,2000.0,1.7,15.0,25.0,60.0,175.0,28.0,10.0,14.0,71.4,3.0,6.0,50.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,2019
Lucas Castro,/lucas-castro/profil/spieler/105892,29,AM,Argentina,400000,5900000,Chievo Verona,/chievo-verona/startseite/verein/862,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,out,2018,-5500000,34.0,1.82,right,ITA-Serie A,Cagliari,ARG,MF,29.0,1989.0,10.0,365.0,477.0,76.5,5255.0,1594.0,202.0,233.0,86.7,111.0,149.0,74.5,25.0,53.0,47.2,3,2.2,2.2,0.8,15.0,30.0,13.0,4.0,46.0,2019
Valter Birsa,/valter-birsa/profil/spieler/26105,32,AM,Slovenia,0,300000,Chievo Verona,/chievo-verona/startseite/verein/862,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,out,2018,-300000,36.0,1.84,left,ITA-Serie A,Cagliari,SVN,"MF,FW",31.0,1986.0,3.9,189.0,245.0,77.1,3056.0,788.0,98.0,106.0,92.5,55.0,75.0,73.3,22.0,38.0,57.9,0,0.7,0.7,-0.7,9.0,12.0,4.0,3.0,20.0,2019
Valter Birsa,/valter-birsa/profil/spieler/26105,32,AM,Slovenia,0,300000,Chievo Verona,/chievo-verona/startseite/verein/862,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,out,2018,-300000,36.0,1.84,left,ITA-Serie A,Chievo,SVN,"MF,FW",31.0,1986.0,12.2,420.0,574.0,73.2,7005.0,2123.0,214.0,243.0,88.1,152.0,193.0,78.8,39.0,87.0,44.8,2,2.2,2.1,-0.2,24.0,52.0,14.0,3.0,78.0,2019
Antonino La Gumina,/antonino-la-gumina/profil/spieler/287876,22,CF,Italy,1100000,9000000,US Palermo,/palermo-fc/startseite/verein/458,Empoli FC ,/fc-empoli/startseite/verein/749,in,2018,-7900000,27.0,1.82,right,ITA-Serie A,Empoli,ITA,"FW,MF",22.0,1996.0,12.1,112.0,143.0,78.3,1335.0,135.0,72.0,87.0,82.8,30.0,37.0,81.1,0.0,1.0,0.0,2,0.7,0.5,1.3,7.0,2.0,1.0,0.0,5.0,2019
Jacob Rasmussen,/jacob-rasmussen/profil/spieler/283233,21,CB,Denmark,3000000,1000000,Rosenborg BK,/rosenborg-bk/startseite/verein/195,Empoli FC ,/fc-empoli/startseite/verein/749,in,2018,2000000,26.0,1.9,left,ITA-Serie A,Empoli,DEN,"DF,MF",21.0,1997.0,11.3,572.0,659.0,86.8,11330.0,4169.0,186.0,204.0,91.2,314.0,340.0,92.4,68.0,100.0,68.0,1,0.2,0.3,0.8,3.0,40.0,0.0,0.0,43.0,2019
Jacob Rasmussen,/jacob-rasmussen/profil/spieler/283233,21,CB,Denmark,3000000,7000000,Empoli FC ,/fc-empoli/startseite/verein/749,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2018,-4000000,26.0,1.9,left,ITA-Serie A,Empoli,DEN,"DF,MF",21.0,1997.0,11.3,572.0,659.0,86.8,11330.0,4169.0,186.0,204.0,91.2,314.0,340.0,92.4,68.0,100.0,68.0,1,0.2,0.3,0.8,3.0,40.0,0.0,0.0,43.0,2019
Miha Zajc,/miha-zajc/profil/spieler/149829,24,CM,Slovenia,6000000,3500000,Empoli FC ,/fc-empoli/startseite/verein/749,Fenerbahce,/fenerbahce-istanbul/startseite/verein/36,out,2018,2500000,29.0,1.78,right,ITA-Serie A,Empoli,SVN,"MF,FW",24.0,1994.0,13.0,461.0,597.0,77.2,7506.0,1921.0,225.0,261.0,86.2,162.0,197.0,82.2,48.0,92.0,52.2,2,3.0,3.0,-1.0,23.0,49.0,19.0,3.0,56.0,2019
Germán Pezzella,/german-pezzella/profil/spieler/113133,27,CB,Argentina,5000000,9750000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2018,-4750000,32.0,1.87,right,ITA-Serie A,Fiorentina,ARG,DF,27.0,1991.0,31.7,1404.0,1637.0,85.8,29211.0,10606.0,372.0,413.0,90.1,823.0,900.0,91.4,196.0,289.0,67.8,1,0.6,0.6,0.4,6.0,68.0,3.0,0.0,84.0,2019
Riccardo Saponara,/riccardo-saponara/profil/spieler/88909,26,AM,Italy,2000000,9000000,Empoli FC ,/fc-empoli/startseite/verein/749,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2018,-7000000,31.0,1.84,right,ITA-Serie A,Sampdoria,ITA,MF,26.0,1991.0,10.1,315.0,463.0,68.0,4591.0,1664.0,181.0,237.0,76.4,93.0,133.0,69.9,22.0,44.0,50.0,4,2.0,2.0,2.0,25.0,53.0,20.0,0.0,64.0,2019
Alban Lafont,/alban-lafont/profil/spieler/357117,19,GK,France,16000000,8000000,FC Toulouse,/fc-toulouse/startseite/verein/415,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2018,8000000,24.0,1.96,right,ITA-Serie A,Fiorentina,FRA,GK,19.0,1999.0,33.5,692.0,1018.0,68.0,20539.0,15083.0,87.0,88.0,98.9,342.0,354.0,96.6,256.0,562.0,45.6,0,0.4,0.2,-0.4,3.0,14.0,3.0,0.0,1.0,2019
Federico Ceccherini,/federico-ceccherini/profil/spieler/163639,26,CB,Italy,1500000,3600000,FC Crotone,/fc-crotone/startseite/verein/4083,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2018,-2100000,31.0,1.87,right,ITA-Serie A,Fiorentina,ITA,DF,26.0,1992.0,11.0,506.0,591.0,85.6,9523.0,3326.0,185.0,203.0,91.1,263.0,285.0,92.3,49.0,90.0,54.4,0,0.3,0.2,-0.3,3.0,32.0,3.0,1.0,37.0,2019
Cristiano Biraghi,/cristiano-biraghi/profil/spieler/124555,25,LB,Italy,5000000,3000000,Delfino Pescara 1936,/delfino-pescara-1936/startseite/verein/2921,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2018,2000000,30.0,1.85,left,ITA-Serie A,Fiorentina,ITA,DF,25.0,1992.0,35.5,1359.0,1941.0,70.0,22959.0,8680.0,660.0,777.0,84.9,521.0,702.0,74.2,134.0,343.0,39.1,4,6.1,4.3,-2.1,62.0,82.0,52.0,31.0,119.0,2019
Vincent Laurini,/vincent-laurini/profil/spieler/94936,29,RB,France,150000,1600000,Empoli FC ,/fc-empoli/startseite/verein/749,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2018,-1450000,34.0,1.73,right,ITA-Serie A,Fiorentina,FRA,DF,29.0,1989.0,10.2,448.0,582.0,77.0,8135.0,3511.0,187.0,206.0,90.8,195.0,246.0,79.3,51.0,96.0,53.1,0,0.5,0.6,-0.5,7.0,51.0,15.0,10.0,60.0,2019
Nenad Tomović,/nenad-tomovi%C4%87/profil/spieler/47085,30,CB,Serbia,250000,1300000,ACF Fiorentina,/ac-florenz/startseite/verein/430,Chievo Verona,/chievo-verona/startseite/verein/862,out,2018,-1050000,35.0,1.84,right,ITA-Serie A,Chievo,SRB,DF,30.0,1987.0,8.2,305.0,377.0,80.9,5040.0,2195.0,148.0,164.0,90.2,133.0,157.0,84.7,20.0,41.0,48.8,0,0.0,0.1,0.0,2.0,15.0,1.0,0.0,25.0,2019
Joel Campbell,/joel-campbell/profil/spieler/131248,26,RW,Costa Rica,1500000,1500000,Arsenal FC,/fc-arsenal/startseite/verein/11,Frosinone Calcio,/frosinone-calcio/startseite/verein/8970,in,2018,0,31.0,1.78,left,ITA-Serie A,Frosinone,CRC,"FW,MF",26.0,1992.0,9.9,199.0,278.0,71.6,3089.0,578.0,116.0,141.0,82.3,50.0,71.0,70.4,19.0,36.0,52.8,3,1.6,1.0,1.4,11.0,17.0,5.0,1.0,23.0,2019
Luka Krajnc,/luka-krajnc/profil/spieler/138584,23,CB,Slovenia,500000,1360000,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,Frosinone Calcio,/frosinone-calcio/startseite/verein/8970,in,2018,-860000,28.0,1.87,left,ITA-Serie A,Frosinone,SVN,DF,23.0,1994.0,8.8,305.0,379.0,80.5,5461.0,2207.0,123.0,138.0,89.1,155.0,178.0,87.1,25.0,51.0,49.0,0,0.1,0.0,-0.1,1.0,15.0,1.0,1.0,27.0,2019
Raman Chibsah,/raman-chibsah/profil/spieler/199633,25,CM,Ghana,175000,1000000,Benevento Calcio,/benevento-calcio/startseite/verein/4171,Frosinone Calcio,/frosinone-calcio/startseite/verein/8970,in,2018,-825000,30.0,1.77,right,ITA-Serie A,Frosinone,GHA,MF,25.0,1993.0,29.1,739.0,905.0,81.7,12123.0,3636.0,383.0,435.0,88.0,280.0,324.0,86.4,59.0,84.0,70.2,0,0.6,0.6,-0.6,20.0,69.0,7.0,3.0,116.0,2019
Marco Capuano,/marco-capuano/profil/spieler/164091,26,CB,Italy,250000,500000,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,Frosinone Calcio,/frosinone-calcio/startseite/verein/8970,in,2018,-250000,31.0,1.86,left,ITA-Serie A,Frosinone,ITA,DF,26.0,1991.0,25.6,986.0,1188.0,83.0,16355.0,7464.0,479.0,516.0,92.8,430.0,489.0,87.9,65.0,149.0,43.6,0,0.4,0.4,-0.4,6.0,52.0,5.0,1.0,90.0,2019
Christian Kouamé,/christian-kouame/profil/spieler/337725,20,CF,Cote d'Ivoire,12000000,6350000,AS Cittadella,/as-cittadella/startseite/verein/4084,Genoa CFC,/genua-cfc/startseite/verein/252,in,2018,5650000,25.0,1.85,right,ITA-Serie A,Genoa,CIV,FW,20.0,1997.0,34.1,617.0,953.0,64.7,8179.0,1705.0,397.0,561.0,70.8,139.0,205.0,67.8,34.0,50.0,68.0,5,5.3,3.8,-0.3,48.0,40.0,25.0,6.0,67.0,2019
Cristian Romero,/cristian-romero/profil/spieler/355915,20,CB,Argentina,60000000,4250000,Club Atlético Belgrano,/ca-belgrano/startseite/verein/2417,Genoa CFC,/genua-cfc/startseite/verein/252,in,2018,55750000,25.0,1.85,right,ITA-Serie A,Genoa,ARG,DF,20.0,1998.0,26.0,660.0,821.0,80.4,13430.0,4657.0,192.0,209.0,91.9,361.0,417.0,86.6,98.0,160.0,61.3,2,0.5,0.5,1.5,3.0,33.0,1.0,0.0,38.0,2019
Jandrei,/jandrei/profil/spieler/512344,25,GK,Brazil,700000,2500000,Associação Chapecoense de Futebol,/chapecoense/startseite/verein/17776,Genoa CFC,/genua-cfc/startseite/verein/252,in,2018,-1800000,30.0,1.86,right,ITA-Serie A,Genoa,BRA,GK,25.0,1993.0,1.0,21.0,32.0,65.6,838.0,692.0,2.0,2.0,100.0,3.0,3.0,100.0,16.0,27.0,59.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019
Sandro,/sandro/profil/spieler/74590,29,DM,Brazil,200000,2300000,Benevento Calcio,/benevento-calcio/startseite/verein/4171,Genoa CFC,/genua-cfc/startseite/verein/252,in,2018,-2100000,34.0,1.87,right,ITA-Serie A,Genoa,BRA,MF,29.0,1989.0,7.9,263.0,333.0,79.0,4499.0,1289.0,118.0,143.0,82.5,110.0,139.0,79.1,27.0,33.0,81.8,1,0.5,0.5,0.5,6.0,20.0,3.0,0.0,31.0,2019
Sandro,/sandro/profil/spieler/74590,29,DM,Brazil,200000,2300000,Benevento Calcio,/benevento-calcio/startseite/verein/4171,Genoa CFC,/genua-cfc/startseite/verein/252,in,2018,-2100000,34.0,1.87,right,ITA-Serie A,Udinese,BRA,MF,29.0,1989.0,6.6,212.0,266.0,79.7,3268.0,1038.0,111.0,132.0,84.1,83.0,100.0,83.0,11.0,19.0,57.9,0,0.1,0.1,-0.1,3.0,12.0,2.0,0.0,22.0,2019
Andrea Beghetto,/andrea-beghetto/profil/spieler/199941,23,LB,Italy,300000,1500000,Genoa CFC,/genua-cfc/startseite/verein/252,Frosinone Calcio,/frosinone-calcio/startseite/verein/8970,out,2018,-1200000,28.0,1.82,left,ITA-Serie A,Frosinone,ITA,DF,23.0,1994.0,24.7,705.0,1138.0,62.0,13091.0,5641.0,313.0,371.0,84.4,281.0,440.0,63.9,100.0,244.0,41.0,3,4.0,3.2,-1.0,55.0,45.0,49.0,44.0,57.0,2019
Lautaro Martínez,/lautaro-martinez/profil/spieler/406625,20,CF,Argentina,85000000,25000000,Racing Club,/racing-club/startseite/verein/1444,Inter Milan,/inter-mailand/startseite/verein/46,in,2018,60000000,25.0,1.74,right,ITA-Serie A,Inter,ARG,"FW,MF",20.0,1997.0,14.9,172.0,254.0,67.7,2532.0,733.0,85.0,108.0,78.7,40.0,63.0,63.5,18.0,29.0,62.1,2,3.0,2.0,-1.0,20.0,18.0,8.0,1.0,31.0,2019
Yann Karamoh,/yann-karamoh/profil/spieler/324804,19,LW,Cote d'Ivoire,3500000,6500000,SM Caen,/sm-caen/startseite/verein/1162,Inter Milan,/inter-mailand/startseite/verein/46,in,2018,-3000000,24.0,1.85,right,FRA-Ligue 1,Bordeaux,FRA,FW,20.0,1998.0,13.6,382.0,538.0,71.0,5900.0,1814.0,211.0,250.0,84.4,124.0,165.0,75.2,30.0,74.0,40.5,1,2.3,2.3,-1.3,26.0,35.0,17.0,8.0,46.0,2019
Yann Karamoh,/yann-karamoh/profil/spieler/324804,19,LW,Cote d'Ivoire,3500000,6500000,SM Caen,/sm-caen/startseite/verein/1162,Inter Milan,/inter-mailand/startseite/verein/46,in,2018,-3000000,24.0,1.85,right,ITA-Serie A,Inter,FRA,"FW,MF",20.0,1998.0,0.1,2.0,4.0,50.0,52.0,26.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2019
Federico Dimarco,/federico-dimarco/profil/spieler/198116,20,LB,Italy,35000000,5000000,FC Sion,/fc-sion/startseite/verein/321,Inter Milan,/inter-mailand/startseite/verein/46,in,2018,30000000,25.0,1.75,left,ITA-Serie A,Parma,ITA,"DF,MF",20.0,1997.0,9.9,322.0,447.0,72.0,5602.0,2152.0,165.0,185.0,89.2,120.0,155.0,77.4,31.0,76.0,40.8,0,1.1,0.6,-1.1,9.0,28.0,11.0,2.0,38.0,2019
Geoffrey Kondogbia,/geoffrey-kondogbia/profil/spieler/127189,25,DM,Central African Republic,14000000,22000000,Inter Milan,/inter-mailand/startseite/verein/46,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-8000000,30.0,1.88,left,ESP-La Liga,Valencia,CTA,MF,25.0,1993.0,13.8,628.0,746.0,84.2,12446.0,3392.0,248.0,284.0,87.3,264.0,293.0,90.1,101.0,132.0,76.5,1,0.9,0.7,0.1,6.0,81.0,6.0,0.0,87.0,2019
Jeison Murillo,/jeison-murillo/profil/spieler/131102,26,CB,Colombia,1000000,12000000,Inter Milan,/inter-mailand/startseite/verein/46,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-11000000,31.0,1.82,right,ESP-La Liga,Barcelona,COL,DF,26.0,1992.0,1.3,116.0,126.0,92.1,2557.0,884.0,30.0,30.0,100.0,64.0,68.0,94.1,20.0,24.0,83.3,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,13.0,2019
Jeison Murillo,/jeison-murillo/profil/spieler/131102,26,CB,Colombia,1000000,12000000,Inter Milan,/inter-mailand/startseite/verein/46,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-11000000,31.0,1.82,right,ESP-La Liga,Valencia,COL,DF,26.0,1992.0,1.0,16.0,17.0,94.1,318.0,191.0,2.0,3.0,66.7,12.0,12.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2019
Francesco Bardi,/francesco-bardi/profil/spieler/110925,26,GK,Italy,400000,1000000,Inter Milan,/inter-mailand/startseite/verein/46,Frosinone Calcio,/frosinone-calcio/startseite/verein/8970,out,2018,-600000,31.0,1.88,right,ITA-Serie A,Frosinone,ITA,GK,26.0,1992.0,3.0,45.0,74.0,60.8,1293.0,1067.0,7.0,7.0,100.0,21.0,21.0,100.0,16.0,45.0,35.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019
Cristiano Ronaldo,/cristiano-ronaldo/profil/spieler/8198,33,CF,Portugal,15000000,117000000,Real Madrid,/real-madrid/startseite/verein/418,Juventus FC,/juventus-turin/startseite/verein/506,in,2018,-102000000,38.0,1.87,right,ITA-Serie A,Juventus,POR,FW,33.0,1985.0,29.9,915.0,1114.0,82.1,12868.0,2096.0,554.0,628.0,88.2,256.0,311.0,82.3,53.0,75.0,70.7,8,4.6,3.5,3.4,47.0,51.0,39.0,14.0,130.0,2019
João Cancelo,/joao-cancelo/profil/spieler/182712,24,RB,Portugal,50000000,40400000,Valencia CF,/fc-valencia/startseite/verein/1049,Juventus FC,/juventus-turin/startseite/verein/506,in,2018,9600000,29.0,1.82,right,ITA-Serie A,Juventus,POR,DF,24.0,1994.0,21.9,1251.0,1524.0,82.1,20512.0,6099.0,667.0,733.0,91.0,460.0,561.0,82.0,99.0,165.0,60.0,3,4.0,4.7,-1.0,34.0,87.0,45.0,18.0,143.0,2019
Douglas Costa,/douglas-costa/profil/spieler/75615,27,RW,Brazil,2000000,40000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Juventus FC,/juventus-turin/startseite/verein/506,in,2018,-38000000,32.0,1.72,left,ITA-Serie A,Juventus,BRA,"FW,MF",27.0,1990.0,6.9,266.0,347.0,76.7,4394.0,1005.0,140.0,155.0,90.3,94.0,120.0,78.3,24.0,45.0,53.3,0,2.4,1.8,-2.4,21.0,20.0,17.0,5.0,31.0,2019
Mattia Perin,/mattia-perin/profil/spieler/110923,25,GK,Italy,4000000,14200000,Genoa CFC,/genua-cfc/startseite/verein/252,Juventus FC,/juventus-turin/startseite/verein/506,in,2018,-10200000,30.0,1.88,right,ITA-Serie A,Juventus,ITA,GK,25.0,1992.0,9.0,182.0,230.0,79.1,5196.0,3561.0,20.0,20.0,100.0,98.0,99.0,99.0,63.0,108.0,58.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Andrea Favilli,/andrea-favilli/profil/spieler/340151,21,CF,Italy,1400000,7500000,Ascoli Calcio,/ascoli-calcio/startseite/verein/408,Juventus FC,/juventus-turin/startseite/verein/506,in,2018,-6100000,26.0,1.91,right,ITA-Serie A,Genoa,ITA,"FW,DF",21.0,1997.0,1.9,36.0,48.0,75.0,507.0,51.0,22.0,26.0,84.6,9.0,13.0,69.2,2.0,2.0,100.0,2,0.7,0.2,1.3,3.0,2.0,0.0,0.0,3.0,2019
Medhi Benatia,/medhi-benatia/profil/spieler/45124,31,CB,Morocco,0,8000000,Juventus FC,/juventus-turin/startseite/verein/506,Al-Duhail SC,/al-duhail-sc/startseite/verein/26091,out,2018,-8000000,36.0,1.9,right,ITA-Serie A,Juventus,MAR,DF,31.0,1987.0,5.0,288.0,318.0,90.6,5603.0,2001.0,96.0,103.0,93.2,153.0,160.0,95.6,33.0,45.0,73.3,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,13.0,2019
Joel Untersee,/joel-untersee/profil/spieler/147031,24,RB,Switzerland,0,500000,Juventus FC,/juventus-turin/startseite/verein/506,Empoli FC ,/fc-empoli/startseite/verein/749,out,2018,-500000,29.0,1.81,right,ITA-Serie A,Empoli,SUI,DF,24.0,1994.0,1.4,49.0,64.0,76.6,822.0,292.0,27.0,30.0,90.0,16.0,20.0,80.0,5.0,11.0,45.5,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,2019
Joaquín Correa,/joaquin-correa/profil/spieler/227081,23,SS,Argentina,12000000,17850000,Sevilla FC,/fc-sevilla/startseite/verein/368,SS Lazio,/lazio-rom/startseite/verein/398,in,2018,-5850000,28.0,1.88,right,ITA-Serie A,Lazio,ARG,"FW,MF",23.0,1994.0,21.4,757.0,897.0,84.4,9848.0,2354.0,486.0,538.0,90.3,186.0,217.0,85.7,34.0,42.0,81.0,6,6.6,3.6,-0.6,57.0,56.0,38.0,0.0,99.0,2019
Valon Berisha,/valon-berisha/profil/spieler/145115,25,CM,Kosovo,1800000,7600000,Red Bull Salzburg,/red-bull-salzburg/startseite/verein/409,SS Lazio,/lazio-rom/startseite/verein/398,in,2018,-5800000,30.0,1.76,right,ITA-Serie A,Lazio,KVX,"MF,FW",25.0,1993.0,2.2,124.0,148.0,83.8,1661.0,354.0,77.0,86.0,89.5,28.0,38.0,73.7,7.0,10.0,70.0,0,0.2,0.2,-0.2,4.0,7.0,1.0,0.0,8.0,2019
Riza Durmisi,/riza-durmisi/profil/spieler/135208,24,LB,Denmark,300000,7500000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,SS Lazio,/lazio-rom/startseite/verein/398,in,2018,-7200000,29.0,1.73,left,ITA-Serie A,Lazio,DEN,DF,24.0,1994.0,3.6,117.0,165.0,70.9,1736.0,527.0,67.0,76.0,88.2,38.0,57.0,66.7,7.0,21.0,33.3,1,0.8,0.3,0.2,10.0,6.0,2.0,1.0,12.0,2019
Mattia Sprocati,/mattia-sprocati/profil/spieler/199274,25,RW,Italy,150000,3250000,US Salernitana 1919,/us-salernitana-1919/startseite/verein/380,SS Lazio,/lazio-rom/startseite/verein/398,in,2018,-3100000,30.0,1.78,both,ITA-Serie A,Parma,ITA,"FW,MF",25.0,1993.0,7.2,146.0,216.0,67.6,2011.0,780.0,88.0,104.0,84.6,45.0,69.0,65.2,6.0,22.0,27.3,0,0.8,0.6,-0.8,11.0,13.0,9.0,1.0,26.0,2019
Felipe Anderson,/felipe-anderson/profil/spieler/159372,25,RW,Brazil,15000000,38000000,SS Lazio,/lazio-rom/startseite/verein/398,West Ham United,/west-ham-united/startseite/verein/379,out,2018,-23000000,30.0,1.75,right,ENG-Premier League,West Ham,BRA,"MF,FW",25.0,1993.0,33.8,1325.0,1824.0,72.6,20473.0,6459.0,703.0,832.0,84.5,378.0,506.0,74.7,130.0,241.0,53.9,4,6.1,7.4,-2.1,64.0,111.0,85.0,12.0,191.0,2019
Lucas Paquetá,/lucas-paqueta/profil/spieler/444523,21,AM,Brazil,45000000,38400000,CR Flamengo,/flamengo-rio-de-janeiro/startseite/verein/614,AC Milan,/ac-mailand/startseite/verein/5,in,2018,6600000,25.0,1.8,left,ITA-Serie A,Milan,BRA,MF,20.0,1997.0,9.4,282.0,372.0,75.8,3845.0,1334.0,176.0,210.0,83.8,72.0,99.0,72.7,16.0,29.0,55.2,1,0.8,0.7,0.2,9.0,32.0,8.0,0.0,48.0,2019
Samu Castillejo,/samu-castillejo/profil/spieler/195171,23,RW,Spain,6000000,21300000,Villarreal CF,/fc-villarreal/startseite/verein/1050,AC Milan,/ac-mailand/startseite/verein/5,in,2018,-15300000,28.0,1.82,left,ITA-Serie A,Milan,ESP,"FW,MF",23.0,1995.0,11.4,399.0,505.0,79.0,6056.0,1403.0,237.0,257.0,92.2,118.0,151.0,78.1,32.0,59.0,54.2,2,1.8,1.3,0.2,19.0,39.0,15.0,2.0,42.0,2019
Diego Laxalt,/diego-laxalt/profil/spieler/230552,25,LB,Uruguay,2500000,19000000,Genoa CFC,/genua-cfc/startseite/verein/252,AC Milan,/ac-mailand/startseite/verein/5,in,2018,-16500000,30.0,1.78,left,ITA-Serie A,Milan,URU,"DF,MF",25.0,1993.0,7.2,290.0,385.0,75.3,4549.0,1562.0,164.0,190.0,86.3,93.0,120.0,77.5,27.0,46.0,58.7,0,0.7,0.6,-0.7,8.0,22.0,10.0,7.0,27.0,2019
Fabio Borini,/fabio-borini/profil/spieler/96754,27,LW,Italy,2800000,5500000,Sunderland AFC,/afc-sunderland/startseite/verein/289,AC Milan,/ac-mailand/startseite/verein/5,in,2018,-2700000,32.0,1.8,right,ITA-Serie A,Milan,ITA,"FW,DF",27.0,1991.0,11.7,262.0,384.0,68.2,4187.0,1107.0,152.0,179.0,84.9,89.0,126.0,70.6,19.0,55.0,34.5,2,1.2,0.4,0.8,13.0,14.0,7.0,0.0,26.0,2019
