playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,nextSeason
Carles Pérez,/carles-perez/profil/spieler/282810,22,RW,Spain,5000000,13000000,FC Barcelona,/fc-barcelona/startseite/verein/131,AS Roma,/as-rom/startseite/verein/12,in,2020,-8000000,25.0,1.73,left,ESP-La Liga,Barcelona,Carles Pérez,ESP,FW,21.0,1998.0,5.3,0,0,0.0,4,4.0,2.0,16.0,1.0,4.0,0.0,0.0,0.0,21.0,1.0,9.0,10.0,2020
Carles Pérez,/carles-perez/profil/spieler/282810,22,RW,Spain,5000000,13000000,FC Barcelona,/fc-barcelona/startseite/verein/131,AS Roma,/as-rom/startseite/verein/12,in,2020,-8000000,25.0,1.73,left,ITA-Serie A,Roma,Carles Pérez,ESP,"FW,MF",21.0,1998.0,6.3,2,0,0.0,14,9.0,0.0,8.0,3.0,8.0,0.0,0.0,0.0,19.0,2.0,9.0,18.2,2020
Patrik Schick,/patrik-schick/profil/spieler/242086,24,CF,Czech Republic,25000000,26500000,AS Roma,/as-rom/startseite/verein/12,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,out,2020,-1500000,27.0,1.91,left,GER-Bundesliga,RB Leipzig,Patrik Schick,CZE,FW,23.0,1996.0,14.4,3,0,0.0,16,21.0,9.0,7.0,2.0,3.0,0.0,0.0,0.0,18.0,58.0,47.0,55.2,2020
Maxime Gonalons,/maxime-gonalons/profil/spieler/60542,31,DM,France,900000,4000000,AS Roma,/as-rom/startseite/verein/12,Granada CF,/fc-granada/startseite/verein/16795,out,2020,-3100000,34.0,1.87,right,ESP-La Liga,Granada,Maxime Gonalons,FRA,MF,30.0,1989.0,16.7,7,0,0.0,36,25.0,0.0,1.0,20.0,38.0,0.0,0.0,0.0,120.0,36.0,37.0,49.3,2020
Aleksandar Kolarov,/aleksandar-kolarov/profil/spieler/46156,34,LB,Serbia,0,1500000,AS Roma,/as-rom/startseite/verein/12,Inter Milan,/inter-mailand/startseite/verein/46,out,2020,-1500000,37.0,1.87,left,ITA-Serie A,Roma,Aleksandar Kolarov,SRB,DF,33.0,1985.0,30.4,6,0,0.0,29,30.0,3.0,183.0,31.0,28.0,0.0,2.0,0.0,158.0,42.0,30.0,58.3,2020
Kristoffer Askildsen,/kristoffer-askildsen/profil/spieler/574495,19,CM,Norway,2000000,2500000,Stabæk Fotball,/stabaek-fotball/startseite/verein/1274,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2020,-500000,22.0,1.9,right,ITA-Serie A,Sampdoria,Kristoffer Askildsen,NOR,MF,18.0,2001.0,0.8,2,1,1.0,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2020
Lorenzo Tonelli,/lorenzo-tonelli/profil/spieler/111347,30,CB,Italy,500000,2000000,SSC Napoli,/ssc-neapel/startseite/verein/6195,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2020,-1500000,33.0,1.83,right,ITA-Serie A,Sampdoria,Lorenzo Tonelli,ITA,DF,29.0,1990.0,7.8,4,0,0.0,12,8.0,0.0,1.0,4.0,9.0,0.0,0.0,0.0,36.0,13.0,14.0,48.1,2020
Felice D'Amico,/felice-damico/profil/spieler/392500,20,AM,Italy,175000,400000,Inter Milan,/inter-mailand/startseite/verein/46,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2020,-225000,22.0,1.75,right,ITA-Serie A,Sampdoria,Felice D'Amico,ITA,MF,18.0,2000.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,2020
Grégoire Defrel,/gregoire-defrel/profil/spieler/163222,29,CF,France,1500000,11000000,AS Roma,/as-rom/startseite/verein/12,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2020,-9500000,32.0,1.79,left,ITA-Serie A,Sassuolo,Grégoire Defrel,MTQ,"FW,MF",28.0,1991.0,10.9,1,0,0.0,17,12.0,4.0,4.0,3.0,8.0,0.0,0.0,0.0,27.0,10.0,17.0,37.0,2020
Filippo Romagna,/filippo-romagna/profil/spieler/256678,23,CB,Italy,400000,4000000,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2020,-3600000,26.0,1.86,right,ITA-Serie A,Sassuolo,Filippo Romagna,ITA,DF,22.0,1997.0,16.4,3,0,0.0,6,13.0,0.0,0.0,10.0,6.0,0.0,1.0,0.0,75.0,26.0,20.0,56.5,2020
Kaan Ayhan,/kaan-ayhan/profil/spieler/119031,25,CB,Turkey,3700000,2660000,Fortuna Düsseldorf,/fortuna-dusseldorf/startseite/verein/38,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2020,1040000,28.0,1.85,right,GER-Bundesliga,Düsseldorf,Kaan Ayhan,TUR,DF,24.0,1994.0,30.3,10,0,0.0,36,20.0,3.0,23.0,45.0,25.0,0.0,1.0,0.0,165.0,43.0,57.0,43.0,2020
Stefano Sensi,/stefano-sensi/profil/spieler/216179,25,CM,Italy,8000000,25000000,US Sassuolo,/us-sassuolo/startseite/verein/6574,Inter Milan,/inter-mailand/startseite/verein/46,out,2020,-17000000,27.0,1.68,right,ITA-Serie A,Inter,Stefano Sensi,ITA,MF,23.0,1995.0,8.0,2,0,0.0,14,14.0,0.0,44.0,9.0,10.0,1.0,0.0,0.0,48.0,3.0,4.0,42.9,2020
Alfred Duncan,/alfred-duncan/profil/spieler/184894,27,CM,Ghana,4000000,15000000,US Sassuolo,/us-sassuolo/startseite/verein/6574,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2020,-11000000,30.0,1.78,left,ITA-Serie A,Fiorentina,Alfred Duncan,GHA,MF,26.0,1993.0,9.9,2,0,0.0,9,10.0,0.0,15.0,5.0,9.0,0.0,0.0,0.0,43.0,3.0,9.0,25.0,2020
Alfred Duncan,/alfred-duncan/profil/spieler/184894,27,CM,Ghana,4000000,15000000,US Sassuolo,/us-sassuolo/startseite/verein/6574,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2020,-11000000,30.0,1.78,left,ITA-Serie A,Sassuolo,Alfred Duncan,GHA,MF,26.0,1993.0,9.4,3,0,0.0,16,13.0,0.0,8.0,9.0,12.0,0.0,1.0,0.0,44.0,7.0,6.0,53.8,2020
Pol Lirola,/pol-lirola/profil/spieler/298975,23,RB,Spain,2000000,11000000,US Sassuolo,/us-sassuolo/startseite/verein/6574,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2020,-9000000,25.0,1.83,right,ITA-Serie A,Fiorentina,Pol Lirola,ESP,DF,21.0,1997.0,29.4,4,0,0.0,16,7.0,1.0,80.0,26.0,20.0,0.0,1.0,0.0,153.0,14.0,17.0,45.2,2020
Francesco Cassata,/francesco-cassata/profil/spieler/301236,23,CM,Italy,700000,7000000,US Sassuolo,/us-sassuolo/startseite/verein/6574,Genoa CFC,/genua-cfc/startseite/verein/252,out,2020,-6300000,25.0,1.83,right,ITA-Serie A,Genoa,Francesco Cassata,ITA,MF,22.0,1997.0,16.2,11,2,1.0,46,26.0,1.0,27.0,11.0,10.0,1.0,0.0,0.0,95.0,12.0,14.0,46.2,2020
Alessandro Tripaldelli,/alessandro-tripaldelli/profil/spieler/357176,21,LB,Italy,600000,3000000,US Sassuolo,/us-sassuolo/startseite/verein/6574,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,out,2020,-2400000,24.0,1.82,left,ITA-Serie A,Sassuolo,Alessandro Tripaldelli,ITA,DF,20.0,1999.0,1.5,0,0,0.0,2,3.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0,2020
Tommaso Augello,/tommaso-augello/profil/spieler/284595,26,LB,Italy,2000000,1500000,Spezia Calcio,/spezia-calcio/startseite/verein/3522,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,out,2020,500000,28.0,1.8,left,ITA-Serie A,Sampdoria,Tommaso Augello,ITA,DF,24.0,1994.0,12.6,2,0,0.0,6,4.0,1.0,82.0,15.0,9.0,0.0,0.0,0.0,87.0,13.0,5.0,72.2,2020
Simone Verdi,/simone-verdi/profil/spieler/130360,28,AM,Italy,4000000,22000000,SSC Napoli,/ssc-neapel/startseite/verein/6195,Torino FC,/fc-turin/startseite/verein/416,in,2020,-18000000,30.0,1.74,both,ITA-Serie A,Torino,Simone Verdi,ITA,"MF,FW",27.0,1992.0,23.0,4,0,0.0,22,45.0,2.0,151.0,7.0,10.0,0.0,0.0,0.0,118.0,15.0,17.0,46.9,2020
Karol Linetty,/karol-linetty/profil/spieler/225873,25,CM,Poland,3500000,7500000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Torino FC,/fc-turin/startseite/verein/416,in,2020,-4000000,28.0,1.76,right,ITA-Serie A,Sampdoria,Karol Linetty,POL,MF,24.0,1995.0,22.4,4,0,0.0,43,33.0,0.0,33.0,26.0,32.0,0.0,0.0,0.0,140.0,11.0,21.0,34.4,2020
Antonio Sanabria,/antonio-sanabria/profil/spieler/234523,24,CF,Paraguay,10000000,6500000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,Torino FC,/fc-turin/startseite/verein/416,in,2020,3500000,27.0,1.81,right,ITA-Serie A,Genoa,Antonio Sanabria,PAR,FW,23.0,1996.0,15.4,3,0,0.0,24,26.0,4.0,10.0,5.0,11.0,1.0,1.0,0.0,39.0,36.0,58.0,38.3,2020
Ricardo Rodríguez,/ricardo-rodriguez/profil/spieler/86784,28,CB,Switzerland,3500000,1950000,AC Milan,/ac-mailand/startseite/verein/5,Torino FC,/fc-turin/startseite/verein/416,in,2020,1550000,30.0,1.8,left,ITA-Serie A,Milan,Ricardo Rodríguez,SUI,DF,26.0,1992.0,4.3,0,0,0.0,3,3.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,19.0,6.0,4.0,60.0,2020
Álex Berenguer,/alex-berenguer/profil/spieler/338425,25,LW,Spain,15000000,12000000,Torino FC,/fc-turin/startseite/verein/416,Athletic Bilbao,/athletic-bilbao/startseite/verein/621,out,2020,3000000,27.0,1.75,right,ITA-Serie A,Torino,Álex Berenguer,ESP,"MF,DF",24.0,1995.0,20.3,4,0,0.0,28,40.0,8.0,69.0,18.0,6.0,0.0,0.0,0.0,106.0,15.0,43.0,25.9,2020
Kevin Bonifazi,/kevin-bonifazi/profil/spieler/247377,24,CB,Italy,2800000,11000000,Torino FC,/fc-turin/startseite/verein/416,SPAL,/spal/startseite/verein/2722,out,2020,-8200000,27.0,1.87,right,ITA-Serie A,SPAL,Kevin Bonifazi,ITA,DF,23.0,1996.0,13.2,2,1,0.0,12,2.0,1.0,4.0,35.0,9.0,0.0,2.0,0.0,100.0,30.0,6.0,83.3,2020
Kevin Bonifazi,/kevin-bonifazi/profil/spieler/247377,24,CB,Italy,2800000,11000000,Torino FC,/fc-turin/startseite/verein/416,SPAL,/spal/startseite/verein/2722,out,2020,-8200000,27.0,1.87,right,ITA-Serie A,Torino,Kevin Bonifazi,ITA,DF,23.0,1996.0,2.7,0,0,0.0,4,1.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,19.0,6.0,4.0,60.0,2020
Gerard Deulofeu,/gerard-deulofeu/profil/spieler/129476,26,CF,Spain,10000000,17000000,Watford FC,/fc-watford/startseite/verein/1010,Udinese Calcio,/udinese-calcio/startseite/verein/410,in,2020,-7000000,29.0,1.77,right,ENG-Premier League,Watford,Gerard Deulofeu,ESP,FW,25.0,1994.0,23.3,3,0,0.0,27,22.0,18.0,96.0,25.0,16.0,1.0,0.0,0.0,126.0,1.0,16.0,5.9,2020
Jean-Victor Makengo,/jean-victor-makengo/profil/spieler/322305,22,CM,France,10000000,3500000,OGC Nice,/ogc-nizza/startseite/verein/417,Udinese Calcio,/udinese-calcio/startseite/verein/410,in,2020,6500000,25.0,1.77,left,FRA-Ligue 1,Toulouse,Jean-Victor Makengo,FRA,MF,21.0,1998.0,11.0,1,0,0.0,21,14.0,1.0,8.0,3.0,11.0,0.0,0.0,0.0,47.0,3.0,16.0,15.8,2020
Rolando Mandragora,/rolando-mandragora/profil/spieler/308279,23,DM,Italy,10000000,15000000,Udinese Calcio,/udinese-calcio/startseite/verein/410,Juventus FC,/juventus-turin/startseite/verein/506,out,2020,-5000000,26.0,1.83,left,ITA-Serie A,Udinese,Rolando Mandragora,ITA,MF,22.0,1997.0,22.8,2,0,0.0,40,22.0,1.0,51.0,26.0,24.0,0.0,0.0,0.0,114.0,20.0,20.0,50.0,2020
Seko Fofana,/seko-fofana/profil/spieler/182893,25,CM,Cote d'Ivoire,32000000,8500000,Udinese Calcio,/udinese-calcio/startseite/verein/410,RC Lens,/rc-lens/startseite/verein/826,out,2020,23500000,28.0,1.85,right,ITA-Serie A,Udinese,Seko Fofana,CIV,MF,24.0,1995.0,25.0,4,0,0.0,20,20.0,0.0,21.0,17.0,12.0,0.0,0.0,0.0,160.0,7.0,17.0,29.2,2020
Giuseppe Pezzella,/giuseppe-pezzella/profil/spieler/336960,22,LB,Italy,2500000,5750000,Udinese Calcio,/udinese-calcio/startseite/verein/410,Parma Calcio 1913,/parma-calcio-1913/startseite/verein/130,out,2020,-3250000,25.0,1.87,left,ITA-Serie A,Parma,Giuseppe Pezzella,ITA,DF,21.0,1997.0,10.5,2,0,0.0,17,15.0,0.0,33.0,6.0,12.0,0.0,0.0,0.0,44.0,9.0,11.0,45.0,2020
Giuseppe Pezzella,/giuseppe-pezzella/profil/spieler/336960,22,LB,Italy,2500000,5750000,Udinese Calcio,/udinese-calcio/startseite/verein/410,Parma Calcio 1913,/parma-calcio-1913/startseite/verein/130,out,2020,-3250000,25.0,1.87,left,ITA-Serie A,Udinese,Giuseppe Pezzella,ITA,DF,21.0,1997.0,0.9,0,0,0.0,0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0,2020
Matteo Darmian,/matteo-darmian/profil/spieler/54906,31,RB,Italy,4000000,3300000,Parma Calcio 1913,/parma-calcio-1913/startseite/verein/130,Inter Milan,/inter-mailand/startseite/verein/46,in,2021,700000,33.0,1.83,right,ITA-Serie A,Inter,Matteo Darmian,ITA,DF,30.0,1989.0,12.9,4,0,0.0,21,16.0,2.0,30.0,17.0,16.0,1.0,1.0,0.0,42.0,13.0,9.0,59.1,2021
Matteo Darmian,/matteo-darmian/profil/spieler/54906,31,RB,Italy,4000000,3300000,Parma Calcio 1913,/parma-calcio-1913/startseite/verein/130,Inter Milan,/inter-mailand/startseite/verein/46,in,2021,700000,33.0,1.83,right,ITA-Serie A,Parma,Matteo Darmian,ITA,DF,30.0,1989.0,2.3,1,0,0.0,3,3.0,0.0,2.0,6.0,5.0,0.0,0.0,0.0,12.0,2.0,2.0,50.0,2021
Romelu Lukaku,/romelu-lukaku/profil/spieler/96341,28,CF,Belgium,40000000,113000000,Inter Milan,/inter-mailand/startseite/verein/46,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2021,-73000000,30.0,1.91,left,ITA-Serie A,Inter,Romelu Lukaku,BEL,FW,27.0,1993.0,32.0,4,0,0.0,34,48.0,19.0,19.0,3.0,1.0,0.0,0.0,0.0,51.0,45.0,57.0,44.1,2021
Achraf Hakimi,/achraf-hakimi/profil/spieler/398073,22,RB,Morocco,65000000,68000000,Inter Milan,/inter-mailand/startseite/verein/46,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,out,2021,-3000000,24.0,1.81,right,ITA-Serie A,Inter,Achraf Hakimi,MAR,DF,21.0,1998.0,29.6,6,0,0.0,31,36.0,7.0,115.0,22.0,32.0,2.0,0.0,0.0,124.0,16.0,28.0,36.4,2021
Fikayo Tomori,/fikayo-tomori/profil/spieler/303254,23,CB,England,40000000,31600000,Chelsea FC,/fc-chelsea/startseite/verein/631,AC Milan,/ac-mailand/startseite/verein/5,in,2021,8400000,25.0,1.85,right,ENG-Premier League,Chelsea,Fikayo Tomori,ENG,DF,22.0,1997.0,0.5,0,0,0.0,1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,,2021
Fikayo Tomori,/fikayo-tomori/profil/spieler/303254,23,CB,England,40000000,31600000,Chelsea FC,/fc-chelsea/startseite/verein/631,AC Milan,/ac-mailand/startseite/verein/5,in,2021,8400000,25.0,1.85,right,ITA-Serie A,Milan,Fikayo Tomori,ENG,DF,22.0,1997.0,16.3,0,0,0.0,14,1.0,0.0,1.0,18.0,18.0,0.0,0.0,0.0,99.0,30.0,26.0,53.6,2021
Mike Maignan,/mike-maignan/profil/spieler/182906,25,GK,France,45000000,15400000,LOSC Lille,/losc-lille/startseite/verein/1082,AC Milan,/ac-mailand/startseite/verein/5,in,2021,29600000,27.0,1.91,right,FRA-Ligue 1,Lille,Mike Maignan,FRA,GK,25.0,1995.0,38.0,1,0,0.0,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,10.0,1.0,90.9,2021
Sandro Tonali,/sandro-tonali/profil/spieler/397033,21,DM,Italy,50000000,14500000,Brescia Calcio,/brescia-calcio/startseite/verein/19,AC Milan,/ac-mailand/startseite/verein/5,in,2021,35500000,23.0,1.81,right,ITA-Serie A,Milan,Sandro Tonali,ITA,MF,20.0,2000.0,14.8,1,1,0.0,18,17.0,0.0,26.0,22.0,19.0,0.0,0.0,0.0,99.0,6.0,9.0,40.0,2021
Yacine Adli,/yacine-adli/profil/spieler/395236,21,AM,France,8000000,8500000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,AC Milan,/ac-mailand/startseite/verein/5,in,2021,-500000,22.0,1.86,right,FRA-Ligue 1,Bordeaux,Yacine Adli,FRA,MF,20.0,2000.0,26.9,6,0,0.0,39,37.0,0.0,53.0,39.0,37.0,0.0,0.0,0.0,172.0,27.0,27.0,50.0,2021
Fodé Ballo-Touré,/fode-ballo-toure/profil/spieler/296422,24,LB,Senegal,3500000,5400000,AS Monaco,/as-monaco/startseite/verein/162,AC Milan,/ac-mailand/startseite/verein/5,in,2021,-1900000,26.0,1.82,left,FRA-Ligue 1,Monaco,Fodé Ballo-Touré,SEN,DF,23.0,1997.0,7.4,2,0,0.0,10,12.0,1.0,39.0,6.0,17.0,1.0,0.0,0.0,37.0,12.0,10.0,54.5,2021
Olivier Giroud,/olivier-giroud/profil/spieler/82442,34,CF,France,4000000,2850000,Chelsea FC,/fc-chelsea/startseite/verein/631,AC Milan,/ac-mailand/startseite/verein/5,in,2021,1150000,36.0,1.92,left,ENG-Premier League,Chelsea,Olivier Giroud,FRA,FW,33.0,1986.0,8.3,1,0,0.0,15,6.0,6.0,2.0,5.0,2.0,0.0,0.0,0.0,22.0,23.0,33.0,41.1,2021
Davide Zappacosta,/davide-zappacosta/profil/spieler/173859,29,RB,Italy,7000000,6000000,Chelsea FC,/fc-chelsea/startseite/verein/631,Atalanta BC,/atalanta-bergamo/startseite/verein/800,in,2021,1000000,31.0,1.82,right,ITA-Serie A,Genoa,Davide Zappacosta,ITA,DF,28.0,1992.0,22.7,3,0,0.0,23,19.0,8.0,83.0,18.0,16.0,0.0,0.0,0.0,119.0,14.0,11.0,56.0,2021
Andreas Cornelius,/andreas-cornelius/profil/spieler/203412,28,CF,Denmark,2500000,8400000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Parma Calcio 1913,/parma-calcio-1913/startseite/verein/130,out,2021,-5900000,30.0,1.93,left,ITA-Serie A,Parma,Andreas Cornelius,DEN,FW,27.0,1993.0,21.1,4,0,0.0,36,48.0,15.0,6.0,1.0,4.0,1.0,0.0,0.0,47.0,148.0,83.0,64.1,2021
Weston McKennie,/weston-mckennie/profil/spieler/332697,22,CM,United States,18000000,20500000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Juventus FC,/juventus-turin/startseite/verein/506,in,2021,-2500000,24.0,1.85,right,ITA-Serie A,Juventus,Weston McKennie,USA,MF,21.0,1998.0,18.9,5,0,0.0,44,7.0,4.0,9.0,28.0,19.0,0.0,0.0,0.0,100.0,29.0,28.0,50.9,2021
Denis Zakaria,/denis-zakaria/profil/spieler/334526,25,DM,Switzerland,18000000,10100000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,Juventus FC,/juventus-turin/startseite/verein/506,in,2021,7900000,26.0,1.9,right,GER-Bundesliga,M'Gladbach,Denis Zakaria,SUI,"MF,DF",23.0,1996.0,15.8,5,0,0.0,23,12.0,0.0,6.0,23.0,15.0,0.0,0.0,0.0,95.0,13.0,14.0,48.1,2021
Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362,24,CM,Uruguay,40000000,19000000,Juventus FC,/juventus-turin/startseite/verein/506,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2021,21000000,26.0,1.87,right,ITA-Serie A,Juventus,Rodrigo Bentancur,URU,MF,23.0,1997.0,25.8,8,1,1.0,45,27.0,2.0,25.0,47.0,33.0,0.0,0.0,0.0,205.0,30.0,21.0,58.8,2021
Cristian Romero,/cristian-romero/profil/spieler/355915,23,CB,Argentina,60000000,17000000,Juventus FC,/juventus-turin/startseite/verein/506,Atalanta BC,/atalanta-bergamo/startseite/verein/800,out,2021,43000000,25.0,1.85,right,ITA-Serie A,Atalanta,Cristian Romero,ARG,DF,22.0,1998.0,28.3,10,0,0.0,70,32.0,0.0,0.0,96.0,32.0,1.0,0.0,0.0,237.0,112.0,50.0,69.1,2021
Cristiano Ronaldo,/cristiano-ronaldo/profil/spieler/8198,36,CF,Portugal,15000000,17000000,Juventus FC,/juventus-turin/startseite/verein/506,Manchester United,/manchester-united/startseite/verein/985,out,2021,-2000000,38.0,1.87,right,ITA-Serie A,Juventus,Cristiano Ronaldo,POR,FW,35.0,1985.0,31.1,3,0,0.0,17,43.0,31.0,64.0,5.0,3.0,1.0,0.0,0.0,71.0,21.0,23.0,47.7,2021
Matteo Politano,/matteo-politano/profil/spieler/165895,27,RW,Italy,15000000,21000000,Inter Milan,/inter-mailand/startseite/verein/46,SSC Napoli,/ssc-neapel/startseite/verein/6195,in,2021,-6000000,29.0,1.71,left,ITA-Serie A,Napoli,Matteo Politano,ITA,"FW,MF",26.0,1993.0,21.2,3,0,0.0,15,47.0,0.0,90.0,14.0,16.0,0.0,0.0,0.0,68.0,4.0,18.0,18.2,2021
Felipe Anderson,/felipe-anderson/profil/spieler/159372,28,RW,Brazil,15000000,3000000,West Ham United,/west-ham-united/startseite/verein/379,SS Lazio,/lazio-rom/startseite/verein/398,in,2021,12000000,30.0,1.75,right,ENG-Premier League,West Ham,Felipe Anderson,BRA,"FW,MF",27.0,1993.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021
Tammy Abraham,/tammy-abraham/profil/spieler/331726,23,CF,England,40000000,41000000,Chelsea FC,/fc-chelsea/startseite/verein/631,AS Roma,/as-rom/startseite/verein/12,in,2021,-1000000,25.0,1.94,right,ENG-Premier League,Chelsea,Tammy Abraham,ENG,FW,22.0,1997.0,11.6,0,0,0.0,22,12.0,4.0,6.0,5.0,5.0,1.0,0.0,0.0,28.0,38.0,28.0,57.6,2021
Rui Patrício,/rui-patricio/profil/spieler/45026,33,GK,Portugal,5000000,11800000,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,AS Roma,/as-rom/startseite/verein/12,in,2021,-6800000,35.0,1.9,left,ENG-Premier League,Wolves,Rui Patrício,POR,GK,32.0,1988.0,37.0,1,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,8.0,1.0,88.9,2021
Bryan Reynolds,/bryan-reynolds/profil/spieler/475208,20,RB,United States,4000000,6850000,FC Dallas,/fc-dallas/startseite/verein/8816,AS Roma,/as-rom/startseite/verein/12,in,2021,-2850000,22.0,1.85,right,ITA-Serie A,Roma,Bryan Reynolds,USA,DF,19.0,2001.0,3.1,0,0,0.0,5,3.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,10.0,2.0,3.0,40.0,2021
Jeremy Toljan,/jeremy-toljan/profil/spieler/129674,26,RB,Germany,4500000,3500000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2021,1000000,28.0,1.82,right,ITA-Serie A,Sassuolo,Jeremy Toljan,GER,DF,25.0,1994.0,16.6,2,0,0.0,24,14.0,4.0,30.0,13.0,12.0,0.0,0.0,0.0,83.0,4.0,9.0,30.8,2021
Marlon,/marlon/profil/spieler/273236,25,CB,Brazil,6000000,12000000,US Sassuolo,/us-sassuolo/startseite/verein/6574,Shakhtar Donetsk,/shakhtar-donetsk/startseite/verein/660,out,2021,-6000000,27.0,1.82,right,ITA-Serie A,Sassuolo,Marlon,BRA,DF,24.0,1995.0,19.4,6,1,1.0,26,8.0,0.0,0.0,27.0,13.0,0.0,2.0,0.0,112.0,38.0,30.0,55.9,2021
Ernesto Torregrossa,/ernesto-torregrossa/profil/spieler/159883,29,CF,Venezuela,1800000,5500000,Brescia Calcio,/brescia-calcio/startseite/verein/19,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2021,-3700000,31.0,1.84,left,ITA-Serie A,Sampdoria,Ernesto Torregrossa,VEN,FW,28.0,1992.0,1.9,0,0,0.0,7,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,8.0,38.5,2021
Antonio Candreva,/antonio-candreva/profil/spieler/25488,34,RM,Italy,1500000,2500000,Inter Milan,/inter-mailand/startseite/verein/46,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2021,-1000000,36.0,1.8,right,ITA-Serie A,Sampdoria,Antonio Candreva,ITA,MF,33.0,1987.0,27.8,1,0,0.0,15,29.0,10.0,291.0,9.0,19.0,1.0,0.0,0.0,160.0,3.0,8.0,27.3,2021
Jakub Jankto,/jakub-jankto/profil/spieler/319160,25,LM,Czech Republic,1000000,6000000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Getafe CF,/fc-getafe/startseite/verein/3709,out,2021,-5000000,27.0,1.84,left,ITA-Serie A,Sampdoria,Jakub Jankto,CZE,MF,24.0,1996.0,26.8,6,0,0.0,18,28.0,7.0,81.0,24.0,17.0,0.0,1.0,0.0,141.0,9.0,22.0,29.0,2021
Antonio Palumbo,/antonio-palumbo/profil/spieler/287863,24,CM,Italy,2000000,150000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Ternana Calcio,/ternana-calcio/startseite/verein/1103,out,2021,1850000,26.0,1.82,left,ITA-Serie A,Sampdoria,Antonio Palumbo,ITA,MF,23.0,1996.0,0.1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021
Giangiacomo Magnani,/giangiacomo-magnani/profil/spieler/310458,25,CB,Italy,3000000,4000000,US Sassuolo,/us-sassuolo/startseite/verein/6574,Hellas Verona,/hellas-verona/startseite/verein/276,in,2021,-1000000,27.0,1.91,right,ITA-Serie A,Hellas Verona,Giangiacomo Magnani,ITA,DF,24.0,1995.0,16.8,8,0,0.0,44,29.0,0.0,2.0,44.0,15.0,0.0,0.0,1.0,82.0,76.0,40.0,65.5,2021
