playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,nextSeason
Massimo Coda,/massimo-coda/profil/spieler/33763,28,CF,Italy,1400000,1700000,US Salernitana 1919,/us-salernitana-1919/startseite/verein/380,Benevento Calcio,/benevento-calcio/startseite/verein/4171,in,2017,-300000,34.0,1.84,right,ITA-Serie A,Benevento,ITA,FW,28.0,1988.0,24,14,1417,15.7,4,1,5,3,1,1,1,0,5.6,4.8,1.3,6.1,26.0,35.0,114.0,0.25,0.06,0.32,0.19,0.25,0.35,0.08,0.44,0.3,0.39,2018
Andrea Costa,/andrea-costa/profil/spieler/34336,31,CB,Italy,0,1500000,Empoli FC ,/fc-empoli/startseite/verein/749,Benevento Calcio,/benevento-calcio/startseite/verein/4171,in,2017,-1500000,37.0,1.82,left,ITA-Serie A,Benevento,ITA,DF,31.0,1986.0,16,16,1375,15.3,0,0,0,0,0,0,5,0,1.3,1.3,0.1,1.4,15.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.09,0.09,0.09,2018
Karamoko Cissé,/karamoko-cisse/profil/spieler/65635,28,CF,Guinea,200000,200000,Benevento Calcio,/benevento-calcio/startseite/verein/4171,FC Bari 1908,/ssc-bari/startseite/verein/332,out,2017,0,34.0,1.86,right,ITA-Serie A,Benevento,GUI,"FW,MF",28.0,1988.0,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,0.0,0.62,2018
Sebastien De Maio,/sebastien-de-maio/profil/spieler/56830,30,CB,France,200000,2000000,RSC Anderlecht,/rsc-anderlecht/startseite/verein/58,Bologna FC 1909,/fc-bologna/startseite/verein/1025,in,2017,-1800000,36.0,1.9,right,ITA-Serie A,Bologna,FRA,DF,30.0,1987.0,26,22,2053,22.8,2,0,2,2,0,0,7,0,1.2,1.2,0.4,1.7,19.0,71.0,7.0,0.09,0.0,0.09,0.09,0.09,0.05,0.02,0.07,0.05,0.07,2018
Giancarlo González,/giancarlo-gonzalez/profil/spieler/111893,29,CB,Costa Rica,175000,1500000,US Palermo,/palermo-fc/startseite/verein/458,Bologna FC 1909,/fc-bologna/startseite/verein/1025,in,2017,-1325000,35.0,1.86,right,ITA-Serie A,Bologna,CRC,DF,29.0,1988.0,22,22,1857,20.6,0,0,0,0,0,0,5,3,0.1,0.1,0.0,0.1,11.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2018
Paolo Faragò,/paolo-farago/profil/spieler/167796,24,CM,Italy,700000,2300000,Novara Calcio 1908,/novara-calcio/startseite/verein/6692,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,in,2017,-1600000,30.0,1.87,right,ITA-Serie A,Cagliari,ITA,DF,24.0,1993.0,35,25,2457,27.3,2,4,6,2,0,0,2,0,3.0,3.0,4.8,7.8,66.0,108.0,166.0,0.07,0.15,0.22,0.07,0.22,0.11,0.18,0.29,0.11,0.29,2018
Fabrizio Caligara,/fabrizio-caligara/profil/spieler/386574,17,CM,Italy,1800000,2000000,Juventus Primavera,/juventus-turin-u19/startseite/verein/11008,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,in,2017,-200000,23.0,1.8,left,ITA-Serie A,Cagliari,ITA,MF,17.0,2000.0,1,0,18,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Damir Ceter,/damir-ceter/profil/spieler/460898,20,CF,Colombia,500000,1500000,Deportes Quindío,/deportes-quindio/startseite/verein/2351,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,in,2017,-1000000,25.0,1.87,right,ITA-Serie A,Cagliari,COL,FW,19.0,1997.0,6,1,199,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.18,0.03,0.18,2018
Gregory van der Wiel,/gregory-van-der-wiel/profil/spieler/45548,29,RB,Netherlands,0,1000000,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,Toronto FC,/toronto-fc/startseite/verein/11141,out,2017,-1000000,35.0,1.83,right,ITA-Serie A,Cagliari,NED,DF,29.0,1988.0,5,3,288,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,2018
Luca Garritano,/luca-garritano/profil/spieler/205677,23,AM,Italy,1700000,1000000,AC Cesena,/cesena-fc/startseite/verein/1429,Chievo Verona,/chievo-verona/startseite/verein/862,in,2017,700000,29.0,1.72,right,ITA-Serie A,Chievo,ITA,"MF,FW",23.0,1994.0,11,0,189,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,14.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.15,0.08,0.15,2018
Gianluca Gaudino,/gianluca-gaudino/profil/spieler/195051,20,CM,Germany,300000,50000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Chievo Verona,/chievo-verona/startseite/verein/862,in,2017,250000,26.0,1.79,both,ITA-Serie A,Chievo,GER,MF,20.0,1996.0,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.42,0.57,0.15,0.57,2018
Aristóteles Romero,/aristoteles-romero/profil/spieler/309929,21,DM,Venezuela,200000,1500000,Mineros de Guayana,/mineros-de-guayana/startseite/verein/17194,FC Crotone,/fc-crotone/startseite/verein/4083,in,2017,-1300000,27.0,1.84,right,ITA-Serie A,Crotone,VEN,"MF,FW",21.0,1995.0,6,0,86,1.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,2018
Oliver Kragl,/oliver-kragl/profil/spieler/56513,27,LM,Germany,350000,400000,Frosinone Calcio,/frosinone-calcio/startseite/verein/8970,FC Crotone,/fc-crotone/startseite/verein/4083,in,2017,-50000,33.0,1.79,left,ITA-Serie A,Crotone,GER,MF,27.0,1990.0,5,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,2018
Vitor Hugo,/vitor-hugo/profil/spieler/149752,26,CB,Brazil,4500000,8000000,Sociedade Esportiva Palmeiras,/se-palmeiras-sao-paulo/startseite/verein/1023,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-3500000,32.0,1.87,left,ITA-Serie A,Fiorentina,BRA,DF,26.0,1991.0,19,13,1208,13.4,1,0,1,1,0,0,4,0,0.5,0.5,0.1,0.6,3.0,31.0,3.0,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,2018
Jordan Veretout,/jordan-veretout/profil/spieler/164771,24,DM,France,16000000,7000000,Aston Villa,/aston-villa/startseite/verein/405,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,9000000,30.0,1.77,right,ITA-Serie A,Fiorentina,FRA,MF,24.0,1993.0,36,36,3209,35.7,8,1,9,6,2,3,10,1,5.4,3.0,4.1,7.1,64.0,288.0,86.0,0.22,0.03,0.25,0.17,0.2,0.15,0.11,0.27,0.09,0.2,2018
Bruno Gaspar,/bruno-gaspar/profil/spieler/230457,24,RB,Angola,500000,4000000,Vitória Guimarães SC,/vitoria-guimaraes-sc/startseite/verein/2420,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-3500000,30.0,1.8,right,ITA-Serie A,Fiorentina,ANG,DF,24.0,1993.0,15,6,781,8.7,0,2,2,0,0,0,2,0,0.0,0.0,0.8,0.8,19.0,52.0,48.0,0.0,0.23,0.23,0.0,0.23,0.0,0.09,0.09,0.0,0.09,2018
Valentin Eysseric,/valentin-eysseric/profil/spieler/126687,25,AM,France,1500000,3500000,OGC Nice,/ogc-nizza/startseite/verein/417,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2000000,31.0,1.81,right,FRA-Ligue 1,Nice,FRA,FW,25.0,1992.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,2.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.16,0.21,0.05,0.21,2018
Valentin Eysseric,/valentin-eysseric/profil/spieler/126687,25,AM,France,1500000,3500000,OGC Nice,/ogc-nizza/startseite/verein/417,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2000000,31.0,1.81,right,ITA-Serie A,Fiorentina,FRA,"FW,MF",25.0,1992.0,21,8,706,7.8,1,1,2,1,0,0,2,0,0.8,0.8,1.2,2.0,27.0,47.0,66.0,0.13,0.13,0.25,0.13,0.25,0.1,0.15,0.26,0.1,0.26,2018
Carlos Sánchez,/carlos-sanchez/profil/spieler/51226,31,DM,Colombia,300000,3000000,Aston Villa,/aston-villa/startseite/verein/405,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2700000,37.0,1.82,left,ESP-La Liga,Espanyol,COL,MF,31.0,1986.0,14,13,1122,12.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,2.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,2018
Carlos Sánchez,/carlos-sanchez/profil/spieler/51226,31,DM,Colombia,300000,3000000,Aston Villa,/aston-villa/startseite/verein/405,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2700000,37.0,1.82,left,ITA-Serie A,Fiorentina,COL,"MF,DF",31.0,1986.0,9,3,368,4.1,1,0,1,1,0,0,2,0,0.8,0.8,0.0,0.8,2.0,21.0,2.0,0.24,0.0,0.24,0.24,0.24,0.21,0.0,0.21,0.21,0.21,2018
Bryan Dabo,/bryan-dabo/profil/spieler/149446,25,CM,Burkina Faso,600000,3000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2400000,31.0,1.87,right,FRA-Ligue 1,Saint-Étienne,BFA,"MF,FW",25.0,1992.0,16,15,1284,14.3,2,0,2,1,1,2,10,0,2.6,1.0,0.7,1.7,34.0,65.0,49.0,0.14,0.0,0.14,0.07,0.07,0.19,0.05,0.23,0.07,0.12,2018
Bryan Dabo,/bryan-dabo/profil/spieler/149446,25,CM,Burkina Faso,600000,3000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2400000,31.0,1.87,right,ITA-Serie A,Fiorentina,BFA,MF,25.0,1992.0,10,6,591,6.6,1,0,1,1,0,0,2,2,0.3,0.3,0.1,0.5,11.0,31.0,14.0,0.15,0.0,0.15,0.15,0.15,0.05,0.02,0.07,0.05,0.07,2018
Sebastián Cristóforo,/sebastian-cristoforo/profil/spieler/188157,23,CM,Uruguay,1000000,2500000,Sevilla FC,/fc-sevilla/startseite/verein/368,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-1500000,29.0,1.75,right,ITA-Serie A,Fiorentina,URU,MF,23.0,1993.0,7,3,268,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17,2018
Maximiliano Olivera,/maximiliano-olivera/profil/spieler/179757,25,LB,Uruguay,1500000,2500000,CA Peñarol,/ca-penarol/startseite/verein/861,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-1000000,31.0,1.82,left,ITA-Serie A,Fiorentina,URU,DF,25.0,1992.0,7,4,412,4.6,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,3.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06,2018
Rafik Zekhnini,/rafik-zekhnini/profil/spieler/354278,19,LW,Norway,450000,1500000,Odds BK,/odds-bk/startseite/verein/1058,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-1050000,25.0,1.79,right,ITA-Serie A,Fiorentina,NOR,FW,19.0,1998.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,2018
Ricardo Centurión,/ricardo-centurion/profil/spieler/230058,24,LW,Argentina,250000,3800000,São Paulo Futebol Clube,/fc-sao-paulo/startseite/verein/585,Genoa CFC,/genua-cfc/startseite/verein/252,in,2017,-3550000,30.0,1.74,right,ITA-Serie A,Genoa,ARG,"MF,FW",24.0,1993.0,3,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Ricardo Centurión,/ricardo-centurion/profil/spieler/230058,24,LW,Argentina,250000,3500000,Genoa CFC,/genua-cfc/startseite/verein/252,Racing Club,/racing-club/startseite/verein/1444,out,2017,-3250000,30.0,1.74,right,ITA-Serie A,Genoa,ARG,"MF,FW",24.0,1993.0,3,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Oscar Hiljemark,/oscar-hiljemark/profil/spieler/158810,25,CM,Sweden,0,2500000,US Palermo,/palermo-fc/startseite/verein/458,Genoa CFC,/genua-cfc/startseite/verein/252,in,2017,-2500000,31.0,1.84,right,ITA-Serie A,Genoa,SWE,MF,25.0,1992.0,15,15,1279,14.2,0,3,3,0,0,0,1,0,1.1,1.1,5.6,6.8,23.0,73.0,60.0,0.0,0.21,0.21,0.0,0.21,0.08,0.4,0.48,0.08,0.48,2018
Petar Brlek,/petar-brlek/profil/spieler/160471,23,CM,Croatia,250000,2200000,Wisla Kraków,/wisla-krakau/startseite/verein/422,Genoa CFC,/genua-cfc/startseite/verein/252,in,2017,-1950000,29.0,1.8,right,ITA-Serie A,Genoa,CRO,MF,23.0,1994.0,5,3,232,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,2018
Jawad El Yamiq,/jawad-el-yamiq/profil/spieler/235412,25,CB,Morocco,2000000,650000,Raja Club Athletic,/raja-casablanca/startseite/verein/2068,Genoa CFC,/genua-cfc/startseite/verein/252,in,2017,1350000,31.0,1.93,right,ITA-Serie A,Genoa,MAR,DF,25.0,1992.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2018
Stephane Omeonga,/stephane-omeonga/profil/spieler/342472,21,CM,Belgium,400000,600000,US Avellino 1912,/us-avellino-1912/startseite/verein/2331,Genoa CFC,/genua-cfc/startseite/verein/252,in,2017,-200000,27.0,1.77,right,ITA-Serie A,Genoa,BEL,"MF,DF",21.0,1996.0,19,6,797,8.9,0,0,0,0,0,0,2,1,0.5,0.5,0.5,1.0,23.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,2018
Pietro Pellegri,/pietro-pellegri/profil/spieler/364133,16,CF,Italy,3500000,20900000,Genoa CFC,/genua-cfc/startseite/verein/252,AS Monaco,/as-monaco/startseite/verein/162,out,2017,-17400000,22.0,1.88,right,FRA-Ligue 1,Monaco,ITA,FW,16.0,2001.0,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Pietro Pellegri,/pietro-pellegri/profil/spieler/364133,16,CF,Italy,3500000,20900000,Genoa CFC,/genua-cfc/startseite/verein/252,AS Monaco,/as-monaco/startseite/verein/162,out,2017,-17400000,22.0,1.88,right,ITA-Serie A,Genoa,ITA,FW,16.0,2001.0,6,3,282,3.1,2,0,2,2,0,0,2,0,0.9,0.9,0.1,1.0,5.0,3.0,13.0,0.64,0.0,0.64,0.64,0.64,0.28,0.04,0.32,0.28,0.32,2018
Giovanni Simeone,/giovanni-simeone/profil/spieler/282388,22,CF,Argentina,15000000,17000000,Genoa CFC,/genua-cfc/startseite/verein/252,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2017,-2000000,27.0,1.8,right,ITA-Serie A,Fiorentina,ARG,FW,22.0,1995.0,38,36,2998,33.3,14,4,18,14,0,0,3,0,14.3,14.3,2.9,17.2,58.0,32.0,245.0,0.42,0.12,0.54,0.42,0.54,0.43,0.09,0.52,0.43,0.52,2018
Ezequiel Muñoz,/ezequiel-munoz/profil/spieler/75127,26,CB,Argentina,150000,2500000,Genoa CFC,/genua-cfc/startseite/verein/252,CD Leganés,/cd-leganes/startseite/verein/1244,out,2017,-2350000,32.0,1.86,,ESP-La Liga,Leganés,ARG,DF,26.0,1990.0,19,17,1407,15.6,0,1,1,0,0,0,2,0,0.3,0.3,0.7,1.0,2.0,10.0,0.0,0.0,0.06,0.06,0.0,0.06,0.02,0.04,0.06,0.02,0.06,2018
Raffaele Palladino,/raffaele-palladino/profil/spieler/28855,33,LW,Italy,0,250000,Genoa CFC,/genua-cfc/startseite/verein/252,Spezia Calcio,/spezia-calcio/startseite/verein/3522,out,2017,-250000,39.0,1.82,right,ITA-Serie A,Genoa,ITA,"MF,FW",33.0,1984.0,4,2,231,2.6,0,0,0,0,0,0,1,0,0.9,0.9,0.7,1.6,9.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.35,0.29,0.64,0.35,0.64,2018
Bruno Zuculini,/bruno-zuculini/profil/spieler/115507,24,DM,Argentina,1800000,1250000,Manchester City,/manchester-city/startseite/verein/281,Hellas Verona,/hellas-verona/startseite/verein/276,in,2017,550000,30.0,1.82,right,ITA-Serie A,Hellas Verona,ARG,MF,24.0,1993.0,16,15,1216,13.5,2,0,2,2,0,0,6,5,1.1,1.1,0.0,1.2,5.0,58.0,5.0,0.15,0.0,0.15,0.15,0.15,0.08,0.0,0.09,0.08,0.09,2018
Bruno Zuculini,/bruno-zuculini/profil/spieler/115507,24,DM,Argentina,1800000,3250000,Hellas Verona,/hellas-verona/startseite/verein/276,CA River Plate,/club-atletico-river-plate/startseite/verein/209,out,2017,-1450000,30.0,1.82,right,ITA-Serie A,Hellas Verona,ARG,MF,24.0,1993.0,16,15,1216,13.5,2,0,2,2,0,0,6,5,1.1,1.1,0.0,1.2,5.0,58.0,5.0,0.15,0.0,0.15,0.15,0.15,0.08,0.0,0.09,0.08,0.09,2018
Marco Fossati,/marco-fossati/profil/spieler/110931,24,DM,Italy,800000,300000,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,Hellas Verona,/hellas-verona/startseite/verein/276,in,2017,500000,30.0,1.8,right,ITA-Serie A,Hellas Verona,ITA,MF,24.0,1992.0,17,11,1101,12.2,0,0,0,0,0,0,5,0,0.3,0.3,0.6,0.9,10.0,73.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,2018
Filip Helander,/filip-helander/profil/spieler/198067,24,CB,Sweden,2000000,2000000,Hellas Verona,/hellas-verona/startseite/verein/276,Bologna FC 1909,/fc-bologna/startseite/verein/1025,out,2017,0,30.0,1.92,left,ITA-Serie A,Bologna,SWE,DF,24.0,1993.0,29,27,2499,27.8,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,24.0,87.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2018
Alessandro Bastoni,/alessandro-bastoni/profil/spieler/315853,18,CB,Italy,60000000,31100000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Inter Milan,/inter-mailand/startseite/verein/46,in,2017,28900000,24.0,1.9,left,ITA-Serie A,Atalanta,ITA,DF,18.0,1999.0,4,0,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.14,0.03,0.14,2018
Matías Vecino,/matias-vecino/profil/spieler/143812,25,CM,Uruguay,4500000,24000000,ACF Fiorentina,/ac-florenz/startseite/verein/430,Inter Milan,/inter-mailand/startseite/verein/46,in,2017,-19500000,31.0,1.87,right,ITA-Serie A,Inter,URU,MF,25.0,1991.0,29,25,2137,23.7,3,2,5,3,0,0,7,1,3.2,3.2,2.8,6.0,61.0,179.0,62.0,0.13,0.08,0.21,0.13,0.21,0.14,0.12,0.25,0.14,0.25,2018
