playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,nextSeason
Marten de Roon,/marten-de-roon/profil/spieler/133179,26,DM,Netherlands,10000000,16700000,Middlesbrough FC,/fc-middlesbrough/startseite/verein/641,Atalanta BC,/atalanta-bergamo/startseite/verein/800,in,2017,-6700000,32.0,1.85,right,ITA-Serie A,Atalanta,NED,MF,26.0,1991.0,28.6,1971.0,46.0,353.0,1264.0,371.0,44.0,1969.0,13.0,11.0,84.6,2.0,15.4,1115.0,5381.0,2681.0,31.0,22.0,2.0,26.0,17.0,1316.0,33.0,2018
Timothy Castagne,/timothy-castagne/profil/spieler/262226,21,RB,Belgium,25000000,6500000,KRC Genk,/krc-genk/startseite/verein/1184,Atalanta BC,/atalanta-bergamo/startseite/verein/800,in,2017,18500000,27.0,1.85,right,ITA-Serie A,Atalanta,BEL,DF,21.0,1995.0,16.7,1178.0,43.0,301.0,512.0,368.0,42.0,1178.0,24.0,13.0,54.2,11.0,45.8,564.0,2922.0,1561.0,38.0,26.0,9.0,21.0,10.0,706.0,115.0,2018
Andreas Cornelius,/andreas-cornelius/profil/spieler/203412,24,CF,Denmark,2500000,6000000,FC Copenhagen,/fc-kopenhagen/startseite/verein/190,Atalanta BC,/atalanta-bergamo/startseite/verein/800,in,2017,-3500000,30.0,1.93,left,ITA-Serie A,Atalanta,DEN,FW,24.0,1993.0,10.4,438.0,8.0,20.0,197.0,224.0,82.0,438.0,17.0,6.0,35.3,11.0,64.7,274.0,1354.0,417.0,18.0,6.0,11.0,37.0,22.0,367.0,127.0,2018
José Luis Palomino,/jose-luis-palomino/profil/spieler/125020,27,CB,Argentina,2500000,4700000,Ludogorets Razgrad,/pfk-ludogorets-razgrad/startseite/verein/31614,Atalanta BC,/atalanta-bergamo/startseite/verein/800,in,2017,-2200000,33.0,1.88,left,ITA-Serie A,Atalanta,ARG,DF,27.0,1990.0,22.0,1415.0,137.0,674.0,689.0,66.0,15.0,1415.0,14.0,12.0,85.7,2.0,14.3,709.0,4372.0,2386.0,16.0,11.0,0.0,13.0,7.0,827.0,4.0,2018
Gianluca Di Chiara,/gianluca-di-chiara/profil/spieler/189340,23,LB,Italy,750000,2800000,AC Perugia Calcio,/ac-perugia-calcio/startseite/verein/839,Benevento Calcio,/benevento-calcio/startseite/verein/4171,in,2017,-2050000,29.0,1.86,left,ITA-Serie A,Benevento,ITA,DF,23.0,1993.0,11.2,743.0,55.0,264.0,363.0,123.0,4.0,743.0,6.0,3.0,50.0,3.0,50.0,384.0,1984.0,1218.0,22.0,17.0,0.0,13.0,7.0,461.0,23.0,2018
Jean-Claude Billong,/jean-claude-billong/profil/spieler/391192,24,CB,Cameroon,250000,2500000,NK Maribor,/nk-maribor/startseite/verein/790,Benevento Calcio,/benevento-calcio/startseite/verein/4171,in,2017,-2250000,29.0,1.92,right,ITA-Serie A,Benevento,CMR,DF,23.0,1993.0,3.3,190.0,20.0,114.0,75.0,4.0,0.0,190.0,1.0,1.0,100.0,0.0,0.0,99.0,501.0,238.0,1.0,0.0,0.0,0.0,1.0,111.0,1.0,2018
Samuel Armenteros,/samuel-armenteros/profil/spieler/55751,27,CF,Sweden,500000,2000000,Heracles Almelo,/heracles-almelo/startseite/verein/1304,Benevento Calcio,/benevento-calcio/startseite/verein/4171,in,2017,-1500000,33.0,1.78,left,ITA-Serie A,Benevento,SWE,FW,27.0,1990.0,4.8,128.0,3.0,11.0,77.0,42.0,9.0,128.0,7.0,6.0,85.7,1.0,14.3,66.0,314.0,73.0,2.0,4.0,1.0,19.0,7.0,89.0,17.0,2018
Vid Belec,/vid-belec/profil/spieler/73090,27,GK,Slovenia,500000,1750000,Carpi FC 1909,/carpi-fc-1909/startseite/verein/4102,Benevento Calcio,/benevento-calcio/startseite/verein/4171,in,2017,-1250000,33.0,1.92,right,ITA-Serie A,Benevento,SVN,GK,27.0,1990.0,12.4,411.0,363.0,411.0,0.0,0.0,0.0,411.0,0.0,0.0,,0.0,,183.0,1162.0,829.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,2018
Vid Belec,/vid-belec/profil/spieler/73090,27,GK,Slovenia,500000,1750000,Carpi FC 1909,/carpi-fc-1909/startseite/verein/4102,Benevento Calcio,/benevento-calcio/startseite/verein/4171,in,2017,-1250000,33.0,1.92,right,ITA-Serie A,Sampdoria,SVN,GK,27.0,1990.0,2.0,97.0,88.0,97.0,0.0,0.0,0.0,97.0,0.0,0.0,,0.0,,53.0,217.0,122.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2018
Gaetano Letizia,/gaetano-letizia/profil/spieler/160560,27,RB,Italy,900000,1750000,Carpi FC 1909,/carpi-fc-1909/startseite/verein/4102,Benevento Calcio,/benevento-calcio/startseite/verein/4171,in,2017,-850000,33.0,1.73,both,ITA-Serie A,Benevento,ITA,DF,27.0,1990.0,23.8,1526.0,74.0,490.0,684.0,380.0,16.0,1526.0,63.0,38.0,60.3,25.0,39.7,790.0,5944.0,3948.0,94.0,59.0,7.0,39.0,23.0,903.0,109.0,2018
Massimo Coda,/massimo-coda/profil/spieler/33763,28,CF,Italy,1400000,1700000,US Salernitana 1919,/us-salernitana-1919/startseite/verein/380,Benevento Calcio,/benevento-calcio/startseite/verein/4171,in,2017,-300000,34.0,1.84,right,ITA-Serie A,Benevento,ITA,FW,28.0,1988.0,15.7,534.0,17.0,38.0,240.0,269.0,65.0,533.0,31.0,15.0,48.4,16.0,51.6,332.0,1994.0,892.0,26.0,24.0,7.0,49.0,26.0,397.0,114.0,2018
Andrea Costa,/andrea-costa/profil/spieler/34336,31,CB,Italy,0,1500000,Empoli FC ,/fc-empoli/startseite/verein/749,Benevento Calcio,/benevento-calcio/startseite/verein/4171,in,2017,-1500000,37.0,1.82,left,ITA-Serie A,Benevento,ITA,DF,31.0,1986.0,15.3,869.0,91.0,456.0,395.0,25.0,11.0,869.0,3.0,3.0,100.0,0.0,0.0,470.0,2848.0,1961.0,15.0,7.0,0.0,4.0,1.0,528.0,2.0,2018
Karamoko Cissé,/karamoko-cisse/profil/spieler/65635,28,CF,Guinea,200000,200000,Benevento Calcio,/benevento-calcio/startseite/verein/4171,FC Bari 1908,/ssc-bari/startseite/verein/332,out,2017,0,34.0,1.86,right,ITA-Serie A,Benevento,GUI,"FW,MF",28.0,1988.0,0.2,7.0,0.0,1.0,1.0,5.0,2.0,7.0,0.0,0.0,,0.0,,5.0,36.0,30.0,1.0,0.0,1.0,1.0,0.0,6.0,3.0,2018
Sebastien De Maio,/sebastien-de-maio/profil/spieler/56830,30,CB,France,200000,2000000,RSC Anderlecht,/rsc-anderlecht/startseite/verein/58,Bologna FC 1909,/fc-bologna/startseite/verein/1025,in,2017,-1800000,36.0,1.9,right,ITA-Serie A,Bologna,FRA,DF,30.0,1987.0,22.8,1403.0,159.0,676.0,687.0,50.0,14.0,1403.0,6.0,4.0,66.7,2.0,33.3,777.0,3944.0,2099.0,19.0,5.0,0.0,12.0,12.0,820.0,7.0,2018
Giancarlo González,/giancarlo-gonzalez/profil/spieler/111893,29,CB,Costa Rica,175000,1500000,US Palermo,/palermo-fc/startseite/verein/458,Bologna FC 1909,/fc-bologna/startseite/verein/1025,in,2017,-1325000,35.0,1.86,right,ITA-Serie A,Bologna,CRC,DF,29.0,1988.0,20.6,1246.0,154.0,759.0,477.0,15.0,7.0,1246.0,0.0,0.0,,0.0,,661.0,3826.0,1970.0,11.0,4.0,0.0,5.0,4.0,720.0,1.0,2018
Paolo Faragò,/paolo-farago/profil/spieler/167796,24,CM,Italy,700000,2300000,Novara Calcio 1908,/novara-calcio/startseite/verein/6692,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,in,2017,-1600000,30.0,1.87,right,ITA-Serie A,Cagliari,ITA,DF,24.0,1993.0,27.3,1656.0,81.0,443.0,685.0,550.0,59.0,1656.0,30.0,15.0,50.0,15.0,50.0,645.0,3898.0,1855.0,66.0,40.0,8.0,39.0,24.0,792.0,166.0,2018
Fabrizio Caligara,/fabrizio-caligara/profil/spieler/386574,17,CM,Italy,1800000,2000000,Juventus Primavera,/juventus-turin-u19/startseite/verein/11008,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,in,2017,-200000,23.0,1.8,left,ITA-Serie A,Cagliari,ITA,MF,17.0,2000.0,0.2,9.0,0.0,3.0,5.0,1.0,0.0,9.0,2.0,1.0,50.0,1.0,50.0,2.0,28.0,24.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2018
Damir Ceter,/damir-ceter/profil/spieler/460898,20,CF,Colombia,500000,1500000,Deportes Quindío,/deportes-quindio/startseite/verein/2351,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,in,2017,-1000000,25.0,1.87,right,ITA-Serie A,Cagliari,COL,FW,19.0,1997.0,2.2,85.0,1.0,5.0,46.0,35.0,8.0,85.0,4.0,3.0,75.0,1.0,25.0,54.0,394.0,150.0,4.0,2.0,1.0,5.0,10.0,70.0,10.0,2018
Gregory van der Wiel,/gregory-van-der-wiel/profil/spieler/45548,29,RB,Netherlands,0,1000000,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,Toronto FC,/toronto-fc/startseite/verein/11141,out,2017,-1000000,35.0,1.83,right,ITA-Serie A,Cagliari,NED,DF,29.0,1988.0,3.2,195.0,19.0,84.0,88.0,24.0,0.0,195.0,2.0,1.0,50.0,1.0,50.0,105.0,444.0,205.0,4.0,0.0,0.0,2.0,2.0,109.0,9.0,2018
Luca Garritano,/luca-garritano/profil/spieler/205677,23,AM,Italy,1700000,1000000,AC Cesena,/cesena-fc/startseite/verein/1429,Chievo Verona,/chievo-verona/startseite/verein/862,in,2017,700000,29.0,1.72,right,ITA-Serie A,Chievo,ITA,"MF,FW",23.0,1994.0,2.1,116.0,7.0,15.0,45.0,58.0,10.0,116.0,6.0,6.0,100.0,0.0,0.0,64.0,526.0,321.0,14.0,11.0,4.0,4.0,8.0,75.0,20.0,2018
Gianluca Gaudino,/gianluca-gaudino/profil/spieler/195051,20,CM,Germany,300000,50000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Chievo Verona,/chievo-verona/startseite/verein/862,in,2017,250000,26.0,1.79,both,ITA-Serie A,Chievo,GER,MF,20.0,1996.0,0.2,14.0,1.0,1.0,6.0,7.0,0.0,14.0,1.0,1.0,100.0,0.0,0.0,9.0,61.0,32.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,2018
Aristóteles Romero,/aristoteles-romero/profil/spieler/309929,21,DM,Venezuela,200000,1500000,Mineros de Guayana,/mineros-de-guayana/startseite/verein/17194,FC Crotone,/fc-crotone/startseite/verein/4083,in,2017,-1300000,27.0,1.84,right,ITA-Serie A,Crotone,VEN,"MF,FW",21.0,1995.0,1.0,69.0,1.0,16.0,43.0,12.0,2.0,69.0,2.0,1.0,50.0,1.0,50.0,38.0,291.0,173.0,4.0,1.0,1.0,3.0,2.0,35.0,1.0,2018
Oliver Kragl,/oliver-kragl/profil/spieler/56513,27,LM,Germany,350000,400000,Frosinone Calcio,/frosinone-calcio/startseite/verein/8970,FC Crotone,/fc-crotone/startseite/verein/4083,in,2017,-50000,33.0,1.79,left,ITA-Serie A,Crotone,GER,MF,27.0,1990.0,1.1,51.0,2.0,10.0,33.0,8.0,0.0,51.0,2.0,0.0,0.0,2.0,100.0,29.0,127.0,24.0,0.0,2.0,0.0,2.0,6.0,33.0,3.0,2018
Vitor Hugo,/vitor-hugo/profil/spieler/149752,26,CB,Brazil,4500000,8000000,Sociedade Esportiva Palmeiras,/se-palmeiras-sao-paulo/startseite/verein/1023,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-3500000,32.0,1.87,left,ITA-Serie A,Fiorentina,BRA,DF,26.0,1991.0,13.4,840.0,89.0,442.0,373.0,28.0,14.0,840.0,4.0,4.0,100.0,0.0,0.0,445.0,2220.0,1123.0,3.0,4.0,1.0,6.0,3.0,481.0,3.0,2018
Jordan Veretout,/jordan-veretout/profil/spieler/164771,24,DM,France,16000000,7000000,Aston Villa,/aston-villa/startseite/verein/405,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,9000000,30.0,1.77,right,ITA-Serie A,Fiorentina,FRA,MF,24.0,1993.0,35.7,2507.0,56.0,462.0,1514.0,571.0,25.0,2504.0,46.0,34.0,73.9,12.0,26.1,1488.0,8427.0,3897.0,64.0,65.0,1.0,43.0,33.0,1723.0,86.0,2018
Bruno Gaspar,/bruno-gaspar/profil/spieler/230457,24,RB,Angola,500000,4000000,Vitória Guimarães SC,/vitoria-guimaraes-sc/startseite/verein/2420,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-3500000,30.0,1.8,right,ITA-Serie A,Fiorentina,ANG,DF,24.0,1993.0,8.7,664.0,14.0,144.0,336.0,187.0,9.0,664.0,9.0,5.0,55.6,4.0,44.4,318.0,1632.0,811.0,19.0,17.0,3.0,15.0,7.0,402.0,48.0,2018
Valentin Eysseric,/valentin-eysseric/profil/spieler/126687,25,AM,France,1500000,3500000,OGC Nice,/ogc-nizza/startseite/verein/417,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2000000,31.0,1.81,right,FRA-Ligue 1,Nice,FRA,FW,25.0,1992.0,1.0,90.0,0.0,9.0,40.0,42.0,4.0,90.0,5.0,3.0,60.0,2.0,40.0,47.0,270.0,114.0,2.0,2.0,1.0,2.0,6.0,69.0,13.0,2018
Valentin Eysseric,/valentin-eysseric/profil/spieler/126687,25,AM,France,1500000,3500000,OGC Nice,/ogc-nizza/startseite/verein/417,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2000000,31.0,1.81,right,ITA-Serie A,Fiorentina,FRA,"FW,MF",25.0,1992.0,7.8,488.0,8.0,62.0,204.0,224.0,26.0,488.0,21.0,17.0,81.0,4.0,19.0,284.0,1492.0,721.0,27.0,17.0,6.0,14.0,18.0,350.0,66.0,2018
Carlos Sánchez,/carlos-sanchez/profil/spieler/51226,31,DM,Colombia,300000,3000000,Aston Villa,/aston-villa/startseite/verein/405,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2700000,37.0,1.82,left,ESP-La Liga,Espanyol,COL,MF,31.0,1986.0,12.5,686.0,45.0,206.0,428.0,54.0,0.0,686.0,10.0,9.0,90.0,1.0,10.0,361.0,1469.0,396.0,2.0,3.0,0.0,12.0,14.0,402.0,3.0,2018
Carlos Sánchez,/carlos-sanchez/profil/spieler/51226,31,DM,Colombia,300000,3000000,Aston Villa,/aston-villa/startseite/verein/405,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2700000,37.0,1.82,left,ITA-Serie A,Fiorentina,COL,"MF,DF",31.0,1986.0,4.1,297.0,15.0,69.0,195.0,35.0,4.0,297.0,1.0,1.0,100.0,0.0,0.0,171.0,738.0,322.0,2.0,3.0,0.0,5.0,6.0,195.0,2.0,2018
Bryan Dabo,/bryan-dabo/profil/spieler/149446,25,CM,Burkina Faso,600000,3000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2400000,31.0,1.87,right,FRA-Ligue 1,Saint-Étienne,BFA,"MF,FW",25.0,1992.0,14.3,799.0,27.0,143.0,479.0,191.0,28.0,797.0,34.0,26.0,76.5,8.0,23.5,425.0,2338.0,1247.0,34.0,18.0,7.0,31.0,25.0,589.0,49.0,2018
Bryan Dabo,/bryan-dabo/profil/spieler/149446,25,CM,Burkina Faso,600000,3000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-2400000,31.0,1.87,right,ITA-Serie A,Fiorentina,BFA,MF,25.0,1992.0,6.6,413.0,26.0,103.0,240.0,74.0,6.0,413.0,14.0,14.0,100.0,0.0,0.0,230.0,1376.0,670.0,11.0,8.0,1.0,6.0,10.0,241.0,14.0,2018
Sebastián Cristóforo,/sebastian-cristoforo/profil/spieler/188157,23,CM,Uruguay,1000000,2500000,Sevilla FC,/fc-sevilla/startseite/verein/368,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-1500000,29.0,1.75,right,ITA-Serie A,Fiorentina,URU,MF,23.0,1993.0,3.0,244.0,11.0,54.0,148.0,42.0,1.0,244.0,2.0,2.0,100.0,0.0,0.0,122.0,517.0,247.0,2.0,2.0,0.0,10.0,5.0,154.0,6.0,2018
Maximiliano Olivera,/maximiliano-olivera/profil/spieler/179757,25,LB,Uruguay,1500000,2500000,CA Peñarol,/ca-penarol/startseite/verein/861,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-1000000,31.0,1.82,left,ITA-Serie A,Fiorentina,URU,DF,25.0,1992.0,4.6,320.0,17.0,108.0,143.0,71.0,3.0,320.0,1.0,1.0,100.0,0.0,0.0,171.0,867.0,445.0,3.0,6.0,0.0,3.0,3.0,201.0,22.0,2018
Rafik Zekhnini,/rafik-zekhnini/profil/spieler/354278,19,LW,Norway,450000,1500000,Odds BK,/odds-bk/startseite/verein/1058,ACF Fiorentina,/ac-florenz/startseite/verein/430,in,2017,-1050000,25.0,1.79,right,ITA-Serie A,Fiorentina,NOR,FW,19.0,1998.0,0.1,5.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,,0.0,,2.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2018
Ricardo Centurión,/ricardo-centurion/profil/spieler/230058,24,LW,Argentina,250000,3800000,São Paulo Futebol Clube,/fc-sao-paulo/startseite/verein/585,Genoa CFC,/genua-cfc/startseite/verein/252,in,2017,-3550000,30.0,1.74,right,ITA-Serie A,Genoa,ARG,"MF,FW",24.0,1993.0,0.6,27.0,1.0,3.0,13.0,12.0,0.0,27.0,4.0,1.0,25.0,3.0,75.0,22.0,151.0,64.0,1.0,2.0,0.0,1.0,4.0,20.0,7.0,2018
Ricardo Centurión,/ricardo-centurion/profil/spieler/230058,24,LW,Argentina,250000,3500000,Genoa CFC,/genua-cfc/startseite/verein/252,Racing Club,/racing-club/startseite/verein/1444,out,2017,-3250000,30.0,1.74,right,ITA-Serie A,Genoa,ARG,"MF,FW",24.0,1993.0,0.6,27.0,1.0,3.0,13.0,12.0,0.0,27.0,4.0,1.0,25.0,3.0,75.0,22.0,151.0,64.0,1.0,2.0,0.0,1.0,4.0,20.0,7.0,2018
Oscar Hiljemark,/oscar-hiljemark/profil/spieler/158810,25,CM,Sweden,0,2500000,US Palermo,/palermo-fc/startseite/verein/458,Genoa CFC,/genua-cfc/startseite/verein/252,in,2017,-2500000,31.0,1.84,right,ITA-Serie A,Genoa,SWE,MF,25.0,1992.0,14.2,779.0,14.0,102.0,406.0,282.0,26.0,779.0,20.0,13.0,65.0,7.0,35.0,399.0,1889.0,796.0,23.0,23.0,4.0,18.0,17.0,477.0,60.0,2018
Petar Brlek,/petar-brlek/profil/spieler/160471,23,CM,Croatia,250000,2200000,Wisla Kraków,/wisla-krakau/startseite/verein/422,Genoa CFC,/genua-cfc/startseite/verein/252,in,2017,-1950000,29.0,1.8,right,ITA-Serie A,Genoa,CRO,MF,23.0,1994.0,2.6,141.0,3.0,29.0,91.0,25.0,4.0,141.0,4.0,2.0,50.0,2.0,50.0,84.0,360.0,168.0,3.0,2.0,1.0,4.0,2.0,95.0,3.0,2018
Jawad El Yamiq,/jawad-el-yamiq/profil/spieler/235412,25,CB,Morocco,2000000,650000,Raja Club Athletic,/raja-casablanca/startseite/verein/2068,Genoa CFC,/genua-cfc/startseite/verein/252,in,2017,1350000,31.0,1.93,right,ITA-Serie A,Genoa,MAR,DF,25.0,1992.0,4.0,227.0,31.0,128.0,91.0,8.0,3.0,227.0,1.0,1.0,100.0,0.0,0.0,119.0,472.0,227.0,1.0,1.0,0.0,3.0,1.0,128.0,0.0,2018
Stephane Omeonga,/stephane-omeonga/profil/spieler/342472,21,CM,Belgium,400000,600000,US Avellino 1912,/us-avellino-1912/startseite/verein/2331,Genoa CFC,/genua-cfc/startseite/verein/252,in,2017,-200000,27.0,1.77,right,ITA-Serie A,Genoa,BEL,"MF,DF",21.0,1996.0,8.9,448.0,11.0,90.0,236.0,131.0,11.0,448.0,24.0,18.0,75.0,6.0,25.0,276.0,1657.0,914.0,23.0,20.0,3.0,15.0,17.0,292.0,37.0,2018
Pietro Pellegri,/pietro-pellegri/profil/spieler/364133,16,CF,Italy,3500000,20900000,Genoa CFC,/genua-cfc/startseite/verein/252,AS Monaco,/as-monaco/startseite/verein/162,out,2017,-17400000,22.0,1.88,right,FRA-Ligue 1,Monaco,ITA,FW,16.0,2001.0,0.3,10.0,0.0,1.0,3.0,6.0,2.0,10.0,2.0,2.0,100.0,0.0,0.0,6.0,89.0,60.0,3.0,1.0,2.0,0.0,1.0,7.0,3.0,2018
Pietro Pellegri,/pietro-pellegri/profil/spieler/364133,16,CF,Italy,3500000,20900000,Genoa CFC,/genua-cfc/startseite/verein/252,AS Monaco,/as-monaco/startseite/verein/162,out,2017,-17400000,22.0,1.88,right,ITA-Serie A,Genoa,ITA,FW,16.0,2001.0,3.1,70.0,1.0,5.0,28.0,37.0,11.0,70.0,0.0,0.0,,0.0,,42.0,326.0,86.0,5.0,1.0,1.0,7.0,2.0,50.0,13.0,2018
Giovanni Simeone,/giovanni-simeone/profil/spieler/282388,22,CF,Argentina,15000000,17000000,Genoa CFC,/genua-cfc/startseite/verein/252,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2017,-2000000,27.0,1.8,right,ITA-Serie A,Fiorentina,ARG,FW,22.0,1995.0,33.3,954.0,34.0,80.0,394.0,496.0,153.0,954.0,61.0,32.0,52.5,29.0,47.5,620.0,3444.0,1255.0,58.0,31.0,26.0,108.0,66.0,718.0,245.0,2018
Ezequiel Muñoz,/ezequiel-munoz/profil/spieler/75127,26,CB,Argentina,150000,2500000,Genoa CFC,/genua-cfc/startseite/verein/252,CD Leganés,/cd-leganes/startseite/verein/1244,out,2017,-2350000,32.0,1.86,,ESP-La Liga,Leganés,ARG,DF,26.0,1990.0,15.6,673.0,95.0,425.0,237.0,15.0,10.0,673.0,3.0,3.0,100.0,0.0,0.0,283.0,1130.0,462.0,2.0,0.0,0.0,8.0,0.0,300.0,0.0,2018
Raffaele Palladino,/raffaele-palladino/profil/spieler/28855,33,LW,Italy,0,250000,Genoa CFC,/genua-cfc/startseite/verein/252,Spezia Calcio,/spezia-calcio/startseite/verein/3522,out,2017,-250000,39.0,1.82,right,ITA-Serie A,Genoa,ITA,"MF,FW",33.0,1984.0,2.6,109.0,1.0,13.0,35.0,61.0,12.0,109.0,4.0,3.0,75.0,1.0,25.0,77.0,516.0,258.0,9.0,3.0,5.0,2.0,3.0,94.0,28.0,2018
Bruno Zuculini,/bruno-zuculini/profil/spieler/115507,24,DM,Argentina,1800000,1250000,Manchester City,/manchester-city/startseite/verein/281,Hellas Verona,/hellas-verona/startseite/verein/276,in,2017,550000,30.0,1.82,right,ITA-Serie A,Hellas Verona,ARG,MF,24.0,1993.0,13.5,815.0,47.0,262.0,494.0,67.0,6.0,815.0,4.0,4.0,100.0,0.0,0.0,297.0,1427.0,507.0,5.0,3.0,0.0,14.0,9.0,445.0,5.0,2018
Bruno Zuculini,/bruno-zuculini/profil/spieler/115507,24,DM,Argentina,1800000,3250000,Hellas Verona,/hellas-verona/startseite/verein/276,CA River Plate,/club-atletico-river-plate/startseite/verein/209,out,2017,-1450000,30.0,1.82,right,ITA-Serie A,Hellas Verona,ARG,MF,24.0,1993.0,13.5,815.0,47.0,262.0,494.0,67.0,6.0,815.0,4.0,4.0,100.0,0.0,0.0,297.0,1427.0,507.0,5.0,3.0,0.0,14.0,9.0,445.0,5.0,2018
Marco Fossati,/marco-fossati/profil/spieler/110931,24,DM,Italy,800000,300000,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,Hellas Verona,/hellas-verona/startseite/verein/276,in,2017,500000,30.0,1.8,right,ITA-Serie A,Hellas Verona,ITA,MF,24.0,1992.0,12.2,822.0,54.0,219.0,508.0,100.0,1.0,822.0,5.0,5.0,100.0,0.0,0.0,348.0,1759.0,885.0,10.0,6.0,0.0,7.0,7.0,511.0,8.0,2018
Filip Helander,/filip-helander/profil/spieler/198067,24,CB,Sweden,2000000,2000000,Hellas Verona,/hellas-verona/startseite/verein/276,Bologna FC 1909,/fc-bologna/startseite/verein/1025,out,2017,0,30.0,1.92,left,ITA-Serie A,Bologna,SWE,DF,24.0,1993.0,27.8,1567.0,207.0,784.0,760.0,31.0,12.0,1567.0,6.0,6.0,100.0,0.0,0.0,902.0,4907.0,2982.0,24.0,5.0,0.0,14.0,6.0,933.0,3.0,2018
Alessandro Bastoni,/alessandro-bastoni/profil/spieler/315853,18,CB,Italy,60000000,31100000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Inter Milan,/inter-mailand/startseite/verein/46,in,2017,28900000,24.0,1.9,left,ITA-Serie A,Atalanta,ITA,DF,18.0,1999.0,1.0,96.0,2.0,26.0,49.0,23.0,5.0,96.0,3.0,2.0,66.7,1.0,33.3,53.0,235.0,90.0,1.0,0.0,1.0,0.0,2.0,64.0,12.0,2018
Matías Vecino,/matias-vecino/profil/spieler/143812,25,CM,Uruguay,4500000,24000000,ACF Fiorentina,/ac-florenz/startseite/verein/430,Inter Milan,/inter-mailand/startseite/verein/46,in,2017,-19500000,31.0,1.87,right,ITA-Serie A,Inter,URU,MF,25.0,1991.0,23.7,1860.0,39.0,289.0,1255.0,327.0,57.0,1860.0,28.0,21.0,75.0,7.0,25.0,1252.0,6384.0,3467.0,61.0,52.0,9.0,29.0,33.0,1445.0,62.0,2018
Roberto Gagliardini,/roberto-gagliardini/profil/spieler/197471,23,CM,Italy,4000000,20500000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Inter Milan,/inter-mailand/startseite/verein/46,in,2017,-16500000,29.0,1.88,right,ITA-Serie A,Inter,ITA,MF,23.0,1994.0,22.1,1714.0,47.0,329.0,1143.0,255.0,33.0,1714.0,19.0,12.0,63.2,7.0,36.8,991.0,4952.0,2527.0,33.0,30.0,2.0,28.0,14.0,1214.0,36.0,2018
Borja Valero,/borja-valero/profil/spieler/40372,32,CM,Spain,0,6500000,ACF Fiorentina,/ac-florenz/startseite/verein/430,Inter Milan,/inter-mailand/startseite/verein/46,in,2017,-6500000,38.0,1.75,right,ITA-Serie A,Inter,ESP,MF,32.0,1985.0,28.5,2255.0,60.0,344.0,1449.0,478.0,26.0,2255.0,30.0,22.0,73.3,7.0,23.3,1578.0,7856.0,4138.0,71.0,62.0,3.0,26.0,39.0,1813.0,80.0,2018
Éver Banega,/ever-banega/profil/spieler/12249,29,CM,Argentina,1800000,7000000,Inter Milan,/inter-mailand/startseite/verein/46,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2017,-5200000,35.0,1.74,right,ESP-La Liga,Sevilla,ARG,MF,29.0,1988.0,26.7,2554.0,33.0,395.0,1552.0,652.0,32.0,2551.0,121.0,83.0,68.6,38.0,31.4,1778.0,9356.0,5052.0,77.0,80.0,7.0,34.0,60.0,1936.0,81.0,2018
