league,season,team,player,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,nextSeason
ITA-Serie A,2017,Fiorentina,Bryan Dabo,BFA,MF,25,1992,6.6,11,1.68,10,0,1,0,0,0,1,0.15,1,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Carlos Sánchez,COL,"MF,DF",31,1986,4.1,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Cristiano Biraghi,ITA,DF,24,1992,33.1,96,2.90,56,31,1,5,2,1,8,0.24,4,2,0,1,1,0,2018
ITA-Serie A,2017,Fiorentina,Cyril Théréau,FRA,"FW,MF",34,1983,12.4,46,3.71,37,0,2,2,5,0,6,0.48,6,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Davide Astori,ITA,DF,30,1987,25.0,30,1.20,28,0,1,1,0,0,1,0.04,1,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Diego Falcinelli,ITA,FW,26,1991,4.9,19,3.90,14,1,1,3,0,0,4,0.82,4,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Federico Chiesa,ITA,"FW,MF",19,1997,33.5,147,4.39,95,2,17,16,12,5,20,0.60,12,0,3,0,5,0,2018
ITA-Serie A,2017,Fiorentina,Germán Pezzella,ARG,DF,26,1991,33.1,25,0.76,20,0,1,2,1,1,2,0.06,1,0,0,0,1,0,2018
ITA-Serie A,2017,Fiorentina,Gil Bastião Dias,POR,"FW,MF",20,1996,13.2,53,4.01,38,1,7,3,3,1,6,0.45,5,0,1,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Giovanni Simeone,ARG,FW,22,1995,33.3,92,2.76,65,0,12,8,4,3,11,0.33,5,0,4,1,1,0,2018
ITA-Serie A,2017,Fiorentina,Jordan Veretout,FRA,MF,24,1993,35.7,152,4.26,112,28,3,5,0,4,11,0.31,6,1,2,1,0,1,2018
ITA-Serie A,2017,Fiorentina,Khouma Babacar,SEN,FW,24,1993,5.0,13,2.61,10,0,1,0,2,0,1,0.20,0,0,0,0,1,0,2018
ITA-Serie A,2017,Fiorentina,Marco Benassi,ITA,"MF,FW",22,1994,30.9,85,2.75,76,0,3,5,0,1,6,0.19,5,0,0,1,0,0,2018
ITA-Serie A,2017,Fiorentina,Marco Sportiello,ITA,GK,25,1992,35.6,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Maximiliano Olivera,URU,DF,25,1992,4.6,9,1.98,6,2,0,0,0,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Milan Badelj,CRO,MF,28,1989,26.1,97,3.71,85,0,4,4,2,2,4,0.15,2,0,0,2,0,0,2018
ITA-Serie A,2017,Fiorentina,Nenad Tomović,SRB,DF,29,1987,1.5,4,2.67,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Nikola Milenković,SRB,DF,19,1997,13.9,13,0.93,11,1,0,0,1,0,1,0.07,1,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Rafik Zekhnini,NOR,FW,19,1998,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Riccardo Saponara,ITA,"MF,FW",25,1991,10.0,63,6.31,50,5,2,4,2,0,4,0.40,3,1,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Sebastián Cristóforo,URU,MF,23,1993,3.0,7,2.35,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Simone Lo Faso,ITA,FW,19,1998,0.4,2,5.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Valentin Eysseric,FRA,"FW,MF",25,1992,7.8,42,5.36,27,6,3,3,2,1,4,0.51,3,0,0,1,0,0,2018
ITA-Serie A,2017,Fiorentina,Vincent Laurini,FRA,DF,28,1989,17.9,37,2.07,30,6,1,0,0,0,3,0.17,3,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Vitor Hugo,BRA,DF,26,1991,13.4,9,0.67,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Adel Taarabt,MAR,"FW,MF",28,1989,17.9,81,4.52,62,1,11,3,3,1,6,0.33,6,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Aleandro Rosi,ITA,DF,30,1987,18.9,17,0.90,14,1,0,1,1,0,2,0.11,1,0,0,1,0,0,2018
ITA-Serie A,2017,Genoa,Andrea Bertolacci,ITA,MF,26,1991,32.2,64,1.99,54,3,3,1,1,2,1,0.03,1,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Andrey Galabinov,BUL,FW,28,1988,12.5,23,1.83,19,0,0,2,2,0,2,0.16,1,0,0,0,1,0,2018
ITA-Serie A,2017,Genoa,Armando Izzo,ITA,DF,25,1992,15.4,11,0.71,6,1,0,1,3,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Daniel Bessa,ITA,MF,24,1993,4.9,14,2.88,12,1,1,0,0,0,1,0.21,1,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Darko Lazović,SRB,"DF,MF",26,1990,13.8,41,3.10,32,2,3,0,3,1,5,0.38,4,1,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Davide Biraschi,ITA,DF,23,1994,20.0,19,0.95,15,0,3,0,0,1,3,0.15,1,0,1,0,0,1,2018
ITA-Serie A,2017,Genoa,Diego Laxalt,URU,DF,24,1993,31.2,55,1.76,47,0,3,4,1,0,6,0.19,3,0,2,1,0,0,2018
ITA-Serie A,2017,Genoa,Eddie Salcedo,ITA,FW,15,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Ervin Zukanović,BIH,DF,30,1987,31.9,41,1.32,38,0,0,3,0,0,1,0.03,1,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Eugenio Lamanna,ITA,GK,27,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Federico Ricci,ITA,MF,23,1994,2.4,10,4.15,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Francesco Migliore,ITA,DF,29,1988,3.7,4,1.09,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Gianluca Lapadula,PER,FW,27,1990,16.6,43,2.59,21,1,6,6,9,0,6,0.36,1,0,1,1,3,0,2018
ITA-Serie A,2017,Genoa,Giuseppe Rossi,ITA,"FW,MF",30,1987,2.9,9,3.12,4,0,2,1,1,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Goran Pandev,MKD,"FW,MF",34,1983,20.0,78,3.89,61,0,9,5,2,1,8,0.40,6,0,1,0,0,1,2018
ITA-Serie A,2017,Genoa,Isaac Cofie,GHA,MF,25,1991,6.6,4,0.61,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Iuri Medeiros,POR,"FW,MF",23,1994,7.1,28,3.93,17,7,1,1,2,0,2,0.28,2,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Jawad El Yamiq,MAR,DF,25,1992,4.0,2,0.50,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Luca Rigoni,ITA,MF,32,1984,17.5,32,1.83,26,0,2,2,2,0,3,0.17,3,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Luca Rossettini,ITA,DF,32,1985,22.5,8,0.36,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Mattia Perin,ITA,GK,24,1992,37.0,6,0.16,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Miguel Veloso,POR,MF,31,1986,19.3,44,2.28,23,19,0,2,0,0,2,0.10,0,1,0,1,0,0,2018
ITA-Serie A,2017,Genoa,Nicolás Spolli,ARG,DF,34,1983,20.0,7,0.36,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Oscar Hiljemark,SWE,MF,25,1992,14.2,58,4.08,38,17,1,1,1,0,4,0.28,4,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Pedro Pereira,POR,DF,19,1998,4.2,8,1.89,3,3,0,1,0,1,1,0.24,0,1,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Petar Brlek,CRO,MF,23,1994,2.6,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Pietro Pellegri,ITA,FW,16,2001,3.1,5,1.60,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Raffaele Palladino,ITA,"MF,FW",33,1984,2.6,11,4.29,9,0,1,1,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Ricardo Centurión,ARG,"MF,FW",24,1993,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Santiago Gentiletti,ARG,DF,32,1985,3.2,4,1.24,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Genoa,Stephane Omeonga,BEL,"MF,DF",21,1996,8.9,22,2.49,16,0,3,2,0,1,1,0.11,1,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Alessio Cerci,ITA,FW,30,1987,18.2,56,3.08,28,7,7,6,7,1,10,0.55,5,0,0,2,3,0,2018
ITA-Serie A,2017,Hellas Verona,Alex Ferrari,ITA,DF,23,1994,23.7,23,0.97,13,4,4,0,1,1,4,0.17,4,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Andrea Danzi,ITA,MF,18,1999,4.4,5,1.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Antonio Caracciolo,ITA,DF,27,1990,31.7,15,0.47,8,1,0,3,1,2,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Bruno Petković,CRO,FW,22,1994,10.2,27,2.64,17,0,4,2,2,2,4,0.39,2,0,1,1,0,0,2018
ITA-Serie A,2017,Hellas Verona,Bruno Zuculini,ARG,MF,24,1993,13.5,15,1.11,12,0,0,0,0,3,2,0.15,1,0,0,0,0,1,2018
ITA-Serie A,2017,Hellas Verona,Daniel Bessa,ITA,"MF,FW",24,1993,15.4,50,3.29,42,3,3,1,1,0,2,0.13,1,0,0,0,1,0,2018
ITA-Serie A,2017,Hellas Verona,Daniele Verde,ITA,"FW,MF",21,1996,21.7,50,2.30,31,12,2,2,2,1,5,0.23,4,1,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Deian Boldor,ROU,DF,22,1995,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Enrico Bearzotti,ITA,"DF,FW",20,1996,4.6,5,1.10,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Franco Zuculini,ARG,"MF,FW",26,1990,3.7,8,2.18,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Giampaolo Pazzini,ITA,FW,32,1984,11.0,15,1.45,9,0,0,4,2,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Gian Filippo Felicioli,ITA,"MF,DF",19,1997,3.1,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Jagoš Vuković,SRB,DF,29,1988,14.8,5,0.34,4,0,0,0,0,1,2,0.14,2,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Lee Seung-woo,KOR,"MF,FW",19,1998,4.0,11,2.78,8,1,0,1,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Marcel Büchel,LIE,MF,26,1991,18.8,29,1.54,23,4,1,0,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Marco Fossati,ITA,MF,24,1992,12.2,26,2.13,21,3,0,2,0,0,1,0.08,0,0,0,1,0,0,2018
ITA-Serie A,2017,Hellas Verona,Marco Silvestri,ITA,GK,26,1991,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Martín Cáceres,URU,DF,30,1987,12.9,20,1.54,14,2,0,3,0,1,3,0.23,1,0,0,2,0,0,2018
ITA-Serie A,2017,Hellas Verona,Matteo Bianchetti,ITA,DF,24,1993,1.4,2,1.45,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Mattia Valoti,ITA,"MF,FW",23,1993,17.5,29,1.66,21,1,1,2,3,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Mattia Zaccagni,ITA,"MF,FW",22,1995,1.7,3,1.79,0,0,0,1,1,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Mohamed Fares,ALG,"DF,MF",21,1996,28.9,49,1.69,30,2,9,2,4,2,2,0.07,1,0,0,0,0,1,2018
ITA-Serie A,2017,Hellas Verona,Moise Kean,ITA,FW,17,2000,12.6,22,1.75,13,0,2,6,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Nícolas Andrade,BRA,GK,29,1988,36.0,11,0.31,7,4,0,0,0,0,1,0.03,1,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Rolando Aarons,ENG,"MF,FW",21,1995,5.7,5,0.87,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Ryder Matos,BRA,"FW,MF",24,1993,10.9,18,1.66,11,1,2,1,3,0,3,0.28,2,0,1,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Rômulo,ITA,"MF,DF",30,1987,35.2,86,2.44,55,14,9,1,7,0,9,0.26,6,2,1,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Samuel Souprayen,FRA,DF,28,1989,17.6,14,0.80,11,1,0,0,1,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Simone Calvano,ITA,MF,24,1993,7.2,5,0.70,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Thomas Heurtaux,FRA,DF,29,1988,15.5,4,0.26,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Hellas Verona,Ľubomír Tupta,SVK,"MF,FW",19,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Inter,Andrea Pinamonti,ITA,FW,18,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Inter,Andrea Ranocchia,ITA,DF,29,1988,7.0,3,0.43,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Inter,Antonio Candreva,ITA,FW,30,1987,28.2,139,4.92,95,26,8,7,2,1,16,0.57,14,2,0,0,0,0,2018
ITA-Serie A,2017,Inter,Borja Valero,ESP,MF,32,1985,28.5,83,2.91,71,2,5,1,3,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Inter,Dalbert Henrique,BRA,DF,23,1993,5.9,8,1.36,5,0,2,0,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Inter,Danilo D'Ambrosio,ITA,DF,28,1988,33.1,73,2.21,56,4,0,3,5,5,9,0.27,5,0,0,1,2,1,2018
ITA-Serie A,2017,Inter,Davide Santon,ITA,DF,26,1991,9.3,10,1.08,9,0,0,1,0,0,1,0.11,0,0,0,1,0,0,2018
ITA-Serie A,2017,Inter,Ivan Perišić,CRO,FW,28,1989,36.8,136,3.69,108,5,11,10,1,1,16,0.43,11,1,2,1,1,0,2018
ITA-Serie A,2017,Inter,João Cancelo,POR,DF,23,1994,20.6,65,3.16,36,21,2,1,3,2,6,0.29,2,4,0,0,0,0,2018
ITA-Serie A,2017,Inter,João Mário,POR,"MF,FW",24,1993,6.2,34,5.53,23,5,3,1,2,0,7,1.14,4,1,0,1,1,0,2018
ITA-Serie A,2017,Inter,Lisandro López,ARG,DF,27,1989,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Inter,Marcelo Brozović,CRO,MF,24,1992,21.4,110,5.14,78,26,1,3,2,0,14,0.65,8,4,0,1,1,0,2018
ITA-Serie A,2017,Inter,Matías Vecino,URU,MF,25,1991,23.7,75,3.16,67,0,1,3,2,2,6,0.25,6,0,0,0,0,0,2018
ITA-Serie A,2017,Inter,Mauro Icardi,ARG,FW,24,1993,32.9,70,2.13,57,0,5,4,4,0,12,0.36,8,0,1,1,2,0,2018
ITA-Serie A,2017,Inter,Milan Škriniar,SVK,DF,22,1995,38.0,31,0.82,26,0,1,1,1,2,5,0.13,3,0,0,1,1,0,2018
ITA-Serie A,2017,Inter,Miranda,BRA,DF,32,1984,30.3,18,0.59,14,0,2,2,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Inter,Rafinha,BRA,MF,24,1993,11.6,64,5.52,52,0,5,2,4,1,8,0.69,6,0,0,1,1,0,2018
ITA-Serie A,2017,Inter,Roberto Gagliardini,ITA,MF,23,1994,22.1,35,1.59,32,0,0,0,1,2,1,0.05,1,0,0,0,0,0,2018
ITA-Serie A,2017,Inter,Samir Handanović,SVN,GK,33,1984,38.0,5,0.13,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Inter,Yann Karamoh,FRA,"FW,MF",19,1998,5.4,23,4.24,15,1,2,3,2,0,5,0.92,2,0,1,2,0,0,2018
ITA-Serie A,2017,Inter,Yuto Nagatomo,JPN,DF,30,1986,8.8,16,1.82,13,0,1,2,0,0,2,0.23,2,0,0,0,0,0,2018
ITA-Serie A,2017,Inter,Éder,ITA,"FW,MF",30,1986,8.9,33,3.73,24,1,2,2,4,0,3,0.34,1,0,0,0,2,0,2018
ITA-Serie A,2017,Juventus,Alex Sandro,BRA,DF,26,1991,23.5,68,2.89,58,2,3,1,4,0,10,0.43,9,0,0,0,1,0,2018
ITA-Serie A,2017,Juventus,Andrea Barzagli,ITA,DF,36,1981,16.1,12,0.75,9,1,0,1,1,0,3,0.19,3,0,0,0,0,0,2018
ITA-Serie A,2017,Juventus,Benedikt Höwedes,GER,DF,29,1988,2.7,3,1.09,3,0,0,0,0,0,1,0.36,1,0,0,0,0,0,2018
ITA-Serie A,2017,Juventus,Blaise Matuidi,FRA,MF,30,1987,26.2,46,1.76,39,0,2,2,2,1,2,0.08,1,0,0,1,0,0,2018
ITA-Serie A,2017,Juventus,Carlo Pinsoglio,ITA,GK,27,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Juventus,Claudio Marchisio,ITA,MF,31,1986,9.1,34,3.74,27,2,1,3,1,0,5,0.55,5,0,0,0,0,0,2018
ITA-Serie A,2017,Juventus,Daniele Rugani,ITA,DF,23,1994,21.5,11,0.51,11,0,0,0,0,0,3,0.14,3,0,0,0,0,0,2018
ITA-Serie A,2017,Juventus,Douglas Costa,BRA,"FW,MF",26,1990,19.9,124,6.22,89,8,17,4,4,2,26,1.30,19,0,4,2,1,0,2018
ITA-Serie A,2017,Juventus,Federico Bernardeschi,ITA,"FW,MF",23,1994,9.4,35,3.79,27,1,2,0,5,0,9,0.97,7,0,0,0,2,0,2018
ITA-Serie A,2017,Juventus,Gianluigi Buffon,ITA,GK,39,1978,20.7,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Juventus,Giorgio Chiellini,ITA,DF,32,1984,24.0,23,0.96,15,1,4,1,1,1,6,0.25,5,0,1,0,0,0,2018
ITA-Serie A,2017,Juventus,Gonzalo Higuaín,ARG,FW,29,1987,31.3,90,2.88,64,0,11,6,9,0,16,0.51,11,0,1,1,3,0,2018
ITA-Serie A,2017,Juventus,Juan Cuadrado,COL,"FW,MF",29,1988,15.0,78,5.18,62,1,6,2,6,1,10,0.66,8,0,1,0,1,0,2018
ITA-Serie A,2017,Juventus,Kwadwo Asamoah,GHA,DF,28,1988,17.4,38,2.18,32,1,2,1,2,0,4,0.23,3,0,1,0,0,0,2018
ITA-Serie A,2017,Juventus,Mario Mandžukić,CRO,FW,31,1986,25.8,54,2.09,43,1,0,6,4,0,7,0.27,6,0,0,1,0,0,2018
ITA-Serie A,2017,Juventus,Mattia De Sciglio,ITA,DF,24,1992,10.8,19,1.77,19,0,0,0,0,0,2,0.19,2,0,0,0,0,0,2018
ITA-Serie A,2017,Juventus,Medhi Benatia,MAR,DF,30,1987,19.5,10,0.51,7,0,1,1,0,1,1,0.05,0,0,0,1,0,0,2018
ITA-Serie A,2017,Juventus,Miralem Pjanić,BIH,MF,27,1990,27.6,117,4.24,76,29,5,2,2,3,18,0.65,13,2,1,0,1,1,2018
ITA-Serie A,2017,Juventus,Paulo Dybala,ARG,"MF,FW",23,1993,26.1,148,5.66,74,25,18,11,19,1,18,0.69,9,4,3,0,2,0,2018
ITA-Serie A,2017,Juventus,Rodrigo Bentancur,URU,MF,20,1997,6.5,23,3.57,23,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Juventus,Sami Khedira,GER,MF,30,1987,21.2,42,1.98,35,0,2,3,1,1,9,0.42,6,0,1,2,0,0,2018
ITA-Serie A,2017,Juventus,Stefano Sturaro,ITA,"MF,DF",24,1993,6.8,12,1.76,12,0,0,0,0,0,1,0.15,1,0,0,0,0,0,2018
ITA-Serie A,2017,Juventus,Stephan Lichtsteiner,SUI,DF,33,1984,18.9,22,1.16,20,0,0,0,2,0,3,0.16,3,0,0,0,0,0,2018
ITA-Serie A,2017,Juventus,Wojciech Szczęsny,POL,GK,27,1990,17.0,1,0.06,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Adam Marušić,MNE,DF,24,1992,28.0,76,2.71,60,3,6,4,2,1,10,0.36,6,0,1,2,1,0,2018
ITA-Serie A,2017,Lazio,Alessandro Murgia,ITA,MF,20,1996,8.6,20,2.32,15,1,1,1,2,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Bastos,ANG,DF,26,1991,15.6,8,0.51,7,0,0,1,0,0,1,0.06,1,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Ciro Immobile,ITA,FW,27,1990,29.8,88,2.95,63,0,8,9,8,0,22,0.74,12,0,4,1,5,0,2018
ITA-Serie A,2017,Lazio,Davide Di Gennaro,ITA,MF,29,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Dušan Basta,SRB,DF,32,1984,8.6,19,2.26,17,0,1,1,0,0,1,0.12,1,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Felipe Anderson,BRA,"FW,MF",24,1993,12.9,84,6.52,56,10,14,1,2,1,13,1.01,10,1,2,0,0,0,2018
ITA-Serie A,2017,Lazio,Felipe Caicedo,ECU,"FW,MF",28,1988,8.0,17,2.14,10,0,5,2,0,0,2,0.25,1,0,0,1,0,0,2018
ITA-Serie A,2017,Lazio,Jordan Lukaku,BEL,DF,23,1994,15.1,41,2.73,37,1,2,1,0,0,7,0.47,6,0,1,0,0,0,2018
ITA-Serie A,2017,Lazio,Lucas Leiva,BRA,MF,30,1987,32.0,88,2.75,75,2,3,2,3,3,10,0.31,8,0,0,1,1,0,2018
ITA-Serie A,2017,Lazio,Luis Alberto,ESP,"FW,MF",24,1992,29.7,183,6.18,112,50,12,7,2,0,25,0.84,13,8,3,0,1,0,2018
ITA-Serie A,2017,Lazio,Luiz Felipe,ITA,DF,20,1997,13.0,12,0.93,10,0,0,0,0,2,1,0.08,1,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Marco Parolo,ITA,MF,32,1985,29.0,64,2.21,56,1,0,6,1,0,9,0.31,8,0,0,1,0,0,2018
ITA-Serie A,2017,Lazio,Martín Cáceres,URU,DF,30,1987,4.9,7,1.43,7,0,0,0,0,0,1,0.20,1,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Maurício,BRA,DF,28,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Nani,POR,"FW,MF",30,1986,4.3,18,4.19,11,2,3,0,2,0,7,1.63,3,0,3,0,1,0,2018
ITA-Serie A,2017,Lazio,Patric,ESP,DF,24,1993,6.6,14,2.51,14,0,0,0,0,0,3,0.54,3,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Senad Lulić,BIH,"DF,MF",31,1986,27.0,89,3.30,68,2,11,5,3,0,19,0.70,14,0,2,2,1,0,2018
ITA-Serie A,2017,Lazio,Sergej Milinković-Savić,SRB,MF,22,1995,31.6,120,3.80,104,0,7,3,6,0,13,0.41,11,0,1,1,0,0,2018
ITA-Serie A,2017,Lazio,Simone Palombi,ITA,FW,21,1996,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Stefan de Vrij,NED,DF,25,1992,33.7,21,0.62,18,0,0,2,1,0,2,0.06,2,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Thomas Strakosha,ALB,GK,22,1995,38.0,6,0.16,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Wallace,BRA,DF,22,1994,11.1,11,0.99,8,0,2,0,1,0,1,0.09,1,0,0,0,0,0,2018
ITA-Serie A,2017,Lazio,Ștefan Radu,ROU,DF,30,1986,28.8,22,0.76,21,0,1,0,0,0,3,0.10,3,0,0,0,0,0,2018
ITA-Serie A,2017,Milan,Alessio Romagnoli,ITA,DF,22,1995,26.1,26,0.99,22,0,1,3,0,0,3,0.11,1,0,0,2,0,0,2018
ITA-Serie A,2017,Milan,Andrea Conti,ITA,DF,23,1994,1.7,4,2.29,3,1,0,0,0,0,1,0.57,1,0,0,0,0,0,2018
ITA-Serie A,2017,Milan,André Silva,POR,FW,21,1995,10.4,41,3.94,36,0,2,1,2,0,1,0.10,0,0,0,1,0,0,2018
ITA-Serie A,2017,Milan,Cristián Zapata,COL,DF,30,1986,11.0,9,0.81,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Milan,Davide Calabria,ITA,DF,20,1996,17.4,42,2.42,37,0,2,1,2,0,7,0.40,6,0,0,1,0,0,2018
ITA-Serie A,2017,Milan,Emanuele Torrasi,ITA,MF,18,1999,0.1,,,,,,,,,,,,,,,,,2018
ITA-Serie A,2017,Milan,Fabio Borini,ITA,"DF,FW",26,1991,17.9,42,2.34,29,2,1,7,2,1,3,0.17,3,0,0,0,0,0,2018
