playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,nextSeason
Adama Diakhaby,/adama-diakhaby/profil/spieler/453594,22,RW,France,600000,10000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-9400000,26.0,1.84,left,ENG-Premier League,Huddersfield,FRA,"FW,MF",22.0,1996.0,12,6,552,6.1,0,0,0,0,0,0,1,0,0.6,0.6,0.5,1.1,22.0,5.0,57.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.18,0.11,0.18,2019
João Moutinho,/joao-moutinho/profil/spieler/29364,31,CM,Portugal,1500000,5600000,AS Monaco,/as-monaco/startseite/verein/162,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2018,-4100000,36.0,1.7,right,ENG-Premier League,Wolves,POR,MF,31.0,1986.0,38,35,3032,33.7,1,8,9,1,0,0,4,0,0.7,0.7,6.5,7.2,34.0,220.0,48.0,0.03,0.24,0.27,0.03,0.27,0.02,0.19,0.21,0.02,0.21,2019
Rúben Vinagre,/ruben-vinagre/profil/spieler/357158,19,LB,Portugal,4000000,2250000,AS Monaco,/as-monaco/startseite/verein/162,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2018,1750000,24.0,1.74,left,ENG-Premier League,Wolves,POR,"DF,MF",19.0,1999.0,17,7,710,7.9,0,0,0,0,0,0,1,0,0.5,0.5,0.8,1.2,45.0,22.0,63.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.16,0.06,0.16,2019
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2018,1750000,27.0,1.83,right,FRA-Ligue 1,Monaco,MLI,DF,22.0,1996.0,4,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,10.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,2019
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2018,1750000,27.0,1.83,right,GER-Bundesliga,Eint Frankfurt,MLI,"DF,MF",22.0,1996.0,7,6,519,5.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,12.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,2019
Gaëtan Laborde,/gaetan-laborde/profil/spieler/181378,24,CF,France,16000000,3000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,13000000,29.0,1.81,left,FRA-Ligue 1,Bordeaux,FRA,FW,24.0,1994.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,2019
Gaëtan Laborde,/gaetan-laborde/profil/spieler/181378,24,CF,France,16000000,3000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,13000000,29.0,1.81,left,FRA-Ligue 1,Montpellier,FRA,"FW,MF",24.0,1994.0,36,35,2895,32.2,11,4,15,11,0,0,1,1,9.8,9.8,5.8,15.6,100.0,95.0,246.0,0.34,0.12,0.47,0.34,0.47,0.3,0.18,0.49,0.3,0.49,2019
Florent Mollet,/florent-mollet/profil/spieler/222859,26,AM,France,2000000,2600000,FC Metz,/fc-metz/startseite/verein/347,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-600000,31.0,1.75,right,FRA-Ligue 1,Montpellier,FRA,MF,26.0,1991.0,32,31,2564,28.5,6,4,10,6,0,0,6,1,3.9,3.9,7.1,11.1,67.0,168.0,228.0,0.21,0.14,0.35,0.21,0.35,0.14,0.25,0.39,0.14,0.39,2019
Junior Sambia,/junior-sambia/profil/spieler/335147,21,RB,France,3500000,2000000,Chamois Niortais FC,/chamois-niortais-fc/startseite/verein/1161,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,1500000,26.0,1.85,right,FRA-Ligue 1,Montpellier,FRA,"MF,FW",21.0,1996.0,30,7,926,10.3,0,1,1,0,0,0,3,0,2.1,2.1,1.6,3.7,35.0,38.0,77.0,0.0,0.1,0.1,0.0,0.1,0.21,0.16,0.36,0.21,0.36,2019
Facundo Píriz,/facundo-piriz/profil/spieler/148607,28,DM,Uruguay,300000,1000000,Akhmat Grozny,/akhmat-grozny/startseite/verein/3725,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-700000,33.0,1.87,right,FRA-Ligue 1,Montpellier,URU,"MF,FW",28.0,1990.0,6,0,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Mathías Suárez,/mathias-suarez/profil/spieler/294895,22,RB,Uruguay,300000,950000,Defensor Sporting Club,/defensor-sc/startseite/verein/2619,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-650000,27.0,1.82,right,FRA-Ligue 1,Montpellier,URU,DF,22.0,1996.0,10,7,550,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,6.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2019
Nordi Mukiele,/nordi-mukiele/profil/spieler/348026,20,RB,France,18000000,16000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,out,2018,2000000,25.0,1.87,right,GER-Bundesliga,RB Leipzig,FRA,DF,20.0,1997.0,19,14,1225,13.6,1,1,2,1,0,0,3,0,0.4,0.4,1.6,2.1,40.0,75.0,43.0,0.07,0.07,0.15,0.07,0.15,0.03,0.12,0.15,0.03,0.15,2019
Jérôme Roussillon,/jerome-roussillon/profil/spieler/127076,25,LB,Guadeloupe,3000000,5000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,out,2018,-2000000,30.0,1.72,left,GER-Bundesliga,Wolfsburg,FRA,DF,25.0,1993.0,28,28,2461,27.3,3,4,7,3,0,0,4,0,1.7,1.7,2.5,4.2,92.0,113.0,123.0,0.11,0.15,0.26,0.11,0.26,0.06,0.09,0.15,0.06,0.15,2019
Casimir Ninga,/casimir-ninga/profil/spieler/392810,25,CF,Chad,600000,2000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-1400000,30.0,1.86,right,FRA-Ligue 1,Caen,CHA,"FW,MF",25.0,1993.0,33,28,2468,27.4,6,3,9,5,1,1,9,0,5.6,4.8,2.5,7.3,95.0,27.0,185.0,0.22,0.11,0.33,0.18,0.29,0.2,0.09,0.3,0.18,0.27,2019
Anthony Limbombe,/anthony-limbombe/profil/spieler/140803,24,LW,Belgium,800000,8250000,Club Brugge KV,/fc-brugge/startseite/verein/2282,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-7450000,28.0,1.77,right,FRA-Ligue 1,Nantes,BEL,FW,24.0,1994.0,29,12,1237,13.7,1,1,2,1,0,0,2,0,2.5,2.5,3.3,5.8,53.0,32.0,125.0,0.07,0.07,0.15,0.07,0.15,0.18,0.24,0.42,0.18,0.42,2019
Lucas Evangelista,/lucas-evangelista/profil/spieler/270188,23,CM,Brazil,3500000,3000000,Udinese Calcio,/udinese-calcio/startseite/verein/410,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,500000,28.0,1.81,left,FRA-Ligue 1,Nantes,BRA,"FW,MF",23.0,1995.0,14,9,720,8.0,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,14.0,34.0,61.0,0.12,0.0,0.12,0.12,0.12,0.1,0.02,0.12,0.1,0.12,2019
Fábio,/fabio/profil/spieler/61891,28,RB,Brazil,1200000,2000000,Middlesbrough FC,/fc-middlesbrough/startseite/verein/641,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-800000,32.0,1.72,right,FRA-Ligue 1,Nantes,BRA,"DF,FW",28.0,1990.0,20,15,1276,14.2,0,2,2,0,0,0,4,1,0.1,0.1,1.0,1.0,44.0,47.0,55.0,0.0,0.14,0.14,0.0,0.14,0.01,0.07,0.07,0.01,0.07,2019
Rene Krhin,/rene-krhin/profil/spieler/73092,28,DM,Slovenia,0,300000,Granada CF,/fc-granada/startseite/verein/16795,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-300000,33.0,1.89,right,FRA-Ligue 1,Nantes,SVN,MF,28.0,1990.0,16,12,1057,11.7,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,2019
Emiliano Sala,/emiliano-sala/profil/spieler/190780,28,CF,Argentina,0,6000000,FC Nantes,/fc-nantes/startseite/verein/995,Cardiff City,/cardiff-city/startseite/verein/603,out,2018,-6000000,,1.87,right,FRA-Ligue 1,Nantes,ARG,FW,27.0,1990.0,19,16,1369,15.2,12,2,14,10,2,2,0,0,6.5,4.9,1.7,6.6,15.0,26.0,99.0,0.79,0.13,0.92,0.66,0.79,0.43,0.11,0.54,0.32,0.43,2019
Yacine Bammou,/yacine-bammou/profil/spieler/276255,26,CF,Morocco,450000,2700000,FC Nantes,/fc-nantes/startseite/verein/995,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-2250000,31.0,1.89,right,FRA-Ligue 1,Caen,MAR,"FW,MF",26.0,1991.0,17,9,923,10.3,2,0,2,1,1,1,2,0,1.4,0.6,0.4,1.0,12.0,17.0,63.0,0.2,0.0,0.2,0.1,0.1,0.14,0.04,0.18,0.06,0.1,2019
Danilo Barbosa,/danilo-barbosa/profil/spieler/273438,22,DM,Brazil,2500000,10000000,SC Braga,/sc-braga/startseite/verein/1075,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-7500000,27.0,1.83,right,FRA-Ligue 1,Nice,BRA,MF,22.0,1996.0,22,18,1548,17.2,0,0,0,0,0,0,1,1,1.9,1.9,0.9,2.7,27.0,62.0,63.0,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.16,0.11,0.16,2019
Myziane Maolida,/myziane-maolida/profil/spieler/371142,19,LW,France,1500000,10000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-8500000,24.0,1.82,right,FRA-Ligue 1,Nice,FRA,FW,19.0,1999.0,14,10,952,10.6,0,3,3,0,0,0,2,0,2.5,2.5,1.8,4.3,35.0,46.0,113.0,0.0,0.28,0.28,0.0,0.28,0.23,0.17,0.4,0.23,0.4,2019
Christophe Hérelle,/christophe-herelle/profil/spieler/170544,25,CB,Martinique,2000000,5000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-3000000,30.0,1.88,right,FRA-Ligue 1,Nice,MTQ,DF,25.0,1992.0,33,33,2937,32.6,0,0,0,0,0,0,9,1,2.2,2.2,0.3,2.5,16.0,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,2019
Youcef Atal,/youcef-atal/profil/spieler/416108,22,RB,Algeria,7000000,3000000,KV Kortrijk,/kv-kortrijk/startseite/verein/601,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,4000000,27.0,1.76,both,FRA-Ligue 1,Nice,ALG,"DF,FW",22.0,1996.0,29,25,2263,25.1,6,0,6,6,0,1,8,0,4.6,3.9,2.6,6.5,137.0,86.0,275.0,0.24,0.0,0.24,0.24,0.24,0.18,0.1,0.29,0.15,0.26,2019
Maxime Le Marchand,/maxime-le-marchand/profil/spieler/60558,28,CB,France,1000000,4000000,OGC Nice,/ogc-nizza/startseite/verein/417,Fulham FC,/fc-fulham/startseite/verein/931,out,2018,-3000000,33.0,1.85,left,ENG-Premier League,Fulham,FRA,DF,28.0,1989.0,26,25,2250,25.0,0,1,1,0,0,0,5,0,0.3,0.3,0.7,1.0,16.0,77.0,15.0,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.04,0.01,0.04,2019
Denis Bouanga,/denis-bouanga/profil/spieler/236045,23,LW,Gabon,6000000,3000000,FC Lorient,/fc-lorient/startseite/verein/1158,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2018,3000000,28.0,1.8,right,FRA-Ligue 1,Nîmes,GAB,"MF,FW",23.0,1994.0,35,29,2633,29.3,8,2,10,8,0,0,5,0,7.8,7.8,3.2,11.0,102.0,47.0,195.0,0.27,0.07,0.34,0.27,0.34,0.27,0.11,0.38,0.27,0.38,2019
Kylian Mbappé,/kylian-mbappe/profil/spieler/342229,19,CF,France,180000000,180000000,AS Monaco,/as-monaco/startseite/verein/162,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,0,24.0,1.78,right,FRA-Ligue 1,Paris S-G,FRA,FW,19.0,1998.0,29,24,2343,26.0,33,7,40,32,1,2,5,1,28.0,26.4,5.4,31.8,114.0,97.0,311.0,1.27,0.27,1.54,1.23,1.5,1.08,0.21,1.28,1.01,1.22,2019
Leandro Paredes,/leandro-paredes/profil/spieler/166237,24,DM,Argentina,12000000,40000000,Zenit St. Petersburg,/zenit-st-petersburg/startseite/verein/964,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,-28000000,29.0,1.8,right,FRA-Ligue 1,Paris S-G,ARG,MF,24.0,1994.0,16,14,1249,13.9,0,2,2,0,0,0,1,0,0.6,0.6,2.7,3.3,10.0,112.0,6.0,0.0,0.14,0.14,0.0,0.14,0.04,0.2,0.24,0.04,0.24,2019
Thilo Kehrer,/thilo-kehrer/profil/spieler/228948,21,CB,Germany,18000000,37000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,-19000000,26.0,1.86,right,FRA-Ligue 1,Paris S-G,GER,DF,21.0,1996.0,27,19,1902,21.1,1,2,3,1,0,0,4,0,2.2,2.2,0.5,2.8,31.0,91.0,44.0,0.05,0.09,0.14,0.05,0.14,0.11,0.02,0.13,0.11,0.13,2019
Juan Bernat,/juan-bernat/profil/spieler/126719,25,LB,Spain,10000000,5000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,5000000,30.0,1.7,left,FRA-Ligue 1,Paris S-G,ESP,"DF,MF",25.0,1993.0,25,21,1836,20.4,1,2,3,1,0,0,6,1,0.8,0.8,2.7,3.5,50.0,73.0,152.0,0.05,0.1,0.15,0.05,0.15,0.04,0.13,0.17,0.04,0.17,2019
Gonçalo Guedes,/goncalo-guedes/profil/spieler/225122,21,SS,Portugal,23000000,40000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-17000000,26.0,1.79,right,ESP-La Liga,Valencia,POR,"MF,FW",21.0,1996.0,25,18,1465,16.3,5,3,8,5,0,0,2,0,2.1,2.1,2.7,4.8,91.0,97.0,147.0,0.31,0.18,0.49,0.31,0.49,0.13,0.17,0.29,0.13,0.29,2019
Javier Pastore,/javier-pastore/profil/spieler/55215,29,AM,Argentina,500000,24700000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,AS Roma,/as-rom/startseite/verein/12,out,2018,-24200000,34.0,1.87,right,ITA-Serie A,Roma,ARG,"MF,FW",29.0,1989.0,14,7,597,6.6,3,0,3,3,0,0,0,0,2.7,2.7,0.9,3.6,35.0,62.0,44.0,0.45,0.0,0.45,0.45,0.45,0.4,0.13,0.54,0.4,0.54,2019
Yuri Berchiche,/yuri-berchiche/profil/spieler/61812,28,LB,Spain,2000000,24000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Athletic Bilbao,/athletic-bilbao/startseite/verein/621,out,2018,-22000000,33.0,1.81,left,ESP-La Liga,Athletic Club,ESP,"DF,FW",28.0,1990.0,35,35,3120,34.7,2,2,4,2,0,0,8,0,1.2,1.2,2.0,3.2,90.0,137.0,138.0,0.06,0.06,0.12,0.06,0.12,0.03,0.06,0.09,0.03,0.09,2019
Yacine Adli,/yacine-adli/profil/spieler/395236,18,AM,France,8000000,5500000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,out,2018,2500000,22.0,1.86,right,FRA-Ligue 1,Bordeaux,FRA,MF,18.0,2000.0,7,2,216,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,13.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.34,0.34,0.01,0.34,2019
Ghislain Konan,/ghislain-konan/profil/spieler/422850,22,LB,Cote d'Ivoire,8000000,4000000,Vitória Guimarães SC,/vitoria-guimaraes-sc/startseite/verein/2420,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,4000000,27.0,1.76,left,FRA-Ligue 1,Reims,CIV,DF,22.0,1995.0,20,20,1800,20.0,0,1,1,0,0,0,0,0,0.0,0.0,1.4,1.5,88.0,87.0,57.0,0.0,0.05,0.05,0.0,0.05,0.0,0.07,0.07,0.0,0.07,2019
Thomas Foket,/thomas-foket/profil/spieler/215114,23,RB,Belgium,5000000,3500000,KAA Gent,/kaa-gent/startseite/verein/157,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,1500000,28.0,1.77,right,FRA-Ligue 1,Reims,BEL,DF,23.0,1994.0,32,32,2880,32.0,0,0,0,0,0,0,7,0,0.1,0.1,0.9,1.0,43.0,104.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,2019
Tristan Dingomé,/tristan-dingome/profil/spieler/126683,27,CM,Cameroon,500000,1000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,-500000,32.0,1.74,left,FRA-Ligue 1,Reims,CMR,MF,27.0,1991.0,20,17,1344,14.9,1,3,4,1,0,0,5,0,0.4,0.4,2.2,2.6,7.0,93.0,78.0,0.07,0.2,0.27,0.07,0.27,0.03,0.15,0.18,0.03,0.18,2019
Clément Grenier,/clement-grenier/profil/spieler/72479,27,CM,France,800000,4000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-3200000,32.0,1.86,right,FRA-Ligue 1,Rennes,FRA,MF,27.0,1991.0,33,29,2668,29.6,2,5,7,2,0,1,6,0,3.8,2.9,5.3,8.2,41.0,225.0,62.0,0.07,0.17,0.24,0.07,0.24,0.13,0.18,0.31,0.1,0.28,2019
Souleyman Doumbia,/souleyman-doumbia/profil/spieler/296356,22,LB,Cote d'Ivoire,2500000,3000000,Grasshopper Club Zurich,/grasshopper-club-zurich/startseite/verein/504,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-500000,26.0,1.83,left,FRA-Ligue 1,Rennes,CIV,DF,21.0,1996.0,7,7,605,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Romain Del Castillo,/romain-del-castillo/profil/spieler/353399,22,RM,France,3000000,2000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,1000000,27.0,1.72,left,FRA-Ligue 1,Rennes,FRA,"MF,FW",22.0,1996.0,29,15,1343,14.9,0,3,3,0,0,0,1,0,0.8,0.8,3.0,3.8,69.0,49.0,151.0,0.0,0.2,0.2,0.0,0.2,0.05,0.2,0.26,0.05,0.26,2019
Joris Gnagnon,/joris-gnagnon/profil/spieler/378954,21,CB,France,300000,13500000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2018,-13200000,26.0,1.82,right,ESP-La Liga,Sevilla,FRA,"DF,MF",21.0,1997.0,7,4,446,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,10.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,2019
Wahbi Khazri,/wahbi-khazri/profil/spieler/103565,27,CF,Tunisia,2500000,7000000,Sunderland AFC,/afc-sunderland/startseite/verein/289,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-4500000,32.0,1.76,right,FRA-Ligue 1,Saint-Étienne,TUN,"FW,MF",27.0,1991.0,32,32,2817,31.3,13,6,19,9,4,4,10,1,12.4,9.2,6.9,16.1,80.0,120.0,235.0,0.42,0.19,0.61,0.29,0.48,0.4,0.22,0.62,0.29,0.52,2019
Rémy Cabella,/remy-cabella/profil/spieler/113707,28,AM,France,5000000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-1000000,33.0,1.72,right,FRA-Ligue 1,Saint-Étienne,FRA,"MF,FW",28.0,1990.0,34,34,2997,33.3,8,4,12,7,1,1,5,1,9.9,9.1,5.4,14.5,224.0,279.0,270.0,0.24,0.12,0.36,0.21,0.33,0.3,0.16,0.46,0.27,0.44,2019
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,20,RB,France,3500000,6000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2500000,25.0,1.77,right,FRA-Ligue 1,Monaco,FRA,DF,20.0,1998.0,4,4,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2019
Vincent Pajot,/vincent-pajot/profil/spieler/126699,27,DM,France,400000,1000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Angers SCO,/sco-angers/startseite/verein/1420,out,2018,-600000,32.0,1.8,right,FRA-Ligue 1,Angers,FRA,MF,27.0,1990.0,13,10,713,7.9,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.3,6.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17,2019
Matz Sels,/matz-sels/profil/spieler/127202,26,GK,Belgium,7000000,4000000,Newcastle United,/newcastle-united/startseite/verein/762,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,3000000,31.0,1.88,right,FRA-Ligue 1,Strasbourg,BEL,GK,26.0,1992.0,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Lebo Mothiba,/lebo-mothiba/profil/spieler/427161,22,CF,South Africa,1200000,4000000,LOSC Lille,/losc-lille/startseite/verein/1082,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,-2800000,27.0,1.82,right,FRA-Ligue 1,Lille,RSA,FW,22.0,1996.0,3,3,253,2.8,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2.0,2.0,9.0,0.36,0.0,0.36,0.36,0.36,0.03,0.05,0.08,0.03,0.08,2019
Lebo Mothiba,/lebo-mothiba/profil/spieler/427161,22,CF,South Africa,1200000,4000000,LOSC Lille,/losc-lille/startseite/verein/1082,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,-2800000,27.0,1.82,right,FRA-Ligue 1,Strasbourg,RSA,FW,22.0,1996.0,32,18,1771,19.7,9,2,11,8,1,1,3,0,7.0,6.2,1.4,7.6,28.0,22.0,164.0,0.46,0.1,0.56,0.41,0.51,0.36,0.07,0.43,0.32,0.39,2019
Ludovic Ajorque,/ludovic-ajorque/profil/spieler/283994,24,CF,France,9000000,2000000,Clermont Foot 63,/clermont-foot-63/startseite/verein/3524,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,7000000,29.0,1.96,left,FRA-Ligue 1,Strasbourg,FRA,FW,24.0,1994.0,25,18,1531,17.0,9,1,10,9,0,0,5,0,5.7,5.7,1.0,6.7,11.0,25.0,126.0,0.53,0.06,0.59,0.53,0.59,0.34,0.06,0.4,0.34,0.4,2019
Ibrahima Sissoko,/ibrahima-sissoko/profil/spieler/372712,20,DM,France,6000000,2000000,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,4000000,25.0,1.93,right,FRA-Ligue 1,Strasbourg,FRA,MF,20.0,1997.0,32,30,2665,29.6,3,2,5,3,0,0,9,0,1.5,1.5,2.3,3.8,58.0,141.0,76.0,0.1,0.07,0.17,0.1,0.17,0.05,0.08,0.13,0.05,0.13,2019
Lionel Carole,/lionel-carole/profil/spieler/11530,27,LB,France,1100000,750000,Galatasaray,/galatasaray-istanbul/startseite/verein/141,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,350000,32.0,1.82,left,FRA-Ligue 1,Strasbourg,FRA,"DF,FW",27.0,1991.0,23,20,1727,19.2,0,3,3,0,0,0,2,0,0.5,0.5,1.6,2.1,53.0,97.0,99.0,0.0,0.16,0.16,0.0,0.16,0.02,0.08,0.11,0.02,0.11,2019
Jean-Eudes Aholou,/jean-eudes-aholou/profil/spieler/178313,24,DM,Cote d'Ivoire,2500000,14000000,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-11500000,29.0,1.86,left,FRA-Ligue 1,Monaco,CIV,MF,24.0,1994.0,17,12,1075,11.9,0,1,1,0,0,0,2,0,0.8,0.8,0.6,1.5,36.0,64.0,27.0,0.0,0.08,0.08,0.0,0.08,0.07,0.05,0.12,0.07,0.12,2019
Baptiste Reynet,/baptiste-reynet/profil/spieler/190786,27,GK,France,600000,4000000,Dijon FCO,/dijon-fco/startseite/verein/2969,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-3400000,32.0,1.85,right,FRA-Ligue 1,Toulouse,FRA,GK,27.0,1990.0,31,31,2704,30.0,0,0,0,0,0,0,0,1,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2019
