playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,nextSeason
Facundo Píriz,/facundo-piriz/profil/spieler/148607,28,DM,Uruguay,300000,1000000,Akhmat Grozny,/akhmat-grozny/startseite/verein/3725,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-700000,33.0,1.87,right,FRA-Ligue 1,Montpellier,Facundo Píriz,URU,MF,27.0,1990.0,15,807.0,54.0,23.6,9.0,8,89.0,7.0,7,14.0,14,1.33,6.0,7.0,-1.0,-0.11,-0.25,10.3,7.6,2.8,0.31,0.28,2018
Nordi Mukiele,/nordi-mukiele/profil/spieler/348026,20,RB,France,18000000,16000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,out,2018,2000000,25.0,1.87,right,FRA-Ligue 1,Montpellier,Nordi Mukiele,FRA,DF,19.0,1997.0,33,2791.0,85.0,81.6,31.0,31,89.0,29.0,2,18.0,2,1.33,29.0,27.0,2.0,0.06,-0.08,36.8,32.5,4.3,0.14,0.24,2018
Jérôme Roussillon,/jerome-roussillon/profil/spieler/127076,25,LB,Guadeloupe,3000000,5000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,out,2018,-2000000,30.0,1.72,left,FRA-Ligue 1,Montpellier,Jérôme Roussillon,FRA,DF,24.0,1993.0,22,1880.0,85.0,55.0,20.9,22,85.0,15.0,0,,0,1.45,22.0,15.0,7.0,0.34,0.57,22.9,19.8,3.0,0.15,0.11,2018
Casimir Ninga,/casimir-ninga/profil/spieler/392810,25,CF,Chad,600000,2000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-1400000,30.0,1.86,right,FRA-Ligue 1,Montpellier,Casimir Ninga,CHA,"FW,MF",24.0,1993.0,29,1283.0,44.0,37.5,14.3,13,70.0,1.0,16,24.0,6,1.28,13.0,13.0,0.0,0.0,-0.13,18.2,16.7,1.5,0.1,0.01,2018
Rene Krhin,/rene-krhin/profil/spieler/73092,28,DM,Slovenia,0,300000,Granada CF,/fc-granada/startseite/verein/16795,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-300000,33.0,1.89,right,FRA-Ligue 1,Nantes,Rene Krhin,SVN,MF,27.0,1990.0,18,1312.0,73.0,38.4,14.6,16,80.0,12.0,2,18.0,9,1.61,17.0,15.0,2.0,0.14,0.44,14.0,13.2,0.8,0.05,-0.07,2018
Emiliano Sala,/emiliano-sala/profil/spieler/190780,28,CF,Argentina,0,6000000,FC Nantes,/fc-nantes/startseite/verein/995,Cardiff City,/cardiff-city/startseite/verein/603,out,2018,-6000000,,1.87,right,FRA-Ligue 1,Nantes,Emiliano Sala,ARG,FW,26.0,1990.0,36,3031.0,84.0,88.6,33.7,34,87.0,29.0,2,31.0,0,1.42,33.0,35.0,-2.0,-0.06,0.63,38.9,31.7,7.2,0.21,1.01,2018
Yacine Bammou,/yacine-bammou/profil/spieler/276255,26,CF,Morocco,450000,2700000,FC Nantes,/fc-nantes/startseite/verein/995,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-2250000,31.0,1.89,right,FRA-Ligue 1,Nantes,Yacine Bammou,MAR,"MF,FW",25.0,1991.0,16,725.0,45.0,21.2,8.1,10,62.0,1.0,6,18.0,7,1.13,5.0,8.0,-3.0,-0.37,-0.31,9.6,7.7,1.9,0.24,0.18,2018
Myziane Maolida,/myziane-maolida/profil/spieler/371142,19,LW,France,1500000,10000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-8500000,24.0,1.82,right,FRA-Ligue 1,Lyon,Myziane Maolida,FRA,"FW,MF",18.0,1999.0,13,331.0,25.0,9.7,3.7,2,68.0,0.0,11,18.0,9,2.15,7.0,3.0,4.0,1.09,-0.08,5.7,3.5,2.3,0.61,0.0,2018
Christophe Hérelle,/christophe-herelle/profil/spieler/170544,25,CB,Martinique,2000000,5000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-3000000,30.0,1.88,right,FRA-Ligue 1,Troyes,Christophe Hérelle,MTQ,DF,24.0,1992.0,34,2957.0,87.0,86.5,32.9,34,87.0,32.0,0,,0,0.79,29.0,52.0,-23.0,-0.7,0.08,33.0,45.5,-12.5,-0.38,-0.1,2018
Maxime Le Marchand,/maxime-le-marchand/profil/spieler/60558,28,CB,France,1000000,4000000,OGC Nice,/ogc-nizza/startseite/verein/417,Fulham FC,/fc-fulham/startseite/verein/931,out,2018,-3000000,33.0,1.85,left,FRA-Ligue 1,Nice,Maxime Le Marchand,FRA,DF,27.0,1989.0,29,2534.0,87.0,74.1,28.2,29,87.0,27.0,0,,2,1.48,43.0,40.0,3.0,0.11,0.31,38.9,37.9,1.0,0.04,0.17,2018
Arnaud Souquet,/arnaud-souquet/profil/spieler/111058,26,RB,France,2000000,3000000,OGC Nice,/ogc-nizza/startseite/verein/417,KAA Gent,/kaa-gent/startseite/verein/157,out,2018,-1000000,31.0,1.79,right,FRA-Ligue 1,Nice,Arnaud Souquet,FRA,DF,25.0,1992.0,29,2415.0,83.0,70.6,26.8,27,88.0,25.0,2,16.0,2,1.55,41.0,37.0,4.0,0.15,0.42,37.8,34.1,3.6,0.14,0.48,2018
Kylian Mbappé,/kylian-mbappe/profil/spieler/342229,19,CF,France,180000000,180000000,AS Monaco,/as-monaco/startseite/verein/162,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,0,24.0,1.78,right,FRA-Ligue 1,Monaco,Kylian Mbappé,FRA,"FW,MF",18.0,1998.0,1,74.0,74.0,2.2,0.8,1,74.0,0.0,0,,2,3.0,3.0,2.0,1.0,1.22,0.17,1.6,0.2,1.4,1.76,1.42,2018
Kylian Mbappé,/kylian-mbappe/profil/spieler/342229,19,CF,France,180000000,180000000,AS Monaco,/as-monaco/startseite/verein/162,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,0,24.0,1.78,right,FRA-Ligue 1,Paris S-G,Kylian Mbappé,FRA,FW,18.0,1998.0,27,2094.0,78.0,61.2,23.3,24,85.0,19.0,3,17.0,2,2.3,60.0,20.0,40.0,1.72,-0.93,51.9,23.6,28.3,1.22,-0.38,2018
Thilo Kehrer,/thilo-kehrer/profil/spieler/228948,21,CB,Germany,18000000,37000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,-19000000,26.0,1.86,right,GER-Bundesliga,Schalke 04,Thilo Kehrer,GER,DF,20.0,1996.0,28,2365.0,84.0,77.3,26.3,27,,25.0,1,,4,1.86,37.0,28.0,9.0,0.34,-0.56,35.0,29.0,6.1,0.23,0.16,2018
Juan Bernat,/juan-bernat/profil/spieler/126719,25,LB,Spain,10000000,5000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,5000000,30.0,1.7,left,GER-Bundesliga,Bayern Munich,Juan Bernat,ESP,"DF,FW",24.0,1993.0,11,888.0,81.0,29.0,9.9,11,,7.0,0,,5,2.45,31.0,10.0,21.0,2.13,0.35,19.6,11.4,8.2,0.83,-0.66,2018
Gonçalo Guedes,/goncalo-guedes/profil/spieler/225122,21,SS,Portugal,23000000,40000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-17000000,26.0,1.79,right,ESP-La Liga,Valencia,Gonçalo Guedes,POR,MF,20.0,1996.0,33,2439.0,74.0,71.3,27.1,27,84.0,18.0,6,27.0,0,2.0,54.0,25.0,29.0,1.07,1.25,43.2,33.0,10.2,0.38,0.61,2018
Gonçalo Guedes,/goncalo-guedes/profil/spieler/225122,21,SS,Portugal,23000000,40000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-17000000,26.0,1.79,right,FRA-Ligue 1,Paris S-G,Gonçalo Guedes,POR,FW,20.0,1996.0,1,5.0,5.0,0.1,0.1,0,,0.0,1,5.0,1,3.0,0.0,0.0,0.0,0.0,-2.08,0.0,0.1,-0.1,-2.36,-3.73,2018
Javier Pastore,/javier-pastore/profil/spieler/55215,29,AM,Argentina,500000,24700000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,AS Roma,/as-rom/startseite/verein/12,out,2018,-24200000,34.0,1.87,right,FRA-Ligue 1,Paris S-G,Javier Pastore,ARG,"MF,FW",28.0,1989.0,25,1347.0,54.0,39.4,15.0,14,82.0,6.0,11,18.0,3,2.32,41.0,12.0,29.0,1.94,-0.23,30.6,13.5,17.2,1.15,-0.35,2018
Yuri Berchiche,/yuri-berchiche/profil/spieler/61812,28,LB,Spain,2000000,24000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Athletic Bilbao,/athletic-bilbao/startseite/verein/621,out,2018,-22000000,33.0,1.81,left,FRA-Ligue 1,Paris S-G,Yuri Berchiche,ESP,DF,27.0,1990.0,22,1716.0,78.0,50.2,19.1,19,88.0,18.0,3,17.0,13,2.55,60.0,15.0,45.0,2.36,0.56,47.0,16.8,30.1,1.58,0.44,2018
Yacine Adli,/yacine-adli/profil/spieler/395236,18,AM,France,8000000,5500000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,out,2018,2500000,22.0,1.86,right,FRA-Ligue 1,Paris S-G,Yacine Adli,FRA,FW,17.0,2000.0,1,8.0,8.0,0.2,0.1,0,,0.0,1,8.0,0,1.0,0.0,0.0,0.0,0.0,-2.08,0.0,0.0,0.0,-0.4,-1.76,2018
Tristan Dingomé,/tristan-dingome/profil/spieler/126683,27,CM,Cameroon,500000,1000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,-500000,32.0,1.74,left,FRA-Ligue 1,Troyes,Tristan Dingomé,CMR,MF,26.0,1991.0,14,1192.0,85.0,34.9,13.2,14,85.0,11.0,0,,0,1.29,15.0,18.0,-3.0,-0.23,0.74,14.2,18.3,-4.2,-0.32,0.08,2018
Clément Grenier,/clement-grenier/profil/spieler/72479,27,CM,France,800000,4000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-3200000,32.0,1.86,right,FRA-Ligue 1,Guingamp,Clément Grenier,FRA,MF,26.0,1991.0,15,1208.0,81.0,35.3,13.4,14,85.0,10.0,1,12.0,0,1.2,23.0,26.0,-3.0,-0.22,0.1,19.5,20.7,-1.2,-0.09,0.01,2018
Clément Grenier,/clement-grenier/profil/spieler/72479,27,CM,France,800000,4000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-3200000,32.0,1.86,right,FRA-Ligue 1,Lyon,Clément Grenier,FRA,FW,26.0,1991.0,1,5.0,5.0,0.1,0.1,0,,0.0,1,5.0,2,1.0,0.0,0.0,0.0,0.0,-1.16,0.1,0.0,0.1,1.41,0.8,2018
Joris Gnagnon,/joris-gnagnon/profil/spieler/378954,21,CB,France,300000,13500000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2018,-13200000,26.0,1.82,right,FRA-Ligue 1,Rennes,Joris Gnagnon,FRA,DF,20.0,1997.0,36,2919.0,81.0,85.4,32.4,32,89.0,30.0,4,17.0,2,1.61,45.0,36.0,9.0,0.28,0.82,43.2,42.8,0.4,0.01,-0.01,2018
Wahbi Khazri,/wahbi-khazri/profil/spieler/103565,27,CF,Tunisia,2500000,7000000,Sunderland AFC,/afc-sunderland/startseite/verein/289,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-4500000,32.0,1.76,right,FRA-Ligue 1,Rennes,Wahbi Khazri,TUN,"FW,MF",26.0,1991.0,24,1918.0,80.0,56.1,21.3,23,82.0,13.0,1,37.0,1,1.46,27.0,21.0,6.0,0.28,0.28,28.1,25.0,3.0,0.14,0.29,2018
Rémy Cabella,/remy-cabella/profil/spieler/113707,28,AM,France,5000000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-1000000,33.0,1.72,right,FRA-Ligue 1,Marseille,Rémy Cabella,FRA,"FW,MF",27.0,1990.0,3,64.0,21.0,1.9,0.7,0,,0.0,3,21.0,1,1.33,2.0,2.0,0.0,0.0,-0.88,2.9,2.3,0.7,0.97,0.01,2018
Rémy Cabella,/remy-cabella/profil/spieler/113707,28,AM,France,5000000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-1000000,33.0,1.72,right,FRA-Ligue 1,Saint-Étienne,Rémy Cabella,FRA,"MF,FW",27.0,1990.0,26,2259.0,87.0,66.1,25.1,25,89.0,22.0,1,22.0,0,1.54,31.0,28.0,3.0,0.12,0.58,34.3,38.4,-4.1,-0.16,-0.23,2018
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,20,RB,France,3500000,6000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2500000,25.0,1.77,right,FRA-Ligue 1,Saint-Étienne,Ronaël Pierre-Gabriel,FRA,DF,19.0,1998.0,16,1170.0,73.0,34.2,13.0,13,84.0,10.0,3,25.0,9,1.31,13.0,22.0,-9.0,-0.69,-0.93,15.3,20.6,-5.3,-0.41,-0.5,2018
Cheikh M'Bengue,/cheikh-mbengue/profil/spieler/56795,30,LB,Senegal,0,4000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Shenzhen FC,/shenzhen-fc/startseite/verein/1320,out,2018,-4000000,34.0,1.83,left,FRA-Ligue 1,Saint-Étienne,Cheikh M'Bengue,SEN,DF,29.0,1988.0,7,489.0,70.0,14.3,5.4,6,79.0,4.0,1,17.0,15,0.29,2.0,12.0,-10.0,-1.84,-2.06,4.4,10.7,-6.3,-1.17,-1.27,2018
Saidy Janko,/saidy-janko/profil/spieler/196435,22,RB,The Gambia,1000000,2200000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,FC Porto,/fc-porto/startseite/verein/720,out,2018,-1200000,27.0,1.81,right,FRA-Ligue 1,Saint-Étienne,Saidy Janko,GAM,DF,21.0,1995.0,21,1422.0,68.0,41.6,15.8,16,83.0,13.0,5,18.0,3,1.19,16.0,24.0,-8.0,-0.51,-0.73,16.8,21.3,-4.6,-0.29,-0.36,2018
Vincent Pajot,/vincent-pajot/profil/spieler/126699,27,DM,France,400000,1000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Angers SCO,/sco-angers/startseite/verein/1420,out,2018,-600000,32.0,1.8,right,FRA-Ligue 1,Saint-Étienne,Vincent Pajot,FRA,MF,26.0,1990.0,20,1290.0,65.0,37.7,14.3,15,79.0,9.0,5,20.0,6,1.05,12.0,31.0,-19.0,-1.33,-2.0,14.7,21.8,-7.1,-0.5,-0.66,2018
Lebo Mothiba,/lebo-mothiba/profil/spieler/427161,22,CF,South Africa,1200000,4000000,LOSC Lille,/losc-lille/startseite/verein/1082,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,-2800000,27.0,1.82,right,FRA-Ligue 1,Lille,Lebo Mothiba,RSA,FW,21.0,1996.0,14,1184.0,85.0,34.6,13.2,14,85.0,8.0,0,,0,0.93,17.0,29.0,-12.0,-0.91,-0.35,14.7,20.8,-6.2,-0.47,0.15,2018
Lionel Carole,/lionel-carole/profil/spieler/11530,27,LB,France,1100000,750000,Galatasaray,/galatasaray-istanbul/startseite/verein/141,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,350000,32.0,1.82,left,ESP-La Liga,Sevilla,Lionel Carole,FRA,DF,26.0,1991.0,6,540.0,90.0,15.8,6.0,6,90.0,6.0,0,,4,1.0,4.0,11.0,-7.0,-1.17,-1.1,7.0,10.1,-3.1,-0.52,-0.78,2018
Jean-Eudes Aholou,/jean-eudes-aholou/profil/spieler/178313,24,DM,Cote d'Ivoire,2500000,14000000,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-11500000,29.0,1.86,left,FRA-Ligue 1,Strasbourg,Jean-Eudes Aholou,CIV,MF,23.0,1994.0,35,3006.0,86.0,87.9,33.4,35,86.0,30.0,0,,0,1.09,41.0,58.0,-17.0,-0.51,0.8,41.1,52.3,-11.3,-0.34,0.01,2018
Baptiste Reynet,/baptiste-reynet/profil/spieler/190786,27,GK,France,600000,4000000,Dijon FCO,/dijon-fco/startseite/verein/2969,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-3400000,32.0,1.85,right,FRA-Ligue 1,Dijon,Baptiste Reynet,FRA,GK,26.0,1990.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.26,55.0,73.0,-18.0,-0.47,,41.6,63.8,-22.2,-0.58,,2018
Mathieu Dossevi,/mathieu-dossevi/profil/spieler/77828,30,RW,Togo,100000,2500000,FC Metz,/fc-metz/startseite/verein/347,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-2400000,35.0,1.74,right,FRA-Ligue 1,Metz,Mathieu Dossevi,TOG,"FW,MF",29.0,1988.0,30,2509.0,84.0,73.4,27.9,30,84.0,22.0,0,,0,0.73,23.0,54.0,-31.0,-1.11,-0.03,31.5,50.2,-18.7,-0.67,0.54,2018
Max Gradel,/max-gradel/profil/spieler/28140,30,LW,Cote d'Ivoire,1600000,2000000,AFC Bournemouth,/afc-bournemouth/startseite/verein/989,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-400000,35.0,1.75,right,FRA-Ligue 1,Toulouse,Max Gradel,CIV,"FW,MF",29.0,1987.0,29,2415.0,83.0,70.6,26.8,27,86.0,22.0,2,47.0,0,0.86,27.0,36.0,-9.0,-0.34,0.29,34.4,35.9,-1.6,-0.06,0.39,2018
Issa Diop,/issa-diop/profil/spieler/272622,21,CB,France,18000000,25000000,FC Toulouse,/fc-toulouse/startseite/verein/415,West Ham United,/west-ham-united/startseite/verein/379,out,2018,-7000000,26.0,1.94,right,FRA-Ligue 1,Toulouse,Issa Diop,FRA,DF,20.0,1997.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,0,0.88,33.0,50.0,-17.0,-0.5,-0.75,42.8,47.4,-4.7,-0.14,0.35,2018
Alban Lafont,/alban-lafont/profil/spieler/357117,19,GK,France,16000000,8000000,FC Toulouse,/fc-toulouse/startseite/verein/415,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2018,8000000,24.0,1.96,right,FRA-Ligue 1,Toulouse,Alban Lafont,FRA,GK,18.0,1999.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,0.97,38.0,54.0,-16.0,-0.42,,45.5,52.1,-6.6,-0.17,,2018
Somália,/somalia/profil/spieler/148754,29,CM,Brazil,200000,1500000,FC Toulouse,/fc-toulouse/startseite/verein/415,Al-Shabab FC,/al-shabab-riad/startseite/verein/9840,out,2018,-1300000,34.0,1.81,both,FRA-Ligue 1,Toulouse,Somália,BRA,"MF,FW",28.0,1988.0,27,2002.0,74.0,58.5,22.2,23,81.0,11.0,4,35.0,2,1.04,19.0,31.0,-12.0,-0.54,-0.29,23.8,31.2,-7.5,-0.34,-0.39,2018
Gaël Kakuta,/gael-kakuta/profil/spieler/74297,28,AM,DR Congo,1800000,3000000,Rayo Vallecano,/rayo-vallecano/startseite/verein/367,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-1200000,32.0,1.73,left,ESP-La Liga,Rayo Vallecano,Gaël Kakuta,COD,"MF,FW",27.0,1991.0,12,717.0,60.0,21.0,8.0,9,72.0,3.0,3,22.0,3,0.5,8.0,19.0,-11.0,-1.38,-0.78,10.0,13.6,-3.7,-0.46,-0.21,2019
Eddy Gnahoré,/eddy-gnahore/profil/spieler/168933,25,CM,France,500000,2500000,SSD Palermo,/palermo-fc/startseite/verein/458,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-2000000,29.0,1.88,right,FRA-Ligue 1,Amiens,Eddy Gnahoré,FRA,MF,24.0,1993.0,34,2243.0,66.0,65.6,24.9,24,85.0,14.0,10,20.0,2,0.91,20.0,36.0,-16.0,-0.64,-0.26,21.6,35.6,-14.0,-0.56,-0.53,2019
Emil Krafth,/emil-krafth/profil/spieler/184528,24,RB,Sweden,3000000,2000000,Bologna FC 1909,/fc-bologna/startseite/verein/1025,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,1000000,28.0,1.84,right,FRA-Ligue 1,Amiens,Emil Krafth,SWE,DF,23.0,1994.0,35,2974.0,85.0,87.0,33.0,33,89.0,32.0,2,11.0,2,1.06,28.0,43.0,-15.0,-0.45,0.76,31.7,43.9,-12.2,-0.37,0.08,2019
Emil Krafth,/emil-krafth/profil/spieler/184528,25,RB,Sweden,3000000,5400000,Amiens SC,/amiens-sc/startseite/verein/1416,Newcastle United,/newcastle-united/startseite/verein/762,out,2019,-2400000,28.0,1.84,right,FRA-Ligue 1,Amiens,Emil Krafth,SWE,DF,23.0,1994.0,35,2974.0,85.0,87.0,33.0,33,89.0,32.0,2,11.0,2,1.06,28.0,43.0,-15.0,-0.45,0.76,31.7,43.9,-12.2,-0.37,0.08,2019
Oualid El Hajjam,/oualid-el-hajjam/profil/spieler/283127,28,RB,Morocco,1200000,35000,Amiens SC,/amiens-sc/startseite/verein/1416,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,out,2019,1165000,32.0,1.81,right,FRA-Ligue 1,Amiens,Oualid El Hajjam,MAR,"DF,MF",27.0,1991.0,11,544.0,49.0,15.9,6.0,6,83.0,3.0,5,10.0,27,1.09,3.0,11.0,-8.0,-1.32,-0.92,4.5,8.8,-4.3,-0.71,-0.39,2019
Casimir Ninga,/casimir-ninga/profil/spieler/392810,26,CF,Chad,600000,3000000,SM Caen,/sm-caen/startseite/verein/1162,Angers SCO,/sco-angers/startseite/verein/1420,in,2019,-2400000,30.0,1.86,right,FRA-Ligue 1,Caen,Casimir Ninga,CHA,"FW,MF",25.0,1993.0,33,2468.0,75.0,72.2,27.4,28,83.0,16.0,5,31.0,2,0.85,20.0,36.0,-16.0,-0.58,0.27,22.0,46.2,-24.2,-0.88,-0.06,2019
Laurent Koscielny,/laurent-koscielny/profil/spieler/76277,33,CB,France,0,5000000,Arsenal FC,/fc-arsenal/startseite/verein/11,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,in,2019,-5000000,37.0,1.86,right,ENG-Premier League,Arsenal,Laurent Koscielny,FRA,DF,32.0,1985.0,17,1331.0,78.0,38.9,14.8,13,89.0,12.0,4,45.0,2,1.53,27.0,23.0,4.0,0.27,-0.51,25.0,22.0,3.0,0.2,0.08,2019
Jules Koundé,/jules-kounde/profil/spieler/411975,20,CB,France,60000000,35000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,25000000,24.0,1.8,right,FRA-Ligue 1,Bordeaux,Jules Koundé,FRA,DF,19.0,1998.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,1.11,34.0,41.0,-7.0,-0.19,0.81,39.2,52.6,-13.5,-0.36,-0.09,2019
Lukas Lerager,/lukas-lerager/profil/spieler/167105,25,CM,Denmark,3000000,6000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Genoa CFC,/genua-cfc/startseite/verein/252,out,2019,-3000000,29.0,1.88,right,FRA-Ligue 1,Bordeaux,Lukas Lerager,DEN,MF,25.0,1993.0,18,1298.0,72.0,38.0,14.4,15,83.0,10.0,3,17.0,2,1.28,17.0,18.0,-1.0,-0.07,0.23,15.6,21.3,-5.7,-0.39,-0.05,2019
Lukas Lerager,/lukas-lerager/profil/spieler/167105,25,CM,Denmark,3000000,6000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Genoa CFC,/genua-cfc/startseite/verein/252,out,2019,-3000000,29.0,1.88,right,ITA-Serie A,Genoa,Lukas Lerager,DEN,MF,25.0,1993.0,14,1122.0,80.0,32.8,12.5,13,84.0,10.0,1,35.0,2,0.86,7.0,14.0,-7.0,-0.56,-0.13,14.7,13.4,1.3,0.11,0.41,2019
Valentín Vada,/valentin-vada/profil/spieler/225004,23,CM,Argentina,1000000,750000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,UD Almería,/ud-almeria/startseite/verein/3302,out,2019,250000,27.0,1.75,right,FRA-Ligue 1,Bordeaux,Valentín Vada,ARG,MF,22.0,1996.0,2,36.0,18.0,1.1,0.4,0,,0.0,2,18.0,3,0.5,0.0,0.0,0.0,0.0,0.21,1.2,0.5,0.7,1.71,2.1,2019
Valentín Vada,/valentin-vada/profil/spieler/225004,23,CM,Argentina,1000000,750000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,UD Almería,/ud-almeria/startseite/verein/3302,out,2019,250000,27.0,1.75,right,FRA-Ligue 1,Saint-Étienne,Valentín Vada,ARG,MF,22.0,1996.0,12,404.0,34.0,11.8,4.5,3,77.0,0.0,9,19.0,1,1.83,9.0,7.0,2.0,0.45,-0.03,6.5,7.4,-0.9,-0.21,-0.42,2019
Bruno Ecuele Manga,/bruno-ecuele-manga/profil/spieler/60990,31,CB,Gabon,250000,2000000,Cardiff City,/cardiff-city/startseite/verein/603,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2019,-1750000,34.0,1.86,right,ENG-Premier League,Cardiff City,Bruno Ecuele Manga,GAB,DF,30.0,1988.0,38,3376.0,89.0,98.7,37.5,37,90.0,37.0,1,45.0,0,0.89,34.0,67.0,-33.0,-0.88,3.21,42.1,59.8,-17.7,-0.47,2.46,2019
Alfred Gomis,/alfred-gomis/profil/spieler/163568,25,GK,Senegal,2200000,1000000,SPAL,/spal/startseite/verein/2722,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2019,1200000,29.0,1.96,right,ITA-Serie A,SPAL,Alfred Gomis,SEN,GK,24.0,1993.0,20,1724.0,86.0,50.4,19.2,19,90.0,19.0,1,14.0,18,0.9,15.0,27.0,-12.0,-0.63,-0.63,22.0,23.9,-1.9,-0.1,0.19,2019
