playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,nextSeason
Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795,23,CM,Argentina,14000000,22000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,out,2019,-8000000,27.0,1.77,left,ESP-La Liga,Betis,Giovani Lo Celso,ARG,"MF,FW",22.0,1996.0,32,2397.0,75.0,70.1,26.6,27,85.0,19.0,5,21.0,1,1.25,35.0,39.0,-4.0,-0.15,0.2,35.7,34.7,1.0,0.04,0.33,2019
Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795,23,CM,Argentina,14000000,22000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,out,2019,-8000000,27.0,1.77,left,FRA-Ligue 1,Paris S-G,Giovani Lo Celso,ARG,MF,22.0,1996.0,1,11.0,11.0,0.3,0.1,0,,0.0,1,11.0,2,3.0,2.0,0.0,2.0,16.36,14.57,1.1,0.0,1.1,8.64,7.31,2019
Moussa Diaby,/moussa-diaby/profil/spieler/395516,19,RW,France,50000000,15000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,out,2019,35000000,23.0,1.7,left,FRA-Ligue 1,Paris S-G,Moussa Diaby,FRA,"MF,DF",19.0,1999.0,25,1141.0,46.0,33.4,12.7,10,83.0,6.0,15,21.0,11,2.48,32.0,12.0,20.0,1.58,-0.4,31.7,12.0,19.7,1.55,0.3,2019
Christopher Nkunku,/christopher-nkunku/profil/spieler/344381,21,SS,France,80000000,13000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,out,2019,67000000,25.0,1.78,right,FRA-Ligue 1,Paris S-G,Christopher Nkunku,FRA,"MF,FW",20.0,1997.0,22,1156.0,53.0,33.8,12.8,13,81.0,7.0,9,12.0,14,2.59,35.0,9.0,26.0,2.02,0.28,33.8,11.3,22.5,1.75,0.61,2019
Timothy Weah,/timothy-weah/profil/spieler/370846,19,RW,United States,14000000,10000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,LOSC Lille,/losc-lille/startseite/verein/1082,out,2019,4000000,23.0,1.83,right,FRA-Ligue 1,Paris S-G,Timothy Weah,USA,FW,18.0,2000.0,2,54.0,27.0,1.6,0.6,1,45.0,0.0,1,9.0,0,3.0,1.0,1.0,0.0,0.0,-1.87,1.2,1.1,0.1,0.11,-1.26,2019
Kevin Trapp,/kevin-trapp/profil/spieler/45672,29,GK,Germany,8500000,7000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2019,1500000,32.0,1.89,right,FRA-Ligue 1,Paris S-G,Kevin Trapp,GER,GK,28.0,1990.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,2019
Kevin Trapp,/kevin-trapp/profil/spieler/45672,29,GK,Germany,8500000,7000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2019,1500000,32.0,1.89,right,GER-Bundesliga,Eint Frankfurt,Kevin Trapp,GER,GK,28.0,1990.0,33,2937.0,89.0,96.0,32.6,33,89.0,32.0,0,,0,1.55,56.0,48.0,8.0,0.25,-2.68,56.0,48.9,7.1,0.22,0.64,2019
Björn Engels,/bjorn-engels/profil/spieler/193469,24,CB,Belgium,1000000,4000000,Olympiacos Piraeus,/olympiakos-piraus/startseite/verein/683,Stade Reims,/stade-reims/startseite/verein/1421,in,2019,-3000000,28.0,1.95,right,FRA-Ligue 1,Reims,Björn Engels,BEL,DF,23.0,1994.0,33,2970.0,90.0,86.8,33.0,33,90.0,33.0,0,,0,1.39,33.0,36.0,-3.0,-0.09,-0.09,34.0,38.4,-4.4,-0.13,0.37,2019
Björn Engels,/bjorn-engels/profil/spieler/193469,24,CB,Belgium,1000000,8000000,Stade Reims,/stade-reims/startseite/verein/1421,Aston Villa,/aston-villa/startseite/verein/405,out,2019,-7000000,28.0,1.95,right,FRA-Ligue 1,Reims,Björn Engels,BEL,DF,23.0,1994.0,33,2970.0,90.0,86.8,33.0,33,90.0,33.0,0,,0,1.39,33.0,36.0,-3.0,-0.09,-0.09,34.0,38.4,-4.4,-0.13,0.37,2019
Thomas Fontaine,/thomas-fontaine/profil/spieler/80036,28,CB,Madagascar,250000,1000000,Stade Reims,/stade-reims/startseite/verein/1421,FC Lorient,/fc-lorient/startseite/verein/1158,out,2019,-750000,32.0,1.85,left,FRA-Ligue 1,Reims,Thomas Fontaine,MAD,"DF,MF",27.0,1991.0,7,420.0,60.0,12.3,4.7,4,90.0,4.0,3,20.0,18,1.86,3.0,6.0,-3.0,-0.64,-0.64,3.8,5.7,-1.9,-0.41,-0.27,2019
M'Baye Niang,/mbaye-niang/profil/spieler/157501,24,CF,Senegal,2500000,15000000,Torino FC,/fc-turin/startseite/verein/416,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2019,-12500000,28.0,1.88,both,FRA-Ligue 1,Rennes,M'Baye Niang,SEN,"FW,MF",23.0,1994.0,29,1793.0,62.0,52.4,19.9,19,82.0,9.0,10,24.0,2,1.38,29.0,22.0,7.0,0.35,0.57,26.9,22.8,4.1,0.2,-0.01,2019
Flavien Tait,/flavien-tait/profil/spieler/202278,26,CM,France,6000000,9000000,Angers SCO,/sco-angers/startseite/verein/1420,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2019,-3000000,30.0,1.76,right,FRA-Ligue 1,Angers,Flavien Tait,FRA,"MF,FW",25.0,1993.0,36,2985.0,83.0,87.3,33.2,34,84.0,23.0,2,61.0,0,1.17,40.0,40.0,0.0,0.0,1.03,45.0,41.0,4.0,0.12,0.37,2019
Edouard Mendy,/edouard-mendy/profil/spieler/442531,27,GK,Senegal,12000000,7600000,Stade Reims,/stade-reims/startseite/verein/1421,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2019,4400000,31.0,1.94,right,FRA-Ligue 1,Reims,Edouard Mendy,SEN,GK,26.0,1992.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.45,39.0,42.0,-3.0,-0.08,,38.1,45.0,-6.9,-0.18,,2019
Metehan Güçlü,/metehan-guclu/profil/spieler/395519,20,CF,Turkey,300000,1500000,Paris Saint-Germain B,/fc-paris-saint-germain-b/startseite/verein/8512,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2019,-1200000,24.0,1.82,left,FRA-Ligue 1,Paris S-G,Metehan Güçlü,TUR,MF,19.0,1999.0,1,17.0,17.0,0.5,0.2,0,,0.0,1,17.0,0,0.0,1.0,0.0,1.0,5.29,3.47,0.3,0.1,0.2,0.98,-0.37,2019
Ramy Bensebaini,/ramy-bensebaini/profil/spieler/284732,24,LB,Algeria,20000000,8000000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,out,2019,12000000,28.0,1.87,left,FRA-Ligue 1,Rennes,Ramy Bensebaini,ALG,DF,23.0,1995.0,25,2152.0,86.0,62.9,23.9,24,86.0,21.0,1,78.0,1,1.36,33.0,33.0,0.0,0.0,-0.21,34.6,28.3,6.2,0.26,0.14,2019
Benjamin André,/benjamin-andre/profil/spieler/84301,28,DM,France,9000000,7000000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,LOSC Lille,/losc-lille/startseite/verein/1082,out,2019,2000000,32.0,1.8,right,FRA-Ligue 1,Rennes,Benjamin André,FRA,MF,27.0,1990.0,30,2495.0,83.0,73.0,27.7,28,87.0,24.0,2,35.0,0,1.2,37.0,40.0,-3.0,-0.11,-0.69,38.5,34.2,4.3,0.16,-0.2,2019
Denis Bouanga,/denis-bouanga/profil/spieler/236045,24,LW,Gabon,6000000,4500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2019,1500000,28.0,1.8,right,FRA-Ligue 1,Nîmes,Denis Bouanga,GAB,"MF,FW",23.0,1994.0,35,2633.0,75.0,77.0,29.3,29,85.0,15.0,6,28.0,1,1.46,41.0,44.0,-3.0,-0.1,-0.33,39.5,41.8,-2.3,-0.08,0.41,2019
Ryad Boudebouz,/ryad-boudebouz/profil/spieler/77826,29,AM,Algeria,1300000,3500000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2019,-2200000,33.0,1.77,left,ESP-La Liga,Betis,Ryad Boudebouz,ALG,"MF,FW",28.0,1990.0,9,539.0,60.0,15.8,6.0,6,76.0,2.0,3,28.0,4,1.22,3.0,5.0,-2.0,-0.33,-0.15,7.3,7.2,0.1,0.02,0.1,2019
Ryad Boudebouz,/ryad-boudebouz/profil/spieler/77826,29,AM,Algeria,1300000,3500000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2019,-2200000,33.0,1.77,left,ESP-La Liga,Celta Vigo,Ryad Boudebouz,ALG,"MF,FW",28.0,1990.0,11,717.0,65.0,21.0,8.0,8,75.0,2.0,3,39.0,3,1.18,9.0,13.0,-4.0,-0.5,-0.34,11.5,14.1,-2.6,-0.32,0.07,2019
Sergi Palencia,/sergi-palencia/profil/spieler/268176,23,RB,Spain,2000000,2000000,FC Barcelona,/fc-barcelona/startseite/verein/131,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2019,0,27.0,1.72,right,FRA-Ligue 1,Bordeaux,Sergi Palencia,ESP,DF,22.0,1996.0,25,1986.0,79.0,58.1,22.1,22,89.0,21.0,3,8.0,7,1.24,22.0,28.0,-6.0,-0.27,-0.15,23.6,33.2,-9.5,-0.43,-0.17,2019
Zaydou Youssouf,/zaydou-youssouf/profil/spieler/471582,19,CM,France,4000000,2000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2019,2000000,23.0,1.82,left,FRA-Ligue 1,Bordeaux,Zaydou Youssouf,FRA,"MF,FW",19.0,1999.0,11,422.0,38.0,12.3,4.7,7,55.0,0.0,4,10.0,8,1.0,2.0,6.0,-4.0,-0.85,-0.73,3.4,6.4,-2.9,-0.63,-0.3,2019
William Saliba,/william-saliba/profil/spieler/495666,18,CB,France,65000000,30000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2019,35000000,22.0,1.92,right,FRA-Ligue 1,Saint-Étienne,William Saliba,FRA,DF,17.0,2001.0,16,1277.0,80.0,37.3,14.2,13,89.0,11.0,3,41.0,14,2.0,28.0,11.0,17.0,1.2,1.16,20.5,18.7,1.7,0.12,-0.07,2019
Rémy Cabella,/remy-cabella/profil/spieler/113707,29,AM,France,5000000,12000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,FK Krasnodar,/fk-krasnodar/startseite/verein/16704,out,2019,-7000000,33.0,1.72,right,FRA-Ligue 1,Saint-Étienne,Rémy Cabella,FRA,"MF,FW",28.0,1990.0,34,2997.0,88.0,87.6,33.3,34,88.0,31.0,0,,0,1.74,53.0,33.0,20.0,0.6,1.03,50.6,41.4,9.1,0.27,0.89,2019
Jorginho,/jorginho/profil/spieler/277111,23,LW,Guinea-Bissau,400000,850000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Ludogorets Razgrad,/pfk-ludogorets-razgrad/startseite/verein/31614,out,2019,-450000,27.0,1.71,right,ENG-Premier League,Chelsea,Jorginho,ITA,MF,26.0,1991.0,37,3156.0,85.0,92.3,35.1,37,85.0,28.0,0,,1,1.95,57.0,37.0,20.0,0.57,-0.79,52.8,34.6,18.2,0.52,-0.86,2019
Alexander Djiku,/alexander-djiku/profil/spieler/250844,24,CB,Ghana,8000000,4500000,SM Caen,/sm-caen/startseite/verein/1162,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2019,3500000,28.0,1.82,right,FRA-Ligue 1,Caen,Alexander Djiku,GHA,DF,23.0,1994.0,31,2754.0,89.0,80.5,30.6,31,89.0,30.0,0,,1,0.94,19.0,40.0,-21.0,-0.69,-0.15,27.2,47.2,-19.9,-0.65,1.09,2019
Lamine Koné,/lamine-kone/profil/spieler/57420,30,CB,Cote d'Ivoire,150000,1500000,Sunderland AFC,/afc-sunderland/startseite/verein/289,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2019,-1350000,34.0,1.88,right,FRA-Ligue 1,Strasbourg,Lamine Koné,CIV,DF,29.0,1989.0,27,2152.0,80.0,62.9,23.9,23,90.0,23.0,4,21.0,3,1.19,32.0,30.0,2.0,0.08,-0.48,26.8,32.7,-5.9,-0.25,0.03,2019
Youssouf Fofana,/youssouf-fofana/profil/spieler/569598,21,CM,France,25000000,15000000,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,AS Monaco,/as-monaco/startseite/verein/162,out,2019,10000000,24.0,1.85,right,FRA-Ligue 1,Strasbourg,Youssouf Fofana,FRA,MF,19.0,1999.0,17,912.0,54.0,26.7,10.1,10,83.0,7.0,7,11.0,10,1.35,19.0,14.0,5.0,0.49,0.31,12.7,18.0,-5.4,-0.53,-0.36,2019
Jonas Martin,/jonas-martin/profil/spieler/127142,29,DM,France,1500000,4000000,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,out,2019,-2500000,33.0,1.84,right,FRA-Ligue 1,Strasbourg,Jonas Martin,FRA,MF,28.0,1990.0,23,2059.0,90.0,60.2,22.9,23,90.0,21.0,0,,1,1.35,36.0,28.0,8.0,0.35,0.22,24.6,26.6,-2.1,-0.09,0.43,2019
Wesley Saïd,/wesley-said/profil/spieler/182916,24,CF,France,2000000,8000000,Dijon FCO,/dijon-fco/startseite/verein/2969,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2019,-6000000,28.0,1.71,right,FRA-Ligue 1,Dijon,Wesley Saïd,FRA,"FW,MF",23.0,1995.0,34,2253.0,66.0,65.9,25.0,25,81.0,9.0,9,24.0,3,0.85,18.0,44.0,-26.0,-1.04,-0.81,23.1,40.0,-16.9,-0.68,-0.56,2019
Christopher Jullien,/christopher-jullien/profil/spieler/201737,26,CB,France,3500000,8000000,FC Toulouse,/fc-toulouse/startseite/verein/415,Celtic FC,/celtic-glasgow/startseite/verein/371,out,2019,-4500000,30.0,1.96,right,FRA-Ligue 1,Toulouse,Christopher Jullien,FRA,DF,25.0,1993.0,34,3015.0,89.0,88.2,33.5,34,89.0,33.0,0,,1,1.03,32.0,50.0,-18.0,-0.54,0.35,38.2,50.0,-11.8,-0.35,-0.6,2019
Andy Delort,/andy-delort/profil/spieler/122797,27,CF,Algeria,7000000,4500000,FC Toulouse,/fc-toulouse/startseite/verein/415,Montpellier HSC,/montpellier-hsc/startseite/verein/969,out,2019,2500000,31.0,1.81,right,FRA-Ligue 1,Montpellier,Andy Delort,ALG,FW,26.0,1991.0,36,3115.0,87.0,91.1,34.6,36,87.0,19.0,0,,0,1.61,49.0,35.0,14.0,0.4,1.29,46.2,35.0,11.2,0.32,1.2,2019
Gen Shoji,/gen-shoji/profil/spieler/164277,27,CB,Japan,700000,2000000,FC Toulouse,/fc-toulouse/startseite/verein/415,Gamba Osaka,/gamba-osaka/startseite/verein/596,out,2019,-1300000,30.0,1.82,right,FRA-Ligue 1,Toulouse,Gen Shoji,JPN,DF,25.0,1992.0,18,1620.0,90.0,47.4,18.0,18,90.0,18.0,0,,0,0.89,15.0,26.0,-11.0,-0.61,-0.06,23.0,25.8,-2.8,-0.15,0.24,2019
Alexis Blin,/alexis-blin/profil/spieler/236041,22,DM,France,2500000,1650000,FC Toulouse,/fc-toulouse/startseite/verein/415,Amiens SC,/amiens-sc/startseite/verein/1416,out,2019,850000,26.0,1.84,right,FRA-Ligue 1,Amiens,Alexis Blin,FRA,MF,21.0,1996.0,27,1990.0,74.0,58.2,22.1,25,79.0,14.0,2,7.0,3,1.0,15.0,27.0,-12.0,-0.54,0.02,20.3,29.3,-9.0,-0.41,-0.07,2019
Steven Fortes,/steven-fortes/profil/spieler/276895,27,CB,Cape Verde,400000,1000000,FC Toulouse,/fc-toulouse/startseite/verein/415,RC Lens,/rc-lens/startseite/verein/826,out,2019,-600000,31.0,1.92,right,FRA-Ligue 1,Toulouse,Steven Fortes,CPV,DF,26.0,1992.0,3,136.0,45.0,4.0,1.5,1,90.0,1.0,2,23.0,4,2.33,1.0,1.0,0.0,0.0,0.6,1.9,2.1,-0.2,-0.13,0.16,2019
Mauro Icardi,/mauro-icardi/profil/spieler/68863,27,CF,Argentina,19000000,50000000,Inter Milan,/inter-mailand/startseite/verein/46,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2020,-31000000,30.0,1.81,right,FRA-Ligue 1,Paris S-G,Mauro Icardi,ARG,FW,26.0,1993.0,20,1267.0,63.0,52.1,14.1,14,83.0,7.0,6,17.0,1,2.65,47.0,16.0,31.0,2.2,0.65,42.8,13.3,29.4,2.09,0.41,2020
Sergio Rico,/sergio-rico/profil/spieler/207302,27,GK,Spain,3000000,6000000,Sevilla FC,/fc-sevilla/startseite/verein/368,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2020,-3000000,29.0,1.96,right,ESP-La Liga,Sevilla,Sergio Rico,ESP,GK,25.0,1993.0,0,,,,,0,,0.0,0,,3,,,,,,,,,,,,2020
Sergio Rico,/sergio-rico/profil/spieler/207302,27,GK,Spain,3000000,6000000,Sevilla FC,/fc-sevilla/startseite/verein/368,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2020,-3000000,29.0,1.96,right,FRA-Ligue 1,Paris S-G,Sergio Rico,ESP,GK,25.0,1993.0,2,180.0,90.0,7.4,2.0,2,90.0,2.0,0,,21,3.0,6.0,4.0,2.0,1.0,-0.96,7.6,2.6,5.0,2.5,0.65,2020
Rafinha,/rafinha/profil/spieler/129473,27,AM,Brazil,4000000,1500000,FC Barcelona,/fc-barcelona/startseite/verein/131,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2020,2500000,30.0,1.74,left,ESP-La Liga,Barcelona,Rafinha,BRA,"FW,MF",26.0,1993.0,3,186.0,62.0,5.4,2.1,2,66.0,0.0,1,54.0,0,1.33,6.0,4.0,2.0,0.97,-0.31,3.3,0.9,2.4,1.17,0.45,2020
Rafinha,/rafinha/profil/spieler/129473,27,AM,Brazil,4000000,1500000,FC Barcelona,/fc-barcelona/startseite/verein/131,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2020,2500000,30.0,1.74,left,ESP-La Liga,Celta Vigo,Rafinha,BRA,MF,26.0,1993.0,29,2111.0,73.0,61.7,23.5,25,80.0,13.0,4,27.0,0,1.0,23.0,28.0,-5.0,-0.21,0.27,26.1,27.7,-1.7,-0.07,0.24,2020
Álvaro González,/alvaro-gonzalez/profil/spieler/183647,30,CB,Spain,2300000,4000000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Olympique Marseille,/olympique-marseille/startseite/verein/244,in,2020,-1700000,33.0,1.82,right,FRA-Ligue 1,Marseille,Álvaro González,ESP,DF,29.0,1990.0,20,1628.0,81.0,64.6,18.1,19,84.0,17.0,1,27.0,2,2.25,30.0,17.0,13.0,0.72,0.82,22.0,19.4,2.6,0.15,-0.03,2020
Morgan Sanson,/morgan-sanson/profil/spieler/174094,26,CM,France,6000000,15800000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Aston Villa,/aston-villa/startseite/verein/405,out,2020,-9800000,28.0,1.8,right,FRA-Ligue 1,Marseille,Morgan Sanson,FRA,MF,24.0,1994.0,27,2173.0,80.0,86.2,24.1,26,83.0,12.0,1,8.0,0,1.96,34.0,20.0,14.0,0.58,1.1,30.9,25.1,5.9,0.24,0.62,2020
Bouna Sarr,/bouna-sarr/profil/spieler/190685,28,RB,Senegal,2000000,8000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,out,2020,-6000000,31.0,1.77,right,FRA-Ligue 1,Marseille,Bouna Sarr,SEN,"DF,FW",27.0,1992.0,27,2164.0,80.0,85.9,24.0,25,85.0,17.0,2,21.0,0,2.04,35.0,24.0,11.0,0.46,0.2,30.1,27.2,2.9,0.12,-0.28,2020
Marley Aké,/marley-ake/profil/spieler/682032,20,LW,France,1800000,8000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Juventus U23,/juventus-turin-u23/startseite/verein/41101,out,2020,-6200000,22.0,1.77,right,FRA-Ligue 1,Marseille,Marley Aké,FRA,"FW,MF",18.0,2001.0,9,99.0,11.0,3.9,1.1,0,,0.0,9,10.0,15,1.89,3.0,3.0,0.0,0.0,-0.45,2.4,1.6,0.7,0.66,0.52,2020
Edouard Mendy,/edouard-mendy/profil/spieler/442531,28,GK,Senegal,12000000,24000000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2020,-12000000,31.0,1.94,right,FRA-Ligue 1,Rennes,Edouard Mendy,SEN,GK,27.0,1992.0,24,2160.0,90.0,85.7,24.0,24,90.0,24.0,0,,1,1.83,33.0,19.0,14.0,0.58,0.58,32.2,23.4,8.8,0.37,0.83,2020
Raphinha,/raphinha/profil/spieler/411295,23,RW,Brazil,60000000,18600000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Leeds United,/leeds-united/startseite/verein/399,out,2020,41400000,26.0,1.76,left,FRA-Ligue 1,Rennes,Raphinha,BRA,"MF,FW",22.0,1996.0,22,1690.0,77.0,67.1,18.8,20,83.0,13.0,2,20.0,0,1.82,25.0,16.0,9.0,0.48,-0.06,26.4,17.4,8.9,0.47,0.69,2020
Adrien Hunou,/adrien-hunou/profil/spieler/203507,27,CF,France,2500000,3270000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Minnesota United FC,/minnesota-united-fc/startseite/verein/56089,out,2020,-770000,29.0,1.79,right,FRA-Ligue 1,Rennes,Adrien Hunou,FRA,"FW,MF",25.0,1994.0,23,1210.0,53.0,48.0,13.4,13,80.0,4.0,10,17.0,1,1.74,21.0,12.0,9.0,0.67,0.33,21.5,14.0,7.6,0.56,0.61,2020
Orestis Karnezis,/orestis-karnezis/profil/spieler/16408,35,GK,Greece,0,5130000,SSC Napoli,/ssc-neapel/startseite/verein/6195,LOSC Lille,/losc-lille/startseite/verein/1082,in,2020,-5130000,37.0,1.9,right,ITA-Serie A,Napoli,Orestis Karnezis,GRE,GK,34.0,1985.0,0,,,,,0,,0.0,0,,33,,,,,,,,,,,,2020
Isaac Lihadji,/isaac-lihadji/profil/spieler/557610,18,RW,France,1200000,300000,Olympique de Marseille B,/olympique-marseille-b/startseite/verein/8524,LOSC Lille,/losc-lille/startseite/verein/1082,in,2020,900000,21.0,1.77,left,FRA-Ligue 1,Marseille,Isaac Lihadji,FRA,MF,17.0,2002.0,2,25.0,13.0,1.0,0.3,0,,0.0,2,12.0,4,0.5,0.0,1.0,-1.0,-3.6,-4.07,0.2,0.9,-0.7,-2.54,-2.72,2020
Victor Osimhen,/victor-osimhen/profil/spieler/401923,21,CF,Nigeria,120000000,75000000,LOSC Lille,/losc-lille/startseite/verein/1082,SSC Napoli,/ssc-neapel/startseite/verein/6195,out,2020,45000000,24.0,1.86,right,FRA-Ligue 1,Lille,Victor Osimhen,NGA,FW,20.0,1998.0,27,2287.0,85.0,90.8,25.4,25,88.0,21.0,2,48.0,0,1.81,33.0,23.0,10.0,0.39,1.17,37.2,26.7,10.5,0.41,1.06,2020
Morgan Schneiderlin,/morgan-schneiderlin/profil/spieler/56818,30,DM,France,1500000,2230000,Everton FC,/fc-everton/startseite/verein/29,OGC Nice,/ogc-nizza/startseite/verein/417,in,2020,-730000,33.0,1.86,right,ENG-Premier League,Everton,Morgan Schneiderlin,FRA,MF,29.0,1989.0,15,1001.0,67.0,29.3,11.1,12,79.0,6.0,3,19.0,4,0.93,15.0,20.0,-5.0,-0.45,-0.19,18.7,14.0,4.7,0.42,0.5,2020
Lucas Da Cunha,/lucas-da-cunha/profil/spieler/495667,19,RW,France,2200000,1000000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,OGC Nice,/ogc-nizza/startseite/verein/417,in,2020,1200000,22.0,1.74,left,FRA-Ligue 1,Rennes,Lucas Da Cunha,FRA,MF,18.0,2001.0,2,72.0,36.0,2.9,0.8,1,65.0,0.0,1,7.0,2,0.5,0.0,0.0,0.0,0.0,-0.51,1.0,0.4,0.6,0.7,0.47,2020
Jean-Victor Makengo,/jean-victor-makengo/profil/spieler/322305,22,CM,France,10000000,3500000,OGC Nice,/ogc-nizza/startseite/verein/417,Udinese Calcio,/udinese-calcio/startseite/verein/410,out,2020,6500000,25.0,1.77,left,FRA-Ligue 1,Toulouse,Jean-Victor Makengo,FRA,MF,21.0,1998.0,19,988.0,52.0,39.2,11.0,12,76.0,5.0,7,12.0,7,0.68,10.0,23.0,-13.0,-1.18,0.17,12.2,18.4,-6.1,-0.56,-0.1,2020
Eddy Sylvestre,/eddy-sylvestre/profil/spieler/629566,21,CM,France,500000,110000,OGC Nice,/ogc-nizza/startseite/verein/417,Standard Liège,/standard-luttich/startseite/verein/3057,out,2020,390000,23.0,1.73,left,FRA-Ligue 1,Nice,Eddy Sylvestre,FRA,MF,19.0,1999.0,1,37.0,37.0,1.5,0.4,0,,0.0,1,36.0,2,3.0,1.0,1.0,0.0,0.0,-0.11,0.4,0.5,-0.1,-0.26,0.03,2020
Valon Berisha,/valon-berisha/profil/spieler/145115,27,CM,Kosovo,1800000,4500000,SS Lazio,/lazio-rom/startseite/verein/398,Stade Reims,/stade-reims/startseite/verein/1421,in,2020,-2700000,30.0,1.76,right,GER-Bundesliga,Düsseldorf,Valon Berisha,KVX,MF,26.0,1993.0,13,941.0,72.0,30.8,10.5,12,76.0,2.0,1,34.0,2,1.08,11.0,14.0,-3.0,-0.29,0.9,9.6,11.4,-1.8,-0.17,0.81,2020
Valon Berisha,/valon-berisha/profil/spieler/145115,27,CM,Kosovo,1800000,4500000,SS Lazio,/lazio-rom/startseite/verein/398,Stade Reims,/stade-reims/startseite/verein/1421,in,2020,-2700000,30.0,1.76,right,ITA-Serie A,Lazio,Valon Berisha,KVX,MF,26.0,1993.0,3,33.0,11.0,1.0,0.4,0,,0.0,3,11.0,13,2.0,1.0,0.0,1.0,2.73,1.77,0.5,0.7,-0.2,-0.5,-0.96,2020
