playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,nextSeason
Samuel Grandsir,/samuel-grandsir/profil/spieler/432772,21,RW,France,2000000,3000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-1000000,26.0,1.7,right,FRA-Ligue 1,Strasbourg,FRA,"MF,FW",21.0,1996.0,2.6,85.0,78.0,6.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,59.0,1.0,7.0,2019
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-2000000,40.0,1.98,right,ESP-La Liga,Espanyol,BRA,DF,29.0,1988.0,15.1,605.0,568.0,33.0,32.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,489.0,4.0,4.0,2019
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-2000000,40.0,1.98,right,FRA-Ligue 1,Monaco,BRA,DF,35.0,1982.0,3.3,166.0,161.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,1.0,2019
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-2000000,40.0,1.98,right,GER-Bundesliga,Schalke 04,BRA,DF,35.0,1982.0,7.0,327.0,316.0,9.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,2.0,3.0,2019
Thomas Lemar,/thomas-lemar/profil/spieler/205562,22,AM,France,22000000,72000000,AS Monaco,/as-monaco/startseite/verein/162,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2018,-50000000,27.0,1.71,left,ESP-La Liga,Atlético Madrid,FRA,MF,22.0,1995.0,20.2,1020.0,945.0,71.0,16.0,6.0,13.0,73.0,5.0,49.0,14.0,27.0,0.0,825.0,4.0,23.0,2019
Fabinho,/fabinho/profil/spieler/225693,24,DM,Brazil,42000000,45000000,AS Monaco,/as-monaco/startseite/verein/162,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2018,-3000000,29.0,1.88,right,ENG-Premier League,Liverpool,BRA,MF,24.0,1993.0,22.4,1627.0,1589.0,35.0,30.0,2.0,11.0,10.0,4.0,0.0,0.0,0.0,0.0,1381.0,3.0,17.0,2019
Terence Kongolo,/terence-kongolo/profil/spieler/152651,24,CB,Netherlands,900000,20000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-19100000,29.0,1.88,left,ENG-Premier League,Huddersfield,NED,DF,24.0,1994.0,30.2,1275.0,1145.0,125.0,32.0,1.0,0.0,28.0,93.0,0.0,0.0,0.0,0.0,978.0,5.0,13.0,2019
Rachid Ghezzal,/rachid-ghezzal/profil/spieler/118287,26,RW,Algeria,5000000,14000000,AS Monaco,/as-monaco/startseite/verein/162,Leicester City,/leicester-city/startseite/verein/1003,out,2018,-9000000,31.0,1.82,left,ENG-Premier League,Leicester City,ALG,"FW,MF",26.0,1992.0,8.3,471.0,428.0,41.0,13.0,6.0,4.0,45.0,2.0,25.0,9.0,10.0,0.0,353.0,2.0,12.0,2019
Soualiho Meïté,/soualiho-meite/profil/spieler/164913,24,CM,France,3500000,11500000,AS Monaco,/as-monaco/startseite/verein/162,Torino FC,/fc-turin/startseite/verein/416,out,2018,-8000000,29.0,1.87,right,ITA-Serie A,Torino,FRA,MF,24.0,1994.0,29.5,1164.0,1144.0,18.0,12.0,2.0,16.0,14.0,0.0,1.0,0.0,0.0,0.0,951.0,2.0,24.0,2019
Adama Diakhaby,/adama-diakhaby/profil/spieler/453594,22,RW,France,600000,10000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-9400000,26.0,1.84,left,ENG-Premier League,Huddersfield,FRA,"FW,MF",22.0,1996.0,6.1,162.0,156.0,5.0,0.0,1.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0,114.0,1.0,7.0,2019
João Moutinho,/joao-moutinho/profil/spieler/29364,31,CM,Portugal,1500000,5600000,AS Monaco,/as-monaco/startseite/verein/162,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2018,-4100000,36.0,1.7,right,ENG-Premier League,Wolves,POR,MF,31.0,1986.0,33.7,2072.0,1796.0,269.0,102.0,4.0,28.0,196.0,6.0,159.0,45.0,74.0,2.0,1649.0,7.0,26.0,2019
Rúben Vinagre,/ruben-vinagre/profil/spieler/357158,19,LB,Portugal,4000000,2250000,AS Monaco,/as-monaco/startseite/verein/162,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2018,1750000,24.0,1.74,left,ENG-Premier League,Wolves,POR,"DF,MF",19.0,1999.0,7.9,420.0,336.0,81.0,0.0,1.0,0.0,52.0,79.0,2.0,1.0,0.0,0.0,296.0,3.0,18.0,2019
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2018,1750000,27.0,1.83,right,FRA-Ligue 1,Monaco,MLI,DF,22.0,1996.0,3.8,257.0,230.0,26.0,4.0,1.0,3.0,4.0,22.0,0.0,0.0,0.0,0.0,213.0,1.0,2.0,2019
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2018,1750000,27.0,1.83,right,GER-Bundesliga,Eint Frankfurt,MLI,"DF,MF",22.0,1996.0,5.8,252.0,245.0,6.0,4.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,182.0,1.0,7.0,2019
Gaëtan Laborde,/gaetan-laborde/profil/spieler/181378,24,CF,France,16000000,3000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,13000000,29.0,1.81,left,FRA-Ligue 1,Bordeaux,FRA,FW,24.0,1994.0,1.0,23.0,20.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,2019
Gaëtan Laborde,/gaetan-laborde/profil/spieler/181378,24,CF,France,16000000,3000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,13000000,29.0,1.81,left,FRA-Ligue 1,Montpellier,FRA,"FW,MF",24.0,1994.0,32.2,928.0,912.0,8.0,0.0,4.0,3.0,51.0,2.0,0.0,0.0,0.0,0.0,591.0,8.0,49.0,2019
Florent Mollet,/florent-mollet/profil/spieler/222859,26,AM,France,2000000,2600000,FC Metz,/fc-metz/startseite/verein/347,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-600000,31.0,1.75,right,FRA-Ligue 1,Montpellier,FRA,MF,26.0,1991.0,28.5,1481.0,1273.0,207.0,76.0,2.0,32.0,201.0,6.0,117.0,45.0,62.0,0.0,1179.0,1.0,35.0,2019
Junior Sambia,/junior-sambia/profil/spieler/335147,21,RB,France,3500000,2000000,Chamois Niortais FC,/chamois-niortais-fc/startseite/verein/1161,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,1500000,26.0,1.85,right,FRA-Ligue 1,Montpellier,FRA,"MF,FW",21.0,1996.0,10.3,415.0,347.0,65.0,15.0,0.0,8.0,58.0,15.0,35.0,15.0,16.0,1.0,304.0,3.0,14.0,2019
Facundo Píriz,/facundo-piriz/profil/spieler/148607,28,DM,Uruguay,300000,1000000,Akhmat Grozny,/akhmat-grozny/startseite/verein/3725,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-700000,33.0,1.87,right,FRA-Ligue 1,Montpellier,URU,"MF,FW",28.0,1990.0,1.3,64.0,62.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0,2019
Mathías Suárez,/mathias-suarez/profil/spieler/294895,22,RB,Uruguay,300000,950000,Defensor Sporting Club,/defensor-sc/startseite/verein/2619,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-650000,27.0,1.82,right,FRA-Ligue 1,Montpellier,URU,DF,22.0,1996.0,6.1,282.0,199.0,83.0,2.0,1.0,0.0,16.0,81.0,0.0,0.0,0.0,0.0,219.0,0.0,9.0,2019
Nordi Mukiele,/nordi-mukiele/profil/spieler/348026,20,RB,France,18000000,16000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,out,2018,2000000,25.0,1.87,right,GER-Bundesliga,RB Leipzig,FRA,DF,20.0,1997.0,13.6,723.0,591.0,127.0,21.0,2.0,4.0,32.0,106.0,0.0,0.0,0.0,0.0,519.0,5.0,18.0,2019
Jérôme Roussillon,/jerome-roussillon/profil/spieler/127076,25,LB,Guadeloupe,3000000,5000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,out,2018,-2000000,30.0,1.72,left,GER-Bundesliga,Wolfsburg,FRA,DF,25.0,1993.0,27.3,1361.0,1109.0,250.0,24.0,1.0,11.0,108.0,226.0,0.0,0.0,0.0,0.0,1018.0,2.0,42.0,2019
Casimir Ninga,/casimir-ninga/profil/spieler/392810,25,CF,Chad,600000,2000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-1400000,30.0,1.86,right,FRA-Ligue 1,Caen,CHA,"FW,MF",25.0,1993.0,27.4,542.0,520.0,21.0,0.0,3.0,4.0,52.0,19.0,0.0,0.0,0.0,0.0,384.0,1.0,29.0,2019
Anthony Limbombe,/anthony-limbombe/profil/spieler/140803,24,LW,Belgium,800000,8250000,Club Brugge KV,/fc-brugge/startseite/verein/2282,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-7450000,28.0,1.77,right,FRA-Ligue 1,Nantes,BEL,FW,24.0,1994.0,13.7,462.0,457.0,4.0,0.0,0.0,2.0,42.0,2.0,2.0,2.0,0.0,0.0,329.0,1.0,16.0,2019
Lucas Evangelista,/lucas-evangelista/profil/spieler/270188,23,CM,Brazil,3500000,3000000,Udinese Calcio,/udinese-calcio/startseite/verein/410,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,500000,28.0,1.81,left,FRA-Ligue 1,Nantes,BRA,"FW,MF",23.0,1995.0,8.0,308.0,306.0,2.0,1.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,11.0,2019
Fábio,/fabio/profil/spieler/61891,28,RB,Brazil,1200000,2000000,Middlesbrough FC,/fc-middlesbrough/startseite/verein/641,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-800000,32.0,1.72,right,FRA-Ligue 1,Nantes,BRA,"DF,FW",28.0,1990.0,14.2,646.0,500.0,143.0,15.0,1.0,2.0,35.0,128.0,0.0,0.0,0.0,0.0,483.0,3.0,10.0,2019
Rene Krhin,/rene-krhin/profil/spieler/73092,28,DM,Slovenia,0,300000,Granada CF,/fc-granada/startseite/verein/16795,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-300000,33.0,1.89,right,FRA-Ligue 1,Nantes,SVN,MF,28.0,1990.0,11.7,537.0,515.0,22.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,447.0,0.0,5.0,2019
Emiliano Sala,/emiliano-sala/profil/spieler/190780,28,CF,Argentina,0,6000000,FC Nantes,/fc-nantes/startseite/verein/995,Cardiff City,/cardiff-city/startseite/verein/603,out,2018,-6000000,,1.87,right,FRA-Ligue 1,Nantes,ARG,FW,27.0,1990.0,15.2,369.0,334.0,34.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,235.0,1.0,17.0,2019
Yacine Bammou,/yacine-bammou/profil/spieler/276255,26,CF,Morocco,450000,2700000,FC Nantes,/fc-nantes/startseite/verein/995,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-2250000,31.0,1.89,right,FRA-Ligue 1,Caen,MAR,"FW,MF",26.0,1991.0,10.3,331.0,324.0,5.0,0.0,0.0,3.0,25.0,5.0,0.0,0.0,0.0,0.0,235.0,2.0,16.0,2019
Danilo Barbosa,/danilo-barbosa/profil/spieler/273438,22,DM,Brazil,2500000,10000000,SC Braga,/sc-braga/startseite/verein/1075,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-7500000,27.0,1.83,right,FRA-Ligue 1,Nice,BRA,MF,22.0,1996.0,17.2,656.0,649.0,6.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,560.0,1.0,15.0,2019
Myziane Maolida,/myziane-maolida/profil/spieler/371142,19,LW,France,1500000,10000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-8500000,24.0,1.82,right,FRA-Ligue 1,Nice,FRA,FW,19.0,1999.0,10.6,355.0,343.0,12.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,286.0,0.0,8.0,2019
Christophe Hérelle,/christophe-herelle/profil/spieler/170544,25,CB,Martinique,2000000,5000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-3000000,30.0,1.88,right,FRA-Ligue 1,Nice,MTQ,DF,25.0,1992.0,32.6,2186.0,2108.0,77.0,67.0,0.0,16.0,3.0,10.0,0.0,0.0,0.0,0.0,1937.0,1.0,18.0,2019
Youcef Atal,/youcef-atal/profil/spieler/416108,22,RB,Algeria,7000000,3000000,KV Kortrijk,/kv-kortrijk/startseite/verein/601,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,4000000,27.0,1.76,both,FRA-Ligue 1,Nice,ALG,"DF,FW",22.0,1996.0,25.1,1261.0,1056.0,204.0,27.0,3.0,7.0,72.0,175.0,2.0,0.0,1.0,0.0,1024.0,1.0,28.0,2019
Maxime Le Marchand,/maxime-le-marchand/profil/spieler/60558,28,CB,France,1000000,4000000,OGC Nice,/ogc-nizza/startseite/verein/417,Fulham FC,/fc-fulham/startseite/verein/931,out,2018,-3000000,33.0,1.85,left,ENG-Premier League,Fulham,FRA,DF,28.0,1989.0,25.0,1488.0,1368.0,107.0,35.0,1.0,16.0,17.0,72.0,0.0,0.0,0.0,0.0,1216.0,13.0,16.0,2019
Denis Bouanga,/denis-bouanga/profil/spieler/236045,23,LW,Gabon,6000000,3000000,FC Lorient,/fc-lorient/startseite/verein/1158,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2018,3000000,28.0,1.8,right,FRA-Ligue 1,Nîmes,GAB,"MF,FW",23.0,1994.0,29.3,647.0,625.0,21.0,1.0,3.0,6.0,46.0,12.0,2.0,0.0,2.0,0.0,434.0,1.0,22.0,2019
Kylian Mbappé,/kylian-mbappe/profil/spieler/342229,19,CF,France,180000000,180000000,AS Monaco,/as-monaco/startseite/verein/162,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,0,24.0,1.78,right,FRA-Ligue 1,Paris S-G,FRA,FW,19.0,1998.0,26.0,814.0,769.0,42.0,4.0,8.0,8.0,25.0,6.0,6.0,1.0,0.0,0.0,632.0,3.0,21.0,2019
Leandro Paredes,/leandro-paredes/profil/spieler/166237,24,DM,Argentina,12000000,40000000,Zenit St. Petersburg,/zenit-st-petersburg/startseite/verein/964,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,-28000000,29.0,1.8,right,FRA-Ligue 1,Paris S-G,ARG,MF,24.0,1994.0,13.9,1315.0,1219.0,88.0,51.0,8.0,21.0,40.0,3.0,34.0,19.0,10.0,2.0,1179.0,8.0,5.0,2019
Thilo Kehrer,/thilo-kehrer/profil/spieler/228948,21,CB,Germany,18000000,37000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,-19000000,26.0,1.86,right,FRA-Ligue 1,Paris S-G,GER,DF,21.0,1996.0,21.1,1393.0,1325.0,67.0,20.0,2.0,9.0,8.0,47.0,0.0,0.0,0.0,0.0,1284.0,1.0,9.0,2019
Juan Bernat,/juan-bernat/profil/spieler/126719,25,LB,Spain,10000000,5000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,5000000,30.0,1.7,left,FRA-Ligue 1,Paris S-G,ESP,"DF,MF",25.0,1993.0,20.4,1178.0,1063.0,111.0,12.0,3.0,3.0,41.0,94.0,5.0,3.0,0.0,0.0,1042.0,4.0,18.0,2019
Gonçalo Guedes,/goncalo-guedes/profil/spieler/225122,21,SS,Portugal,23000000,40000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-17000000,26.0,1.79,right,ESP-La Liga,Valencia,POR,"MF,FW",21.0,1996.0,16.3,667.0,643.0,18.0,3.0,5.0,5.0,52.0,11.0,3.0,3.0,0.0,0.0,471.0,6.0,28.0,2019
Javier Pastore,/javier-pastore/profil/spieler/55215,29,AM,Argentina,500000,24700000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,AS Roma,/as-rom/startseite/verein/12,out,2018,-24200000,34.0,1.87,right,ITA-Serie A,Roma,ARG,"MF,FW",29.0,1989.0,6.6,391.0,370.0,16.0,4.0,2.0,1.0,13.0,3.0,8.0,1.0,3.0,0.0,327.0,5.0,8.0,2019
Yuri Berchiche,/yuri-berchiche/profil/spieler/61812,28,LB,Spain,2000000,24000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Athletic Bilbao,/athletic-bilbao/startseite/verein/621,out,2018,-22000000,33.0,1.81,left,ESP-La Liga,Athletic Club,ESP,"DF,FW",28.0,1990.0,34.7,1753.0,1440.0,309.0,26.0,2.0,12.0,102.0,281.0,2.0,1.0,1.0,0.0,1384.0,4.0,47.0,2019
Yacine Adli,/yacine-adli/profil/spieler/395236,18,AM,France,8000000,5500000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,out,2018,2500000,22.0,1.86,right,FRA-Ligue 1,Bordeaux,FRA,MF,18.0,2000.0,2.4,151.0,145.0,5.0,1.0,1.0,2.0,9.0,2.0,2.0,2.0,0.0,0.0,111.0,1.0,3.0,2019
Ghislain Konan,/ghislain-konan/profil/spieler/422850,22,LB,Cote d'Ivoire,8000000,4000000,Vitória Guimarães SC,/vitoria-guimaraes-sc/startseite/verein/2420,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,4000000,27.0,1.76,left,FRA-Ligue 1,Reims,CIV,DF,22.0,1995.0,20.0,1015.0,752.0,259.0,9.0,2.0,2.0,68.0,250.0,0.0,0.0,0.0,0.0,751.0,4.0,33.0,2019
Thomas Foket,/thomas-foket/profil/spieler/215114,23,RB,Belgium,5000000,3500000,KAA Gent,/kaa-gent/startseite/verein/157,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,1500000,28.0,1.77,right,FRA-Ligue 1,Reims,BEL,DF,23.0,1994.0,32.0,1437.0,1096.0,336.0,16.0,1.0,5.0,53.0,320.0,0.0,0.0,0.0,0.0,1070.0,5.0,34.0,2019
Tristan Dingomé,/tristan-dingome/profil/spieler/126683,27,CM,Cameroon,500000,1000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,-500000,32.0,1.74,left,FRA-Ligue 1,Reims,CMR,MF,27.0,1991.0,14.9,600.0,589.0,9.0,1.0,8.0,4.0,11.0,2.0,0.0,0.0,0.0,0.0,464.0,2.0,10.0,2019
Clément Grenier,/clement-grenier/profil/spieler/72479,27,CM,France,800000,4000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-3200000,32.0,1.86,right,FRA-Ligue 1,Rennes,FRA,MF,27.0,1991.0,29.6,1817.0,1651.0,163.0,86.0,10.0,31.0,120.0,5.0,70.0,35.0,26.0,2.0,1424.0,3.0,23.0,2019
Souleyman Doumbia,/souleyman-doumbia/profil/spieler/296356,22,LB,Cote d'Ivoire,2500000,3000000,Grasshopper Club Zurich,/grasshopper-club-zurich/startseite/verein/504,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-500000,26.0,1.83,left,FRA-Ligue 1,Rennes,CIV,DF,21.0,1996.0,6.7,353.0,292.0,61.0,6.0,1.0,0.0,7.0,55.0,0.0,0.0,0.0,0.0,305.0,0.0,5.0,2019
Romain Del Castillo,/romain-del-castillo/profil/spieler/353399,22,RM,France,3000000,2000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,1000000,27.0,1.72,left,FRA-Ligue 1,Rennes,FRA,"MF,FW",22.0,1996.0,14.9,568.0,529.0,37.0,2.0,3.0,2.0,62.0,21.0,13.0,9.0,0.0,0.0,393.0,2.0,26.0,2019
Joris Gnagnon,/joris-gnagnon/profil/spieler/378954,21,CB,France,300000,13500000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2018,-13200000,26.0,1.82,right,ESP-La Liga,Sevilla,FRA,"DF,MF",21.0,1997.0,5.0,260.0,249.0,11.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,234.0,0.0,1.0,2019
Wahbi Khazri,/wahbi-khazri/profil/spieler/103565,27,CF,Tunisia,2500000,7000000,Sunderland AFC,/afc-sunderland/startseite/verein/289,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-4500000,32.0,1.76,right,FRA-Ligue 1,Saint-Étienne,TUN,"FW,MF",27.0,1991.0,31.3,1100.0,845.0,250.0,77.0,4.0,27.0,197.0,21.0,132.0,50.0,58.0,4.0,725.0,5.0,38.0,2019
Rémy Cabella,/remy-cabella/profil/spieler/113707,28,AM,France,5000000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-1000000,33.0,1.72,right,FRA-Ligue 1,Saint-Étienne,FRA,"MF,FW",28.0,1990.0,33.3,2081.0,1983.0,92.0,35.0,10.0,12.0,83.0,16.0,19.0,3.0,7.0,0.0,1742.0,6.0,24.0,2019
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,20,RB,France,3500000,6000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2500000,25.0,1.77,right,FRA-Ligue 1,Monaco,FRA,DF,20.0,1998.0,3.9,195.0,153.0,42.0,4.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,161.0,0.0,1.0,2019
Vincent Pajot,/vincent-pajot/profil/spieler/126699,27,DM,France,400000,1000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Angers SCO,/sco-angers/startseite/verein/1420,out,2018,-600000,32.0,1.8,right,FRA-Ligue 1,Angers,FRA,MF,27.0,1990.0,7.9,307.0,289.0,15.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,259.0,3.0,3.0,2019
Matz Sels,/matz-sels/profil/spieler/127202,26,GK,Belgium,7000000,4000000,Newcastle United,/newcastle-united/startseite/verein/762,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,3000000,31.0,1.88,right,FRA-Ligue 1,Strasbourg,BEL,GK,26.0,1992.0,37.0,1147.0,722.0,420.0,92.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,728.0,5.0,0.0,2019
Lebo Mothiba,/lebo-mothiba/profil/spieler/427161,22,CF,South Africa,1200000,4000000,LOSC Lille,/losc-lille/startseite/verein/1082,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,-2800000,27.0,1.82,right,FRA-Ligue 1,Lille,RSA,FW,22.0,1996.0,2.8,44.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,2019
Lebo Mothiba,/lebo-mothiba/profil/spieler/427161,22,CF,South Africa,1200000,4000000,LOSC Lille,/losc-lille/startseite/verein/1082,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,-2800000,27.0,1.82,right,FRA-Ligue 1,Strasbourg,RSA,FW,22.0,1996.0,19.7,438.0,415.0,23.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,336.0,0.0,11.0,2019
Ludovic Ajorque,/ludovic-ajorque/profil/spieler/283994,24,CF,France,9000000,2000000,Clermont Foot 63,/clermont-foot-63/startseite/verein/3524,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,7000000,29.0,1.96,left,FRA-Ligue 1,Strasbourg,FRA,FW,24.0,1994.0,17.0,459.0,431.0,26.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,339.0,2.0,11.0,2019
Ibrahima Sissoko,/ibrahima-sissoko/profil/spieler/372712,20,DM,France,6000000,2000000,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,4000000,25.0,1.93,right,FRA-Ligue 1,Strasbourg,FRA,MF,20.0,1997.0,29.6,1252.0,1244.0,4.0,3.0,3.0,20.0,17.0,1.0,0.0,0.0,0.0,0.0,997.0,4.0,29.0,2019
Lionel Carole,/lionel-carole/profil/spieler/11530,27,LB,France,1100000,750000,Galatasaray,/galatasaray-istanbul/startseite/verein/141,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,350000,32.0,1.82,left,FRA-Ligue 1,Strasbourg,FRA,"DF,FW",27.0,1991.0,19.2,1052.0,847.0,203.0,21.0,1.0,9.0,51.0,182.0,0.0,0.0,0.0,0.0,823.0,2.0,35.0,2019
Jean-Eudes Aholou,/jean-eudes-aholou/profil/spieler/178313,24,DM,Cote d'Ivoire,2500000,14000000,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-11500000,29.0,1.86,left,FRA-Ligue 1,Monaco,CIV,MF,24.0,1994.0,11.9,549.0,537.0,12.0,9.0,4.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,463.0,0.0,8.0,2019
