playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,nextSeason
Naïm Sliti,/naim-sliti/profil/spieler/184491,27,LW,Tunisia,4500000,5000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Ettifaq FC,/al-ettifaq/startseite/verein/7732,out,2019,-500000,30.0,1.73,right,FRA-Ligue 1,Dijon,Naïm Sliti,TUN,"MF,FW",26.0,1992.0,25.4,1297.0,6.0,116.0,542.0,690.0,49.0,1296.0,132.0,83.0,62.9,49.0,37.1,797.0,6355.0,3289.0,107.0,97.0,17.0,89.0,63.0,839.0,157.0,2019
Sory Kaba,/sory-kaba/profil/spieler/355689,23,CF,Guinea,2800000,3000000,Dijon FCO,/dijon-fco/startseite/verein/2969,FC Midtjylland,/fc-midtjylland/startseite/verein/865,out,2019,-200000,27.0,1.9,right,FRA-Ligue 1,Dijon,Sory Kaba,GUI,"FW,MF",23.0,1995.0,2.6,104.0,1.0,9.0,45.0,51.0,9.0,104.0,13.0,5.0,38.5,8.0,61.5,61.0,299.0,77.0,2.0,4.0,2.0,12.0,11.0,86.0,28.0,2019
Jules Keita,/jules-keita/profil/spieler/402117,21,LW,Guinea,0,1500000,Dijon FCO,/dijon-fco/startseite/verein/2969,RC Lens,/rc-lens/startseite/verein/826,out,2019,-1500000,24.0,1.68,right,FRA-Ligue 1,Dijon,Jules Keita,GUI,"FW,MF",20.0,1998.0,5.1,226.0,2.0,15.0,57.0,162.0,33.0,226.0,39.0,16.0,41.0,23.0,59.0,160.0,1511.0,596.0,25.0,16.0,15.0,21.0,11.0,165.0,63.0,2019
Renato Sanches,/renato-sanches/profil/spieler/258027,22,CM,Portugal,15000000,20000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,LOSC Lille,/losc-lille/startseite/verein/1082,in,2019,-5000000,25.0,1.76,right,GER-Bundesliga,Bayern Munich,Renato Sanches,POR,MF,20.0,1997.0,6.4,441.0,1.0,29.0,259.0,159.0,22.0,441.0,24.0,17.0,70.8,7.0,29.2,300.0,1726.0,1036.0,26.0,15.0,9.0,12.0,9.0,340.0,27.0,2019
Reinildo Mandava,/reinildo-mandava/profil/spieler/240692,25,LB,Mozambique,25000000,3000000,B SAD,/belenenses-sad/startseite/verein/2457,LOSC Lille,/losc-lille/startseite/verein/1082,in,2019,22000000,29.0,1.8,left,FRA-Ligue 1,Lille,Reinildo Mandava,MOZ,DF,24.0,1994.0,1.1,76.0,5.0,20.0,43.0,14.0,1.0,76.0,2.0,1.0,50.0,1.0,50.0,36.0,228.0,113.0,2.0,1.0,0.0,2.0,0.0,47.0,8.0,2019
Nicolas Pépé,/nicolas-pepe/profil/spieler/343052,24,RW,Cote d'Ivoire,18000000,80000000,LOSC Lille,/losc-lille/startseite/verein/1082,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2019,-62000000,28.0,1.83,left,FRA-Ligue 1,Lille,Nicolas Pépé,CIV,"FW,MF",23.0,1995.0,36.9,1828.0,12.0,124.0,816.0,924.0,170.0,1818.0,182.0,101.0,55.5,81.0,44.5,1291.0,9002.0,4197.0,139.0,134.0,62.0,110.0,110.0,1475.0,293.0,2019
Rafael Leão,/rafael-leao/profil/spieler/357164,20,LW,Portugal,90000000,29500000,LOSC Lille,/losc-lille/startseite/verein/1082,AC Milan,/ac-mailand/startseite/verein/5,out,2019,60500000,24.0,1.88,right,FRA-Ligue 1,Lille,Rafael Leão,POR,FW,19.0,1999.0,14.3,374.0,16.0,36.0,160.0,180.0,52.0,374.0,17.0,9.0,52.9,8.0,47.1,217.0,1158.0,503.0,17.0,16.0,10.0,25.0,27.0,287.0,76.0,2019
Yassine Benzia,/yassine-benzia/profil/spieler/187847,25,AM,Algeria,1000000,1500000,LOSC Lille,/losc-lille/startseite/verein/1082,Dijon FCO,/dijon-fco/startseite/verein/2969,out,2019,-500000,28.0,1.78,right,FRA-Ligue 1,Lille,Yassine Benzia,ALG,MF,23.0,1994.0,1.8,111.0,1.0,6.0,68.0,37.0,3.0,111.0,1.0,1.0,100.0,0.0,0.0,83.0,373.0,161.0,5.0,4.0,0.0,0.0,0.0,94.0,6.0,2019
Jeff Reine-Adélaïde,/jeff-reine-adelaide/profil/spieler/326300,21,AM,France,5000000,25000000,Angers SCO,/sco-angers/startseite/verein/1420,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2019,-20000000,25.0,1.84,right,FRA-Ligue 1,Angers,Jeff Reine-Adélaïde,FRA,"FW,MF",20.0,1998.0,28.4,1500.0,20.0,190.0,788.0,568.0,75.0,1499.0,151.0,93.0,61.6,58.0,38.4,1019.0,8221.0,4397.0,135.0,123.0,31.0,75.0,74.0,1163.0,145.0,2019
Joachim Andersen,/joachim-andersen/profil/spieler/260827,23,CB,Denmark,30000000,24000000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2019,6000000,27.0,1.92,right,ITA-Serie A,Sampdoria,Joachim Andersen,DEN,DF,22.0,1996.0,32.0,2328.0,277.0,1033.0,1260.0,52.0,17.0,2328.0,16.0,15.0,93.8,1.0,6.3,1363.0,8170.0,5150.0,25.0,12.0,1.0,10.0,6.0,1585.0,3.0,2019
Thiago Mendes,/thiago-mendes/profil/spieler/135617,27,DM,Brazil,5000000,22000000,LOSC Lille,/losc-lille/startseite/verein/1082,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2019,-17000000,31.0,1.77,right,FRA-Ligue 1,Lille,Thiago Mendes,BRA,MF,26.0,1992.0,34.2,2518.0,89.0,421.0,1701.0,427.0,9.0,2518.0,43.0,28.0,65.1,15.0,34.9,1403.0,6445.0,3389.0,39.0,47.0,1.0,36.0,28.0,1571.0,44.0,2019
Youssouf Koné,/youssouf-kone/profil/spieler/274484,23,LB,Mali,1500000,9000000,LOSC Lille,/losc-lille/startseite/verein/1082,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2019,-7500000,27.0,1.74,left,FRA-Ligue 1,Lille,Youssouf Koné,MLI,DF,23.0,1995.0,19.0,1313.0,53.0,390.0,664.0,270.0,5.0,1313.0,27.0,17.0,63.0,10.0,37.0,672.0,3636.0,2335.0,49.0,57.0,0.0,17.0,9.0,742.0,76.0,2019
Ferland Mendy,/ferland-mendy/profil/spieler/291417,24,LB,France,25000000,48000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Real Madrid,/real-madrid/startseite/verein/418,out,2019,-23000000,28.0,1.8,left,FRA-Ligue 1,Lyon,Ferland Mendy,FRA,DF,23.0,1995.0,28.1,2268.0,76.0,493.0,1149.0,645.0,54.0,2268.0,72.0,55.0,76.4,17.0,23.6,1452.0,8128.0,4734.0,111.0,84.0,21.0,36.0,37.0,1513.0,212.0,2019
Lucas Tousart,/lucas-tousart/profil/spieler/353948,22,DM,France,9000000,25000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Hertha BSC,/hertha-bsc/startseite/verein/44,out,2019,-16000000,26.0,1.85,right,FRA-Ligue 1,Lyon,Lucas Tousart,FRA,MF,21.0,1997.0,19.2,1211.0,38.0,259.0,810.0,153.0,9.0,1211.0,13.0,10.0,76.9,3.0,23.1,682.0,3392.0,1395.0,9.0,18.0,0.0,20.0,13.0,774.0,16.0,2019
Nabil Fekir,/nabil-fekir/profil/spieler/203496,26,AM,France,20000000,19750000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,out,2019,250000,29.0,1.73,left,FRA-Ligue 1,Lyon,Nabil Fekir,FRA,MF,25.0,1993.0,22.1,1426.0,7.0,91.0,668.0,677.0,120.0,1420.0,82.0,47.0,57.3,35.0,42.7,1000.0,5558.0,2505.0,62.0,53.0,26.0,53.0,44.0,1091.0,175.0,2019
Lucas Ocampos,/lucas-ocampos/profil/spieler/189441,24,RW,Argentina,12000000,15000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,-3000000,28.0,1.87,both,FRA-Ligue 1,Marseille,Lucas Ocampos,ARG,"FW,MF",24.0,1994.0,30.1,1442.0,34.0,216.0,645.0,609.0,118.0,1442.0,138.0,66.0,47.8,72.0,52.2,887.0,6117.0,2658.0,85.0,62.0,29.0,98.0,57.0,920.0,210.0,2019
Clinton N'Jie,/clinton-njie/profil/spieler/241119,25,RW,Cameroon,1200000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Dinamo Moscow,/dinamo-moskau/startseite/verein/121,out,2019,-4800000,29.0,1.75,right,FRA-Ligue 1,Marseille,Clinton N'Jie,CMR,FW,24.0,1993.0,4.0,164.0,0.0,11.0,69.0,85.0,21.0,164.0,13.0,10.0,76.9,3.0,23.1,108.0,640.0,339.0,15.0,7.0,9.0,12.0,7.0,122.0,36.0,2019
Luiz Gustavo,/luiz-gustavo/profil/spieler/10471,32,DM,Brazil,800000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Fenerbahce,/fenerbahce-istanbul/startseite/verein/36,out,2019,-5200000,35.0,1.87,left,FRA-Ligue 1,Marseille,Luiz Gustavo,BRA,"MF,DF",31.0,1987.0,27.1,1726.0,99.0,594.0,978.0,172.0,27.0,1726.0,19.0,15.0,78.9,4.0,21.1,1187.0,5839.0,3062.0,32.0,29.0,6.0,17.0,11.0,1187.0,14.0,2019
Lucas Deaux,/lucas-deaux/profil/spieler/57372,30,DM,France,250000,1000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2019,-750000,34.0,1.88,right,FRA-Ligue 1,Guingamp,Lucas Deaux,FRA,MF,29.0,1988.0,13.2,673.0,17.0,105.0,414.0,161.0,24.0,673.0,14.0,5.0,35.7,9.0,64.3,266.0,1365.0,597.0,19.0,16.0,4.0,21.0,12.0,424.0,39.0,2019
Sada Thioub,/sada-thioub/profil/spieler/290593,24,RW,Senegal,1200000,3500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,Angers SCO,/sco-angers/startseite/verein/1420,out,2019,-2300000,28.0,1.79,right,FRA-Ligue 1,Nîmes,Sada Thioub,SEN,"MF,FW",23.0,1995.0,27.5,1295.0,14.0,185.0,510.0,626.0,110.0,1295.0,116.0,72.0,62.1,44.0,37.9,885.0,6969.0,3869.0,149.0,75.0,61.0,83.0,61.0,970.0,225.0,2019
Antonin Bobichon,/antonin-bobichon/profil/spieler/344575,23,CM,France,900000,1500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,Angers SCO,/sco-angers/startseite/verein/1420,out,2019,-600000,27.0,1.78,right,FRA-Ligue 1,Nîmes,Antonin Bobichon,FRA,MF,22.0,1995.0,23.9,1081.0,20.0,184.0,605.0,306.0,23.0,1081.0,33.0,17.0,51.5,16.0,48.5,587.0,3396.0,1756.0,41.0,31.0,10.0,29.0,25.0,676.0,45.0,2019
Umut Bozok,/umut-bozok/profil/spieler/259025,22,CF,Turkey,4200000,1500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,FC Lorient,/fc-lorient/startseite/verein/1158,out,2019,2700000,26.0,1.78,right,FRA-Ligue 1,Nîmes,Umut Bozok,TUR,FW,21.0,1996.0,13.7,426.0,1.0,22.0,203.0,207.0,43.0,424.0,25.0,12.0,48.0,13.0,52.0,296.0,1451.0,425.0,14.0,11.0,6.0,33.0,36.0,343.0,74.0,2019
Wissam Ben Yedder,/wissam-ben-yedder/profil/spieler/146854,29,CF,France,15000000,40000000,Sevilla FC,/fc-sevilla/startseite/verein/368,AS Monaco,/as-monaco/startseite/verein/162,in,2019,-25000000,32.0,1.7,both,ESP-La Liga,Sevilla,Wissam Ben Yedder,FRA,FW,27.0,1990.0,31.2,1082.0,4.0,63.0,397.0,643.0,210.0,1080.0,81.0,46.0,56.8,35.0,43.2,661.0,3729.0,1994.0,72.0,57.0,33.0,65.0,37.0,788.0,249.0,2019
Gelson Martins,/gelson-martins/profil/spieler/257448,24,RW,Portugal,5000000,30000000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,AS Monaco,/as-monaco/startseite/verein/162,in,2019,-25000000,28.0,1.7,right,ESP-La Liga,Atlético Madrid,Gelson Martins,POR,"FW,MF",23.0,1995.0,2.5,109.0,0.0,11.0,28.0,73.0,13.0,109.0,17.0,8.0,47.1,9.0,52.9,82.0,657.0,323.0,14.0,10.0,6.0,7.0,8.0,81.0,28.0,2019
Gelson Martins,/gelson-martins/profil/spieler/257448,24,RW,Portugal,5000000,30000000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,AS Monaco,/as-monaco/startseite/verein/162,in,2019,-25000000,28.0,1.7,right,FRA-Ligue 1,Monaco,Gelson Martins,POR,"FW,MF",23.0,1995.0,15.4,702.0,6.0,60.0,248.0,408.0,77.0,702.0,53.0,25.0,47.2,28.0,52.8,493.0,3299.0,1832.0,69.0,40.0,16.0,48.0,23.0,521.0,152.0,2019
Aurélien Tchouaméni,/aurelien-tchouameni/profil/spieler/413112,20,DM,France,85000000,18000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,AS Monaco,/as-monaco/startseite/verein/162,in,2019,67000000,23.0,1.88,right,FRA-Ligue 1,Bordeaux,Aurélien Tchouaméni,FRA,MF,18.0,2000.0,7.8,375.0,20.0,98.0,244.0,39.0,6.0,375.0,10.0,6.0,60.0,4.0,40.0,189.0,1013.0,458.0,5.0,5.0,1.0,5.0,9.0,213.0,7.0,2019
Guillermo Maripán,/guillermo-maripan/profil/spieler/249730,25,CB,Chile,10000000,18000000,Deportivo Alavés,/deportivo-alaves/startseite/verein/1108,AS Monaco,/as-monaco/startseite/verein/162,in,2019,-8000000,29.0,1.9,right,ESP-La Liga,Alavés,Guillermo Maripán,CHI,DF,24.0,1994.0,22.3,1000.0,168.0,576.0,395.0,36.0,28.0,1000.0,4.0,2.0,50.0,2.0,50.0,365.0,1940.0,1147.0,10.0,4.0,1.0,5.0,1.0,420.0,1.0,2019
Youri Tielemans,/youri-tielemans/profil/spieler/249565,22,CM,Belgium,25000000,45000000,AS Monaco,/as-monaco/startseite/verein/162,Leicester City,/leicester-city/startseite/verein/1003,out,2019,-20000000,26.0,1.76,right,ENG-Premier League,Leicester City,Youri Tielemans,BEL,MF,21.0,1997.0,12.1,787.0,20.0,109.0,441.0,243.0,18.0,787.0,18.0,12.0,66.7,6.0,33.3,517.0,2028.0,1159.0,24.0,15.0,3.0,18.0,15.0,594.0,53.0,2019
Youri Tielemans,/youri-tielemans/profil/spieler/249565,22,CM,Belgium,25000000,45000000,AS Monaco,/as-monaco/startseite/verein/162,Leicester City,/leicester-city/startseite/verein/1003,out,2019,-20000000,26.0,1.76,right,FRA-Ligue 1,Monaco,Youri Tielemans,BEL,MF,21.0,1997.0,18.7,1180.0,32.0,218.0,719.0,264.0,16.0,1179.0,35.0,18.0,51.4,17.0,48.6,652.0,3260.0,1988.0,37.0,29.0,2.0,27.0,18.0,748.0,41.0,2019
Rony Lopes,/rony-lopes/profil/spieler/174694,23,RW,Portugal,4000000,25000000,AS Monaco,/as-monaco/startseite/verein/162,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,-21000000,27.0,1.74,left,FRA-Ligue 1,Monaco,Rony Lopes,POR,"FW,MF",22.0,1995.0,20.5,919.0,7.0,65.0,308.0,562.0,59.0,919.0,62.0,28.0,45.2,34.0,54.8,540.0,3745.0,2000.0,74.0,53.0,21.0,49.0,23.0,591.0,168.0,2019
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,21,RB,France,3500000,5500000,AS Monaco,/as-monaco/startseite/verein/162,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,out,2019,-2000000,25.0,1.77,right,FRA-Ligue 1,Monaco,Ronaël Pierre-Gabriel,FRA,DF,20.0,1998.0,3.9,241.0,13.0,119.0,96.0,27.0,0.0,241.0,7.0,3.0,42.9,4.0,57.1,118.0,544.0,302.0,5.0,4.0,0.0,2.0,2.0,132.0,2.0,2019
Téji Savanier,/teji-savanier/profil/spieler/127156,27,AM,France,10000000,9500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2019,500000,31.0,1.72,right,FRA-Ligue 1,Nîmes,Téji Savanier,FRA,MF,26.0,1991.0,31.8,2336.0,82.0,470.0,1308.0,610.0,20.0,2332.0,118.0,79.0,66.9,39.0,33.1,1206.0,7164.0,3911.0,61.0,53.0,8.0,65.0,43.0,1274.0,41.0,2019
Jordan Ferri,/jordan-ferri/profil/spieler/118284,27,CM,France,5000000,2000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2019,3000000,31.0,1.73,right,FRA-Ligue 1,Lyon,Jordan Ferri,FRA,MF,26.0,1992.0,1.3,116.0,4.0,21.0,68.0,28.0,4.0,116.0,2.0,1.0,50.0,1.0,50.0,84.0,542.0,246.0,4.0,3.0,2.0,4.0,4.0,84.0,7.0,2019
Jordan Ferri,/jordan-ferri/profil/spieler/118284,27,CM,France,5000000,2000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2019,3000000,31.0,1.73,right,FRA-Ligue 1,Nîmes,Jordan Ferri,FRA,MF,26.0,1992.0,20.8,1289.0,15.0,188.0,852.0,270.0,17.0,1289.0,50.0,27.0,54.0,23.0,46.0,735.0,4914.0,2710.0,55.0,26.0,4.0,40.0,28.0,831.0,57.0,2019
Benjamin Lecomte,/benjamin-lecomte/profil/spieler/127181,28,GK,France,4000000,13500000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,AS Monaco,/as-monaco/startseite/verein/162,out,2019,-9500000,32.0,1.86,left,FRA-Ligue 1,Montpellier,Benjamin Lecomte,FRA,GK,27.0,1991.0,37.0,1381.0,1132.0,1365.0,16.0,0.0,0.0,1381.0,1.0,1.0,100.0,0.0,0.0,692.0,4871.0,2678.0,0.0,1.0,0.0,0.0,1.0,531.0,0.0,2019
Isaac Mbenza,/isaac-mbenza/profil/spieler/260806,23,RW,Belgium,2200000,12500000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2019,-10300000,27.0,1.88,right,ENG-Premier League,Huddersfield,Isaac Mbenza,BEL,"FW,MF",22.0,1996.0,11.0,363.0,6.0,55.0,152.0,159.0,14.0,363.0,15.0,5.0,33.3,10.0,66.7,231.0,1494.0,686.0,25.0,20.0,1.0,18.0,10.0,256.0,57.0,2019
Ruben Aguilar,/ruben-aguilar/profil/spieler/203746,26,RB,France,7000000,8000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,AS Monaco,/as-monaco/startseite/verein/162,out,2019,-1000000,30.0,1.7,right,FRA-Ligue 1,Montpellier,Ruben Aguilar,FRA,DF,25.0,1993.0,28.1,1970.0,63.0,417.0,953.0,614.0,35.0,1970.0,71.0,36.0,50.7,35.0,49.3,921.0,5482.0,3172.0,85.0,60.0,9.0,47.0,26.0,1172.0,155.0,2019
Ellyes Skhiri,/ellyes-skhiri/profil/spieler/290587,24,DM,Tunisia,13000000,6000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,1.FC Köln,/1-fc-koln/startseite/verein/3,out,2019,7000000,28.0,1.85,right,FRA-Ligue 1,Montpellier,Ellyes Skhiri,TUN,MF,23.0,1995.0,34.3,2051.0,73.0,416.0,1298.0,354.0,26.0,2051.0,43.0,32.0,74.4,11.0,25.6,986.0,4869.0,2011.0,38.0,35.0,6.0,37.0,35.0,1251.0,52.0,2019
Ludovic Blas,/ludovic-blas/profil/spieler/288225,21,AM,France,20000000,8000000,EA Guingamp,/ea-guingamp/startseite/verein/855,FC Nantes,/fc-nantes/startseite/verein/995,in,2019,12000000,25.0,1.8,left,FRA-Ligue 1,Guingamp,Ludovic Blas,FRA,"MF,FW",20.0,1997.0,26.4,1277.0,20.0,183.0,759.0,367.0,47.0,1276.0,86.0,57.0,66.3,29.0,33.7,682.0,4740.0,2142.0,58.0,61.0,11.0,59.0,61.0,776.0,81.0,2019
Marcus Coco,/marcus-coco/profil/spieler/353365,23,RW,France,1200000,3000000,EA Guingamp,/ea-guingamp/startseite/verein/855,FC Nantes,/fc-nantes/startseite/verein/995,in,2019,-1800000,27.0,1.84,right,FRA-Ligue 1,Guingamp,Marcus Coco,FRA,"FW,MF",22.0,1996.0,20.4,884.0,13.0,120.0,368.0,412.0,67.0,884.0,45.0,21.0,46.7,24.0,53.3,483.0,3598.0,1545.0,63.0,37.0,13.0,71.0,48.0,591.0,186.0,2019
Molla Wagué,/molla-wague/profil/spieler/129893,28,CB,Mali,250000,1200000,Udinese Calcio,/udinese-calcio/startseite/verein/410,FC Nantes,/fc-nantes/startseite/verein/995,in,2019,-950000,32.0,1.91,right,ITA-Serie A,Udinese,Molla Wagué,MLI,DF,27.0,1991.0,1.1,65.0,4.0,33.0,28.0,4.0,3.0,65.0,0.0,0.0,,0.0,,26.0,63.0,27.0,0.0,0.0,0.0,2.0,1.0,30.0,0.0,2019
Diego Carlos,/diego-carlos/profil/spieler/329145,26,CB,Brazil,20000000,15000000,FC Nantes,/fc-nantes/startseite/verein/995,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,5000000,30.0,1.85,right,FRA-Ligue 1,Nantes,Diego Carlos,BRA,DF,25.0,1993.0,35.0,2110.0,267.0,1092.0,949.0,81.0,38.0,2110.0,8.0,6.0,75.0,2.0,25.0,1099.0,4796.0,3022.0,20.0,15.0,2.0,16.0,2.0,1235.0,9.0,2019
Valentin Rongier,/valentin-rongier/profil/spieler/332889,24,CM,France,22000000,13000000,FC Nantes,/fc-nantes/startseite/verein/995,Olympique Marseille,/olympique-marseille/startseite/verein/244,out,2019,9000000,28.0,1.72,right,FRA-Ligue 1,Nantes,Valentin Rongier,FRA,MF,23.0,1994.0,35.8,2424.0,31.0,295.0,1365.0,790.0,53.0,2422.0,56.0,37.0,66.1,19.0,33.9,1362.0,6655.0,3188.0,72.0,58.0,8.0,66.0,38.0,1621.0,126.0,2019
Lucas Lima,/lucas-lima/profil/spieler/182323,27,LB,Brazil,1900000,6000000,FC Nantes,/fc-nantes/startseite/verein/995,Al-Ahli SFC,/al-ahli-dschidda/startseite/verein/18487,out,2019,-4100000,31.0,1.79,left,FRA-Ligue 1,Nantes,Lucas Lima,BRA,"DF,FW",26.0,1991.0,27.7,2072.0,56.0,436.0,896.0,767.0,29.0,2072.0,40.0,22.0,55.0,18.0,45.0,1025.0,5133.0,3111.0,83.0,62.0,8.0,57.0,31.0,1120.0,177.0,2019
Koffi Djidji,/koffi-djidji/profil/spieler/183031,26,CB,Cote d'Ivoire,3000000,3000000,FC Nantes,/fc-nantes/startseite/verein/995,Torino FC,/fc-turin/startseite/verein/416,out,2019,0,30.0,1.84,right,FRA-Ligue 1,Nantes,Koffi Djidji,CIV,DF,25.0,1992.0,1.0,60.0,6.0,29.0,30.0,1.0,0.0,60.0,0.0,0.0,,0.0,,29.0,156.0,97.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,2019
Koffi Djidji,/koffi-djidji/profil/spieler/183031,26,CB,Cote d'Ivoire,3000000,3000000,FC Nantes,/fc-nantes/startseite/verein/995,Torino FC,/fc-turin/startseite/verein/416,out,2019,0,30.0,1.84,right,ITA-Serie A,Torino,Koffi Djidji,CIV,DF,25.0,1992.0,15.4,787.0,104.0,388.0,375.0,29.0,1.0,787.0,15.0,15.0,100.0,0.0,0.0,402.0,2001.0,872.0,8.0,11.0,1.0,11.0,7.0,397.0,1.0,2019
Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642,22,LW,France,32000000,18000000,OGC Nice,/ogc-nizza/startseite/verein/417,Newcastle United,/newcastle-united/startseite/verein/762,out,2019,14000000,26.0,1.73,right,FRA-Ligue 1,Nice,Allan Saint-Maximin,FRA,FW,21.0,1997.0,32.2,1409.0,8.0,77.0,642.0,733.0,166.0,1407.0,252.0,143.0,56.7,109.0,43.3,1066.0,9343.0,5211.0,202.0,103.0,95.0,123.0,80.0,1155.0,309.0,2019
Olivier Boscagli,/olivier-boscagli/profil/spieler/318508,21,CB,France,7000000,2000000,OGC Nice,/ogc-nizza/startseite/verein/417,PSV Eindhoven,/psv-eindhoven/startseite/verein/383,out,2019,5000000,25.0,1.81,left,FRA-Ligue 1,Nice,Olivier Boscagli,FRA,DF,20.0,1997.0,9.6,782.0,37.0,237.0,429.0,124.0,3.0,782.0,10.0,6.0,60.0,4.0,40.0,377.0,1829.0,1220.0,15.0,14.0,0.0,10.0,4.0,481.0,35.0,2019
Mickaël Le Bihan,/mickael-le-bihan/profil/spieler/139018,29,CF,France,700000,500000,OGC Nice,/ogc-nizza/startseite/verein/417,AJ Auxerre,/aj-auxerre/startseite/verein/290,out,2019,200000,33.0,1.84,right,FRA-Ligue 1,Nice,Mickaël Le Bihan,FRA,FW,28.0,1990.0,2.3,77.0,1.0,6.0,41.0,31.0,12.0,76.0,11.0,6.0,54.5,5.0,45.5,43.0,254.0,52.0,1.0,2.0,1.0,3.0,5.0,56.0,12.0,2019
Abdou Diallo,/abdou-diallo/profil/spieler/229005,23,CB,Senegal,10000000,32000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2019,-22000000,27.0,1.87,left,GER-Bundesliga,Dortmund,Abdou Diallo,SEN,DF,22.0,1996.0,26.4,2229.0,157.0,803.0,1236.0,212.0,16.0,2229.0,54.0,40.0,74.1,14.0,25.9,1392.0,7487.0,4230.0,46.0,29.0,2.0,27.0,16.0,1574.0,62.0,2019
Pablo Sarabia,/pablo-sarabia/profil/spieler/74230,27,RW,Spain,14000000,18000000,Sevilla FC,/fc-sevilla/startseite/verein/368,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2019,-4000000,31.0,1.74,left,ESP-La Liga,Sevilla,Pablo Sarabia,ESP,"MF,FW",26.0,1992.0,30.3,1777.0,17.0,184.0,645.0,961.0,150.0,1776.0,64.0,28.0,43.8,36.0,56.3,1093.0,5474.0,2942.0,100.0,75.0,31.0,62.0,36.0,1276.0,327.0,2019
Keylor Navas,/keylor-navas/profil/spieler/79422,32,GK,Costa Rica,4000000,15000000,Real Madrid,/real-madrid/startseite/verein/418,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2019,-11000000,36.0,1.85,right,ESP-La Liga,Real Madrid,Keylor Navas,CRC,GK,31.0,1986.0,10.0,316.0,278.0,316.0,0.0,0.0,0.0,316.0,0.0,0.0,,0.0,,178.0,1070.0,679.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,2019
