playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,nextSeason
Mouctar Diakhaby,/mouctar-diakhaby/profil/spieler/346289,21,CB,Guinea,6000000,15000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-9000000,26.0,1.92,right,FRA-Ligue 1,Lyon,Mouctar Diakhaby,GUI,DF,20.0,1996.0,8.1,369.0,419.0,88.1,7400.0,2364.0,105.0,117.0,89.7,208.0,222.0,93.7,49.0,65.0,75.4,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,17.0,2018
Sergi Darder,/sergi-darder/profil/spieler/142021,24,CM,Spain,16000000,8000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,out,2018,8000000,29.0,1.8,right,ESP-La Liga,Espanyol,Sergi Darder,ESP,MF,23.0,1993.0,30.9,1213.0,1506.0,80.5,21560.0,7141.0,574.0,646.0,88.9,448.0,539.0,83.1,154.0,235.0,65.5,2,2.4,2.5,-0.4,28.0,162.0,15.0,3.0,191.0,2018
Sergi Darder,/sergi-darder/profil/spieler/142021,24,CM,Spain,16000000,8000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,out,2018,8000000,29.0,1.8,right,FRA-Ligue 1,Lyon,Sergi Darder,ESP,MF,23.0,1993.0,2.3,123.0,143.0,86.0,1901.0,462.0,70.0,73.0,95.9,37.0,43.0,86.0,11.0,19.0,57.9,0,0.1,0.1,-0.1,2.0,8.0,1.0,0.0,15.0,2018
Kevin Strootman,/kevin-strootman/profil/spieler/68864,28,CM,Netherlands,1300000,25000000,AS Roma,/as-rom/startseite/verein/12,Olympique Marseille,/olympique-marseille/startseite/verein/244,in,2018,-23700000,33.0,1.86,left,ITA-Serie A,Roma,Kevin Strootman,NED,MF,27.0,1990.0,25.1,1248.0,1488.0,83.9,20395.0,6128.0,592.0,673.0,88.0,502.0,578.0,86.9,98.0,145.0,67.6,1,1.5,2.3,-0.5,30.0,198.0,23.0,4.0,211.0,2018
Jordan Amavi,/jordan-amavi/profil/spieler/241229,24,LB,France,2000000,10000000,Aston Villa,/aston-villa/startseite/verein/405,Olympique Marseille,/olympique-marseille/startseite/verein/244,in,2018,-8000000,29.0,1.76,left,FRA-Ligue 1,Marseille,Jordan Amavi,FRA,DF,23.0,1994.0,24.4,1102.0,1370.0,80.4,16812.0,4999.0,585.0,645.0,90.7,379.0,472.0,80.3,84.0,139.0,60.4,5,2.0,2.0,3.0,21.0,57.0,17.0,9.0,90.0,2018
Willem Geubbels,/willem-geubbels/profil/spieler/463620,16,LW,France,1800000,20000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-18200000,21.0,1.85,right,FRA-Ligue 1,Lyon,Willem Geubbels,FRA,"FW,MF",15.0,2001.0,0.4,6.0,10.0,60.0,69.0,4.0,4.0,6.0,66.7,2.0,3.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Benjamin Henrichs,/benjamin-henrichs/profil/spieler/202591,21,RB,Germany,15000000,20000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-5000000,26.0,1.85,right,GER-Bundesliga,Leverkusen,Benjamin Henrichs,GER,DF,20.0,1997.0,14.1,586.0,823.0,71.2,9456.0,4166.0,319.0,377.0,84.6,211.0,292.0,72.3,48.0,106.0,45.3,1,1.3,1.5,-0.3,11.0,52.0,18.0,7.0,71.0,2018
Nacer Chadli,/nacer-chadli/profil/spieler/59631,29,LW,Belgium,2000000,12000000,West Bromwich Albion,/west-bromwich-albion/startseite/verein/984,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-10000000,33.0,1.87,right,ENG-Premier League,West Brom,Nacer Chadli,BEL,"FW,MF",27.0,1989.0,2.9,54.0,77.0,70.1,617.0,122.0,32.0,40.0,80.0,15.0,21.0,71.4,1.0,5.0,20.0,0,0.1,0.1,-0.1,2.0,3.0,2.0,0.0,7.0,2018
Fodé Ballo-Touré,/fode-ballo-toure/profil/spieler/296422,22,LB,Senegal,3500000,11000000,LOSC Lille,/losc-lille/startseite/verein/1082,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-7500000,26.0,1.82,left,FRA-Ligue 1,Lille,Fodé Ballo-Touré,SEN,DF,20.0,1997.0,22.8,1017.0,1228.0,82.8,13958.0,4654.0,618.0,679.0,91.0,306.0,372.0,82.3,37.0,68.0,54.4,0,0.7,0.5,-0.7,7.0,52.0,11.0,5.0,72.0,2018
Antonio Barreca,/antonio-barreca/profil/spieler/241889,23,LB,Italy,800000,10000000,Torino FC,/fc-turin/startseite/verein/416,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-9200000,28.0,1.8,left,ITA-Serie A,Torino,Antonio Barreca,ITA,DF,22.0,1995.0,5.2,228.0,285.0,80.0,3557.0,1627.0,117.0,135.0,86.7,92.0,104.0,88.5,13.0,27.0,48.1,0,0.1,0.1,-0.1,2.0,14.0,1.0,0.0,26.0,2018
Cesc Fàbregas,/cesc-fabregas/profil/spieler/8806,31,CM,Spain,0,9000000,Chelsea FC,/fc-chelsea/startseite/verein/631,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-9000000,36.0,1.79,right,ENG-Premier League,Chelsea,Cesc Fàbregas,ESP,MF,30.0,1987.0,25.6,1873.0,2351.0,79.7,33048.0,13012.0,845.0,949.0,89.0,722.0,853.0,84.6,235.0,401.0,58.6,4,6.8,7.6,-2.8,89.0,249.0,74.0,8.0,348.0,2018
Samuel Grandsir,/samuel-grandsir/profil/spieler/432772,21,RW,France,2000000,3000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-1000000,26.0,1.7,right,FRA-Ligue 1,Troyes,Samuel Grandsir,FRA,"FW,MF",20.0,1996.0,28.9,663.0,943.0,70.3,9643.0,2818.0,385.0,461.0,83.5,186.0,255.0,72.9,43.0,106.0,40.6,4,4.0,3.7,0.0,33.0,56.0,40.0,12.0,108.0,2018
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-2000000,40.0,1.98,right,ESP-La Liga,Espanyol,Naldo,BRA,DF,28.0,1988.0,10.2,360.0,434.0,82.9,7538.0,2430.0,99.0,109.0,90.8,206.0,229.0,90.0,53.0,85.0,62.4,0,0.0,0.1,0.0,0.0,7.0,1.0,0.0,9.0,2018
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-2000000,40.0,1.98,right,GER-Bundesliga,Schalke 04,Naldo,BRA,DF,34.0,1982.0,34.0,1453.0,1705.0,85.2,31771.0,10960.0,337.0,386.0,87.3,878.0,969.0,90.6,232.0,325.0,71.4,2,2.5,0.5,-0.5,14.0,50.0,8.0,0.0,73.0,2018
Thomas Lemar,/thomas-lemar/profil/spieler/205562,22,AM,France,22000000,72000000,AS Monaco,/as-monaco/startseite/verein/162,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2018,-50000000,27.0,1.71,left,FRA-Ligue 1,Monaco,Thomas Lemar,FRA,"MF,FW",21.0,1995.0,26.4,1015.0,1319.0,77.0,17912.0,5562.0,488.0,553.0,88.2,365.0,462.0,79.0,134.0,245.0,54.7,8,6.9,5.3,1.1,55.0,135.0,36.0,9.0,182.0,2018
Fabinho,/fabinho/profil/spieler/225693,24,DM,Brazil,42000000,45000000,AS Monaco,/as-monaco/startseite/verein/162,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2018,-3000000,29.0,1.88,right,FRA-Ligue 1,Monaco,Fabinho,BRA,MF,23.0,1993.0,34.0,1715.0,2003.0,85.6,32666.0,9666.0,702.0,799.0,87.9,745.0,836.0,89.1,241.0,305.0,79.0,3,4.2,3.0,-1.2,36.0,183.0,28.0,1.0,261.0,2018
Terence Kongolo,/terence-kongolo/profil/spieler/152651,24,CB,Netherlands,900000,20000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-19100000,29.0,1.88,left,ENG-Premier League,Huddersfield,Terence Kongolo,NED,DF,23.0,1994.0,11.7,263.0,390.0,67.4,4459.0,2277.0,128.0,157.0,81.5,110.0,154.0,71.4,17.0,51.0,33.3,0,0.1,0.3,-0.1,3.0,32.0,3.0,2.0,36.0,2018
Terence Kongolo,/terence-kongolo/profil/spieler/152651,24,CB,Netherlands,900000,20000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-19100000,29.0,1.88,left,FRA-Ligue 1,Monaco,Terence Kongolo,NED,DF,23.0,1994.0,2.9,118.0,155.0,76.1,1843.0,582.0,69.0,78.0,88.5,40.0,55.0,72.7,9.0,17.0,52.9,0,0.3,0.2,-0.3,1.0,9.0,4.0,3.0,7.0,2018
Rachid Ghezzal,/rachid-ghezzal/profil/spieler/118287,26,RW,Algeria,5000000,14000000,AS Monaco,/as-monaco/startseite/verein/162,Leicester City,/leicester-city/startseite/verein/1003,out,2018,-9000000,31.0,1.82,left,FRA-Ligue 1,Monaco,Rachid Ghezzal,ALG,"FW,MF",25.0,1992.0,11.2,402.0,568.0,70.8,6454.0,1812.0,223.0,275.0,81.1,127.0,175.0,72.6,39.0,75.0,52.0,3,2.7,2.0,0.3,16.0,36.0,13.0,3.0,57.0,2018
Soualiho Meïté,/soualiho-meite/profil/spieler/164913,24,CM,France,3500000,11500000,AS Monaco,/as-monaco/startseite/verein/162,Torino FC,/fc-turin/startseite/verein/416,out,2018,-8000000,29.0,1.87,right,FRA-Ligue 1,Bordeaux,Soualiho Meïté,FRA,MF,23.0,1994.0,14.8,593.0,711.0,83.4,9182.0,1871.0,321.0,359.0,89.4,199.0,226.0,88.1,47.0,70.0,67.1,2,1.2,1.0,0.8,15.0,36.0,7.0,2.0,60.0,2018
Soualiho Meïté,/soualiho-meite/profil/spieler/164913,24,CM,France,3500000,11500000,AS Monaco,/as-monaco/startseite/verein/162,Torino FC,/fc-turin/startseite/verein/416,out,2018,-8000000,29.0,1.87,right,FRA-Ligue 1,Monaco,Soualiho Meïté,FRA,MF,23.0,1994.0,1.1,36.0,44.0,81.8,576.0,184.0,21.0,23.0,91.3,11.0,12.0,91.7,2.0,5.0,40.0,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2018
Adama Diakhaby,/adama-diakhaby/profil/spieler/453594,22,RW,France,600000,10000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-9400000,26.0,1.84,left,FRA-Ligue 1,Monaco,Adama Diakhaby,FRA,FW,21.0,1996.0,9.4,140.0,211.0,66.4,1900.0,360.0,94.0,112.0,83.9,37.0,60.0,61.7,6.0,16.0,37.5,3,0.6,0.5,2.4,8.0,5.0,4.0,2.0,7.0,2018
João Moutinho,/joao-moutinho/profil/spieler/29364,31,CM,Portugal,1500000,5600000,AS Monaco,/as-monaco/startseite/verein/162,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2018,-4100000,36.0,1.7,right,FRA-Ligue 1,Monaco,João Moutinho,POR,MF,30.0,1986.0,31.1,1670.0,2024.0,82.5,30731.0,9537.0,712.0,782.0,91.0,706.0,827.0,85.4,214.0,327.0,65.4,6,5.8,5.5,0.2,55.0,222.0,30.0,6.0,310.0,2018
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2018,1750000,27.0,1.83,right,FRA-Ligue 1,Monaco,Almamy Touré,MLI,DF,21.0,1996.0,13.9,464.0,657.0,70.6,7362.0,3894.0,243.0,296.0,82.1,180.0,250.0,72.0,31.0,69.0,44.9,5,2.6,1.7,2.4,17.0,40.0,12.0,8.0,62.0,2018
Gaëtan Laborde,/gaetan-laborde/profil/spieler/181378,24,CF,France,16000000,3000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,13000000,29.0,1.81,left,FRA-Ligue 1,Bordeaux,Gaëtan Laborde,FRA,FW,23.0,1994.0,10.6,158.0,254.0,62.2,1978.0,236.0,95.0,137.0,69.3,43.0,69.0,62.3,5.0,10.0,50.0,0,0.4,0.5,-0.4,8.0,5.0,4.0,1.0,16.0,2018
Florent Mollet,/florent-mollet/profil/spieler/222859,26,AM,France,2000000,2600000,FC Metz,/fc-metz/startseite/verein/347,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-600000,31.0,1.75,right,FRA-Ligue 1,Metz,Florent Mollet,FRA,"MF,FW",25.0,1991.0,15.7,577.0,718.0,80.4,10883.0,2527.0,255.0,285.0,89.5,227.0,270.0,84.1,88.0,136.0,64.7,1,1.3,1.5,-0.3,20.0,74.0,6.0,3.0,65.0,2018
Junior Sambia,/junior-sambia/profil/spieler/335147,21,RB,France,3500000,2000000,Chamois Niortais FC,/chamois-niortais-fc/startseite/verein/1161,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,1500000,26.0,1.85,right,FRA-Ligue 1,Montpellier,Junior Sambia,FRA,MF,20.0,1996.0,17.1,629.0,811.0,77.6,10378.0,3097.0,329.0,366.0,89.9,202.0,269.0,75.1,75.0,127.0,59.1,4,3.4,2.6,0.6,34.0,52.0,14.0,4.0,76.0,2018
Facundo Píriz,/facundo-piriz/profil/spieler/148607,28,DM,Uruguay,300000,1000000,Akhmat Grozny,/akhmat-grozny/startseite/verein/3725,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-700000,33.0,1.87,right,FRA-Ligue 1,Montpellier,Facundo Píriz,URU,MF,27.0,1990.0,9.0,373.0,434.0,85.9,6089.0,1518.0,189.0,208.0,90.9,138.0,152.0,90.8,33.0,50.0,66.0,0,0.1,0.2,-0.1,3.0,26.0,0.0,0.0,29.0,2018
Nordi Mukiele,/nordi-mukiele/profil/spieler/348026,20,RB,France,18000000,16000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,out,2018,2000000,25.0,1.87,right,FRA-Ligue 1,Montpellier,Nordi Mukiele,FRA,DF,19.0,1997.0,31.0,1320.0,1766.0,74.7,24084.0,12350.0,619.0,704.0,87.9,522.0,676.0,77.2,161.0,299.0,53.8,1,2.7,2.5,-1.7,35.0,169.0,34.0,19.0,200.0,2018
Jérôme Roussillon,/jerome-roussillon/profil/spieler/127076,25,LB,Guadeloupe,3000000,5000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,out,2018,-2000000,30.0,1.72,left,FRA-Ligue 1,Montpellier,Jérôme Roussillon,FRA,DF,24.0,1993.0,20.9,762.0,1015.0,75.1,12107.0,5429.0,425.0,482.0,88.2,259.0,335.0,77.3,58.0,122.0,47.5,3,3.8,3.4,-0.8,27.0,49.0,22.0,14.0,80.0,2018
