playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,nextSeason
Casimir Ninga,/casimir-ninga/profil/spieler/392810,25,CF,Chad,600000,2000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-1400000,30.0,1.86,right,FRA-Ligue 1,Montpellier,Casimir Ninga,CHA,"FW,MF",24.0,1993.0,14.3,189.0,278.0,68.0,2631.0,452.0,115.0,149.0,77.2,48.0,77.0,62.3,12.0,24.0,50.0,1,1.2,1.0,-0.2,16.0,5.0,4.0,1.0,16.0,2018
Rene Krhin,/rene-krhin/profil/spieler/73092,28,DM,Slovenia,0,300000,Granada CF,/fc-granada/startseite/verein/16795,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-300000,33.0,1.89,right,FRA-Ligue 1,Nantes,Rene Krhin,SVN,MF,27.0,1990.0,14.6,424.0,508.0,83.5,6711.0,2207.0,225.0,248.0,90.7,144.0,176.0,81.8,36.0,52.0,69.2,0,0.2,0.3,-0.2,2.0,30.0,5.0,0.0,36.0,2018
Emiliano Sala,/emiliano-sala/profil/spieler/190780,28,CF,Argentina,0,6000000,FC Nantes,/fc-nantes/startseite/verein/995,Cardiff City,/cardiff-city/startseite/verein/603,out,2018,-6000000,,1.87,right,FRA-Ligue 1,Nantes,Emiliano Sala,ARG,FW,26.0,1990.0,33.7,519.0,846.0,61.3,5992.0,1357.0,319.0,464.0,68.8,103.0,184.0,56.0,19.0,33.0,57.6,4,2.7,1.7,1.3,35.0,37.0,18.0,3.0,67.0,2018
Yacine Bammou,/yacine-bammou/profil/spieler/276255,26,CF,Morocco,450000,2700000,FC Nantes,/fc-nantes/startseite/verein/995,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-2250000,31.0,1.89,right,FRA-Ligue 1,Nantes,Yacine Bammou,MAR,"MF,FW",25.0,1991.0,8.1,191.0,272.0,70.2,2632.0,653.0,117.0,140.0,83.6,48.0,65.0,73.8,13.0,31.0,41.9,0,0.2,0.5,-0.2,6.0,8.0,7.0,1.0,18.0,2018
Myziane Maolida,/myziane-maolida/profil/spieler/371142,19,LW,France,1500000,10000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-8500000,24.0,1.82,right,FRA-Ligue 1,Lyon,Myziane Maolida,FRA,"FW,MF",18.0,1999.0,3.7,109.0,141.0,77.3,1242.0,276.0,75.0,88.0,85.2,21.0,30.0,70.0,3.0,5.0,60.0,0,0.9,0.8,-0.9,7.0,6.0,4.0,1.0,10.0,2018
Christophe Hérelle,/christophe-herelle/profil/spieler/170544,25,CB,Martinique,2000000,5000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-3000000,30.0,1.88,right,FRA-Ligue 1,Troyes,Christophe Hérelle,MTQ,DF,24.0,1992.0,32.9,1059.0,1270.0,83.4,24260.0,8576.0,270.0,306.0,88.2,556.0,608.0,91.4,223.0,322.0,69.3,0,0.2,0.3,-0.2,5.0,96.0,3.0,0.0,120.0,2018
Maxime Le Marchand,/maxime-le-marchand/profil/spieler/60558,28,CB,France,1000000,4000000,OGC Nice,/ogc-nizza/startseite/verein/417,Fulham FC,/fc-fulham/startseite/verein/931,out,2018,-3000000,33.0,1.85,left,FRA-Ligue 1,Nice,Maxime Le Marchand,FRA,DF,27.0,1989.0,28.2,1732.0,1973.0,87.8,29947.0,10804.0,774.0,820.0,94.4,799.0,874.0,91.4,127.0,221.0,57.5,3,0.6,0.8,2.4,11.0,99.0,11.0,5.0,122.0,2018
Arnaud Souquet,/arnaud-souquet/profil/spieler/111058,26,RB,France,2000000,3000000,OGC Nice,/ogc-nizza/startseite/verein/417,KAA Gent,/kaa-gent/startseite/verein/157,out,2018,-1000000,31.0,1.79,right,FRA-Ligue 1,Nice,Arnaud Souquet,FRA,DF,25.0,1992.0,26.8,1423.0,1666.0,85.4,23949.0,6737.0,658.0,718.0,91.6,639.0,728.0,87.8,100.0,154.0,64.9,2,1.7,2.3,0.3,13.0,76.0,22.0,11.0,100.0,2018
Kylian Mbappé,/kylian-mbappe/profil/spieler/342229,19,CF,France,180000000,180000000,AS Monaco,/as-monaco/startseite/verein/162,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,0,24.0,1.78,right,FRA-Ligue 1,Monaco,Kylian Mbappé,FRA,"FW,MF",18.0,1998.0,0.8,19.0,29.0,65.5,252.0,44.0,10.0,14.0,71.4,5.0,8.0,62.5,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2018
Kylian Mbappé,/kylian-mbappe/profil/spieler/342229,19,CF,France,180000000,180000000,AS Monaco,/as-monaco/startseite/verein/162,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,0,24.0,1.78,right,FRA-Ligue 1,Paris S-G,Kylian Mbappé,FRA,FW,18.0,1998.0,23.3,577.0,722.0,79.9,7076.0,1597.0,353.0,399.0,88.5,132.0,178.0,74.2,24.0,37.0,64.9,8,8.1,7.2,-0.1,51.0,35.0,32.0,6.0,60.0,2018
Thilo Kehrer,/thilo-kehrer/profil/spieler/228948,21,CB,Germany,18000000,37000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,-19000000,26.0,1.86,right,GER-Bundesliga,Schalke 04,Thilo Kehrer,GER,DF,20.0,1996.0,26.3,1018.0,1230.0,82.8,20010.0,7355.0,329.0,370.0,88.9,575.0,657.0,87.5,108.0,181.0,59.7,0,0.4,0.4,-0.4,11.0,65.0,0.0,0.0,96.0,2018
Juan Bernat,/juan-bernat/profil/spieler/126719,25,LB,Spain,10000000,5000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,5000000,30.0,1.7,left,GER-Bundesliga,Bayern Munich,Juan Bernat,ESP,"DF,FW",24.0,1993.0,9.9,490.0,546.0,89.7,8119.0,1925.0,251.0,264.0,95.1,203.0,218.0,93.1,31.0,41.0,75.6,2,1.5,2.3,0.5,11.0,24.0,9.0,3.0,42.0,2018
Gonçalo Guedes,/goncalo-guedes/profil/spieler/225122,21,SS,Portugal,23000000,40000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-17000000,26.0,1.79,right,ESP-La Liga,Valencia,Gonçalo Guedes,POR,MF,20.0,1996.0,27.1,736.0,964.0,76.3,11656.0,3527.0,397.0,468.0,84.8,260.0,328.0,79.3,57.0,101.0,56.4,9,7.0,4.1,2.0,47.0,61.0,67.0,9.0,146.0,2018
Gonçalo Guedes,/goncalo-guedes/profil/spieler/225122,21,SS,Portugal,23000000,40000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-17000000,26.0,1.79,right,FRA-Ligue 1,Paris S-G,Gonçalo Guedes,POR,FW,20.0,1996.0,0.1,2.0,2.0,100.0,17.0,1.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Javier Pastore,/javier-pastore/profil/spieler/55215,29,AM,Argentina,500000,24700000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,AS Roma,/as-rom/startseite/verein/12,out,2018,-24200000,34.0,1.87,right,FRA-Ligue 1,Paris S-G,Javier Pastore,ARG,"MF,FW",28.0,1989.0,15.0,827.0,1018.0,81.2,11340.0,3211.0,479.0,544.0,88.1,238.0,284.0,83.8,44.0,77.0,57.1,5,3.8,3.6,1.2,26.0,85.0,33.0,3.0,96.0,2018
Yuri Berchiche,/yuri-berchiche/profil/spieler/61812,28,LB,Spain,2000000,24000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Athletic Bilbao,/athletic-bilbao/startseite/verein/621,out,2018,-22000000,33.0,1.81,left,FRA-Ligue 1,Paris S-G,Yuri Berchiche,ESP,DF,27.0,1990.0,19.1,1024.0,1184.0,86.5,12301.0,4254.0,642.0,696.0,92.2,235.0,283.0,83.0,29.0,46.0,63.0,4,2.1,2.0,1.9,16.0,62.0,21.0,8.0,74.0,2018
Yacine Adli,/yacine-adli/profil/spieler/395236,18,AM,France,8000000,5500000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,out,2018,2500000,22.0,1.86,right,FRA-Ligue 1,Paris S-G,Yacine Adli,FRA,FW,17.0,2000.0,0.1,7.0,7.0,100.0,163.0,42.0,4.0,4.0,100.0,1.0,1.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2018
Tristan Dingomé,/tristan-dingome/profil/spieler/126683,27,CM,Cameroon,500000,1000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,-500000,32.0,1.74,left,FRA-Ligue 1,Troyes,Tristan Dingomé,CMR,MF,26.0,1991.0,13.2,479.0,602.0,79.6,8577.0,2742.0,200.0,228.0,87.7,210.0,244.0,86.1,53.0,84.0,63.1,0,1.3,1.1,-1.3,14.0,57.0,12.0,2.0,68.0,2018
Clément Grenier,/clement-grenier/profil/spieler/72479,27,CM,France,800000,4000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-3200000,32.0,1.86,right,FRA-Ligue 1,Guingamp,Clément Grenier,FRA,MF,26.0,1991.0,13.4,521.0,774.0,67.3,8945.0,3310.0,257.0,308.0,83.4,161.0,225.0,71.6,73.0,162.0,45.1,4,3.9,2.6,0.1,35.0,68.0,18.0,3.0,108.0,2018
Clément Grenier,/clement-grenier/profil/spieler/72479,27,CM,France,800000,4000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-3200000,32.0,1.86,right,FRA-Ligue 1,Lyon,Clément Grenier,FRA,FW,26.0,1991.0,0.1,3.0,6.0,50.0,50.0,12.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018
Joris Gnagnon,/joris-gnagnon/profil/spieler/378954,21,CB,France,300000,13500000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2018,-13200000,26.0,1.82,right,FRA-Ligue 1,Rennes,Joris Gnagnon,FRA,DF,20.0,1997.0,32.4,1179.0,1301.0,90.6,22102.0,6680.0,367.0,391.0,93.9,686.0,722.0,95.0,97.0,147.0,66.0,2,0.2,0.2,1.8,4.0,29.0,0.0,0.0,70.0,2018
Wahbi Khazri,/wahbi-khazri/profil/spieler/103565,27,CF,Tunisia,2500000,7000000,Sunderland AFC,/afc-sunderland/startseite/verein/289,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-4500000,32.0,1.76,right,FRA-Ligue 1,Rennes,Wahbi Khazri,TUN,"FW,MF",26.0,1991.0,21.3,528.0,729.0,72.4,8742.0,1994.0,270.0,320.0,84.4,130.0,185.0,70.3,77.0,126.0,61.1,2,3.8,3.1,-1.8,33.0,51.0,12.0,4.0,64.0,2018
Rémy Cabella,/remy-cabella/profil/spieler/113707,28,AM,France,5000000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-1000000,33.0,1.72,right,FRA-Ligue 1,Marseille,Rémy Cabella,FRA,"FW,MF",27.0,1990.0,0.7,30.0,37.0,81.1,384.0,142.0,18.0,19.0,94.7,6.0,12.0,50.0,1.0,1.0,100.0,0,0.0,0.1,0.0,0.0,5.0,1.0,0.0,5.0,2018
Rémy Cabella,/remy-cabella/profil/spieler/113707,28,AM,France,5000000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-1000000,33.0,1.72,right,FRA-Ligue 1,Saint-Étienne,Rémy Cabella,FRA,"MF,FW",27.0,1990.0,25.1,1243.0,1571.0,79.1,18836.0,5305.0,696.0,795.0,87.5,398.0,491.0,81.1,97.0,159.0,61.0,6,6.0,6.3,0.0,49.0,151.0,37.0,4.0,208.0,2018
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,20,RB,France,3500000,6000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2500000,25.0,1.77,right,FRA-Ligue 1,Saint-Étienne,Ronaël Pierre-Gabriel,FRA,DF,19.0,1998.0,13.0,523.0,642.0,81.5,8211.0,3177.0,268.0,302.0,88.7,212.0,250.0,84.8,29.0,55.0,52.7,0,0.3,0.4,-0.3,6.0,35.0,4.0,1.0,52.0,2018
Cheikh M'Bengue,/cheikh-mbengue/profil/spieler/56795,30,LB,Senegal,0,4000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Shenzhen FC,/shenzhen-fc/startseite/verein/1320,out,2018,-4000000,34.0,1.83,left,FRA-Ligue 1,Saint-Étienne,Cheikh M'Bengue,SEN,DF,29.0,1988.0,5.4,170.0,228.0,74.6,3036.0,1328.0,75.0,88.0,85.2,81.0,103.0,78.6,14.0,29.0,48.3,0,0.3,0.3,-0.3,1.0,13.0,2.0,0.0,20.0,2018
Saidy Janko,/saidy-janko/profil/spieler/196435,22,RB,The Gambia,1000000,2200000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,FC Porto,/fc-porto/startseite/verein/720,out,2018,-1200000,27.0,1.81,right,FRA-Ligue 1,Saint-Étienne,Saidy Janko,GAM,DF,21.0,1995.0,15.8,623.0,813.0,76.6,9228.0,3076.0,384.0,434.0,88.5,198.0,265.0,74.7,29.0,66.0,43.9,0,0.8,0.9,-0.8,4.0,54.0,11.0,7.0,61.0,2018
Vincent Pajot,/vincent-pajot/profil/spieler/126699,27,DM,France,400000,1000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Angers SCO,/sco-angers/startseite/verein/1420,out,2018,-600000,32.0,1.8,right,FRA-Ligue 1,Saint-Étienne,Vincent Pajot,FRA,MF,26.0,1990.0,14.3,436.0,567.0,76.9,7483.0,1999.0,207.0,261.0,79.3,177.0,219.0,80.8,43.0,59.0,72.9,2,1.8,1.2,0.2,10.0,23.0,4.0,0.0,58.0,2018
Lebo Mothiba,/lebo-mothiba/profil/spieler/427161,22,CF,South Africa,1200000,4000000,LOSC Lille,/losc-lille/startseite/verein/1082,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,-2800000,27.0,1.82,right,FRA-Ligue 1,Lille,Lebo Mothiba,RSA,FW,21.0,1996.0,13.2,254.0,313.0,81.2,2675.0,226.0,159.0,182.0,87.4,47.0,67.0,70.1,6.0,8.0,75.0,0,0.9,0.6,-0.9,13.0,9.0,3.0,0.0,10.0,2018
Lionel Carole,/lionel-carole/profil/spieler/11530,27,LB,France,1100000,750000,Galatasaray,/galatasaray-istanbul/startseite/verein/141,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,350000,32.0,1.82,left,ESP-La Liga,Sevilla,Lionel Carole,FRA,DF,26.0,1991.0,6.0,294.0,360.0,81.7,4718.0,1743.0,156.0,174.0,89.7,118.0,137.0,86.1,19.0,38.0,50.0,1,0.1,0.2,0.9,3.0,17.0,4.0,1.0,24.0,2018
Jean-Eudes Aholou,/jean-eudes-aholou/profil/spieler/178313,24,DM,Cote d'Ivoire,2500000,14000000,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-11500000,29.0,1.86,left,FRA-Ligue 1,Strasbourg,Jean-Eudes Aholou,CIV,MF,23.0,1994.0,33.4,1162.0,1359.0,85.5,20915.0,5421.0,495.0,555.0,89.2,473.0,526.0,89.9,146.0,196.0,74.5,0,1.0,0.8,-1.0,13.0,101.0,5.0,0.0,131.0,2018
Baptiste Reynet,/baptiste-reynet/profil/spieler/190786,27,GK,France,600000,4000000,Dijon FCO,/dijon-fco/startseite/verein/2969,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-3400000,32.0,1.85,right,FRA-Ligue 1,Dijon,Baptiste Reynet,FRA,GK,26.0,1990.0,38.0,1202.0,1651.0,72.8,37659.0,28287.0,134.0,135.0,99.3,570.0,576.0,99.0,496.0,932.0,53.2,0,0.3,0.1,-0.3,1.0,34.0,1.0,0.0,0.0,2018
Mathieu Dossevi,/mathieu-dossevi/profil/spieler/77828,30,RW,Togo,100000,2500000,FC Metz,/fc-metz/startseite/verein/347,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-2400000,35.0,1.74,right,FRA-Ligue 1,Metz,Mathieu Dossevi,TOG,"FW,MF",29.0,1988.0,27.9,760.0,1123.0,67.7,14133.0,4548.0,345.0,429.0,80.4,291.0,410.0,71.0,109.0,210.0,51.9,11,11.1,9.0,-0.1,86.0,93.0,56.0,33.0,131.0,2018
Max Gradel,/max-gradel/profil/spieler/28140,30,LW,Cote d'Ivoire,1600000,2000000,AFC Bournemouth,/afc-bournemouth/startseite/verein/989,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-400000,35.0,1.75,right,FRA-Ligue 1,Toulouse,Max Gradel,CIV,"FW,MF",29.0,1987.0,26.8,566.0,1016.0,55.7,9850.0,3749.0,278.0,377.0,73.7,185.0,319.0,58.0,78.0,206.0,37.9,1,4.5,5.6,-3.5,44.0,48.0,37.0,17.0,96.0,2018
Issa Diop,/issa-diop/profil/spieler/272622,21,CB,France,18000000,25000000,FC Toulouse,/fc-toulouse/startseite/verein/415,West Ham United,/west-ham-united/startseite/verein/379,out,2018,-7000000,26.0,1.94,right,FRA-Ligue 1,Toulouse,Issa Diop,FRA,DF,20.0,1997.0,34.0,989.0,1247.0,79.3,20054.0,8739.0,325.0,371.0,87.6,517.0,598.0,86.5,136.0,248.0,54.8,0,0.6,0.8,-0.6,5.0,91.0,4.0,2.0,106.0,2018
Alban Lafont,/alban-lafont/profil/spieler/357117,19,GK,France,16000000,8000000,FC Toulouse,/fc-toulouse/startseite/verein/415,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2018,8000000,24.0,1.96,right,FRA-Ligue 1,Toulouse,Alban Lafont,FRA,GK,18.0,1999.0,38.0,812.0,1266.0,64.1,29531.0,25138.0,66.0,66.0,100.0,326.0,331.0,98.5,420.0,860.0,48.8,0,0.0,0.2,0.0,1.0,45.0,1.0,0.0,3.0,2018
Somália,/somalia/profil/spieler/148754,29,CM,Brazil,200000,1500000,FC Toulouse,/fc-toulouse/startseite/verein/415,Al-Shabab FC,/al-shabab-riad/startseite/verein/9840,out,2018,-1300000,34.0,1.81,both,FRA-Ligue 1,Toulouse,Somália,BRA,"MF,FW",28.0,1988.0,22.2,482.0,643.0,75.0,6898.0,2223.0,268.0,324.0,82.7,164.0,213.0,77.0,21.0,42.0,50.0,0,1.8,1.2,-1.8,21.0,42.0,9.0,5.0,68.0,2018
Gaël Kakuta,/gael-kakuta/profil/spieler/74297,28,AM,DR Congo,1800000,3000000,Rayo Vallecano,/rayo-vallecano/startseite/verein/367,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-1200000,32.0,1.73,left,ESP-La Liga,Rayo Vallecano,Gaël Kakuta,COD,"MF,FW",27.0,1991.0,8.0,188.0,277.0,67.9,2796.0,985.0,115.0,143.0,80.4,54.0,85.0,63.5,11.0,32.0,34.4,0,0.2,0.7,-0.2,5.0,26.0,6.0,2.0,28.0,2019
Eddy Gnahoré,/eddy-gnahore/profil/spieler/168933,25,CM,France,500000,2500000,SSD Palermo,/palermo-fc/startseite/verein/458,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-2000000,29.0,1.88,right,FRA-Ligue 1,Amiens,Eddy Gnahoré,FRA,MF,24.0,1993.0,24.9,1033.0,1163.0,88.8,16358.0,3457.0,544.0,595.0,91.4,387.0,417.0,92.8,74.0,93.0,79.6,2,2.5,2.0,-0.5,30.0,59.0,13.0,0.0,88.0,2019
Emil Krafth,/emil-krafth/profil/spieler/184528,24,RB,Sweden,3000000,2000000,Bologna FC 1909,/fc-bologna/startseite/verein/1025,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,1000000,28.0,1.84,right,FRA-Ligue 1,Amiens,Emil Krafth,SWE,DF,23.0,1994.0,33.0,1040.0,1499.0,69.4,18608.0,9057.0,454.0,551.0,82.4,461.0,631.0,73.1,108.0,235.0,46.0,1,3.2,2.8,-2.2,16.0,76.0,20.0,11.0,102.0,2019
Emil Krafth,/emil-krafth/profil/spieler/184528,25,RB,Sweden,3000000,5400000,Amiens SC,/amiens-sc/startseite/verein/1416,Newcastle United,/newcastle-united/startseite/verein/762,out,2019,-2400000,28.0,1.84,right,FRA-Ligue 1,Amiens,Emil Krafth,SWE,DF,23.0,1994.0,33.0,1040.0,1499.0,69.4,18608.0,9057.0,454.0,551.0,82.4,461.0,631.0,73.1,108.0,235.0,46.0,1,3.2,2.8,-2.2,16.0,76.0,20.0,11.0,102.0,2019
Oualid El Hajjam,/oualid-el-hajjam/profil/spieler/283127,28,RB,Morocco,1200000,35000,Amiens SC,/amiens-sc/startseite/verein/1416,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,out,2019,1165000,32.0,1.81,right,FRA-Ligue 1,Amiens,Oualid El Hajjam,MAR,"DF,MF",27.0,1991.0,6.0,197.0,287.0,68.6,3379.0,1617.0,94.0,110.0,85.5,80.0,115.0,69.6,20.0,47.0,42.6,0,0.1,0.2,-0.1,1.0,19.0,3.0,2.0,25.0,2019
Casimir Ninga,/casimir-ninga/profil/spieler/392810,26,CF,Chad,600000,3000000,SM Caen,/sm-caen/startseite/verein/1162,Angers SCO,/sco-angers/startseite/verein/1420,in,2019,-2400000,30.0,1.86,right,FRA-Ligue 1,Caen,Casimir Ninga,CHA,"FW,MF",25.0,1993.0,27.4,384.0,542.0,70.8,5700.0,1048.0,229.0,276.0,83.0,109.0,152.0,71.7,28.0,65.0,43.1,3,2.5,2.1,0.5,24.0,14.0,14.0,6.0,27.0,2019
Laurent Koscielny,/laurent-koscielny/profil/spieler/76277,33,CB,France,0,5000000,Arsenal FC,/fc-arsenal/startseite/verein/11,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,in,2019,-5000000,37.0,1.86,right,ENG-Premier League,Arsenal,Laurent Koscielny,FRA,DF,32.0,1985.0,14.8,820.0,895.0,91.6,17010.0,5462.0,221.0,236.0,93.6,486.0,509.0,95.5,105.0,128.0,82.0,0,0.2,0.2,-0.2,2.0,28.0,0.0,0.0,37.0,2019
Jules Koundé,/jules-kounde/profil/spieler/411975,20,CB,France,60000000,35000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,25000000,24.0,1.8,right,FRA-Ligue 1,Bordeaux,Jules Koundé,FRA,DF,19.0,1998.0,37.0,1614.0,2015.0,80.1,30391.0,12529.0,621.0,707.0,87.8,787.0,874.0,90.0,182.0,368.0,49.5,1,0.8,0.9,0.2,10.0,115.0,8.0,1.0,149.0,2019
Lukas Lerager,/lukas-lerager/profil/spieler/167105,25,CM,Denmark,3000000,6000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Genoa CFC,/genua-cfc/startseite/verein/252,out,2019,-3000000,29.0,1.88,right,FRA-Ligue 1,Bordeaux,Lukas Lerager,DEN,MF,25.0,1993.0,14.4,520.0,658.0,79.0,7961.0,2606.0,277.0,320.0,86.6,175.0,220.0,79.5,39.0,71.0,54.9,1,0.5,1.0,0.5,9.0,62.0,10.0,2.0,74.0,2019
Lukas Lerager,/lukas-lerager/profil/spieler/167105,25,CM,Denmark,3000000,6000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Genoa CFC,/genua-cfc/startseite/verein/252,out,2019,-3000000,29.0,1.88,right,ITA-Serie A,Genoa,Lukas Lerager,DEN,MF,25.0,1993.0,12.5,305.0,413.0,73.8,4637.0,1399.0,152.0,186.0,81.7,108.0,141.0,76.6,20.0,40.0,50.0,0,1.1,0.8,-1.1,18.0,29.0,13.0,5.0,44.0,2019
Valentín Vada,/valentin-vada/profil/spieler/225004,23,CM,Argentina,1000000,750000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,UD Almería,/ud-almeria/startseite/verein/3302,out,2019,250000,27.0,1.75,right,FRA-Ligue 1,Bordeaux,Valentín Vada,ARG,MF,22.0,1996.0,0.4,22.0,25.0,88.0,326.0,48.0,10.0,10.0,100.0,11.0,13.0,84.6,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2019
Valentín Vada,/valentin-vada/profil/spieler/225004,23,CM,Argentina,1000000,750000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,UD Almería,/ud-almeria/startseite/verein/3302,out,2019,250000,27.0,1.75,right,FRA-Ligue 1,Saint-Étienne,Valentín Vada,ARG,MF,22.0,1996.0,4.5,225.0,267.0,84.3,3694.0,823.0,109.0,119.0,91.6,94.0,104.0,90.4,15.0,28.0,53.6,1,0.9,0.3,0.1,5.0,19.0,1.0,1.0,28.0,2019
Bruno Ecuele Manga,/bruno-ecuele-manga/profil/spieler/60990,31,CB,Gabon,250000,2000000,Cardiff City,/cardiff-city/startseite/verein/603,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2019,-1750000,34.0,1.86,right,ENG-Premier League,Cardiff City,Bruno Ecuele Manga,GAB,DF,30.0,1988.0,37.5,692.0,1097.0,63.1,13124.0,6461.0,288.0,363.0,79.3,285.0,430.0,66.3,98.0,236.0,41.5,1,0.4,0.6,0.6,6.0,71.0,7.0,2.0,102.0,2019
Alfred Gomis,/alfred-gomis/profil/spieler/163568,25,GK,Senegal,2200000,1000000,SPAL,/spal/startseite/verein/2722,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2019,1200000,29.0,1.96,right,ITA-Serie A,SPAL,Alfred Gomis,SEN,GK,24.0,1993.0,19.2,500.0,687.0,72.8,14528.0,10596.0,75.0,75.0,100.0,246.0,249.0,98.8,177.0,356.0,49.7,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2019
Valentin Rosier,/valentin-rosier/profil/spieler/441170,22,RB,France,6000000,5000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Sporting CP,/sporting-lissabon/startseite/verein/336,out,2019,1000000,26.0,1.75,right,FRA-Ligue 1,Dijon,Valentin Rosier,FRA,"DF,MF",21.0,1996.0,16.2,717.0,859.0,83.5,11501.0,3109.0,350.0,380.0,92.1,304.0,358.0,84.9,41.0,73.0,56.2,4,1.0,1.2,3.0,11.0,46.0,10.0,5.0,53.0,2019
