playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,nextSeason
Casimir Ninga,/casimir-ninga/profil/spieler/392810,25,CF,Chad,600000,2000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-1400000,30.0,1.86,right,FRA-Ligue 1,Montpellier,Casimir Ninga,CHA,"FW,MF",24.0,1993.0,14.3,34.0,2.38,27.0,0.0,4.0,3.0,0.0,0.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,2018
Rene Krhin,/rene-krhin/profil/spieler/73092,28,DM,Slovenia,0,300000,Granada CF,/fc-granada/startseite/verein/16795,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-300000,33.0,1.89,right,FRA-Ligue 1,Nantes,Rene Krhin,SVN,MF,27.0,1990.0,14.6,13.0,0.89,8.0,0.0,1.0,2.0,2.0,0.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0,2018
Emiliano Sala,/emiliano-sala/profil/spieler/190780,28,CF,Argentina,0,6000000,FC Nantes,/fc-nantes/startseite/verein/995,Cardiff City,/cardiff-city/startseite/verein/603,out,2018,-6000000,,1.87,right,FRA-Ligue 1,Nantes,Emiliano Sala,ARG,FW,26.0,1990.0,33.7,79.0,2.35,55.0,0.0,2.0,11.0,9.0,2.0,4.0,0.12,3.0,0.0,0.0,1.0,0.0,0.0,2018
Yacine Bammou,/yacine-bammou/profil/spieler/276255,26,CF,Morocco,450000,2700000,FC Nantes,/fc-nantes/startseite/verein/995,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-2250000,31.0,1.89,right,FRA-Ligue 1,Nantes,Yacine Bammou,MAR,"MF,FW",25.0,1991.0,8.1,17.0,2.11,13.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Myziane Maolida,/myziane-maolida/profil/spieler/371142,19,LW,France,1500000,10000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-8500000,24.0,1.82,right,FRA-Ligue 1,Lyon,Myziane Maolida,FRA,"FW,MF",18.0,1999.0,3.7,20.0,5.44,15.0,0.0,3.0,2.0,0.0,0.0,2.0,0.54,1.0,0.0,0.0,1.0,0.0,0.0,2018
Christophe Hérelle,/christophe-herelle/profil/spieler/170544,25,CB,Martinique,2000000,5000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-3000000,30.0,1.88,right,FRA-Ligue 1,Troyes,Christophe Hérelle,MTQ,DF,24.0,1992.0,32.9,19.0,0.58,17.0,0.0,0.0,1.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,2018
Maxime Le Marchand,/maxime-le-marchand/profil/spieler/60558,28,CB,France,1000000,4000000,OGC Nice,/ogc-nizza/startseite/verein/417,Fulham FC,/fc-fulham/startseite/verein/931,out,2018,-3000000,33.0,1.85,left,FRA-Ligue 1,Nice,Maxime Le Marchand,FRA,DF,27.0,1989.0,28.2,35.0,1.24,30.0,1.0,2.0,0.0,0.0,2.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,2018
Arnaud Souquet,/arnaud-souquet/profil/spieler/111058,26,RB,France,2000000,3000000,OGC Nice,/ogc-nizza/startseite/verein/417,KAA Gent,/kaa-gent/startseite/verein/157,out,2018,-1000000,31.0,1.79,right,FRA-Ligue 1,Nice,Arnaud Souquet,FRA,DF,25.0,1992.0,26.8,33.0,1.23,28.0,0.0,2.0,0.0,3.0,0.0,4.0,0.15,3.0,0.0,0.0,0.0,1.0,0.0,2018
Kylian Mbappé,/kylian-mbappe/profil/spieler/342229,19,CF,France,180000000,180000000,AS Monaco,/as-monaco/startseite/verein/162,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,0,24.0,1.78,right,FRA-Ligue 1,Monaco,Kylian Mbappé,FRA,"FW,MF",18.0,1998.0,0.8,3.0,3.65,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.22,1.0,0.0,0.0,0.0,0.0,0.0,2018
Kylian Mbappé,/kylian-mbappe/profil/spieler/342229,19,CF,France,180000000,180000000,AS Monaco,/as-monaco/startseite/verein/162,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,0,24.0,1.78,right,FRA-Ligue 1,Paris S-G,Kylian Mbappé,FRA,FW,18.0,1998.0,23.3,107.0,4.6,68.0,0.0,22.0,3.0,14.0,0.0,15.0,0.64,9.0,0.0,4.0,1.0,1.0,0.0,2018
Thilo Kehrer,/thilo-kehrer/profil/spieler/228948,21,CB,Germany,18000000,37000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,-19000000,26.0,1.86,right,GER-Bundesliga,Schalke 04,Thilo Kehrer,GER,DF,20.0,1996.0,26.3,24.0,0.91,18.0,1.0,1.0,1.0,2.0,1.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0,2018
Juan Bernat,/juan-bernat/profil/spieler/126719,25,LB,Spain,10000000,5000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,5000000,30.0,1.7,left,GER-Bundesliga,Bayern Munich,Juan Bernat,ESP,"DF,FW",24.0,1993.0,9.9,26.0,2.64,23.0,0.0,1.0,0.0,2.0,0.0,5.0,0.51,4.0,0.0,1.0,0.0,0.0,0.0,2018
Gonçalo Guedes,/goncalo-guedes/profil/spieler/225122,21,SS,Portugal,23000000,40000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-17000000,26.0,1.79,right,ESP-La Liga,Valencia,Gonçalo Guedes,POR,MF,20.0,1996.0,27.1,125.0,4.61,82.0,0.0,25.0,4.0,12.0,2.0,20.0,0.74,13.0,0.0,5.0,1.0,1.0,0.0,2018
Gonçalo Guedes,/goncalo-guedes/profil/spieler/225122,21,SS,Portugal,23000000,40000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-17000000,26.0,1.79,right,FRA-Ligue 1,Paris S-G,Gonçalo Guedes,POR,FW,20.0,1996.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Javier Pastore,/javier-pastore/profil/spieler/55215,29,AM,Argentina,500000,24700000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,AS Roma,/as-rom/startseite/verein/12,out,2018,-24200000,34.0,1.87,right,FRA-Ligue 1,Paris S-G,Javier Pastore,ARG,"MF,FW",28.0,1989.0,15.0,60.0,4.01,51.0,2.0,4.0,1.0,1.0,1.0,10.0,0.67,9.0,0.0,1.0,0.0,0.0,0.0,2018
Yuri Berchiche,/yuri-berchiche/profil/spieler/61812,28,LB,Spain,2000000,24000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Athletic Bilbao,/athletic-bilbao/startseite/verein/621,out,2018,-22000000,33.0,1.81,left,FRA-Ligue 1,Paris S-G,Yuri Berchiche,ESP,DF,27.0,1990.0,19.1,36.0,1.89,28.0,2.0,1.0,1.0,3.0,1.0,7.0,0.37,5.0,0.0,1.0,0.0,1.0,0.0,2018
Yacine Adli,/yacine-adli/profil/spieler/395236,18,AM,France,8000000,5500000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,out,2018,2500000,22.0,1.86,right,FRA-Ligue 1,Paris S-G,Yacine Adli,FRA,FW,17.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Tristan Dingomé,/tristan-dingome/profil/spieler/126683,27,CM,Cameroon,500000,1000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,-500000,32.0,1.74,left,FRA-Ligue 1,Troyes,Tristan Dingomé,CMR,MF,26.0,1991.0,13.2,27.0,2.04,25.0,0.0,1.0,1.0,0.0,0.0,3.0,0.23,2.0,0.0,0.0,1.0,0.0,0.0,2018
Clément Grenier,/clement-grenier/profil/spieler/72479,27,CM,France,800000,4000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-3200000,32.0,1.86,right,FRA-Ligue 1,Guingamp,Clément Grenier,FRA,MF,26.0,1991.0,13.4,56.0,4.17,29.0,19.0,1.0,3.0,4.0,0.0,5.0,0.37,1.0,3.0,0.0,1.0,0.0,0.0,2018
Clément Grenier,/clement-grenier/profil/spieler/72479,27,CM,France,800000,4000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-3200000,32.0,1.86,right,FRA-Ligue 1,Lyon,Clément Grenier,FRA,FW,26.0,1991.0,0.1,1.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Joris Gnagnon,/joris-gnagnon/profil/spieler/378954,21,CB,France,300000,13500000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2018,-13200000,26.0,1.82,right,FRA-Ligue 1,Rennes,Joris Gnagnon,FRA,DF,20.0,1997.0,32.4,14.0,0.43,11.0,0.0,1.0,1.0,1.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,2018
Wahbi Khazri,/wahbi-khazri/profil/spieler/103565,27,CF,Tunisia,2500000,7000000,Sunderland AFC,/afc-sunderland/startseite/verein/289,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-4500000,32.0,1.76,right,FRA-Ligue 1,Rennes,Wahbi Khazri,TUN,"FW,MF",26.0,1991.0,21.3,74.0,3.47,38.0,11.0,10.0,8.0,6.0,1.0,6.0,0.28,4.0,0.0,1.0,1.0,0.0,0.0,2018
Rémy Cabella,/remy-cabella/profil/spieler/113707,28,AM,France,5000000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-1000000,33.0,1.72,right,FRA-Ligue 1,Marseille,Rémy Cabella,FRA,"FW,MF",27.0,1990.0,0.7,2.0,2.81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Rémy Cabella,/remy-cabella/profil/spieler/113707,28,AM,France,5000000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-1000000,33.0,1.72,right,FRA-Ligue 1,Saint-Étienne,Rémy Cabella,FRA,"MF,FW",27.0,1990.0,25.1,125.0,4.98,86.0,9.0,12.0,4.0,10.0,4.0,13.0,0.52,11.0,1.0,1.0,0.0,0.0,0.0,2018
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,20,RB,France,3500000,6000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2500000,25.0,1.77,right,FRA-Ligue 1,Saint-Étienne,Ronaël Pierre-Gabriel,FRA,DF,19.0,1998.0,13.0,14.0,1.08,11.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Cheikh M'Bengue,/cheikh-mbengue/profil/spieler/56795,30,LB,Senegal,0,4000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Shenzhen FC,/shenzhen-fc/startseite/verein/1320,out,2018,-4000000,34.0,1.83,left,FRA-Ligue 1,Saint-Étienne,Cheikh M'Bengue,SEN,DF,29.0,1988.0,5.4,7.0,1.29,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Saidy Janko,/saidy-janko/profil/spieler/196435,22,RB,The Gambia,1000000,2200000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,FC Porto,/fc-porto/startseite/verein/720,out,2018,-1200000,27.0,1.81,right,FRA-Ligue 1,Saint-Étienne,Saidy Janko,GAM,DF,21.0,1995.0,15.8,16.0,1.01,12.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Vincent Pajot,/vincent-pajot/profil/spieler/126699,27,DM,France,400000,1000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Angers SCO,/sco-angers/startseite/verein/1420,out,2018,-600000,32.0,1.8,right,FRA-Ligue 1,Saint-Étienne,Vincent Pajot,FRA,MF,26.0,1990.0,14.3,19.0,1.33,17.0,0.0,0.0,1.0,1.0,0.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,2018
Lebo Mothiba,/lebo-mothiba/profil/spieler/427161,22,CF,South Africa,1200000,4000000,LOSC Lille,/losc-lille/startseite/verein/1082,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,-2800000,27.0,1.82,right,FRA-Ligue 1,Lille,Lebo Mothiba,RSA,FW,21.0,1996.0,13.2,30.0,2.28,23.0,0.0,1.0,1.0,4.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,2018
Lionel Carole,/lionel-carole/profil/spieler/11530,27,LB,France,1100000,750000,Galatasaray,/galatasaray-istanbul/startseite/verein/141,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,350000,32.0,1.82,left,ESP-La Liga,Sevilla,Lionel Carole,FRA,DF,26.0,1991.0,6.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,2018
Jean-Eudes Aholou,/jean-eudes-aholou/profil/spieler/178313,24,DM,Cote d'Ivoire,2500000,14000000,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-11500000,29.0,1.86,left,FRA-Ligue 1,Strasbourg,Jean-Eudes Aholou,CIV,MF,23.0,1994.0,33.4,42.0,1.26,31.0,0.0,1.0,6.0,3.0,1.0,6.0,0.18,3.0,0.0,0.0,1.0,2.0,0.0,2018
Baptiste Reynet,/baptiste-reynet/profil/spieler/190786,27,GK,France,600000,4000000,Dijon FCO,/dijon-fco/startseite/verein/2969,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-3400000,32.0,1.85,right,FRA-Ligue 1,Dijon,Baptiste Reynet,FRA,GK,26.0,1990.0,38.0,9.0,0.24,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Mathieu Dossevi,/mathieu-dossevi/profil/spieler/77828,30,RW,Togo,100000,2500000,FC Metz,/fc-metz/startseite/verein/347,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-2400000,35.0,1.74,right,FRA-Ligue 1,Metz,Mathieu Dossevi,TOG,"FW,MF",29.0,1988.0,27.9,134.0,4.81,83.0,28.0,15.0,3.0,4.0,1.0,14.0,0.5,10.0,2.0,1.0,0.0,0.0,1.0,2018
Max Gradel,/max-gradel/profil/spieler/28140,30,LW,Cote d'Ivoire,1600000,2000000,AFC Bournemouth,/afc-bournemouth/startseite/verein/989,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-400000,35.0,1.75,right,FRA-Ligue 1,Toulouse,Max Gradel,CIV,"FW,MF",29.0,1987.0,26.8,105.0,3.91,50.0,22.0,14.0,9.0,8.0,2.0,7.0,0.26,4.0,0.0,0.0,1.0,2.0,0.0,2018
Issa Diop,/issa-diop/profil/spieler/272622,21,CB,France,18000000,25000000,FC Toulouse,/fc-toulouse/startseite/verein/415,West Ham United,/west-ham-united/startseite/verein/379,out,2018,-7000000,26.0,1.94,right,FRA-Ligue 1,Toulouse,Issa Diop,FRA,DF,20.0,1997.0,34.0,23.0,0.68,14.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Alban Lafont,/alban-lafont/profil/spieler/357117,19,GK,France,16000000,8000000,FC Toulouse,/fc-toulouse/startseite/verein/415,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2018,8000000,24.0,1.96,right,FRA-Ligue 1,Toulouse,Alban Lafont,FRA,GK,18.0,1999.0,38.0,3.0,0.08,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Somália,/somalia/profil/spieler/148754,29,CM,Brazil,200000,1500000,FC Toulouse,/fc-toulouse/startseite/verein/415,Al-Shabab FC,/al-shabab-riad/startseite/verein/9840,out,2018,-1300000,34.0,1.81,both,FRA-Ligue 1,Toulouse,Somália,BRA,"MF,FW",28.0,1988.0,22.2,50.0,2.25,34.0,0.0,7.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Gaël Kakuta,/gael-kakuta/profil/spieler/74297,28,AM,DR Congo,1800000,3000000,Rayo Vallecano,/rayo-vallecano/startseite/verein/367,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-1200000,32.0,1.73,left,ESP-La Liga,Rayo Vallecano,Gaël Kakuta,COD,"MF,FW",27.0,1991.0,8.0,19.0,2.39,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Eddy Gnahoré,/eddy-gnahore/profil/spieler/168933,25,CM,France,500000,2500000,SSD Palermo,/palermo-fc/startseite/verein/458,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-2000000,29.0,1.88,right,FRA-Ligue 1,Amiens,Eddy Gnahoré,FRA,MF,24.0,1993.0,24.9,61.0,2.45,49.0,1.0,7.0,3.0,0.0,1.0,7.0,0.28,5.0,0.0,1.0,0.0,0.0,1.0,2019
Emil Krafth,/emil-krafth/profil/spieler/184528,24,RB,Sweden,3000000,2000000,Bologna FC 1909,/fc-bologna/startseite/verein/1025,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,1000000,28.0,1.84,right,FRA-Ligue 1,Amiens,Emil Krafth,SWE,DF,23.0,1994.0,33.0,33.0,1.0,25.0,3.0,1.0,2.0,1.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,2019
Emil Krafth,/emil-krafth/profil/spieler/184528,25,RB,Sweden,3000000,5400000,Amiens SC,/amiens-sc/startseite/verein/1416,Newcastle United,/newcastle-united/startseite/verein/762,out,2019,-2400000,28.0,1.84,right,FRA-Ligue 1,Amiens,Emil Krafth,SWE,DF,23.0,1994.0,33.0,33.0,1.0,25.0,3.0,1.0,2.0,1.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,2019
Oualid El Hajjam,/oualid-el-hajjam/profil/spieler/283127,28,RB,Morocco,1200000,35000,Amiens SC,/amiens-sc/startseite/verein/1416,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,out,2019,1165000,32.0,1.81,right,FRA-Ligue 1,Amiens,Oualid El Hajjam,MAR,"DF,MF",27.0,1991.0,6.0,5.0,0.83,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Casimir Ninga,/casimir-ninga/profil/spieler/392810,26,CF,Chad,600000,3000000,SM Caen,/sm-caen/startseite/verein/1162,Angers SCO,/sco-angers/startseite/verein/1420,in,2019,-2400000,30.0,1.86,right,FRA-Ligue 1,Caen,Casimir Ninga,CHA,"FW,MF",25.0,1993.0,27.4,54.0,1.97,36.0,0.0,9.0,2.0,7.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,2019
Laurent Koscielny,/laurent-koscielny/profil/spieler/76277,33,CB,France,0,5000000,Arsenal FC,/fc-arsenal/startseite/verein/11,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,in,2019,-5000000,37.0,1.86,right,ENG-Premier League,Arsenal,Laurent Koscielny,FRA,DF,32.0,1985.0,14.8,9.0,0.61,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Jules Koundé,/jules-kounde/profil/spieler/411975,20,CB,France,60000000,35000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,25000000,24.0,1.8,right,FRA-Ligue 1,Bordeaux,Jules Koundé,FRA,DF,19.0,1998.0,37.0,28.0,0.76,24.0,1.0,0.0,3.0,0.0,0.0,2.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,2019
Lukas Lerager,/lukas-lerager/profil/spieler/167105,25,CM,Denmark,3000000,6000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Genoa CFC,/genua-cfc/startseite/verein/252,out,2019,-3000000,29.0,1.88,right,FRA-Ligue 1,Bordeaux,Lukas Lerager,DEN,MF,25.0,1993.0,14.4,27.0,1.87,23.0,0.0,0.0,0.0,1.0,3.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,2019
Lukas Lerager,/lukas-lerager/profil/spieler/167105,25,CM,Denmark,3000000,6000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Genoa CFC,/genua-cfc/startseite/verein/252,out,2019,-3000000,29.0,1.88,right,ITA-Serie A,Genoa,Lukas Lerager,DEN,MF,25.0,1993.0,12.5,26.0,2.09,22.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Valentín Vada,/valentin-vada/profil/spieler/225004,23,CM,Argentina,1000000,750000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,UD Almería,/ud-almeria/startseite/verein/3302,out,2019,250000,27.0,1.75,right,FRA-Ligue 1,Bordeaux,Valentín Vada,ARG,MF,22.0,1996.0,0.4,1.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Valentín Vada,/valentin-vada/profil/spieler/225004,23,CM,Argentina,1000000,750000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,UD Almería,/ud-almeria/startseite/verein/3302,out,2019,250000,27.0,1.75,right,FRA-Ligue 1,Saint-Étienne,Valentín Vada,ARG,MF,22.0,1996.0,4.5,13.0,2.89,10.0,1.0,1.0,1.0,0.0,0.0,3.0,0.67,3.0,0.0,0.0,0.0,0.0,0.0,2019
Bruno Ecuele Manga,/bruno-ecuele-manga/profil/spieler/60990,31,CB,Gabon,250000,2000000,Cardiff City,/cardiff-city/startseite/verein/603,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2019,-1750000,34.0,1.86,right,ENG-Premier League,Cardiff City,Bruno Ecuele Manga,GAB,DF,30.0,1988.0,37.5,24.0,0.64,17.0,3.0,0.0,3.0,1.0,0.0,4.0,0.11,3.0,0.0,0.0,1.0,0.0,0.0,2019
Alfred Gomis,/alfred-gomis/profil/spieler/163568,25,GK,Senegal,2200000,1000000,SPAL,/spal/startseite/verein/2722,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2019,1200000,29.0,1.96,right,ITA-Serie A,SPAL,Alfred Gomis,SEN,GK,24.0,1993.0,19.2,3.0,0.16,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Valentin Rosier,/valentin-rosier/profil/spieler/441170,22,RB,France,6000000,5000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Sporting CP,/sporting-lissabon/startseite/verein/336,out,2019,1000000,26.0,1.75,right,FRA-Ligue 1,Dijon,Valentin Rosier,FRA,"DF,MF",21.0,1996.0,16.2,32.0,1.97,26.0,2.0,2.0,0.0,2.0,0.0,5.0,0.31,4.0,0.0,1.0,0.0,0.0,0.0,2019
Naïm Sliti,/naim-sliti/profil/spieler/184491,27,LW,Tunisia,4500000,5000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Ettifaq FC,/al-ettifaq/startseite/verein/7732,out,2019,-500000,30.0,1.73,right,FRA-Ligue 1,Dijon,Naïm Sliti,TUN,"MF,FW",26.0,1992.0,25.4,158.0,6.22,74.0,41.0,20.0,7.0,16.0,0.0,12.0,0.47,4.0,3.0,2.0,2.0,1.0,0.0,2019
Sory Kaba,/sory-kaba/profil/spieler/355689,23,CF,Guinea,2800000,3000000,Dijon FCO,/dijon-fco/startseite/verein/2969,FC Midtjylland,/fc-midtjylland/startseite/verein/865,out,2019,-200000,27.0,1.9,right,FRA-Ligue 1,Dijon,Sory Kaba,GUI,"FW,MF",23.0,1995.0,2.6,6.0,2.33,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Jules Keita,/jules-keita/profil/spieler/402117,21,LW,Guinea,0,1500000,Dijon FCO,/dijon-fco/startseite/verein/2969,RC Lens,/rc-lens/startseite/verein/826,out,2019,-1500000,24.0,1.68,right,FRA-Ligue 1,Dijon,Jules Keita,GUI,"FW,MF",20.0,1998.0,5.1,24.0,4.74,16.0,1.0,6.0,1.0,0.0,0.0,3.0,0.59,1.0,0.0,2.0,0.0,0.0,0.0,2019
Renato Sanches,/renato-sanches/profil/spieler/258027,22,CM,Portugal,15000000,20000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,LOSC Lille,/losc-lille/startseite/verein/1082,in,2019,-5000000,25.0,1.76,right,GER-Bundesliga,Bayern Munich,Renato Sanches,POR,MF,20.0,1997.0,6.4,32.0,4.99,16.0,4.0,7.0,1.0,3.0,1.0,4.0,0.62,1.0,0.0,1.0,1.0,0.0,1.0,2019
Reinildo Mandava,/reinildo-mandava/profil/spieler/240692,25,LB,Mozambique,25000000,3000000,B SAD,/belenenses-sad/startseite/verein/2457,LOSC Lille,/losc-lille/startseite/verein/1082,in,2019,22000000,29.0,1.8,left,FRA-Ligue 1,Lille,Reinildo Mandava,MOZ,DF,24.0,1994.0,1.1,1.0,0.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Nicolas Pépé,/nicolas-pepe/profil/spieler/343052,24,RW,Cote d'Ivoire,18000000,80000000,LOSC Lille,/losc-lille/startseite/verein/1082,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2019,-62000000,28.0,1.83,left,FRA-Ligue 1,Lille,Nicolas Pépé,CIV,"FW,MF",23.0,1995.0,36.9,176.0,4.77,111.0,9.0,19.0,12.0,23.0,2.0,36.0,0.97,17.0,2.0,7.0,4.0,5.0,1.0,2019
