league,season,team,players_used,Age,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,url,nextSeason
ESP-La Liga,2018,Getafe,26,27.5,38,3420,90,100,38.0,418,85.0,,114,18,152,1.55,48,35,13,0.34,46.2,43.6,2.6,0.07,/en/squads/7848bd64/2018-2019/Getafe-Stats,2019
ESP-La Liga,2018,Girona,26,26.6,38,3420,90,100,38.0,418,85.0,,113,19,153,0.97,37,53,-16,-0.42,43.5,52.7,-9.2,-0.24,/en/squads/9024a00a/2018-2019/Girona-Stats,2019
ESP-La Liga,2018,Huesca,30,26.7,38,3420,90,100,38.0,418,84.0,,111,23,155,0.87,43,65,-22,-0.58,50.8,60.2,-9.4,-0.25,/en/squads/c6c493e6/2018-2019/Huesca-Stats,2019
ESP-La Liga,2018,Leganés,29,26.6,38,3420,90,100,38.0,418,85.0,,112,17,154,1.18,37,43,-6,-0.16,40.6,41.2,-0.6,-0.02,/en/squads/7c6f2c78/2018-2019/Leganes-Stats,2019
ESP-La Liga,2018,Levante,26,26.3,38,3420,90,100,38.0,418,84.0,,113,20,152,1.16,59,66,-7,-0.18,53.9,76.2,-22.3,-0.59,/en/squads/9800b6a1/2018-2019/Levante-Stats,2019
ESP-La Liga,2018,Rayo Vallecano,29,26.6,38,3420,90,100,38.0,418,84.0,,111,20,155,0.84,41,70,-29,-0.76,48.7,60.0,-11.3,-0.3,/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats,2019
ESP-La Liga,2018,Real Madrid,27,27.1,38,3420,90,100,38.0,418,84.0,,112,21,154,1.79,63,46,17,0.45,66.7,47.1,19.6,0.52,/en/squads/53a2f082/2018-2019/Real-Madrid-Stats,2019
ESP-La Liga,2018,Real Sociedad,30,24.9,38,3420,90,100,38.0,418,84.0,,110,20,156,1.32,45,46,-1,-0.03,49.7,48.6,1.1,0.03,/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats,2019
ESP-La Liga,2018,Sevilla,27,27.9,38,3420,90,100,38.0,418,84.0,,111,22,155,1.55,62,47,15,0.39,66.6,45.4,21.3,0.56,/en/squads/ad2be733/2018-2019/Sevilla-Stats,2019
ESP-La Liga,2018,Valencia,25,26.4,38,3420,90,100,38.0,418,84.0,,108,23,158,1.61,51,35,16,0.42,60.7,42.9,17.8,0.47,/en/squads/dcc91a7b/2018-2019/Valencia-Stats,2019
ESP-La Liga,2018,Valladolid,28,27.4,38,3420,90,100,38.0,418,85.0,,113,18,152,1.08,32,51,-19,-0.5,41.1,58.5,-17.5,-0.46,/en/squads/17859612/2018-2019/Valladolid-Stats,2019
ESP-La Liga,2018,Villarreal,26,27.1,38,3420,90,100,38.0,418,85.0,,113,19,152,1.16,49,52,-3,-0.08,53.9,55.0,-1.1,-0.03,/en/squads/2a8183b3/2018-2019/Villarreal-Stats,2019
ESP-La Liga,2019,Alavés,32,27.6,38,3420,90,100,38.0,418,83.0,,133,22,187,1.03,34,59,-25,-0.66,39.3,57.8,-18.5,-0.49,/en/squads/8d6fd021/2019-2020/Alaves-Stats,2020
ESP-La Liga,2019,Athletic Club,26,26.7,38,3420,90,100,38.0,418,83.0,,130,21,189,1.34,41,38,3,0.08,41.5,48.8,-7.3,-0.19,/en/squads/2b390eca/2019-2020/Athletic-Club-Stats,2020
ESP-La Liga,2019,Atlético Madrid,30,26.1,38,3420,90,100,38.0,418,82.0,,130,23,187,1.84,51,27,24,0.63,56.8,32.5,24.4,0.64,/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats,2020
ESP-La Liga,2019,Barcelona,28,27.8,38,3420,90,100,38.0,418,83.0,,123,22,183,2.16,86,38,48,1.26,66.3,38.3,28.0,0.74,/en/squads/206d90db/2019-2020/Barcelona-Stats,2020
ESP-La Liga,2019,Betis,27,27.5,38,3420,90,100,38.0,418,83.0,,132,20,182,1.08,48,60,-12,-0.32,51.0,54.8,-3.7,-0.1,/en/squads/fc536746/2019-2020/Real-Betis-Stats,2020
ESP-La Liga,2019,Celta Vigo,30,25.8,38,3420,90,100,38.0,418,83.0,,130,20,187,0.97,37,49,-12,-0.32,39.2,45.3,-6.1,-0.16,/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats,2020
ESP-La Liga,2019,Eibar,26,29.3,38,3420,90,100,38.0,418,84.0,,128,19,185,1.11,39,56,-17,-0.45,42.0,53.0,-11.0,-0.29,/en/squads/bea5c710/2019-2020/Eibar-Stats,2020
ESP-La Liga,2019,Espanyol,31,27.7,38,3420,90,100,38.0,418,83.0,,130,19,189,0.66,27,58,-31,-0.82,38.6,51.0,-12.4,-0.33,/en/squads/a8661628/2019-2020/Espanyol-Stats,2020
ESP-La Liga,2019,Getafe,30,27.5,38,3420,90,100,38.0,418,84.0,,128,19,175,1.42,43,37,6,0.16,41.6,41.4,0.2,0.0,/en/squads/7848bd64/2019-2020/Getafe-Stats,2020
ESP-La Liga,2019,Granada,27,26.8,38,3420,90,100,38.0,418,82.0,,133,24,174,1.47,52,45,7,0.18,44.9,42.6,2.3,0.06,/en/squads/a0435291/2019-2020/Granada-Stats,2020
ESP-La Liga,2019,Leganés,29,26.9,38,3420,90,100,38.0,418,82.0,,130,25,190,0.95,30,51,-21,-0.55,39.9,42.8,-2.9,-0.08,/en/squads/7c6f2c78/2019-2020/Leganes-Stats,2020
ESP-La Liga,2019,Levante,29,27.7,38,3420,90,100,38.0,418,84.0,,134,19,187,1.29,47,53,-6,-0.16,48.1,62.9,-14.8,-0.39,/en/squads/9800b6a1/2019-2020/Levante-Stats,2020
ESP-La Liga,2019,Mallorca,32,26.8,38,3420,90,100,38.0,418,83.0,,132,22,185,0.87,40,65,-25,-0.66,41.1,63.5,-22.4,-0.59,/en/squads/2aa12281/2019-2020/Mallorca-Stats,2020
ESP-La Liga,2019,Osasuna,31,27.7,38,3420,90,100,38.0,418,83.0,,129,20,185,1.37,46,54,-8,-0.21,49.4,49.4,0.1,0.0,/en/squads/03c57e2b/2019-2020/Osasuna-Stats,2020
ESP-La Liga,2019,Real Madrid,26,27.6,38,3420,90,100,38.0,418,85.0,,120,18,198,2.29,70,25,45,1.18,67.9,33.3,34.6,0.91,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats,2020
ESP-La Liga,2019,Real Sociedad,27,24.8,38,3420,90,100,38.0,418,83.0,,126,22,195,1.47,56,48,8,0.21,48.9,43.0,5.8,0.15,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats,2020
ESP-La Liga,2019,Sevilla,26,27.7,38,3420,90,100,38.0,418,83.0,,133,23,187,1.84,54,34,20,0.53,53.2,36.1,17.1,0.45,/en/squads/ad2be733/2019-2020/Sevilla-Stats,2020
ESP-La Liga,2019,Valencia,28,27.0,38,3420,90,100,38.0,418,83.0,,132,22,187,1.39,46,53,-7,-0.18,43.3,56.0,-12.7,-0.33,/en/squads/dcc91a7b/2019-2020/Valencia-Stats,2020
ESP-La Liga,2019,Valladolid,30,27.1,38,3420,90,100,38.0,418,83.0,,126,22,179,1.11,32,43,-11,-0.29,36.6,54.5,-18.0,-0.47,/en/squads/17859612/2019-2020/Valladolid-Stats,2020
ESP-La Liga,2019,Villarreal,25,27.6,38,3420,90,100,38.0,418,84.0,,132,20,188,1.58,63,49,14,0.37,63.6,46.3,17.3,0.45,/en/squads/2a8183b3/2019-2020/Villarreal-Stats,2020
ESP-La Liga,2020,Alavés,30,28.7,38,3420,90,100,38.0,418,82.0,248.0,163,20,254,1.0,36,57,-21,-0.55,42.6,49.9,-7.3,-0.19,/en/squads/8d6fd021/2020-2021/Alaves-Stats,2021
ESP-La Liga,2020,Athletic Club,27,26.6,38,3420,90,100,38.0,418,81.0,240.0,177,22,242,1.21,46,42,4,0.11,43.1,37.7,5.4,0.14,/en/squads/2b390eca/2020-2021/Athletic-Club-Stats,2021
ESP-La Liga,2020,Atlético Madrid,25,27.3,38,3420,90,100,38.0,418,82.0,272.0,148,23,231,2.26,67,25,42,1.11,52.8,37.1,15.7,0.41,/en/squads/db3b9613/2020-2021/Atletico-Madrid-Stats,2021
ESP-La Liga,2020,Barcelona,25,26.4,38,3420,90,100,38.0,418,82.0,260.0,158,22,260,2.08,85,38,47,1.24,73.5,40.8,32.7,0.86,/en/squads/206d90db/2020-2021/Barcelona-Stats,2021
ESP-La Liga,2020,Betis,25,27.9,38,3420,90,100,38.0,418,82.0,258.0,155,21,276,1.61,50,50,0,0.0,49.1,46.8,2.2,0.06,/en/squads/fc536746/2020-2021/Real-Betis-Stats,2021
ESP-La Liga,2020,Celta Vigo,30,26.6,38,3420,90,100,38.0,418,83.0,280.0,137,20,238,1.39,55,57,-2,-0.05,50.4,51.0,-0.6,-0.02,/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats,2021
ESP-La Liga,2020,Cádiz,34,28.8,38,3420,90,100,38.0,418,80.0,236.0,180,23,262,1.16,36,58,-22,-0.58,34.7,55.4,-20.7,-0.54,/en/squads/ee7c297c/2020-2021/Cadiz-Stats,2021
ESP-La Liga,2020,Eibar,30,28.2,38,3420,90,100,38.0,418,82.0,266.0,149,21,266,0.79,29,52,-23,-0.61,45.2,45.7,-0.5,-0.01,/en/squads/bea5c710/2020-2021/Eibar-Stats,2021
ESP-La Liga,2020,Elche,30,28.1,38,3420,90,100,38.0,418,82.0,267.0,152,21,298,0.95,34,55,-21,-0.55,29.9,60.9,-31.0,-0.82,/en/squads/6c8b07df/2020-2021/Elche-Stats,2021
ESP-La Liga,2020,Getafe,31,26.7,38,3420,90,100,38.0,418,83.0,270.0,141,19,228,1.0,28,43,-15,-0.39,34.4,40.3,-5.9,-0.16,/en/squads/7848bd64/2020-2021/Getafe-Stats,2021
ESP-La Liga,2020,Granada,34,27.4,38,3420,90,100,38.0,418,80.0,243.0,176,24,222,1.21,47,65,-18,-0.47,41.1,56.2,-15.0,-0.4,/en/squads/a0435291/2020-2021/Granada-Stats,2021
ESP-La Liga,2020,Huesca,27,28.0,38,3420,90,100,38.0,418,82.0,246.0,171,21,215,0.89,34,53,-19,-0.5,38.9,48.4,-9.5,-0.25,/en/squads/c6c493e6/2020-2021/Huesca-Stats,2021
ESP-La Liga,2020,Levante,29,28.0,38,3420,90,100,38.0,418,81.0,233.0,184,20,219,1.08,46,57,-11,-0.29,40.4,53.4,-13.0,-0.34,/en/squads/9800b6a1/2020-2021/Levante-Stats,2021
ESP-La Liga,2020,Osasuna,28,27.9,38,3420,90,100,38.0,418,81.0,240.0,173,20,247,1.16,37,48,-11,-0.29,38.7,47.8,-9.0,-0.24,/en/squads/03c57e2b/2020-2021/Osasuna-Stats,2021
ESP-La Liga,2020,Real Madrid,30,27.9,38,3420,90,100,38.0,418,82.0,279.0,137,23,217,2.21,67,28,39,1.03,61.5,37.6,23.9,0.63,/en/squads/53a2f082/2020-2021/Real-Madrid-Stats,2021
ESP-La Liga,2020,Real Sociedad,30,25.0,38,3420,90,100,38.0,418,81.0,240.0,177,21,235,1.63,59,38,21,0.55,60.7,39.2,21.5,0.57,/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats,2021
ESP-La Liga,2020,Sevilla,26,28.1,38,3420,90,100,38.0,418,81.0,233.0,184,20,266,2.03,53,33,20,0.53,54.4,34.8,19.6,0.52,/en/squads/ad2be733/2020-2021/Sevilla-Stats,2021
ESP-La Liga,2020,Valencia,30,25.2,38,3420,90,100,38.0,418,83.0,263.0,150,19,283,1.13,50,53,-3,-0.08,42.6,52.2,-9.6,-0.25,/en/squads/dcc91a7b/2020-2021/Valencia-Stats,2021
ESP-La Liga,2020,Valladolid,32,28.1,38,3420,90,100,38.0,418,81.0,246.0,170,21,246,0.82,34,57,-23,-0.61,40.1,52.9,-12.8,-0.34,/en/squads/17859612/2020-2021/Valladolid-Stats,2021
ESP-La Liga,2020,Villarreal,29,28.0,38,3420,90,100,38.0,418,82.0,253.0,165,20,238,1.53,60,44,16,0.42,56.4,42.5,13.9,0.37,/en/squads/2a8183b3/2020-2021/Villarreal-Stats,2021
ESP-La Liga,2021,Alavés,33,27.9,38,3420,90,100,38.0,418,82.0,247.0,167,20,277,0.82,31,65,-34,-0.89,37.3,57.0,-19.7,-0.52,/en/squads/8d6fd021/2021-2022/Alaves-Stats,2022
ESP-La Liga,2021,Athletic Club,26,26.9,38,3420,90,100,38.0,418,81.0,237.0,180,21,209,1.45,43,36,7,0.18,49.6,38.4,11.3,0.3,/en/squads/2b390eca/2021-2022/Athletic-Club-Stats,2022
ESP-La Liga,2021,Atlético Madrid,26,28.1,38,3420,90,100,38.0,418,79.0,244.0,170,26,159,1.87,65,43,22,0.58,54.4,33.4,21.1,0.56,/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats,2022
ESP-La Liga,2021,Barcelona,38,26.2,38,3420,90,100,38.0,418,82.0,254.0,159,20,264,1.92,68,38,30,0.79,63.4,34.4,29.0,0.76,/en/squads/206d90db/2021-2022/Barcelona-Stats,2022
ESP-La Liga,2021,Betis,31,28.9,38,3420,90,100,38.0,418,82.0,251.0,161,21,266,1.71,62,40,22,0.58,53.5,43.4,10.1,0.27,/en/squads/fc536746/2021-2022/Real-Betis-Stats,2022
ESP-La Liga,2021,Celta Vigo,25,28.4,38,3420,90,100,38.0,418,82.0,261.0,155,21,222,1.21,43,43,0,0.0,43.1,45.7,-2.6,-0.07,/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats,2022
ESP-La Liga,2021,Cádiz,33,28.5,38,3420,90,100,38.0,418,81.0,246.0,172,22,270,1.03,35,51,-16,-0.42,39.5,48.3,-8.7,-0.23,/en/squads/ee7c297c/2021-2022/Cadiz-Stats,2022
ESP-La Liga,2021,Elche,28,29.1,38,3420,90,100,38.0,418,80.0,236.0,179,22,255,1.11,40,52,-12,-0.32,33.7,59.1,-25.4,-0.67,/en/squads/6c8b07df/2021-2022/Elche-Stats,2022
ESP-La Liga,2021,Espanyol,34,27.7,38,3420,90,100,38.0,418,81.0,234.0,181,21,269,1.11,40,53,-13,-0.34,36.7,51.2,-14.5,-0.38,/en/squads/a8661628/2021-2022/Espanyol-Stats,2022
ESP-La Liga,2021,Getafe,31,26.6,38,3420,90,100,38.0,418,83.0,259.0,153,19,251,1.03,33,41,-8,-0.21,29.3,38.6,-9.3,-0.25,/en/squads/7848bd64/2021-2022/Getafe-Stats,2022
ESP-La Liga,2021,Granada,32,28.1,38,3420,90,100,38.0,418,80.0,241.0,175,22,243,1.0,44,61,-17,-0.45,39.0,61.2,-22.2,-0.59,/en/squads/a0435291/2021-2022/Granada-Stats,2022
ESP-La Liga,2021,Levante,31,28.0,38,3420,90,100,38.0,418,81.0,237.0,180,21,261,0.92,51,76,-25,-0.66,55.1,55.0,0.1,0.0,/en/squads/9800b6a1/2021-2022/Levante-Stats,2022
ESP-La Liga,2021,Mallorca,33,27.9,38,3420,90,100,38.0,418,82.0,237.0,178,20,273,1.03,36,63,-27,-0.71,38.8,49.3,-10.5,-0.28,/en/squads/2aa12281/2021-2022/Mallorca-Stats,2022
ESP-La Liga,2021,Osasuna,29,27.7,38,3420,90,100,38.0,418,83.0,242.0,175,17,269,1.24,37,51,-14,-0.37,36.7,46.3,-9.6,-0.25,/en/squads/03c57e2b/2021-2022/Osasuna-Stats,2022
ESP-La Liga,2021,Rayo Vallecano,28,27.5,38,3420,90,100,38.0,418,81.0,238.0,178,20,224,1.11,39,50,-11,-0.29,42.8,48.4,-5.6,-0.15,/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats,2022
ESP-La Liga,2021,Real Madrid,31,27.7,38,3420,90,100,38.0,418,83.0,256.0,163,19,248,2.26,80,31,49,1.29,71.7,43.9,27.8,0.73,/en/squads/53a2f082/2021-2022/Real-Madrid-Stats,2022
ESP-La Liga,2021,Real Sociedad,32,25.7,38,3420,90,100,38.0,418,81.0,235.0,179,19,237,1.63,40,37,3,0.08,51.5,38.7,12.8,0.34,/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats,2022
ESP-La Liga,2021,Sevilla,33,28.6,38,3420,90,100,38.0,418,79.0,238.0,179,25,262,1.84,53,30,23,0.61,42.4,36.9,5.4,0.14,/en/squads/ad2be733/2021-2022/Sevilla-Stats,2022
ESP-La Liga,2021,Valencia,34,24.8,38,3420,90,100,38.0,418,81.0,235.0,179,20,246,1.26,48,53,-5,-0.13,39.0,47.7,-8.7,-0.23,/en/squads/dcc91a7b/2021-2022/Valencia-Stats,2022
ESP-La Liga,2021,Villarreal,29,28.0,38,3420,90,100,38.0,418,81.0,235.0,183,21,234,1.55,63,37,26,0.68,64.2,44.8,19.4,0.51,/en/squads/2a8183b3/2021-2022/Villarreal-Stats,2022
ESP-La Liga,2022,Almería,29,26.4,38,3420,90,100,38.0,418,81.0,229.0,187,21,254,1.08,49,65,-16,-0.42,45.5,62.5,-17.0,-0.45,/en/squads/78ecf4bb/Almeria-Stats,2023
ESP-La Liga,2022,Athletic Club,26,27.4,38,3420,90,100,38.0,418,81.0,234.0,182,19,248,1.34,47,43,4,0.11,54.2,36.9,17.3,0.46,/en/squads/2b390eca/Athletic-Club-Stats,2023
ESP-La Liga,2022,Atlético Madrid,27,28.5,38,3420,90,100,38.0,418,81.0,245.0,168,22,201,2.03,70,33,37,0.97,62.3,41.3,20.9,0.55,/en/squads/db3b9613/Atletico-Madrid-Stats,2023
ESP-La Liga,2022,Barcelona,29,25.9,38,3420,90,100,38.0,418,81.0,246.0,168,23,227,2.32,70,20,50,1.32,75.5,33.2,42.3,1.11,/en/squads/206d90db/Barcelona-Stats,2023
ESP-La Liga,2022,Betis,30,28.6,38,3420,90,100,38.0,418,81.0,242.0,165,21,254,1.58,46,41,5,0.13,51.8,50.1,1.8,0.05,/en/squads/fc536746/Real-Betis-Stats,2023
ESP-La Liga,2022,Celta Vigo,26,26.7,38,3420,90,100,38.0,418,81.0,253.0,161,22,266,1.13,43,53,-10,-0.26,42.8,45.5,-2.8,-0.07,/en/squads/f25da7fb/Celta-Vigo-Stats,2023
ESP-La Liga,2022,Cádiz,38,29.1,38,3420,90,100,38.0,418,79.0,230.0,183,24,244,1.11,30,53,-23,-0.61,41.6,61.4,-19.9,-0.52,/en/squads/ee7c297c/Cadiz-Stats,2023
ESP-La Liga,2022,Elche,32,28.3,38,3420,90,100,38.0,418,79.0,234.0,177,24,242,0.66,30,67,-37,-0.97,37.5,70.0,-32.6,-0.86,/en/squads/6c8b07df/Elche-Stats,2023
ESP-La Liga,2022,Espanyol,33,27.6,38,3420,90,100,38.0,418,81.0,246.0,169,21,238,0.97,52,69,-17,-0.45,48.3,59.8,-11.5,-0.3,/en/squads/a8661628/Espanyol-Stats,2023
ESP-La Liga,2022,Getafe,25,27.4,38,3420,90,100,38.0,418,82.0,249.0,165,20,269,1.11,34,45,-11,-0.29,36.7,46.0,-9.4,-0.25,/en/squads/7848bd64/Getafe-Stats,2023
ESP-La Liga,2022,Girona,29,26.0,38,3420,90,100,38.0,418,81.0,239.0,179,21,228,1.29,58,55,3,0.08,50.4,55.0,-4.6,-0.12,/en/squads/9024a00a/Girona-Stats,2023
ESP-La Liga,2022,Mallorca,31,27.7,38,3420,90,100,38.0,418,82.0,250.0,165,19,280,1.32,37,43,-6,-0.16,35.2,46.4,-11.2,-0.3,/en/squads/2aa12281/Mallorca-Stats,2023
ESP-La Liga,2022,Osasuna,26,27.5,38,3420,90,100,38.0,418,81.0,230.0,183,20,198,1.39,37,42,-5,-0.13,39.4,45.7,-6.3,-0.17,/en/squads/03c57e2b/Osasuna-Stats,2023
ESP-La Liga,2022,Rayo Vallecano,28,27.9,38,3420,90,100,38.0,418,82.0,231.0,183,18,267,1.29,45,53,-8,-0.21,43.9,49.9,-6.0,-0.16,/en/squads/98e8af82/Rayo-Vallecano-Stats,2023
ESP-La Liga,2022,Real Madrid,26,27.4,38,3420,90,100,38.0,418,83.0,265.0,151,18,248,2.05,75,36,39,1.03,75.5,38.9,36.6,0.96,/en/squads/53a2f082/Real-Madrid-Stats,2023
ESP-La Liga,2022,Real Sociedad,30,25.9,38,3420,90,100,38.0,418,81.0,238.0,178,22,267,1.87,51,35,16,0.42,52.7,33.4,19.3,0.51,/en/squads/e31d1cd9/Real-Sociedad-Stats,2023
ESP-La Liga,2022,Sevilla,35,28.7,38,3420,90,100,38.0,418,78.0,231.0,177,26,236,1.29,47,54,-7,-0.18,46.3,54.2,-7.9,-0.21,/en/squads/ad2be733/Sevilla-Stats,2023
ESP-La Liga,2022,Valencia,28,24.2,38,3420,90,100,38.0,418,81.0,238.0,176,22,271,1.11,42,45,-3,-0.08,49.3,43.5,5.8,0.15,/en/squads/dcc91a7b/Valencia-Stats,2023
ESP-La Liga,2022,Valladolid,36,27.4,38,3420,90,100,38.0,418,78.0,227.0,189,27,225,1.05,33,63,-30,-0.79,38.6,64.9,-26.3,-0.69,/en/squads/17859612/Valladolid-Stats,2023
ESP-La Liga,2022,Villarreal,32,28.4,38,3420,90,100,38.0,418,81.0,245.0,172,21,204,1.68,59,40,19,0.5,61.7,50.3,11.3,0.3,/en/squads/2a8183b3/Villarreal-Stats,2023
FRA-Ligue 1,2017,Amiens,30,27.5,38,3420,90,100,38.0,418,85.0,303.0,111,20,155,1.18,37,42,-5,-0.13,32.8,54.9,-22.1,-0.58,/en/squads/25622401/2017-2018/Amiens-Stats,2018
FRA-Ligue 1,2017,Angers,27,27.1,38,3420,90,100,38.0,418,84.0,303.0,112,22,153,1.08,42,52,-10,-0.26,47.6,45.8,1.8,0.05,/en/squads/69236f98/2017-2018/Angers-Stats,2018
FRA-Ligue 1,2017,Bordeaux,31,25.1,38,3420,90,100,38.0,418,84.0,303.0,112,21,153,1.45,53,48,5,0.13,51.0,43.6,7.5,0.2,/en/squads/123f3efe/2017-2018/Bordeaux-Stats,2018
FRA-Ligue 1,2017,Caen,26,27.3,38,3420,90,100,38.0,418,84.0,320.0,95,25,170,1.0,27,52,-25,-0.66,42.8,48.0,-5.2,-0.14,/en/squads/74229020/2017-2018/Caen-Stats,2018
FRA-Ligue 1,2017,Dijon,26,26.6,38,3420,90,100,38.0,418,84.0,302.0,111,20,154,1.26,55,73,-18,-0.47,41.6,63.8,-22.2,-0.58,/en/squads/8dfb7350/2017-2018/Dijon-Stats,2018
FRA-Ligue 1,2017,Guingamp,23,27.2,38,3420,90,100,38.0,418,84.0,304.0,113,20,153,1.24,48,59,-11,-0.29,45.5,49.0,-3.5,-0.09,/en/squads/d41b5f53/2017-2018/Guingamp-Stats,2018
FRA-Ligue 1,2017,Lille,25,22.6,38,3420,90,100,38.0,418,83.0,303.0,109,25,157,1.0,41,67,-26,-0.68,36.4,57.9,-21.5,-0.57,/en/squads/cb188c0c/2017-2018/Lille-Stats,2018
FRA-Ligue 1,2017,Lyon,26,24.4,38,3420,90,100,38.0,418,85.0,308.0,108,18,158,2.05,87,43,44,1.16,63.4,40.1,23.3,0.61,/en/squads/d53c0b06/2017-2018/Lyon-Stats,2018
FRA-Ligue 1,2017,Marseille,26,27.2,38,3420,90,100,38.0,418,84.0,303.0,113,21,153,2.03,80,47,33,0.87,78.1,41.8,36.3,0.96,/en/squads/5725cc7b/2017-2018/Marseille-Stats,2018
FRA-Ligue 1,2017,Metz,36,27.4,38,3420,90,100,38.0,418,84.0,308.0,102,22,157,0.68,34,76,-42,-1.11,40.3,71.3,-31.0,-0.81,/en/squads/f83960ae/2017-2018/Metz-Stats,2018
FRA-Ligue 1,2017,Monaco,32,25.8,38,3420,90,100,38.0,418,84.0,305.0,111,20,155,2.11,85,45,40,1.05,62.3,48.5,13.8,0.36,/en/squads/fd6114db/2017-2018/Monaco-Stats,2018
FRA-Ligue 1,2017,Montpellier,23,26.4,38,3420,90,100,38.0,418,84.0,306.0,110,21,155,1.34,36,33,3,0.08,42.6,39.0,3.6,0.1,/en/squads/281b0e73/2017-2018/Montpellier-Stats,2018
FRA-Ligue 1,2017,Nantes,30,25.6,38,3420,90,100,38.0,418,83.0,301.0,111,24,155,1.37,36,41,-5,-0.13,41.8,38.1,3.7,0.1,/en/squads/d7a486cd/2017-2018/Nantes-Stats,2018
FRA-Ligue 1,2017,Nice,31,25.0,38,3420,90,100,38.0,418,86.0,319.0,95,15,171,1.42,53,52,1,0.03,49.2,49.5,-0.3,-0.01,/en/squads/132ebc33/2017-2018/Nice-Stats,2018
FRA-Ligue 1,2017,Paris S-G,28,26.1,38,3420,90,100,38.0,418,85.0,306.0,105,19,161,2.45,108,29,79,2.08,86.1,34.3,51.7,1.36,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats,2018
FRA-Ligue 1,2017,Rennes,28,24.2,38,3420,90,100,38.0,418,85.0,314.0,101,21,164,1.53,50,44,6,0.16,49.8,49.3,0.5,0.01,/en/squads/b3072e00/2017-2018/Rennes-Stats,2018
FRA-Ligue 1,2017,Saint-Étienne,30,26.6,38,3420,90,100,38.0,418,83.0,304.0,107,24,158,1.45,47,50,-3,-0.08,51.0,54.1,-3.1,-0.08,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats,2018
FRA-Ligue 1,2017,Strasbourg,25,27.2,38,3420,90,100,38.0,418,85.0,304.0,110,18,156,1.0,44,67,-23,-0.61,45.5,58.4,-12.9,-0.34,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats,2018
FRA-Ligue 1,2017,Toulouse,25,23.9,38,3420,90,100,38.0,418,84.0,305.0,110,22,156,0.97,38,54,-16,-0.42,45.5,52.1,-6.6,-0.17,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats,2018
FRA-Ligue 1,2017,Troyes,25,26.7,38,3420,90,100,38.0,418,83.0,298.0,114,23,152,0.87,32,59,-27,-0.71,38.0,52.0,-14.0,-0.37,/en/squads/54195385/2017-2018/Troyes-Stats,2018
FRA-Ligue 1,2018,Amiens,26,26.5,38,3420,90,100,38.0,418,85.0,307.0,106,18,160,1.0,31,52,-21,-0.55,35.4,49.8,-14.5,-0.38,/en/squads/25622401/2018-2019/Amiens-Stats,2019
FRA-Ligue 1,2018,Angers,24,28.0,38,3420,90,100,38.0,418,84.0,304.0,110,20,155,1.21,44,49,-5,-0.13,50.7,47.9,2.8,0.07,/en/squads/69236f98/2018-2019/Angers-Stats,2019
FRA-Ligue 1,2018,Bordeaux,33,25.3,38,3420,90,100,38.0,418,84.0,303.0,110,22,156,1.08,34,42,-8,-0.21,39.7,53.5,-13.7,-0.36,/en/squads/123f3efe/2018-2019/Bordeaux-Stats,2019
FRA-Ligue 1,2018,Caen,26,25.8,38,3420,90,100,38.0,418,83.0,301.0,113,23,153,0.87,29,54,-25,-0.66,31.0,63.8,-32.8,-0.86,/en/squads/74229020/2018-2019/Caen-Stats,2019
FRA-Ligue 1,2018,Dijon,26,27.1,38,3420,90,100,38.0,418,84.0,299.0,112,20,154,0.89,31,60,-29,-0.76,39.8,58.2,-18.5,-0.49,/en/squads/8dfb7350/2018-2019/Dijon-Stats,2019
FRA-Ligue 1,2018,Guingamp,30,26.0,38,3420,90,100,38.0,418,84.0,306.0,107,22,158,0.71,28,68,-40,-1.05,40.4,53.4,-12.9,-0.34,/en/squads/d41b5f53/2018-2019/Guingamp-Stats,2019
FRA-Ligue 1,2018,Lille,25,24.1,38,3420,90,100,38.0,418,86.0,302.0,112,16,154,1.97,68,33,35,0.92,59.5,42.1,17.4,0.46,/en/squads/cb188c0c/2018-2019/Lille-Stats,2019
