league,season,team,players_used,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,url,nextSeason
FRA-Ligue 1,2020,Rennes,32,38.0,587,337,242,254,91,234,564,41.5,330,347,74,273,361,948,510,12,/en/squads/b3072e00/2020-2021/Rennes-Stats,2021
FRA-Ligue 1,2020,Saint-Étienne,40,38.0,716,428,394,253,69,326,700,46.6,374,374,88,286,471,1187,665,10,/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats,2021
FRA-Ligue 1,2020,Strasbourg,26,38.0,633,396,313,247,73,280,615,45.5,335,303,77,226,521,1154,641,11,/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats,2021
FRA-Ligue 1,2021,Angers,30,38.0,619,370,301,253,65,284,659,43.1,375,384,99,285,423,1042,631,9,/en/squads/69236f98/2021-2022/Angers-Stats,2022
FRA-Ligue 1,2021,Bordeaux,39,38.0,642,377,321,243,78,323,741,43.6,418,357,104,253,454,1096,688,19,/en/squads/123f3efe/2021-2022/Bordeaux-Stats,2022
FRA-Ligue 1,2021,Brest,25,38.0,682,400,342,249,91,310,655,47.3,345,369,108,261,469,1151,707,4,/en/squads/fb08dbb3/2021-2022/Brest-Stats,2022
FRA-Ligue 1,2021,Clermont Foot,28,38.0,622,361,285,262,75,291,665,43.8,374,372,99,273,386,1008,527,9,/en/squads/d9676424/2021-2022/Clermont-Foot-Stats,2022
FRA-Ligue 1,2021,Lens,28,38.0,591,359,273,243,75,266,602,44.2,336,360,99,261,455,1046,616,7,/en/squads/fd4e0f7d/2021-2022/Lens-Stats,2022
FRA-Ligue 1,2021,Lille,26,38.0,653,359,310,274,69,305,619,49.3,314,351,111,240,377,1030,672,6,/en/squads/cb188c0c/2021-2022/Lille-Stats,2022
FRA-Ligue 1,2021,Lorient,29,38.0,696,412,337,292,67,383,811,47.2,428,405,115,290,412,1108,776,9,/en/squads/d2c87802/2021-2022/Lorient-Stats,2022
FRA-Ligue 1,2021,Lyon,30,38.0,632,367,264,270,98,279,614,45.4,335,385,91,294,396,1028,621,17,/en/squads/d53c0b06/2021-2022/Lyon-Stats,2022
FRA-Ligue 1,2021,Marseille,27,38.0,556,319,252,238,66,232,501,46.3,269,263,65,198,327,883,437,10,/en/squads/5725cc7b/2021-2022/Marseille-Stats,2022
FRA-Ligue 1,2021,Metz,36,38.0,711,442,395,275,41,300,649,46.2,349,452,139,313,507,1218,782,11,/en/squads/f83960ae/2021-2022/Metz-Stats,2022
FRA-Ligue 1,2021,Monaco,27,38.0,745,435,292,368,85,324,701,46.2,377,378,103,275,424,1169,487,10,/en/squads/fd6114db/2021-2022/Monaco-Stats,2022
FRA-Ligue 1,2021,Montpellier,26,38.0,625,380,340,210,75,309,723,42.7,414,363,134,229,356,981,675,13,/en/squads/281b0e73/2021-2022/Montpellier-Stats,2022
FRA-Ligue 1,2021,Nantes,26,38.0,685,405,331,262,92,353,774,45.6,421,419,136,283,415,1100,680,9,/en/squads/d7a486cd/2021-2022/Nantes-Stats,2022
FRA-Ligue 1,2021,Nice,27,38.0,610,369,291,253,66,314,590,53.2,276,392,119,273,441,1051,595,7,/en/squads/132ebc33/2021-2022/Nice-Stats,2022
FRA-Ligue 1,2021,Paris S-G,36,38.0,607,360,229,276,102,290,599,48.4,309,330,106,224,303,910,437,14,/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats,2022
FRA-Ligue 1,2021,Reims,35,38.0,615,365,328,221,66,286,629,45.5,343,460,154,306,493,1108,753,7,/en/squads/7fdd64e0/2021-2022/Reims-Stats,2022
FRA-Ligue 1,2021,Rennes,28,38.0,546,318,234,215,97,261,550,47.5,289,347,92,255,315,861,646,12,/en/squads/b3072e00/2021-2022/Rennes-Stats,2022
FRA-Ligue 1,2021,Saint-Étienne,39,38.0,695,397,341,265,89,295,638,46.2,343,398,93,305,452,1147,563,10,/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats,2022
FRA-Ligue 1,2021,Strasbourg,26,38.0,660,392,302,257,101,293,626,46.8,333,380,93,287,433,1093,563,6,/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats,2022
FRA-Ligue 1,2021,Troyes,35,38.0,636,351,351,221,64,285,625,45.6,340,375,107,268,430,1066,656,8,/en/squads/54195385/2021-2022/Troyes-Stats,2022
FRA-Ligue 1,2022,Ajaccio,36,38.0,637,382,321,236,80,313,693,45.2,380,359,85,274,420,1057,670,10,/en/squads/7a54bb4f/Ajaccio-Stats,2023
FRA-Ligue 1,2022,Angers,33,38.0,652,386,311,268,73,310,610,50.8,300,402,99,303,375,1027,605,13,/en/squads/69236f98/Angers-Stats,2023
FRA-Ligue 1,2022,Auxerre,33,38.0,674,378,337,263,74,313,678,46.2,365,441,118,323,454,1128,782,10,/en/squads/5ae09109/Auxerre-Stats,2023
FRA-Ligue 1,2022,Brest,29,38.0,705,417,348,289,68,356,740,48.1,384,435,115,320,475,1180,686,13,/en/squads/fb08dbb3/Brest-Stats,2023
FRA-Ligue 1,2022,Clermont Foot,28,38.0,685,398,350,250,85,351,779,45.1,428,424,126,298,440,1125,571,17,/en/squads/d9676424/Clermont-Foot-Stats,2023
FRA-Ligue 1,2022,Lens,29,38.0,540,323,225,238,77,262,570,46.0,308,401,112,289,339,879,559,7,/en/squads/fd4e0f7d/Lens-Stats,2023
FRA-Ligue 1,2022,Lille,26,38.0,635,370,266,265,104,314,658,47.7,344,390,74,316,301,936,543,13,/en/squads/cb188c0c/Lille-Stats,2023
FRA-Ligue 1,2022,Lorient,30,38.0,736,420,409,244,83,315,690,45.7,375,484,141,343,369,1105,849,17,/en/squads/d2c87802/Lorient-Stats,2023
FRA-Ligue 1,2022,Lyon,29,38.0,723,423,306,282,135,367,771,47.6,404,433,107,326,481,1204,542,12,/en/squads/d53c0b06/Lyon-Stats,2023
FRA-Ligue 1,2022,Marseille,30,38.0,685,404,271,304,110,301,591,50.9,290,366,101,265,420,1105,570,11,/en/squads/5725cc7b/Marseille-Stats,2023
FRA-Ligue 1,2022,Monaco,27,38.0,696,400,284,310,102,323,701,46.1,378,459,120,339,426,1122,549,14,/en/squads/fd6114db/Monaco-Stats,2023
FRA-Ligue 1,2022,Montpellier,31,38.0,684,413,362,249,73,361,745,48.5,384,448,121,327,404,1088,686,9,/en/squads/281b0e73/Montpellier-Stats,2023
FRA-Ligue 1,2022,Nantes,29,38.0,709,431,367,249,93,367,730,50.3,363,427,107,320,431,1140,731,8,/en/squads/d7a486cd/Nantes-Stats,2023
FRA-Ligue 1,2022,Nice,34,38.0,818,467,415,295,108,382,680,56.2,298,419,115,304,413,1231,588,9,/en/squads/132ebc33/Nice-Stats,2023
FRA-Ligue 1,2022,Paris S-G,26,38.0,612,362,253,255,104,339,693,48.9,354,378,109,269,296,908,432,20,/en/squads/e2d8892c/Paris-Saint-Germain-Stats,2023
FRA-Ligue 1,2022,Reims,34,38.0,703,407,338,259,106,339,747,45.4,408,468,127,341,397,1100,633,15,/en/squads/7fdd64e0/Reims-Stats,2023
FRA-Ligue 1,2022,Rennes,32,38.0,600,335,255,251,94,289,616,46.9,327,392,91,301,341,941,587,10,/en/squads/b3072e00/Rennes-Stats,2023
FRA-Ligue 1,2022,Strasbourg,29,38.0,690,409,316,284,90,344,666,51.7,322,423,98,325,437,1127,688,5,/en/squads/c0d3eab4/Strasbourg-Stats,2023
FRA-Ligue 1,2022,Toulouse,29,38.0,716,406,349,264,103,368,842,43.7,474,476,138,338,409,1125,656,15,/en/squads/3f8c4b5f/Toulouse-Stats,2023
FRA-Ligue 1,2022,Troyes,32,38.0,608,361,333,207,68,272,606,44.9,334,416,144,272,398,1006,779,5,/en/squads/54195385/Troyes-Stats,2023
GER-Bundesliga,2017,Augsburg,27,34.0,723,543,361,292,70,364,603,60.4,239,400,107,293,400,1123,835,15,/en/squads/0cdc4311/2017-2018/Augsburg-Stats,2018
GER-Bundesliga,2017,Bayern Munich,28,34.0,609,467,269,248,92,308,549,56.1,241,313,75,238,355,964,399,11,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats,2018
GER-Bundesliga,2017,Dortmund,30,34.0,695,510,305,307,83,346,602,57.5,256,390,73,317,336,1031,657,17,/en/squads/add600ae/2017-2018/Dortmund-Stats,2018
GER-Bundesliga,2017,Eint Frankfurt,28,34.0,623,483,271,295,57,289,541,53.4,252,465,101,364,409,1032,918,8,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats,2018
GER-Bundesliga,2017,Freiburg,29,34.0,639,465,300,289,50,284,551,51.5,267,421,117,304,392,1031,802,6,/en/squads/a486e511/2017-2018/Freiburg-Stats,2018
GER-Bundesliga,2017,Hamburger SV,29,34.0,729,543,346,313,70,331,641,51.6,310,496,112,384,367,1096,768,16,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats,2018
GER-Bundesliga,2017,Hannover 96,26,34.0,668,490,346,269,53,353,661,53.4,308,474,134,340,382,1050,962,19,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats,2018
GER-Bundesliga,2017,Hertha BSC,25,34.0,655,488,325,268,62,313,515,60.8,202,436,91,345,386,1041,876,13,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats,2018
GER-Bundesliga,2017,Hoffenheim,26,34.0,688,516,325,300,63,320,571,56.0,251,440,98,342,345,1033,648,15,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats,2018
GER-Bundesliga,2017,Köln,31,34.0,678,502,363,274,41,337,635,53.1,298,421,106,315,389,1067,832,17,/en/squads/bc357bf7/2017-2018/Koln-Stats,2018
GER-Bundesliga,2017,Leverkusen,24,34.0,645,482,292,291,62,325,560,58.0,235,480,83,397,390,1035,621,9,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats,2018
GER-Bundesliga,2017,M'Gladbach,27,34.0,674,488,326,277,71,343,598,57.4,255,466,108,358,384,1058,719,17,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats,2018
GER-Bundesliga,2017,Mainz 05,27,34.0,699,522,339,277,83,353,625,56.5,272,502,107,395,402,1101,796,15,/en/squads/a224b06a/2017-2018/Mainz-05-Stats,2018
GER-Bundesliga,2017,RB Leipzig,23,34.0,698,509,318,309,71,342,617,55.4,275,471,76,395,397,1095,822,10,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats,2018
GER-Bundesliga,2017,Schalke 04,24,34.0,720,534,335,325,60,332,628,52.9,296,483,89,394,498,1218,773,15,/en/squads/c539e393/2017-2018/Schalke-04-Stats,2018
